,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6931023809549134,0.6930609324303868,83.33333333333334,0.8,0.7333333492279053,0.75,0.8333333432674408
1,0.6924607927211249,0.6942543186338951,33.33333333333333,0.59375,0.3333333432674408,0.25,0.5
2,0.6925062087277293,0.6954448951246676,33.33333333333333,0.6333333333333333,0.47272728383541107,0.3125,1.0
3,0.6997443044238456,0.6967949005436038,33.33333333333333,0.4666666666666667,0.47272728383541107,0.3125,1.0
4,0.7062754889175973,0.7877928937185955,33.33333333333333,0.5625,0.3333333432674408,0.25,0.5
5,0.6391836489697801,0.7310214377620282,33.33333333333333,0.8333333333333333,0.47272728383541107,0.3125,1.0
6,1.1078712057306999,1.0648488411004629,33.33333333333333,0.6333333333333333,0.47272728383541107,0.3125,1.0
7,0.6695852342409496,0.669805263556421,33.33333333333333,1.0,0.533333346247673,0.375,1.0
8,0.9247634094490371,0.9930122197445538,33.33333333333333,1.0,0.533333346247673,0.375,1.0
9,0.42599224634950783,0.9305894191419523,33.33333333333333,0.9333333333333333,0.47272728383541107,0.3125,1.0
10,0.3369531818456708,0.8281776895673567,33.33333333333333,0.9583333333333333,0.533333346247673,0.375,1.0
11,0.4261920581539075,1.162652322045967,33.33333333333333,0.7857142857142857,0.5396825447678566,0.4375,1.0
12,0.3635075880800779,0.8059788404368939,41.66666666666667,1.0,0.5535714328289032,0.4464285746216774,1.0
13,0.2562882939532609,0.9025746434629195,41.66666666666667,1.0,0.5555555820465088,0.3928571492433548,1.0
14,0.5924117684750084,1.0975079482726795,41.66666666666667,0.875,0.6000000089406967,0.4583333432674408,1.0
15,0.23142182980879364,0.7395851837318795,66.66666666666666,1.0,0.75,0.6666666716337204,1.0
16,0.0455071703316491,0.5000775893184665,75.0,1.0,0.7333333492279053,0.5833333432674408,1.0
17,0.14055497495921093,1.009898031595638,58.333333333333336,1.0,0.5833333432674408,0.4166666716337204,1.0
18,0.01910257352839635,1.2641166025070476,50.0,0.9666666666666667,0.5499999821186066,0.380952388048172,1.0
19,0.003289418052731726,0.4091892448362815,75.0,1.0,0.7083333432674408,0.550000011920929,1.0
20,0.004868038734971113,1.0013029889108684,66.66666666666666,0.9285714285714286,0.6666666567325592,0.6000000014901161,1.0
21,0.003050912312513163,0.9517602679479954,75.0,1.0,0.7333333492279053,0.5833333432674408,1.0
22,0.003079607834668251,0.987415105379953,75.0,1.0,0.7857142984867096,0.7000000029802322,1.0
