,ADHD,ADHD,ADHD,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.692435444493313,0.08957095068475775,64.65517241379311,0.10905067966088468,46.15384615384615,0.733823078990429
1,0.7671907427647978,0.08736467033422476,64.65517241379311,0.10666909593203035,53.84615384615385,0.847484161353275
2,0.7236380857518634,0.08455325253887257,64.65517241379311,0.1061104663654325,53.84615384615385,0.9810414190266042
3,0.9515276317946366,0.08427328939258902,64.65517241379311,0.10590048461835579,46.15384615384615,0.7061145521955284
4,0.582649105339897,0.08688186626517615,64.65517241379311,0.10988376951452992,53.84615384615385,0.6966428762380099
5,1.0967293802215081,0.08467960998484267,64.65517241379311,0.10858301638239322,53.84615384615385,0.980636513608069
6,0.6931362218759041,0.08934369367588009,64.65517241379311,0.10968657584156269,46.15384615384615,0.5436947847856379
7,0.6734020800135362,0.08607895398950673,64.65517241379311,0.22075533480817636,46.15384615384615,0.7394148683145646
8,0.43092225821804425,0.08654089540522285,64.65517241379311,0.09733808419996194,53.84615384615385,0.9927359527906016
9,0.6643653899551517,0.08343570564077932,64.65517241379311,0.1394725528218019,53.84615384615385,1.7396216083761356
10,0.693922891960948,0.0857615550668925,64.65517241379311,0.11268845822339342,53.84615384615385,0.6509874727143034
11,0.523189556283386,0.0860877243148444,58.620689655172406,0.12852400562338082,53.84615384615385,0.1807959317753567
12,0.5021992082824992,0.08495700028853313,61.206896551724135,0.14212380202171798,61.53846153846154,0.960067660552331
13,0.5414054896861101,0.0896856976700807,61.206896551724135,0.16704881945895694,53.84615384615385,0.0932733613804197
14,0.40141948209178036,0.0869572095060158,62.06896551724138,0.13626388281614515,46.15384615384615,0.5957655908325649
15,0.48608479848192737,0.10003887656369946,52.58620689655172,0.12023695613413901,61.53846153846154,0.03861266795645154
16,0.7631130909629766,0.09732147763093048,50.86206896551724,0.1787095113054241,61.53846153846154,0.05476519577727571
17,0.6005148824553266,0.10695329119766707,59.48275862068966,0.2906863946847331,53.84615384615385,0.9774854914841541
18,0.6413838887530823,0.15108439982874888,62.93103448275862,0.32769232108023844,53.84615384615385,0.5555334367723997
19,0.4103345679472844,0.11155922419237438,57.758620689655174,0.21270055400220114,53.84615384615385,0.41902940703543035
20,1.5666261923614302,0.13020943960938455,57.758620689655174,0.2486525210164589,61.53846153846154,0.5499416601456083
21,0.0343675419277572,0.16162943168622154,62.93103448275862,0.32055689038972146,61.53846153846154,0.5866555784417004
22,0.13405458468184514,0.15232622256846204,40.51724137931034,0.24431567855870961,61.53846153846154,0.0774219561334995
23,0.3408227509489015,0.13437514043204146,53.44827586206896,0.3689921012702219,53.84615384615385,0.014178121814289063
24,0.05593693787612166,0.14819730366995912,62.06896551724138,0.2537726420471123,53.84615384615385,0.048690031988644016
25,0.4286337654146347,0.14205733265566264,54.310344827586206,0.2700524058466798,61.53846153846154,0.008975330269700297
26,0.5052368889241596,0.1394372587778669,63.793103448275865,0.44985433396533925,53.84615384615385,0.0004071352300082235
27,0.6707104355486292,0.18316105620054496,65.51724137931035,0.30410019839115077,61.53846153846154,0.007812215735886083
28,0.18497825052780043,0.1782989309928245,65.51724137931035,0.2679142044343951,69.23076923076923,0.000318494626671635
29,0.23379575351736118,0.15222746362531786,50.86206896551724,0.3100347700762084,61.53846153846154,1.5123010409501516
30,0.03681285580747153,0.2054248785368289,62.93103448275862,0.44077211602213945,53.84615384615385,0.0026505944912878147
31,0.02525662658478406,0.1928816486112361,56.896551724137936,0.2895456686677991,69.23076923076923,0.0008394973739375384
32,0.01504320101374245,0.22676151002593176,66.37931034482759,0.2802234687601698,61.53846153846154,0.002348551038389876
33,0.08272046767354799,0.1923463976462669,63.793103448275865,0.17848335288217237,61.53846153846154,2.333143528173527e-05
34,0.003994576468882937,0.29816932145210273,64.65517241379311,0.5892471144420915,46.15384615384615,4.020612868600374e-05
35,0.008392542495101268,0.30544677672256226,58.620689655172406,0.4915244946920358,61.53846153846154,8.039327765516972e-07
36,0.1672667925629595,0.19565672651699503,45.689655172413794,0.16277412088838855,76.92307692307693,2.4307077431566877
