,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6876673684456172,0.6925529406132773,55.65217391304348,0.4905555555555556,0.0,0.0,0.0,0.6895933568543351,60.15625,0.6831101190476191,0.0,0.0,0.0,0.6981443816363063,0.6936067492376217,46.03174603174603,0.4369791666666667,0.0,0.0,0.0,0.6968427645894483,0.6853924486107045,58.82352941176471,0.425,0.811965823173523,0.7083333333333334,1.0,0.7493727008292028,0.752010610348439,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.7944823918245092,0.6938120020910475,23.076923076923077,0.45,0.0,0.0,0.0,0.6934771013985969,0.9793063477296287,28.57142857142857,0.5416666666666666,0.0,0.0,0.0,0.617653290565084,0.6934756727675839,50.0,0.53125,0.6666666865348816,0.5,1.0,0.6920619122351168,0.6034820221534912,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.8259541515042427,0.6979360378774169,51.21951219512195,0.5597222222222222,0.0,0.0,0.0,0.9538497879119838
1,0.692986587192394,0.6929304918110002,53.04347826086957,0.505,0.05185185273488362,0.13333333333333333,0.032380953431129456,0.6641753555462878,63.28125,0.6672247023809524,0.10535714402794838,0.25,0.06979166716337204,0.6807853191700103,0.6932881759919951,46.03174603174603,0.43134920634920637,0.020833333333333332,0.041666666666666664,0.013888889302810034,0.6931305045540996,0.6743554810320765,58.82352941176471,0.6458333333333334,0.4895104765892029,0.4285714328289032,0.5833333333333334,0.673549160057968,0.7330340926331912,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6515923575561767,0.6960503657665996,23.076923076923077,0.5833333333333334,0.0,0.0,0.0,0.649426182657841,0.752099267355206,28.57142857142857,0.7083333333333334,0.0,0.0,0.0,0.6892856187463798,0.6992710434029801,50.0,0.45,0.7727272808551788,0.6875,1.0,0.6920454185441074,0.6933437512350584,37.5,0.0,0.0,0.0,0.0,0.6921915210603385,0.6943792445628215,51.21951219512195,0.41825396825396827,0.0,0.0,0.0,0.7027278710344537
2,0.6884129198408736,0.6925222382728653,55.65217391304348,0.5056349206349207,0.0,0.0,0.0,0.644804150096027,64.0625,0.7169642857142857,0.10902778059244156,0.25,0.0699404776096344,0.8609577500708817,0.6932245944397337,46.56084656084656,0.4837549603174604,0.2500992069641749,0.4722222238779068,0.1969246044754982,0.6928105485390115,0.6929215986853906,64.70588235294117,0.5888888888888889,0.5252525409062704,0.4682539701461792,0.600000003973643,0.692756118460961,0.7361215863366888,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.9712805488548883,0.7246517109421569,23.076923076923077,0.5357142857142857,0.0,0.0,0.0,0.7698369778154553,0.8375499267900247,28.57142857142857,0.6666666666666667,0.0,0.0,0.0,0.6593192592456213,0.6931974897542486,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.7581916849156356,0.6933378012499589,37.5,0.2,0.0,0.0,0.0,0.6932974244963216,0.6931804658948822,51.21951219512195,0.4597222222222222,0.13095238308111826,0.25,0.08888889104127884,0.692992375047908
3,0.5757939027202486,0.6920275288694099,55.65217391304348,0.5465476190476191,0.0,0.0,0.0,0.6514485591721418,61.71875,0.7283854166666667,0.5920544844120741,0.5258928630501032,0.7437500040978193,0.7531943492047866,0.6932669849910501,47.08994708994709,0.4680555555555556,0.21954365322987238,0.3472222238779068,0.17500000322858492,0.6938069534756635,0.6941000948445278,41.17647058823529,0.5666666666666667,0.0,0.0,0.0,0.6926260477252966,0.7011172797091142,55.55555555555556,0.46875,0.3636363744735718,0.2857142984867096,0.5,0.7216491385636701,0.6931666648543824,30.76923076923077,0.375,0.1428571492433548,0.5,0.0833333358168602,0.6719979736768318,0.7476190142456917,28.57142857142857,0.7,0.0,0.0,0.0,0.6633960302556683,0.7144739391241901,40.0,0.6875,0.7000000029802322,0.6666666716337204,0.75,0.8784234961233597,0.6941818328600708,37.5,0.2,0.0,0.0,0.0,0.6938020906117175,0.6931489563676627,48.78048780487805,0.5508928571428572,0.5228179320693016,0.4166666666666667,0.8333333333333334,0.6935035719142845
4,0.6488360742375384,0.7036471749500803,55.65217391304348,0.5361111111111112,0.0,0.0,0.0,0.617314642792286,67.1875,0.737016369047619,0.5343254040926695,0.6197916734963655,0.5324404817074537,0.6074424150289289,0.6931720313522927,46.56084656084656,0.5134424603174603,0.10863095025221507,0.25,0.07609127089381218,0.6912978089764699,0.7004500391266378,41.17647058823529,0.7083333333333334,0.0,0.0,0.0,0.7997614136009854,0.6936361819710855,55.55555555555556,0.41666666666666663,0.75,0.7000000029802322,0.8333333432674408,0.6935017878780237,0.7563461424505759,30.76923076923077,0.375,0.1428571492433548,0.5,0.0833333358168602,0.689934790425227,0.8000265657581319,28.57142857142857,0.7083333333333333,0.0,0.0,0.0,0.7110545270470273,0.7759407828061136,40.0,0.65625,0.0,0.0,0.0,0.6973954475147344,0.692116416139951,37.5,0.6666666666666666,0.0,0.0,0.0,0.6918483466785372,0.694724872693963,48.78048780487805,0.43124999999999997,0.6989122132460276,0.5625,1.0,0.6679329889598729
5,0.623710714824085,0.7143447936329742,55.65217391304348,0.5954365079365079,0.0,0.0,0.0,0.6161929246024318,68.75,0.7181919642857142,0.3978851195424795,0.4520833380520344,0.3982142908498645,0.32706972409825985,0.6936681030331775,46.03174603174603,0.4534722222222222,0.12043650945027669,0.3125,0.07569444552063942,0.6980500941636096,0.7013833204341889,41.17647058823529,0.6805555555555555,0.0,0.0,0.0,0.6733939175730171,0.6937789606974732,55.55555555555556,0.4375,0.3636363744735718,0.2857142984867096,0.5,0.6929878438438779,0.7788411152215506,30.76923076923077,0.4166666666666667,0.1428571492433548,0.5,0.0833333358168602,0.9157219492958489,0.8811840003260719,28.57142857142857,0.75,0.0,0.0,0.0,0.8358708666994653,0.7556706999837658,60.0,0.3833333333333333,0.25,0.3333333432674408,0.20000000298023224,0.7097497587750027,0.6931898353655004,37.5,0.6,0.2857142984867096,0.5,0.20000000298023224,0.6916306589699038,0.6836132704972673,48.78048780487805,0.5555555555555555,0.5397491504748663,0.4166666666666667,0.8333333333333334,0.8480978912665084
6,0.5497671558606083,0.6736822077376448,55.65217391304348,0.6621428571428571,0.0,0.0,0.0,0.6276629550069277,68.75,0.7639136904761905,0.44508929178118706,0.723958333954215,0.3666666727513075,0.5192668000210129,0.6937325230677613,45.5026455026455,0.4997519841269842,0.06097883731126785,0.13194444527228674,0.04305555671453476,0.6972431069947366,0.7088599971108855,41.17647058823529,0.6777777777777777,0.0,0.0,0.0,0.6094875576194424,0.6934274559844775,33.33333333333333,0.40625,0.222222238779068,0.20000000298023224,0.25,0.6931669281545435,0.8045053294676239,30.76923076923077,0.65,0.1666666567325592,0.5,0.10000000149011612,0.622724616489685,0.8100723829828612,28.57142857142857,0.7083333333333333,0.0,0.0,0.0,0.820496996411507,0.7247682472407011,60.0,0.45,0.533333346247673,0.75,0.4166666716337204,0.695659764024849,0.6921890433909011,62.5,0.7333333333333333,0.6666666865348816,0.75,0.6000000238418579,0.676040067186311,0.6861232142282457,48.78048780487805,0.5575396825396824,0.528205136458079,0.4166666666666667,0.8333333333333334,0.8065048886652614
7,0.7861493188036746,0.6681130218049237,55.65217391304348,0.6130555555555556,0.0,0.0,0.0,0.5925064712818758,67.96875,0.7562499999999999,0.594494054093957,0.6510416734963655,0.5885416753590107,0.9556689018246868,0.6883289799363908,45.5026455026455,0.5250248015873017,0.2529761890570323,0.4208333355685075,0.20813492375115553,0.6882377623115019,0.6507168726174489,41.17647058823529,0.6555555555555556,0.0,0.0,0.0,0.5583320857162375,0.6931941276439726,55.55555555555556,0.48333333333333334,0.2857142686843872,0.25,0.3333333432674408,0.6934591222433575,0.7178531662822559,30.76923076923077,0.7916666666666667,0.20000000298023224,0.5,0.125,0.5735290913768906,0.7662904523856954,28.57142857142857,0.75,0.0,0.0,0.0,0.6330941090251886,0.7449829782838895,50.0,0.25,0.1666666716337204,0.25,0.125,0.6926562925737567,0.6916571158846857,75.0,0.8,0.8000000715255737,0.800000011920929,0.800000011920929,0.6907407818619632,0.6750367132537365,48.78048780487805,0.6118055555555555,0.5468975603580475,0.4166666666666667,0.8333333333333334,0.8602169918819447
8,0.6782228684858688,0.682444748762537,55.65217391304348,0.5361111111111112,0.0,0.0,0.0,0.9291215836807948,44.53125,0.7735491071428571,0.563041478395462,0.4162946464493871,0.921875,0.7300092580398551,0.6882909867896841,55.55555555555556,0.5128472222222221,0.6769328055282434,0.5491071504851183,0.9368055587013563,0.6914650035208315,0.6707215552714088,41.17647058823529,0.3194444444444444,0.0,0.0,0.0,0.507628827404911,0.6931539592059315,66.66666666666666,0.55,0.8333333432674408,0.75,1.0,0.6905326972468232,0.7020430181485071,38.46153846153847,0.7083333333333334,0.34285715222358704,1.0,0.2083333358168602,0.45688843525894,0.7119170051141308,28.57142857142857,0.8333333333333333,0.0,0.0,0.0,0.6669723263550621,0.6934588166341658,40.0,0.45,0.0,0.0,0.0,0.6936243030427013,0.5988869236192074,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.74633164582371,0.7754986846477999,48.78048780487805,0.5326388888888889,0.5493395626544952,0.4166666666666667,0.8333333333333334,0.917102062404911
