,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.5515568391152497,0.7548883027900978,55.65217391304348,0.5066666666666667,0.0,0.0,0.0,0.6926485973617079,64.0625,0.6438244047619047,0.13363095559179783,0.25,0.09270833432674408,0.6932422917801789,0.6930642363405567,53.96825396825397,0.4699652777777778,0.6929494266708692,0.5406250009934107,1.0,0.6933894111101533,0.6992226231065672,41.17647058823529,0.4930555555555556,0.0,0.0,0.0,0.741212477628097,0.7199781702042993,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.6915316320414163,0.6452089784481398,76.92307692307693,0.6666666666666667,0.8730159103870392,0.7750000059604645,1.0,0.6862887475634033,0.6929059088991688,71.42857142857143,0.16666666666666666,0.8285714387893677,0.7083333432674408,1.0,0.6931904851813304,0.70258871206025,50.0,0.125,0.0,0.0,0.0,0.6910926582008746,0.6929871352523679,50.0,0.7333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,1.6175578520228588,0.6930291482268773,51.21951219512195,0.6574404761904763,0.0,0.0,0.0,0.6918326285134967
1,0.6768842920281335,0.755647593143399,55.65217391304348,0.49194444444444446,0.0,0.0,0.0,0.6929553758175276,60.15625,0.5315848214285714,0.0,0.0,0.0,0.6933459228782844,0.6933858250626985,47.61904761904761,0.41937003968253966,0.11686507984995842,0.1875,0.09444444564481576,0.695569763811736,0.6926766639434075,58.82352941176471,0.4708333333333334,0.811965823173523,0.7083333333333334,1.0,0.6933878398132635,0.6931839918589258,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.7311799472327993,0.6928852275368567,46.15384615384615,0.5166666666666666,0.5357142984867096,0.8333333432674408,0.4000000059604645,0.6933857273471394,0.6952401189094176,28.57142857142857,0.625,0.0,0.0,0.0,0.6943601805392144,0.6964992853885861,50.0,0.15625,0.0,0.0,0.0,0.6533484299828134,0.9401726185300312,37.5,0.13333333333333333,0.0,0.0,0.0,0.6933149614926352,0.693136317112411,51.21951219512195,0.4375,0.0,0.0,0.0,0.6929985388388972
2,0.7356159760746609,0.689195089643554,55.65217391304348,0.5908333333333334,0.0,0.0,0.0,0.6932214130576185,42.1875,0.47890625,0.46155546605587006,0.3670386979356408,0.6729166731238365,0.6932478743190605,0.6943425541765934,46.03174603174603,0.4618799603174603,0.0,0.0,0.0,0.6994778088763729,0.8810897633227687,58.82352941176471,0.3125,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.5175481012601167,0.6934001083793516,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.736567475960373,0.6941147703216011,30.76923076923077,0.41666666666666663,0.1666666567325592,0.5,0.10000000149011612,0.6940798280641847,0.6943223506431389,28.57142857142857,0.4375,0.0,0.0,0.0,0.6931206451354261,0.7796808231902865,50.0,0.45,0.38461539149284363,0.3125,0.5,0.8091012598705963,0.9505042418387921,37.5,0.13333333333333333,0.0,0.0,0.0,0.7000148015683373,0.6936426746063497,48.78048780487805,0.4701388888888889,0.545299157500267,0.4166666666666667,0.8333333333333334,0.6907935547435217
3,0.9549656269606673,1.0571943871627376,55.65217391304348,0.49083333333333334,0.0,0.0,0.0,0.6920320242889797,60.15625,0.56328125,0.0,0.0,0.0,0.6911266900366381,0.6933195893011326,47.08994708994709,0.406076388888889,0.06329365074634552,0.16666666666666666,0.039583334078391395,0.6939932566269986,0.6934285959725777,41.17647058823529,0.375,0.0,0.0,0.0,0.7203145503742574,0.6965509448794124,44.44444444444444,0.28125,0.3333333432674408,0.25,0.5,0.6926349817584212,0.6914050228341548,76.92307692307693,0.7083333333333334,0.8730159103870392,0.7750000059604645,1.0,0.6927366801651903,0.6938273175930554,28.57142857142857,0.875,0.0,0.0,0.0,0.6922646994593953,1.086024697180353,50.0,0.45,0.0,0.0,0.0,0.6207161246371182,0.6928278008706562,37.5,0.7333333333333333,0.0,0.0,0.0,1.0731510539299003,0.6932179128551104,48.78048780487805,0.4361111111111111,0.5341991434494654,0.4166666666666667,0.8333333333333334,0.6945755479154718
4,0.362798261745633,0.7134136965136145,55.65217391304348,0.6131349206349206,0.0,0.0,0.0,0.6879545503181749,61.71875,0.6621651785714285,0.05625000037252903,0.125,0.03645833395421505,0.69269337044482,0.6930850426879744,53.43915343915344,0.5315228174603175,0.6232580058276653,0.5535218343138695,0.7930555616815885,0.3763001285647858,0.6932433250166307,41.17647058823529,0.6652777777777777,0.0,0.0,0.0,0.6915488755158187,0.9109521121119971,44.44444444444444,0.65625,0.3333333432674408,0.25,0.5,0.6218606390984328,0.6936050067987877,23.076923076923077,0.3333333333333333,0.111111119389534,0.25,0.0714285746216774,0.692193167750779,0.6924273712421873,78.57142857142857,0.47619047619047616,0.8416666686534882,0.737500011920929,1.0,0.6938331017758768,0.7687356672171364,50.0,0.59375,0.0,0.0,0.0,0.5979127852492201,0.6252722648971133,62.5,0.8,0.7272727489471436,0.6666666865348816,0.800000011920929,0.7314135113436171,0.7829507865244848,51.21951219512195,0.5104166666666666,0.0,0.0,0.0,1.6415948876015247
5,0.6910756114878305,0.6906983930077588,46.08695652173913,0.5528174603174603,0.5975809385379155,0.4571428616841634,0.9700000007947286,0.6852821463611742,60.9375,0.6481026785714287,0.03125,0.0625,0.02083333395421505,0.6870012974912615,0.693745975523431,46.56084656084656,0.4607390873015873,0.030555554976065952,0.08333333333333333,0.018750000124176342,0.6882598540129257,0.6927524390992258,58.82352941176471,0.3875,0.811965823173523,0.7083333333333334,1.0,0.6936826469941864,0.6932059963338261,55.55555555555556,0.40625,0.0,0.0,0.0,0.6933879754450923,0.6979528242122887,76.92307692307693,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.905701902000371,0.702654295200041,28.57142857142857,0.5625,0.0,0.0,0.0,0.6924262198950782,0.6944218455375746,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6071317819426838,1.3839898541329894,37.5,0.2,0.0,0.0,0.0,0.6758903592584278,0.6932965288000321,51.21951219512195,0.5590277777777778,0.6924372042218844,0.5744047661622366,1.0,0.6909127657793102
6,0.6688246001592042,0.772890217999245,55.65217391304348,0.5117460317460317,0.0,0.0,0.0,0.6743244448424177,65.625,0.6521577380952379,0.3187500052154064,0.5,0.2677083360031247,0.5730565239047362,0.6903036312137723,46.56084656084656,0.4439236111111111,0.07083333407839139,0.16666666666666666,0.045138889302810035,0.352129976011707,0.6932971254220567,41.17647058823529,0.4333333333333333,0.35555557409922284,0.38333333532015484,0.3333333432674408,0.694190680376483,0.6934626041534685,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6929701100860349,0.692103969019121,76.92307692307693,0.3333333333333333,0.8730159103870392,0.7750000059604645,1.0,0.6944555939316929,0.6966571420783071,28.57142857142857,0.8333333333333334,0.0,0.0,0.0,0.6895481424099067,0.7019966656027994,50.0,0.45,0.0,0.0,0.0,0.6073033374150074,0.9747785495644437,37.5,0.2,0.0,0.0,0.0,0.6150197849018878,0.6935338315291828,48.78048780487805,0.4388888888888889,0.6958042085170746,0.5625,1.0,0.6933807657789053
7,0.8061524809996607,0.698564586986355,55.65217391304348,0.5727777777777778,0.0,0.0,0.0,0.6174562779569048,64.0625,0.6564360119047619,0.1616071444004774,0.34375,0.11145833507180214,0.563311745794089,0.6932880127022966,46.56084656084656,0.5053571428571428,0.020833333333333332,0.041666666666666664,0.013888889302810034,0.6926155964869554,0.6912098409277193,70.58823529411765,0.5291666666666667,0.8564102649688721,0.7638888955116272,1.0,0.7198874120103945,0.8506422892872307,44.44444444444444,0.31666666666666665,0.7727272808551788,0.6875,1.0,1.4936601557583222,0.6869451830804132,76.92307692307693,0.8452380952380952,0.7948718070983887,0.8333333432674408,0.761904776096344,0.6931007344870648,0.6918973597604847,78.57142857142857,0.43333333333333335,0.8712121546268463,0.7738095223903656,1.0,0.6928123619478813,0.6807937931868162,50.0,0.875,0.0,0.0,0.0,0.5863627423583467,0.6934057059536352,62.5,0.4,0.7692307829856873,0.625,1.0,0.7051886212972396,0.7284246253983931,51.21951219512195,0.44722222222222224,0.0,0.0,0.0,0.9950239685870329
8,0.5348315604440581,0.7104702085303763,55.65217391304348,0.5376587301587301,0.0,0.0,0.0,0.6548386165354336,67.96875,0.6997395833333333,0.3440476208925247,0.5937500018626451,0.25520833767950535,0.5935101285134781,0.6910101394095577,46.03174603174603,0.4126736111111111,0.034722221394379936,0.08333333333333333,0.02222222276031971,0.6926958926201618,0.6886651347421676,70.58823529411765,0.7041666666666666,0.8222222526868185,0.800000011920929,0.850000003973643,0.6924931939685222,0.6937770252410896,44.44444444444444,0.45,0.7727272808551788,0.6875,1.0,0.6840979819596095,0.69185123490656,61.53846153846154,0.6785714285714286,0.7023809552192688,0.75,0.6904762089252472,0.6916934156852856,0.6921876534122514,50.0,0.8333333333333333,0.4761904925107956,1.0,0.3333333358168602,0.6905381498511506,0.7321879830030338,50.0,0.3125,0.0,0.0,0.0,0.7461888085546695,0.7240153119385546,50.0,0.8,0.3333333134651184,1.0,0.20000000298023224,0.6385114610963772,0.6939496068685695,41.46341463414634,0.47410714285714284,0.37037038306395215,0.3750000049670537,0.38849207013845444,0.6403418142116478
