,Svip2,Svip2,Svip2
,Loss/train,Loss/test,Accuracy/test
0,734.3523602506717,109.41559000941075,0.0
1,436.7843740012465,95.75058273403215,0.0
2,369.5715711315748,78.10723690077815,0.0
3,337.4444588319446,58.45659158949211,0.0
4,459.7440222114636,40.07645724191531,0.0
5,112.51170526730338,27.912914802645,0.0
6,187.9368842536563,27.431865137501607,0.0
7,173.29984319399497,35.82887615081516,0.0
8,247.06293773416974,45.801705796980094,0.0
9,223.2141868900413,50.19868701909833,0.0
10,142.4046604109777,47.82333794795666,0.0
11,157.29040160111524,40.7856785644752,0.0
12,173.96190724330984,32.31827854302882,0.0
13,122.75937666763195,25.355077496452065,0.0
14,96.01882919287165,22.381227439108958,0.0
15,105.18944067750881,21.448140673405817,0.0
16,120.38637563218514,21.202511723742713,0.0
17,155.93281599137865,20.590624174133154,0.0
18,108.2563419895534,19.76022159002203,0.0
19,72.2778115943571,19.57386440755802,0.0
20,70.12680385704654,19.284249971434953,0.0
21,82.42821846148381,18.503630380878697,0.0
22,43.4305752706116,17.107023190170114,0.0
23,40.52621414886511,15.933322119734438,0.0
24,23.18816747506165,15.510415219770131,0.0
25,36.879716450170804,15.210765861658963,0.0
26,11.54856250152208,14.273305421787727,0.0
27,31.428641091765755,13.745148757044596,0.0
28,27.6883386638488,13.297915237768416,0.0
29,17.495877312931256,13.039697447405462,0.0
30,22.742692878828905,12.924526992172222,0.0
31,13.090105884009523,13.793589067612954,0.0
32,13.487921688506587,13.050573650868337,0.0
33,8.946664389610754,13.068093902812082,0.0
34,9.041019520496208,13.077086912406571,0.0
35,6.598609254751056,13.5381894614196,0.0
36,11.312680542335466,13.477060976756341,0.0
37,3.640353880957067,13.254818867631032,0.0
38,9.965294835751342,14.292841863356282,0.0
39,9.192135539422246,13.611972741077714,0.0
40,3.238237939768437,13.21584803885831,0.0
41,9.342157900326141,14.231585010983824,0.0
42,13.12700955940152,13.335101942502959,0.0
43,2.6265869058727254,12.86025942688188,0.0
44,3.3390688791521512,13.436065507439832,0.0
45,6.80979736096685,12.709488174223015,0.0
46,1.2441840802855209,13.172628091500872,0.0
47,4.378972220973867,13.783851391425795,0.0
48,4.042959069220481,12.658498041238566,0.0
49,1.1658521961857116,12.491702511690857,0.0
50,4.496583931315668,12.368158222413864,0.0
51,0.832555442167707,12.82859171334366,0.0
52,2.7868319877332897,13.525740192411359,0.0
53,2.0067221291605644,12.545365023318109,0.0
54,1.9350360183942732,12.549035716185278,0.0
55,5.442998394031722,12.512053589064086,0.0
56,1.4657514276748536,12.54965143863614,0.0
57,3.3565056933714916,13.729685921948766,0.0
58,2.8292636968825584,12.955409755008194,0.0
59,0.12018948635390991,12.135901134403516,0.0
60,8.934318230656986,13.063047851565383,0.0
61,8.936756008433473,12.420997374452103,0.0
62,0.742490729087951,12.616494622770329,0.0
63,2.8205908960024453,13.509986967585256,0.0
64,2.3402923786707017,12.618583376162547,0.0
65,0.6565185145855895,12.199883108825368,0.0
66,1.8213153531572341,12.170782912791164,0.0
67,0.6804242382216724,12.87857140160863,0.0
68,1.236593328546092,12.354211705671219,0.0
69,0.5691461904145593,11.973662412990382,0.0
70,1.2148308293843055,11.978686348223004,0.0
71,0.4739356892907883,12.57648285864697,0.0
72,0.47904170158902576,11.992252544889416,0.0
73,0.9545623851695678,12.009599134176867,0.0
74,0.0672386401680135,12.171469668852694,0.0
75,0.20404684858337005,12.334059375968558,0.0
76,0.09799951374748483,12.315527539606162,0.0
77,0.06719141341936437,12.110814839447466,0.0
78,0.06473724426474434,12.013455447061865,0.0
79,0.8076103543773773,12.109696458842546,0.0
80,0.2962110289320128,12.648299330775725,0.0
81,0.3289404141646351,12.198081967247337,0.0
82,0.4040528554445591,12.311530511795354,0.0
83,0.2872040597727817,12.161835460313391,0.0
84,0.07745740037757592,12.012840339110767,0.0
85,0.15893375996894518,12.259998880331805,0.0
86,0.2329902181370682,12.026899653209064,0.0
87,0.28348325777361266,12.147541643311506,0.0
88,0.23920192839047774,12.229619026129916,0.0
89,0.06678988150188005,12.701921996509453,0.0
90,0.16220375005614668,12.39646718444687,0.0
91,2.0026015066461658,12.447978778783,0.0
92,0.08791230627637485,13.006509476144664,0.0
93,3.34881612775384,13.59777298992928,0.0
94,2.191314040783982,12.69029164732455,0.0
95,0.32145324781886253,12.264990891925258,0.0
96,1.1865121020020828,12.25481465681975,0.0
97,0.5565695568903987,12.282598800537128,0.0
98,0.26151373888144713,11.954334938916434,0.0
99,0.1626689134048215,12.332064234788511,0.0
