,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6329371901773709,0.08176091830863565,62.5,0.154097714150758,63.63636363636363,0.335605793497251,0.10913366147050686,50.0,0.6931056802547458,0.08664700720685248,50.0,0.6925952386384571,0.08658603454110705,62.5,0.6940237203292493,0.09903252408465667,42.857142857142854,0.746324442875756,0.08742886193035793,71.42857142857143,0.5915300415529917,0.13888848583450103,60.0,0.7579919210748077,0.08750249705732958,50.0,0.9880012594047085,0.15894537088192992,44.44444444444444,0.6926835017633226,0.10944008339369188,57.89473684210527,0.6926374794522042,0.13730482543792538,70.0,0.6601369088678459,0.1817915304124494,60.0,0.6653740514321499,0.13855560144453832,70.0,0.6931114482477565
1,0.6367684564576896,0.08400413466252403,62.5,0.12585843038867187,63.63636363636363,0.692442429692074,0.12447573637571403,50.0,0.6763690548916322,0.08660844237946427,50.0,0.6923568686178485,0.09170689135586582,37.5,0.6809045147297368,0.1012271812975044,42.857142857142854,0.7051526785465954,0.08702457533419831,71.42857142857143,0.8501965801657947,0.1202020726345648,60.0,0.5910805241872219,0.09537110044876382,50.0,0.6870269866759389,0.1818509639446713,55.55555555555556,0.6291481375739959,0.10944094537198398,63.1578947368421,0.6932664804317868,0.14090903079010175,70.0,0.756667099983652,0.13869033986498117,40.0,0.7609867212480699,0.14373326102099546,70.0,0.6930055329448528
2,0.6775786091587618,0.09339325340579935,37.5,0.1254031219995713,63.63636363636363,0.7278503346872869,0.11546393368915604,50.0,0.6931326054276337,0.08792409404728435,50.0,0.6737394913832965,0.08664353815954784,62.5,0.6929654042422525,0.09833426645776268,57.14285714285714,0.6929155973221539,0.08630758574801282,71.42857142857143,0.4473596988363234,0.12457290211143905,60.0,0.589065127680735,0.09035552259030526,37.5,0.6864926603951801,0.15423450545451609,55.55555555555556,0.8137249188008675,0.10943899002464916,52.63157894736842,0.6931697392546807,0.11430217007093932,70.0,0.6429933245806906,0.13867420047567972,40.0,0.6931801187244373,0.13871312074062647,30.0,0.6931397186980582
3,0.6516926597864762,0.08416211068201918,62.5,0.1194119552211783,63.63636363636363,0.6676962769561495,0.11552634442051417,50.0,0.6930965379681866,0.08761196625037931,50.0,0.6806141141732661,0.08661853537791668,62.5,0.6931970343477898,0.09900736412172607,57.14285714285714,0.6930960656821733,0.08272445206877395,71.42857142857143,0.9982442143303935,0.14810533820894584,60.0,0.5752922655652128,0.08990101488779581,50.0,0.7448161615455321,0.15076849156056438,55.55555555555556,0.6930524477799067,0.10940813690028095,52.63157894736842,0.6909233374321726,0.14012689532585543,70.0,0.5549914706713198,0.12406316051788988,60.0,0.6906465226000754,0.13856676177508928,70.0,0.6930606015921204
4,0.9836059136972403,0.08127725424288604,62.5,0.1384616412930095,63.63636363636363,0.6777647306096234,0.11543227199686362,50.0,0.686861734580504,0.08664199437116052,50.0,0.6951549311264537,0.07887813328387813,62.5,0.62749884819782,0.09961662494616229,42.857142857142854,0.6929228095504176,0.08923983166212923,71.42857142857143,0.6325608031067456,0.14327772357654409,60.0,0.6920179593678156,0.10907485761803723,50.0,0.5259851043527437,0.12063437014047386,55.55555555555556,0.627849626890809,0.10944373994683178,52.63157894736842,0.6981379344869398,0.13849505478638643,70.0,0.7012581963696245,0.14235685891975422,60.0,0.6261549128882826,0.1553548775540931,30.0,0.6578725369863583
5,0.5202388521751179,0.0829137177526126,62.5,0.15349021803800733,63.63636363636363,0.6008745674568939,0.11536484894620475,50.0,0.6934388605930115,0.08565153673210854,50.0,0.6855921129387462,0.0866478264593541,62.5,0.7304628222482151,0.09900613393593587,42.857142857142854,0.6933439050136739,0.09238078201660667,71.42857142857143,0.2855560876998599,0.15757977374463822,60.0,0.8058617139321647,0.1178769087548632,62.5,0.4691516455126185,0.15400809767483134,44.44444444444444,0.6925812761244721,0.1094200012465798,52.63157894736842,0.6938149509336536,0.14854272450543687,70.0,0.6002259303314256,0.14181158612468883,60.0,0.7639499174338634,0.10806441877462528,70.0,0.6504500002829988
6,0.6579564055889701,0.08255533353513456,62.5,0.12485436676244012,63.63636363636363,0.6700486478254596,0.12826850837579018,50.0,0.6808338882094569,0.12155639426937795,50.0,0.6630723742668094,0.07809040774496367,62.5,1.0280664212149933,0.1114685306918471,42.857142857142854,0.6538197270104685,0.09151466288940094,71.42857142857143,0.5121920625880692,0.20298071683903057,60.0,0.47691902006577225,0.1456421837582598,50.0,1.1541847160157057,0.1535523653222844,44.44444444444444,0.7525280152587043,0.10551605742752983,52.63157894736842,0.816008850000901,0.1382993881350682,50.0,0.9400187669295922,0.1384985138303907,60.0,0.8098682350143745,0.22906920081591903,30.0,0.5538081386264078
7,0.7396738754812681,0.08092042420685108,62.5,0.1160813059888739,63.63636363636363,0.6384236791283252,0.11699322011999254,75.0,0.7596311972641687,0.0866261430436239,50.0,0.6928738323447629,0.08821822420988891,50.0,0.6868327038170307,0.09823978256934042,57.14285714285714,0.70728234002185,0.07390604575958444,71.42857142857143,0.9514909811971779,0.13592210317046266,60.0,0.7091882734133006,0.0876861719518079,37.5,1.2271911874691586,0.14721435571974986,55.55555555555556,0.40891845148430217,0.10943994061453614,52.63157894736842,0.6922396667469121,0.1053909389009414,70.0,0.8823030416705065,0.1386188419964649,40.0,0.7130665949414514,0.13053319527028567,50.0,1.5069575058768474
8,1.2156643245503524,0.09445749008407796,50.0,0.1371905706776816,63.63636363636363,0.6356729720469396,0.11696026052775647,50.0,0.81781388599588,0.10604473115911589,50.0,0.9529098086664926,0.08436332478368762,75.0,0.6627147711448984,0.09702882727901507,42.857142857142854,0.6468562148985934,0.07521478174288972,71.42857142857143,0.5463493222185901,0.14894197146992183,50.0,0.654972636339478,0.08768483663834953,50.0,1.0333235237062877,0.15210735333522638,55.55555555555556,0.5243702237027092,0.1125654528854187,52.63157894736842,0.622281988608392,0.20059877159018674,70.0,0.3917733499326529,0.13831832337543798,60.0,0.6378447358459499,0.14845092749735975,70.0,0.5656876181196626
9,0.20102099566621992,0.09209847083223566,62.5,0.1350580666028147,63.63636363636363,0.3002621569330787,0.13315559633455085,50.0,0.8001016622497918,0.08663430945046807,56.25,0.6930809362474536,0.08486894490401026,50.0,0.6941643736009067,0.10161294416182652,57.14285714285714,0.4281140353054863,0.07129102204880901,85.71428571428571,0.6423945499052982,0.137837393173663,60.0,0.6672042060579617,0.0962466552579692,37.5,1.1441985919167073,0.18941011278631395,44.44444444444444,0.8377266944827381,0.11231303026481536,52.63157894736842,0.6924571937964635,0.09630517690606923,70.0,0.6941026504466145,0.13857120823931712,60.0,0.6537500790292052,0.08595209487187136,70.0,0.306142188800443
10,0.5562051590187532,0.147046194857818,50.0,0.1160772481522728,63.63636363636363,0.896631463748815,0.11281947275722892,50.0,0.742052923781801,0.11512582389333247,50.0,0.6760313221172349,0.07370218861118515,87.5,0.6455718536744083,0.08394344438152616,57.14285714285714,0.39426858118906305,0.07737445175457373,71.42857142857143,0.4136024972196515,0.11651124065752058,60.0,0.5023224817354891,0.10830597499553199,62.5,0.44719261593950915,0.2372926605199165,22.22222222222222,0.4775741289176041,0.25360610767114666,52.63157894736842,0.1851072171608815,0.10024805128698455,90.0,0.5017498487328368,0.2213187713611175,50.0,0.7329468768241452,0.2583523608317563,50.0,0.15459298053057507
11,0.5530652673693914,0.08234175323616048,75.0,0.15529015169527324,63.63636363636363,0.6934296029305611,0.1367719823302521,41.66666666666667,0.6019498658643386,0.08784493712198724,43.75,0.6931093741389793,0.08472878533643984,50.0,0.6710237512319345,0.08392815456636617,57.14285714285714,0.2826347667694943,0.07314429363118692,57.14285714285714,0.7572451898701962,0.14709459391746,60.0,0.44588005710137885,0.16570383151187845,62.5,0.2301865276095592,0.2918074606004142,55.55555555555556,0.1451204679112144,0.12402712616734254,47.368421052631575,0.6207007933701925,0.1740398531408011,80.0,0.5135641731165355,0.14898149684071152,50.0,0.284866675311469,0.16168170450561065,70.0,0.4015137874469347
12,1.0283454295097658,0.07801378142259109,62.5,0.11389544929273102,63.63636363636363,0.3357629148002284,0.13891136138642415,33.33333333333333,0.5190572900515245,0.0866249906599873,50.0,0.7177178274083515,0.08659158486707445,50.0,0.8335779197026245,0.10097927782041184,57.14285714285714,0.27884322799852934,0.08072308723147537,71.42857142857143,0.6327632311968194,0.1263038835339853,60.0,0.5548527814233565,0.0965802900115647,75.0,0.5178385232207275,0.24380812464509866,44.44444444444444,0.7303310595815389,0.11094363572539256,47.368421052631575,0.5798677831872047,0.17167538881872205,70.0,0.46204652526307183,0.12507414454124915,60.0,0.6470044645843028,0.1359891121995545,70.0,0.9045952616600693
