,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
19,0.7127883345891192,0.9253952337939304,68.42105263157895,0.5694444444444444,0.3888888955116272,0.5555555621782938,0.3000000019868215,0.9328095434654494,54.54545454545454,0.5,0.45000000298023224,1.0,0.2916666716337204,1.405378701334116,1.2462060693381594,45.45454545454545,0.21875,0.2857142686843872,0.3333333432674408,0.25,1.2305908768979459,1.0098558946030172,68.75,0.8,0.375,0.5,0.30000001192092896,0.10198495535948937,1.005002066188378,50.0,0.4375,0.5,0.5,0.5,0.19407279427430787,0.5829509937073032,62.5,0.8,0.7692307829856873,0.625,1.0,0.8883320780833285,0.8835839109789406,71.42857142857143,0.8,0.0,0.0,0.0,1.867894804680513,1.4718998042191187,60.0,0.40625,0.0,0.0,0.0,0.5199991502817681,0.6941204026720326,42.857142857142854,0.3333333333333333,0.5,0.4000000059604645,0.6666666865348816,0.6940398302222981,0.8577354951857389,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.27805966378421176,1.2174519404069657,50.0,0.3833333333333333,0.722222238779068,0.6666666716337204,0.8333333432674408,0.2208523634623013,0.11254441449812783,100.0,1.0,1.0,1.0,1.0,0.19543758088533755,0.4937587642624587,80.0,0.9,0.9166666865348816,0.8571428656578064,1.0,0.19775004198496765
20,0.5627360186860687,1.0129584328388737,63.1578947368421,0.5347222222222222,0.6904761989911398,0.6333333353201548,0.8333333333333334,0.8262827667204032,63.63636363636363,0.6166666666666667,0.7636363804340363,0.6666666865348816,0.9000000059604645,0.24906322067180772,1.5043768393991181,45.45454545454545,0.0625,0.5833333432674408,0.4166666716337204,1.0,0.12529537255117243,1.6946280523927868,62.5,0.7666666666666666,0.7166666686534882,0.571428582072258,1.0,0.05250164434990608,1.107199962168786,50.0,0.3125,0.6000000238418579,0.5,0.75,0.7337177845708487,0.5837658364842484,62.5,0.8,0.7692307829856873,0.625,1.0,0.49058451368538064,0.5241436318510566,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.024860889753661797,1.1356533796107204,60.0,0.4375,0.0,0.0,0.0,0.6367631679171113,0.7022664449513156,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.6941067964108893,0.9491353135781755,66.66666666666666,0.6166666666666667,0.375,0.5,0.30000001192092896,0.4449816755829837,1.4534879615443206,50.0,0.45,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.55987506811566,0.06757416514648382,100.0,0.75,1.0,1.0,1.0,0.11812521536388339,0.4798651181674488,70.0,0.9,0.8333333432674408,0.875,0.800000011920929,0.618869933373598
21,0.3408245315912615,1.0934238981979787,63.1578947368421,0.49444444444444446,0.679365078608195,0.5888889034589132,0.8055555621782938,1.5080652977220694,63.63636363636363,0.43333333333333335,0.7846153974533081,0.6458333432674408,1.0,0.007058418866134443,1.2271501889006673,45.45454545454545,0.16666666666666666,0.20000000298023224,0.25,0.1666666716337204,0.21047194255408264,1.048006804560461,56.25,0.78125,0.6666666865348816,0.550000011920929,0.875,0.19210233793426115,0.957740433229946,50.0,0.625,0.5,0.5,0.5,0.37427386458890216,0.5651839298083445,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.5354790099766433,0.9662488729646872,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.53026392245351,1.169146433003178,60.0,0.26666666666666666,0.0,0.0,0.0,0.3143921957200626,0.694845085034941,28.57142857142857,0.25,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6938038050018156,0.9245141827799035,66.66666666666666,0.6166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.0060641759392793424,1.2799847294940017,40.0,0.65625,0.6060605943202972,0.4642857164144516,0.875,0.5011242230114274,0.17980934029146858,90.0,0.75,0.5,0.5,0.5,0.6720800293468028,0.8923398335836066,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.039843399750697214
22,0.5963740313020545,1.6166857065478393,47.368421052631575,0.7708333333333334,0.5909090836842855,0.4444444576899211,0.9166666666666666,1.3455447555703641,63.63636363636363,0.4375,0.8333333432674408,0.75,1.0,0.9822399298673797,1.4711573552809896,27.27272727272727,0.2833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.2470851723517507,1.3827891963370835,62.5,0.75,0.7333333492279053,0.5833333432674408,1.0,0.042099059977694225,0.85712715381888,62.5,0.5,0.6666666865348816,0.6000000238418579,0.75,0.3757508747006876,0.5496355525938558,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5375388651750509,1.1800134861308293,57.14285714285714,0.8,0.5714285969734192,0.4000000059604645,1.0,0.0047537907945576375,1.094121449768325,50.0,0.3,0.0,0.0,0.0,0.3552750664046595,0.6952738359525904,14.285714285714285,0.16666666666666666,0.25,0.20000000298023224,0.3333333432674408,0.6924754081649329,1.2482309529897815,55.55555555555556,0.5625,0.20000000298023224,0.5,0.125,0.2800376878602013,1.4092390713745453,40.0,0.55,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.29051301853574835,0.1735559951475392,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.5074739650726554,0.3805241899397254,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.02499300147177888
23,1.6821481129207274,1.164718481567163,68.42105263157895,0.7652777777777778,0.714285691579183,0.7222222288449606,0.7222222288449606,1.6664636169377687,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.08808245867392367,1.3093070007142231,27.27272727272727,0.3125,0.45000000298023224,0.3333333432674408,0.75,0.2857269982654567,1.7364068026515713,56.25,0.625,0.6727272570133209,0.5476190596818924,0.875,0.17452647681206285,1.0043646862149698,62.5,0.5625,0.7272727489471436,0.5714285969734192,1.0,0.06433398985266328,0.5155378859946713,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5523459478661238,0.8970761267359432,71.42857142857143,0.6,0.5,0.5,0.5,0.6068365711861735,1.1916606370713942,50.0,0.4375,0.0,0.0,0.0,0.8033072968126009,0.6948283771654492,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6912932443195406,0.9583526250518994,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.015637353389343446,1.4291967358219382,40.0,0.71875,0.6060605943202972,0.4642857164144516,0.875,0.6803095947033508,0.2532425247639837,90.0,1.0,0.8333333432674408,0.75,1.0,0.3103081488378844,0.735563867191972,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.043762120254260704
24,0.3096843217170278,1.2687587490473264,63.1578947368421,0.8444444444444444,0.6523809631665548,0.5611111223697662,0.8666666746139526,1.389449943835453,63.63636363636363,0.65,0.7846153974533081,0.6458333432674408,1.0,0.4453742013938828,1.5932772643750779,27.27272727272727,0.41666666666666663,0.222222238779068,0.25,0.20000000298023224,0.09614238959131714,1.6987608049435217,56.25,0.8333333333333333,0.6388888955116272,0.559523805975914,0.9166666567325592,0.07059354015406753,1.0050738753756976,50.0,0.5625,0.3333333432674408,0.5,0.25,0.22875654928357597,0.5348989332630448,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.8300827548089339,0.7135094242003717,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.07547290503793463,1.2695416695822543,60.0,0.53125,0.20000000298023224,0.5,0.125,0.13872882940844242,0.6957830087418214,42.857142857142854,0.16666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6905012285248425,1.0437422707848931,77.77777777777779,0.6166666666666667,0.375,0.5,0.30000001192092896,0.040438302596195595,1.324651959033716,50.0,0.65625,0.6333333551883698,0.5,0.875,0.5682839564919099,0.010857713648840746,100.0,0.75,1.0,1.0,1.0,0.050900886886344934,0.7246955785315332,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.004041522090992836
25,0.23799525589568893,1.2265982207387027,73.68421052631578,0.7611111111111111,0.7333333591620127,0.7111111183961233,0.7666666706403097,1.0246772703124065,54.54545454545454,0.4166666666666667,0.4285714328289032,0.375,0.5,0.05024035939811818,1.8366207536640382,45.45454545454545,0.16666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.7180625131377197,1.2169501484725236,62.5,0.75,0.25,0.5,0.1666666716337204,0.06312998675265763,1.0807437854381605,50.0,0.625,0.5,0.5,0.5,0.18436469022176588,0.5248500572820265,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.7410442401893613,0.8171923652872121,57.14285714285714,0.8,0.0,0.0,0.0,0.8891584392636159,1.2455527393597294,50.0,0.6,0.5,0.5,0.5,0.1193714410290656,0.695782311270643,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6885756672307082,1.23459012286511,55.55555555555556,0.6166666666666667,0.3333333432674408,0.375,0.30000001192092896,0.01347457791231144,1.2764487203277777,40.0,0.6875,0.6060605943202972,0.4642857164144516,0.875,0.4143995062494046,0.7147156331255993,70.0,0.75,0.8636363744735718,0.7857142984867096,1.0,0.032089514490808345,1.1296855908854855,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.0037647578479676116
26,0.029008776620172372,1.387374450113418,68.42105263157895,0.6458333333333334,0.6111111144224802,0.8333333333333334,0.527777781089147,0.7346147758241248,54.54545454545454,0.5833333333333333,0.6666666865348816,0.5833333432674408,0.8333333432674408,0.4518769113753612,2.4636839902007055,54.54545454545454,0.41666666666666663,0.0,0.0,0.0,0.008112763330641065,0.7861980174025991,62.5,0.7666666666666666,0.48571430146694183,0.75,0.36666667461395264,0.006283778699250335,2.6080521527670144,50.0,0.625,0.0,0.0,0.0,0.0683822464420026,0.6729278371967797,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.3294231169893576,1.963149732237429,71.42857142857143,0.8,0.0,0.0,0.0,0.19337312309414517,1.7080074877313158,50.0,0.34375,0.0,0.0,0.0,0.3190719640164848,0.6945780162073509,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6919340505884588,1.5965986616908194,55.55555555555556,0.59375,0.800000011920929,0.75,0.875,0.005455957207113459,1.7193592946066911,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.22216885892276653,0.015120849077308152,100.0,0.75,1.0,1.0,1.0,0.22133376276362685,1.0903783533644007,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.040871725233584136
27,0.5149776676601232,1.8379158284446466,47.368421052631575,0.611111111111111,0.43386244773864746,0.3452380994955699,0.6666666666666666,1.8107327110323865,63.63636363636363,0.5357142857142857,0.46666666865348816,0.4375,0.5,0.009564941957188251,2.8770404719854947,45.45454545454545,0.16666666666666666,0.6727272868156433,0.5208333432674408,1.0,1.6142780924439193,1.7116197085797173,62.5,0.7666666666666666,0.7166666686534882,0.571428582072258,1.0,0.10662380638249316,1.3380526300765687,50.0,0.4375,0.6000000238418579,0.5,0.75,0.17064675801276927,0.8378454719811546,62.5,0.8,0.7692307829856873,0.625,1.0,0.2237614684534623,1.7518889294266509,42.857142857142854,0.8,0.5,0.3333333432674408,1.0,0.527793575580942,1.6150197107204065,40.0,0.40625,0.25,0.25,0.25,0.07089475387558865,0.695043413188268,42.857142857142854,0.16666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6911033180380582,1.0761655114113964,77.77777777777779,0.59375,0.8333333432674408,1.0,0.75,0.0022475726524279465,1.51088896913914,50.0,0.25,0.6333333551883698,0.5,0.875,0.43829923612866106,0.04328015621476821,100.0,0.75,1.0,1.0,1.0,0.00531421145098736,0.1038608741103346,100.0,1.0,1.0,1.0,1.0,0.04887060745115951
28,1.2588710182613922,1.3325989145778452,68.42105263157895,0.7236111111111111,0.4444444576899211,0.5555555621782938,0.3888888955116272,2.0620455860437867,54.54545454545454,0.4,0.2857142984867096,0.5,0.20000000298023224,0.006289247675635559,1.8125756282481438,54.54545454545454,0.375,0.20000000298023224,0.5,0.125,0.21972060957371267,0.736089681030812,75.0,0.7666666666666666,0.7301587462425232,0.75,0.7333333492279053,0.04036666153115979,1.363111363285929,50.0,0.625,0.3333333432674408,0.5,0.25,0.04015091048371166,0.5425036419785015,87.5,1.0,0.9090909361839294,0.8333333134651184,1.0,0.7326342371235849,1.009046274269815,71.42857142857143,0.8,0.5,0.5,0.5,0.23515808633208474,2.6940149542018355,50.0,0.53125,0.0,0.0,0.0,8.896951373713737e-05,0.6964479080301169,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.691352557789706,1.0411340631391868,66.66666666666666,0.65,0.3333333432674408,0.375,0.30000001192092896,0.19999895810465038,1.1766299889262357,50.0,0.3833333333333333,0.6428571343421936,0.625,0.6666666716337204,0.8112229904002499,0.877639722571686,60.0,0.75,0.533333346247673,1.0,0.375,0.0034512966371803913,1.0719704032973456,70.0,0.9333333333333333,0.7857142984867096,1.0,0.7000000029802322,0.021558018041503035
29,0.23188598699800708,1.1242556496302285,84.21052631578947,0.7444444444444445,0.8222222526868185,0.9333333373069763,0.7666666706403097,0.8728598763530453,72.72727272727273,0.75,0.8333333432674408,1.0,0.75,0.37224912998781984,2.2214766513770448,27.27272727272727,0.34375,0.125,0.125,0.125,0.03476074324277913,1.0473579092256302,56.25,0.7333333333333334,0.25,0.3333333432674408,0.20000000298023224,0.008075428142084635,1.9137302151427737,62.5,0.5,0.4000000059604645,1.0,0.25,0.3877930834890401,0.490560749650556,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6085725356508921,0.9504082522508949,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.007097974667157526,2.301561939295543,50.0,0.34375,0.0,0.0,0.0,0.11084541868567442,0.7059469572534134,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6955331000878735,1.9556362849172737,55.55555555555556,0.71875,0.3636363744735718,0.2857142984867096,0.5,0.014758689928438866,1.2969833931713022,50.0,0.55,0.3333333432674408,0.25,0.5,0.3939674375350684,0.023326786507824993,100.0,0.75,0.5,0.5,0.5,0.07952309986532097,0.2922060121984472,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.06448730964884664
30,0.6642498512300735,1.2789073036554848,68.42105263157895,0.7916666666666666,0.694444457689921,0.6166666746139526,0.8333333333333334,0.9444645402720071,54.54545454545454,0.7916666666666667,0.6346153616905212,0.5238095372915268,0.9166666567325592,0.23590590338458353,2.501620671236283,45.45454545454545,0.59375,0.3333333432674408,0.25,0.5,0.0042961247868724475,1.1950568876510557,62.5,0.7666666666666666,0.6666666865348816,0.5571428686380386,0.8333333432674408,0.14894847801988992,1.3793539500454035,50.0,0.625,0.3333333432674408,0.5,0.25,0.05235559281469148,0.5266278282792862,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.25365797105601057,0.7088334614975219,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.10461414381604103,2.0303777869635353,50.0,0.4375,0.1428571343421936,0.1666666716337204,0.125,0.032196613601460485,0.6965232541080183,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.7094297077717748,1.486576396312718,55.55555555555556,0.59375,0.800000011920929,0.75,0.875,0.007271295698637768,1.6303838154849821,50.0,0.28125,0.3333333432674408,0.30000001192092896,0.375,0.198434081356368,0.005042034215154105,100.0,1.0,1.0,1.0,1.0,0.6342788941571628,0.2996569676566676,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,1.135873671339737
31,0.7734481731772865,2.5535858462808974,52.63157894736842,0.7999999999999999,0.6444444457689921,0.5000000099341074,0.9333333373069763,2.5125292979375766,63.63636363636363,0.7166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.051517487788973866,2.879476735857908,36.36363636363637,0.09375,0.5227272510528564,0.380952388048172,0.875,0.013183283102938195,2.950443409220921,62.5,0.7333333333333334,0.7166666686534882,0.571428582072258,1.0,1.277143956176115,1.969540549544007,62.5,0.4375,0.7272727489471436,0.5714285969734192,1.0,0.19139094681496727,0.8004528696173102,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.39944195010632055,1.4961604806893554,57.14285714285714,0.5,0.0,0.0,0.0,0.6237030024416014,2.5794774378997927,30.0,0.23333333333333334,0.1428571343421936,0.125,0.1666666716337204,0.008397895386105659,0.6942987850321571,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.692693098425101,1.822272979667439,55.55555555555556,0.6833333333333333,0.1666666567325592,0.5,0.10000000149011612,0.0013510478684040086,3.98616632978218,50.0,0.55,0.7727272808551788,0.6875,1.0,0.1986850481611542,0.6254666892481052,70.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.009824431660303147,1.3193738061080356,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.015787438396993543
32,0.20277488702590285,1.296015596545849,73.68421052631578,0.7999999999999999,0.708994726339976,0.6666666666666666,0.8222222328186035,0.7791362978991188,45.45454545454545,0.8,0.6727272868156433,0.5833333432674408,0.800000011920929,0.16278008455185247,2.3708360389325613,27.27272727272727,0.3125,0.111111119389534,0.10000000149011612,0.125,0.027403095535300105,0.9273419738246351,68.75,0.7666666666666666,0.694444477558136,0.7000000029802322,0.7333333492279053,0.015151265258099117,1.9826280306103738,50.0,0.4375,0.3333333432674408,0.5,0.25,0.011271244052137707,0.566098335513447,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.391373857786231,1.0703240560714578,57.14285714285714,0.8,0.0,0.0,0.0,0.3102446081003409,2.230975895065978,50.0,0.6666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.025158857054714188,0.6948730195077361,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6921665292050261,1.7081747765618465,55.55555555555556,0.625,0.800000011920929,0.75,0.875,0.003689145620511914,1.9455025813957885,50.0,0.41666666666666663,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.32633128594897126,0.001432432786945538,100.0,0.75,1.0,1.0,1.0,0.003201936373251512,0.15983044949455077,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.013055443413993225
33,0.003532878666647044,1.3562654074231506,84.21052631578947,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.3991429808109144,54.54545454545454,0.5625,0.7727272510528564,0.7142857164144516,0.875,0.014899386349903654,3.027213339272705,45.45454545454545,0.2833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.09499507518498648,1.364833769273321,56.25,0.8,0.6727273166179657,0.5875000059604645,0.9000000059604645,0.01751294519611606,1.8014402718209857,37.5,0.5625,0.444444477558136,0.4000000059604645,0.5,0.010868124401733733,0.5707701833168688,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.746038335510199,0.9922337235734531,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.3339326974982105,2.701343757017594,50.0,0.375,0.1428571343421936,0.1666666716337204,0.125,0.004409953180875407,0.6942242818106102,42.857142857142854,0.25,0.5,0.4000000059604645,0.6666666865348816,0.6934632948668986,1.5425461484928593,66.66666666666666,0.65625,0.8333333432674408,0.800000011920929,0.875,0.009124805698061617,1.633104449924342,50.0,0.55,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.7051944132345227,0.007954339991477776,100.0,1.0,1.0,1.0,1.0,0.003030080519484506,0.2724218836897227,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.009742479045545085
34,0.21392734636715893,1.3922721344270037,84.21052631578947,0.8125,0.8690476218859354,0.9166666666666666,0.8333333333333334,0.9498198795076306,54.54545454545454,0.55,0.5833333432674408,0.625,0.550000011920929,0.020654238150016112,2.2283992236064813,36.36363636363637,0.6333333333333333,0.4583333432674408,0.6000000014901161,0.4166666716337204,0.039201198567521536,1.2020678893630619,56.25,0.7083333333333334,0.6190476417541504,0.533333346247673,0.8333333432674408,0.0030242488669169182,1.9668608091381876,62.5,0.5625,0.5714285373687744,0.6666666865348816,0.5,0.010525501783357455,0.5937361990068378,62.5,0.8,0.7692307829856873,0.625,1.0,0.4802311334173492,1.1307466858835256,57.14285714285714,0.8,0.0,0.0,0.0,0.004857233649452907,2.404279012905717,50.0,0.46875,0.1666666716337204,0.25,0.125,0.03769728887930881,0.694224052334902,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6914595670644772,2.175201704170356,55.55555555555556,0.65,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.0029889335427884167,2.3836906767589716,50.0,0.75,0.5833333432674408,0.5,0.75,0.18288712013454098,0.03442725007437326,100.0,1.0,1.0,1.0,1.0,0.004001149380361642,0.5506136637916867,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.001059679931345849
35,1.6022672435083525,1.7316477701881696,63.1578947368421,0.8333333333333334,0.6833333373069763,0.5888889034589132,0.8333333333333334,0.9976763177364298,54.54545454545454,0.7666666666666666,0.7333333492279053,0.6190476417541504,0.9000000059604645,0.11734265258577703,2.566826932277743,54.54545454545454,0.25,0.2857142686843872,0.3333333432674408,0.25,0.0014362018296129235,1.5921038474372233,56.25,0.7666666666666666,0.6388889253139496,0.5238095372915268,0.8333333432674408,0.03162370470146186,1.8458309723900195,37.5,0.5,0.444444477558136,0.4000000059604645,0.5,0.3749207937362189,0.5600610940988762,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.178730149218762,1.4374829179435522,57.14285714285714,0.8,0.0,0.0,0.0,0.14068967147057276,2.78522415321379,60.0,0.46875,0.20000000298023224,0.5,0.125,0.0015334338335142186,0.6943328361518832,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6936296074001012,1.147755684343486,88.88888888888889,0.6833333333333333,0.444444477558136,0.5,0.4000000059604645,0.09674747903710124,2.0099654972513683,50.0,0.21875,0.5833333432674408,0.5,0.75,0.09389962884411951,0.009675631916920169,100.0,1.0,1.0,1.0,1.0,0.22114328783674353,0.4409068732122633,80.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.0025922544399943027
36,1.5598989353808465e-05,1.4424437386206814,84.21052631578947,0.7013888888888888,0.7851852178573608,0.9333333373069763,0.7222222288449606,1.3039629649130577,54.54545454545454,0.59375,0.7333333492279053,0.75,0.8333333432674408,0.011344633328747458,4.402020375133049,45.45454545454545,0.16666666666666666,0.6727272868156433,0.5208333432674408,1.0,0.003348297259552523,1.9443822309459136,56.25,0.78125,0.6727272570133209,0.5476190596818924,0.875,0.0015602521587232258,2.1375746479692443,37.5,0.5,0.444444477558136,0.4000000059604645,0.5,0.006542453727859276,0.845821008586305,62.5,0.8,0.7692307829856873,0.625,1.0,0.5538090054761738,0.8902873682316341,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.02646993550995664,3.231065302990307,60.0,0.2,0.25,0.5,0.1666666716337204,0.0038087776186356503,0.6923002987382618,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6898764315516883,1.7801256592673715,55.55555555555556,0.65,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.0012234475080267141,1.9854099605265745,50.0,0.5833333333333333,0.3333333432674408,0.25,0.5,0.8502405462542546,0.015166276606617702,100.0,1.0,1.0,1.0,1.0,0.000334478195168562,0.12901484310537742,90.0,1.0,0.8333333432674408,0.75,1.0,0.0019305377654042434
37,0.017894588657540383,1.7450252683354197,68.42105263157895,0.6597222222222222,0.46464647849400836,0.4222222367922465,0.5166666706403097,1.6642337896786008,63.63636363636363,0.5,0.8333333432674408,0.75,1.0,0.004934346852282058,2.969612395009222,45.45454545454545,0.16666666666666666,0.6727272868156433,0.5208333432674408,1.0,0.028948296751274794,1.5531047913729195,56.25,0.75,0.6346153616905212,0.5238095372915268,0.9166666567325592,0.0004589197599452066,1.8078701156442156,50.0,0.5,0.6000000238418579,0.5,0.75,0.010541814060016044,0.5630548194101698,62.5,0.8,0.7692307829856873,0.625,1.0,0.3826381114702092,0.9731232421893159,71.42857142857143,0.8,0.5,0.5,0.5,0.00043552465025123454,3.153178028234717,60.0,0.2,0.20000000298023224,0.25,0.1666666716337204,0.0011832779265144005,0.6922340616681533,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.6877091550797912,1.3121609261445366,88.88888888888889,0.65625,0.9285714328289032,1.0,0.875,0.0005417572577036595,2.1915360334012144,50.0,0.6875,0.722222238779068,0.7000000029802322,0.75,0.1012078757751062,0.0019398982648600762,100.0,0.75,1.0,1.0,1.0,0.0014188818135454577,0.10792392668944628,90.0,0.75,0.8333333432674408,1.0,0.75,0.002509234566380607
38,0.17003083130524474,1.3872359706710256,84.21052631578947,0.7999999999999999,0.8518518805503845,0.8888888955116272,0.8222222328186035,1.412058861498905,54.54545454545454,0.7333333333333334,0.7333333492279053,0.6190476417541504,0.9000000059604645,2.055475859517944,2.841632539569096,45.45454545454545,0.31666666666666665,0.1428571492433548,0.25,0.10000000149011612,0.26953082166782083,1.2754052490743453,50.0,0.8,0.5999999940395355,0.5142857283353806,0.800000011920929,0.0036115457760047083,2.8242811544015005,62.5,0.5,0.4000000059604645,1.0,0.25,1.3069556020149,0.6218797311475225,62.5,0.8,0.7692307829856873,0.625,1.0,0.31961872323149115,1.2615291828230037,57.14285714285714,0.8,0.0,0.0,0.0,0.05764810242930225,3.868452903059383,50.0,0.7,0.0,0.0,0.0,0.020342268938584474,0.6912025612080163,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.6875904540714293,1.986441403778787,55.55555555555556,0.65,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.004639452837188717,2.2802581818949434,40.0,0.45,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.625723449953772,0.03963135379618886,100.0,1.0,1.0,1.0,1.0,0.00412276865058261,0.5788348581567613,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.005942883288327943
