,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6903321609506858,0.6925412549006018,52.63157894736842,0.7291666666666666,0.0,0.0,0.0,0.6991369524018577,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.8980367088098303,0.7238484325384907,54.54545454545454,0.36666666666666664,0.0,0.0,0.0,0.5339795676967107,0.6703265705033747,62.5,0.7333333333333334,0.563636377453804,0.5833333432674408,0.5666666775941849,0.3594781599470785,0.6439353184577314,50.0,0.5625,0.0,0.0,0.0,0.5729983482593951,0.6938279510980303,37.5,0.6,0.0,0.0,0.0,0.7117115255295177,0.5364877505390702,71.42857142857143,0.7,0.0,0.0,0.0,0.5081161824921103,0.8684616563568545,60.0,0.4375,0.0,0.0,0.0,0.31544222613518785,0.6935860432053378,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6924463919659261,0.951216909388305,44.44444444444444,0.46875,0.1666666716337204,0.25,0.125,1.0353807262189885,0.6971594107006058,30.0,0.1875,0.0,0.0,0.0,0.692116637037474,1.638000379356794,40.0,0.9666666666666667,0.0,0.0,0.0,0.15407804593686714,0.9652320327899322,60.0,0.5833333333333333,0.25,0.5,0.1666666716337204,1.5655125559165899
10,0.6898344004581579,0.6916443389124523,52.63157894736842,0.4444444444444444,0.0,0.0,0.0,0.7564658707431685,63.63636363636363,0.5,0.6785714328289032,0.5416666716337204,1.0,0.49304830697698393,0.6951742595184346,36.36363636363637,0.41666666666666663,0.1428571492433548,0.25,0.10000000149011612,0.6833578713472468,1.2059272773543257,50.0,0.7333333333333334,0.6573426723480225,0.5,1.0,2.2015763652702054,0.7549421022165134,50.0,0.5625,0.0,0.0,0.0,1.1170130271674574,0.6909064964826617,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6919948058444977,0.4557275596304505,71.42857142857143,0.9,0.0,0.0,0.0,0.6079456198460901,0.8634847764510528,60.0,0.7,0.0,0.0,0.0,0.708213354009064,0.6937457281288886,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6919476326952472,0.685109339495688,66.66666666666666,0.5166666666666666,0.3333333432674408,0.375,0.30000001192092896,1.060840373864919,0.7252291561854468,50.0,0.375,0.6666666865348816,0.5,1.0,0.6275664657586543,0.4837428591437761,70.0,0.75,0.8636363744735718,0.7857142984867096,1.0,0.34682552670933225,0.5809491904688828,60.0,0.71875,0.6969697177410126,0.7857142984867096,0.75,0.22441546801325807
11,0.6897343815969844,0.6919768700892831,57.89473684210527,0.6583333333333333,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.861096363656645,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.4929725259975741,0.6953767885678807,36.36363636363637,0.125,0.1428571343421936,0.1666666716337204,0.125,0.5783646497476396,1.3379600307165314,50.0,0.7,0.6573426723480225,0.5,1.0,0.5288320224567163,0.6563819308514972,50.0,0.5,0.0,0.0,0.0,0.4816657145393451,0.6918087371567907,62.5,1.0,0.7692307829856873,0.625,1.0,0.6917561286581909,0.4544200449773927,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.5879484833788964,0.8585510506274492,60.0,0.5,0.0,0.0,0.0,0.27279989656236153,0.7057772389115998,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6949966661535841,0.7656134604509739,55.55555555555556,0.5625,0.3636363744735718,0.2857142984867096,0.5,0.5414087725809777,0.7004969963757631,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6698642422955023,0.9582917584148006,60.0,1.0,0.7179487347602844,0.5625,1.0,0.742852846344725,0.7171892792310472,60.0,0.7083333333333333,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.4278102625838202
12,0.6925719948842142,0.6922636607072257,57.89473684210527,0.6763888888888889,0.7239057421684265,0.6349206467469534,0.8888888955116272,0.7992547488911245,63.63636363636363,0.6666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.14851903208839176,0.7120478274181777,18.181818181818183,0.0625,0.20000000298023224,0.1666666716337204,0.25,0.5845301343170792,1.2695137150776583,50.0,0.6666666666666666,0.6573426723480225,0.5,1.0,0.43544638686477777,0.6486743142981475,37.5,0.5,0.0,0.0,0.0,0.6738146045342035,0.6906989312429523,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6663241024791121,0.5607945073128959,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.6037327413489085,0.840609620233985,60.0,0.4375,0.0,0.0,0.0,0.10920469987992465,0.6934670891752381,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6935258631430308,0.8424237973357376,44.44444444444444,0.4375,0.0,0.0,0.0,1.0757578511139687,0.8001083577245449,50.0,0.75,0.6666666865348816,0.5,1.0,0.17981918613941744,0.30775487447020267,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.8195920385066062,0.6381764307091091,70.0,0.8666666666666667,0.8333333432674408,0.875,0.800000011920929,0.4462981617225422
13,0.6874613875343026,0.6909688258361965,68.42105263157895,0.7430555555555555,0.5555555621782938,0.6666666666666666,0.5,0.8391557465329769,63.63636363636363,0.53125,0.8333333432674408,0.75,1.0,0.3679695157020484,0.7320466734117484,36.36363636363637,0.25,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.9721657050919161,0.905405156885555,62.5,0.75,0.7171717286109924,0.6142857223749161,0.875,0.21657696909916976,0.7213000028375083,50.0,0.625,0.0,0.0,0.0,0.4940152814198441,0.695854871380422,62.5,0.6,0.7692307829856873,0.625,1.0,0.6908848019271316,0.46499816072811295,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.33009179180120146,0.866102057124559,60.0,0.6,0.0,0.0,0.0,0.41784931150080756,0.6937056025945582,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6929846256635741,0.9357953796723333,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.9845526059314794,0.7444814305537301,40.0,0.41666666666666663,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6653154411692653,0.5099250172031613,70.0,1.0,0.7500000298023224,0.6071428656578064,1.0,0.14098663871827397,0.6633833069497632,60.0,0.5625,0.800000011920929,0.75,0.875,0.5902243824221194
14,0.6914671853269064,0.6905816459105129,68.42105263157895,0.5333333333333333,0.5333333611488342,0.4888888994852702,0.600000003973643,0.7886919290779495,63.63636363636363,0.4375,0.8333333432674408,0.75,1.0,1.4721877861267405,0.8595502480994287,27.27272727272727,0.28125,0.0,0.0,0.0,0.354388546303493,0.6606859048424503,62.5,0.71875,0.619047611951828,0.6333333551883698,0.625,0.477457262218128,0.6714617368793622,50.0,0.3125,0.0,0.0,0.0,0.6331456685446313,0.6897638879007786,75.0,1.0,0.8333333730697632,0.7142857313156128,1.0,0.6918744522224923,0.3600058987937339,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.7967910612259256,1.2243370451335305,60.0,0.23333333333333334,0.0,0.0,0.0,0.6058768885642606,0.6924431701234497,57.14285714285714,0.75,0.6666666865348816,0.5,1.0,0.6947841870441229,1.0900826757996374,44.44444444444444,0.5625,0.0,0.0,0.0,0.1902336816004916,0.7734957708990351,60.0,0.5166666666666666,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.6591736360311276,0.13022224766500257,90.0,0.75,0.9285714328289032,1.0,0.875,0.9809420322579032,0.6470015258808199,70.0,0.8666666666666667,0.7333333790302277,0.6500000059604645,0.9000000059604645,0.5802638335932344
15,0.6852877899308515,0.687410989672272,57.89473684210527,0.5625,0.700000007947286,0.6111111144224802,0.9166666666666666,1.584200439054654,63.63636363636363,0.75,0.6785714328289032,0.5416666716337204,1.0,0.4845640440019312,0.8027042017968771,36.36363636363637,0.3333333333333333,0.25,0.5,0.1666666716337204,0.5845773027621824,1.2992033092694055,56.25,0.7333333333333333,0.6846153736114502,0.5267857164144516,1.0,0.2862338898774721,0.6465381847001461,37.5,0.5,0.0,0.0,0.0,0.7443491939991044,0.6877558816456669,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6930976350728139,0.5905197700139704,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.40449009570651123,0.9219077804566226,60.0,0.5666666666666667,0.0,0.0,0.0,0.560962952242629,0.6918838984621614,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.6964597308986,0.80924393557724,55.55555555555556,0.53125,0.800000011920929,0.75,0.875,0.10603027126642829,1.0430980235808354,50.0,0.21875,0.6666666865348816,0.5,1.0,0.5660063154555948,0.2686483250838849,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.09629802380382976,1.067311698160707,70.0,0.8666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.21909131177165558
16,0.42751910167425017,0.7013054102817248,63.1578947368421,0.6944444444444445,0.6111111144224802,0.5277777711550394,0.7777777711550394,1.0309217452680355,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.7272230088926661,0.7705519957771219,36.36363636363637,0.125,0.1428571343421936,0.1666666716337204,0.125,0.6172572926194649,0.982277786996403,62.5,0.7,0.7179487347602844,0.5625,1.0,0.4450929829369198,0.7004046936625428,37.5,0.25,0.0,0.0,0.0,0.5000794551506652,0.687023718539772,62.5,1.0,0.7692307829856873,0.625,1.0,0.689017485376111,0.5181008605036339,71.42857142857143,0.8,0.0,0.0,0.0,0.49331296767726013,1.0192527373302143,60.0,0.6666666666666666,0.0,0.0,0.0,0.8262769534799127,0.6915469278385865,57.14285714285714,1.0,0.0,0.0,0.0,0.6937537046653961,0.8782570545609881,55.55555555555556,0.59375,0.20000000298023224,0.5,0.125,0.381792055800227,1.5849659305155916,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.5256852185638454,0.12988106879637534,100.0,0.75,1.0,1.0,1.0,0.3407198966749838,0.6728817911412397,70.0,0.5,0.7500000298023224,0.6071428656578064,1.0,0.34395075766078625
17,0.39318478876978213,0.7258019652919134,73.68421052631578,0.4444444444444444,0.6793650984764099,0.8888888955116272,0.6333333353201548,0.6769865187623789,45.45454545454545,0.7333333333333334,0.5555555820465088,0.75,0.45000000298023224,0.28496254997040377,1.9643122541148756,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.6080661890468844,1.2318111406535643,50.0,0.6333333333333333,0.0,0.0,0.0,0.12210801774567337,1.6742582130919776,50.0,0.5,0.0,0.0,0.0,0.31833390309396664,0.6863116639958073,62.5,1.0,0.7692307829856873,0.625,1.0,0.6796002355983618,0.5020846259923027,71.42857142857143,0.8,0.0,0.0,0.0,0.42597475186451594,1.5806147274791411,60.0,0.16666666666666666,0.0,0.0,0.0,0.2528440417157661,0.6928837058085088,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.6937013968283235,1.1781773029778284,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.024869429270295403,0.9412177560850188,50.0,0.3833333333333333,0.722222238779068,0.6666666716337204,0.8333333432674408,0.48736329486628194,0.20422652670154684,90.0,1.0,0.944444477558136,1.0,0.9000000059604645,0.08724261124511197,0.6673707330719088,80.0,0.65625,0.9000000059604645,0.8333333432674408,1.0,0.36469294832565124
18,0.9048131852292595,0.8544324361242099,63.1578947368421,0.6625,0.6111111243565878,0.5888889034589132,0.6388888955116272,0.762779155744657,54.54545454545454,0.25,0.38461536169052124,0.3571428656578064,0.4166666567325592,0.19021273024192542,1.2739795418285074,18.181818181818183,0.0625,0.361111119389534,0.2666666731238365,0.625,0.23125688448615697,0.6915017822526166,68.75,0.7666666666666666,0.6666666865348816,0.7083333432674408,0.6333333551883698,0.047948011236825495,1.0500258526783652,50.0,0.4375,0.3333333432674408,0.5,0.25,0.3623819688993399,0.6465673339185429,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6319508041563157,0.590149802689501,57.14285714285714,0.8,0.0,0.0,0.0,0.29618300619455534,1.3503052108774773,60.0,0.40625,0.0,0.0,0.0,0.43600720506596885,0.7156714917741481,28.57142857142857,0.3333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6937539958633157,1.6380086991107627,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.08464445671752094,1.0633459822312268,50.0,0.375,0.6333333551883698,0.5,0.875,0.5097324837748266,0.07662868301614559,100.0,1.0,1.0,1.0,1.0,0.0658298201108109,0.6093111675626512,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,0.05095168463198611
