,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6928667082631921,0.1067054838615,23.076923076923077,0.10141495008543062,51.21951219512195,0.6931270145687095
1,0.690717696999954,0.10684603188338,23.076923076923077,0.10147379857939166,48.78048780487805,0.6942943156921718
2,0.6975184310849086,0.10689611789594254,23.076923076923077,0.10148863935411179,48.78048780487805,0.6923916973265255
3,0.6898257329614511,0.10703515676344022,23.076923076923077,0.10149473648165794,48.78048780487805,0.6926677354145097
4,0.691164122151677,0.1073721402212733,23.076923076923077,0.10156304942148907,48.78048780487805,0.6937855307649066
5,0.6979793051966076,0.10772941832717345,23.076923076923077,0.10127901918520914,48.78048780487805,0.7033895389991235
6,0.7029702117847858,0.10845513081578745,23.076923076923077,0.10125088091918515,48.78048780487805,0.6953094119737597
7,0.6727707219755815,0.10937150058765276,23.076923076923077,0.10120272403960515,48.78048780487805,0.688685703166233
8,0.6769064033048315,0.11133301507002433,23.076923076923077,0.10200276699583836,48.78048780487805,0.6839506160673267
9,0.6708585311930464,0.11162398835781727,23.076923076923077,0.10057223339572184,48.78048780487805,0.7102293739435854
10,0.7919593579429063,0.11402223999713905,23.076923076923077,0.10086268614876154,48.78048780487805,0.7146241747176244
11,0.6848459841704364,0.10832947215215846,23.076923076923077,0.10117818949262888,48.78048780487805,0.6790993987254124
12,0.6815902666825702,0.11134286503610404,23.076923076923077,0.10081732224327361,48.78048780487805,0.7227875100094596
13,0.7006067200080235,0.11636618124138862,23.076923076923077,0.10075294924754903,48.78048780487805,0.6814869584308808
14,0.6070154747225849,0.1066961857618581,30.76923076923077,0.10385322936295777,48.78048780487805,0.6967372436419298
15,0.880348441650932,0.07387022674726879,76.92307692307693,0.10134431960498906,51.21951219512195,0.6946840829996068
16,2.3059636624312825,0.6078385175415334,30.76923076923077,0.10201454954579058,48.78048780487805,0.6965324189477755
17,0.436038395406565,0.1363388875459658,46.15384615384615,0.10160562816493829,43.90243902439025,0.6985119408810152
18,0.45273755672953536,0.10711434538317881,38.46153846153847,0.1048491728392818,43.90243902439025,0.6995914988708838
19,0.1332948869345327,0.10958749904743553,84.61538461538461,0.10839123680727089,56.09756097560976,0.7733295064287979
20,0.11436400839004109,0.17219733491600037,46.15384615384615,0.10276465475182518,46.34146341463415,0.5998320971815305
21,0.07841778432460636,0.24207398308601485,46.15384615384615,0.10495516129935296,46.34146341463415,0.6815486548607139
22,0.00025004132215169275,0.20781987236558883,69.23076923076923,0.1429882552327584,48.78048780487805,0.5469534559937214
23,0.03778610951927422,0.08585979875108812,69.23076923076923,0.11210878666831259,53.65853658536586,0.5869896370654233
24,0.0018402848092554083,0.12177793319787403,76.92307692307693,0.1116806097714868,48.78048780487805,0.5609555532061428
