,ADHD,ADHD,ADHD,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6875943378667051,0.09032138985366264,54.78260869565217,0.14069908725023875,42.857142857142854,0.6737830006598517
1,0.43606094319422717,0.09312475332667274,54.78260869565217,0.10086946812310497,42.857142857142854,0.7921133212233947
2,0.6288087736950247,0.08945288528786367,54.78260869565217,0.09910935215900547,35.714285714285715,0.693134955216766
3,0.6459892977422583,0.09030779283335592,54.78260869565217,0.09910478835150542,42.857142857142854,0.6936854023453605
4,0.6951881047173452,0.0902557345062049,54.78260869565217,0.2410439285381623,42.857142857142854,0.9651091349567267
5,0.752994789112156,0.11238738993331658,54.78260869565217,0.09906879841837897,50.0,0.5717745651996577
6,1.1697930565606325,0.14024188034128493,54.78260869565217,0.09895854033331804,57.14285714285714,0.6879378329531847
7,0.5062498858193341,0.10620947909117798,49.56521739130435,0.09505373938158868,50.0,0.5818310676253307
8,0.5806141083179266,0.13170893529242203,53.91304347826087,0.11315829166197289,64.28571428571429,0.5187059182304874
9,0.6516370248113992,0.11390826405689301,49.56521739130435,0.10875185369583555,42.857142857142854,0.4967791055173667
10,1.1410123520890543,0.1608918188323051,47.82608695652174,0.11855146076373331,64.28571428571429,0.6375653732954213
11,0.4704079854886916,0.10630136579567051,53.04347826086957,0.10491933344559226,42.857142857142854,0.5832369814355566
12,0.0957078557937736,0.14782567606862487,48.69565217391305,0.15141834406041102,64.28571428571429,0.04862854503841093
13,0.9935961973956123,0.334495618529918,53.91304347826087,0.08869118507712427,57.14285714285714,0.44740105080295844
14,0.40966656590294975,0.19364235527361723,53.04347826086957,0.1340837914044116,64.28571428571429,0.28645067935131063
15,0.5683549973732385,0.15116707918900116,50.43478260869565,0.09531383925605234,71.42857142857143,0.20793245412843675
16,0.01810348266176571,0.21591782224566305,51.30434782608696,0.1348364573556628,50.0,1.3760790913179368
17,0.5547039519877883,0.1747368300430947,48.69565217391305,0.198401104382246,50.0,0.07022225886967416
18,0.5649136403283044,0.2023813338940957,47.82608695652174,0.32354377686695973,42.857142857142854,1.5657465690707018
19,0.7592975765646635,0.14888773206200756,53.04347826086957,0.21037603234114782,50.0,0.3019160439553085
20,0.39662273011642557,0.21612919697743282,53.04347826086957,0.09705631624432691,57.14285714285714,0.16370787443329066
21,0.3279567183875112,0.15070193348616692,55.65217391304348,0.2310422665196343,50.0,0.2656912269693794
22,0.4028079230046008,0.2629756423701039,52.17391304347826,0.12749114627537386,57.14285714285714,0.034782216042163513
23,0.5044571759348606,0.2946598145711968,53.04347826086957,0.1435995161396613,71.42857142857143,0.5816754457189576
24,0.5914962605234095,0.40593395772372715,52.17391304347826,0.1275898581519311,78.57142857142857,0.0040044067175409315
