,SZ,SZ,SZ,SZ,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6524970657208549,0.6882817216643261,50.0,0.6540922619047618,0.0,0.0,0.0
1,0.8019698844982863,0.6978353552427587,57.03125,0.6997395833333333,0.2241071444004774,0.46875,0.15520833525806665
2,0.42515674911729223,0.579127821146922,70.3125,0.7554687500000001,0.5739583428949118,0.7406250014901161,0.4916666727513075
3,0.5252727264033569,0.6400326372731457,64.0625,0.7510416666666666,0.42247023805975914,0.7083333358168602,0.3291666740551591
4,0.31112658933352305,0.6406734551366897,67.96875,0.7755208333333334,0.5594742149114609,0.8229166679084301,0.4583333386108279
5,0.5479982060171963,0.7480612541750692,66.40625,0.7697916666666667,0.7314501591026783,0.6116815563291311,0.9479166679084301
6,0.2903842752199482,0.7101624153782651,67.96875,0.8190104166666666,0.5516865141689777,0.8125000018626451,0.43333334382623434
7,0.20277272737645077,0.7460464231564965,70.3125,0.7968377976190477,0.5536886844784021,0.8020833358168602,0.4680059589445591
8,0.016148546589315138,0.6700240716403602,74.21875,0.7916666666666666,0.6986291613429785,0.7781250048428774,0.7062500081956387
9,0.35000452252889064,0.5979694684451272,67.96875,0.7880208333333334,0.5351190492510796,0.7708333358168602,0.42916667088866234
10,0.07199736712463067,0.8838294524948658,71.09375,0.7695312499999999,0.5964285749942064,0.7812500037252903,0.5177083406597376
11,0.26935474149797173,0.6407968426670059,73.4375,0.80859375,0.6828869190067053,0.7572916727513075,0.6593750063329935
12,0.03238957344805964,0.7506220133247685,72.65625,0.7952752976190476,0.6527281813323498,0.8104166705161333,0.5700892936438322
13,0.015105915659250397,1.0275921536693078,71.09375,0.8450520833333334,0.6217262018471956,0.7812500018626451,0.5729166716337204
14,0.09502257955667152,0.8882986995425116,73.4375,0.8417782738095239,0.7136904802173376,0.7651041727513075,0.7257440537214279
15,0.4585488651964602,1.3968310998705624,72.65625,0.7700520833333333,0.7300775703042746,0.7104166690260172,0.7791666705161333
16,0.11800001645815411,0.8651936290656829,73.4375,0.8109747023809524,0.7274375017732382,0.6732142902910709,0.8306547645479441
17,0.30667243110953624,1.0404140452995196,75.78125,0.8098958333333334,0.7230384256690741,0.8291666693985462,0.6770833414047956
18,0.08093363166153111,1.0517806478280223,71.875,0.7635416666666667,0.7200969364494085,0.6644345298409462,0.8114583361893892
19,0.02815291700886322,1.4766701086913692,71.875,0.7817708333333333,0.6102904174476862,0.7395833358168602,0.5437500048428774
20,0.0005445716017362172,1.4102668282920736,75.78125,0.7903645833333334,0.7075757700949907,0.7645833361893892,0.713541672565043
21,0.0043060217904606355,1.4986211339988011,76.5625,0.8304687499999999,0.7680420428514481,0.786011915653944,0.8177083376795053
22,0.0035421044385541196,1.3824988373966232,75.0,0.8145833333333333,0.6847756505012512,0.8114583361893892,0.6461309604346752
23,0.005741880369044783,1.3913768847633594,73.4375,0.8041666666666666,0.7276154607534409,0.7395833395421505,0.7385416701436043
24,6.782371010949974e-05,1.6219047850578787,76.5625,0.8236979166666667,0.7536474037915468,0.7437500040978193,0.7973214313387871
25,0.018846217316585027,1.5086778985916938,71.875,0.7895833333333333,0.6309523861855268,0.8489583320915699,0.525000006891787
26,0.0006756665317332982,1.7993024304903529,73.4375,0.7781250000000001,0.6771690249443054,0.8395833373069763,0.5979166757315397
27,0.00021100312159983803,1.6046100263838805,72.65625,0.7869791666666667,0.6892857346683741,0.6770833432674408,0.7239583376795053
28,0.0005541733091891769,2.325958526420717,72.65625,0.7710193452380952,0.5908414497971535,0.8208333365619183,0.4809523895382881
29,0.0012164113202879606,1.548454464727109,75.0,0.7825520833333333,0.6765602566301823,0.8083333354443312,0.6052083354443312
