,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6932049152919902,0.6930194240974805,55.85106382978723,0.5788194444444444,0.034722222636143364,0.0625,0.0243055559694767,0.6907057546201657,64.56692913385827,0.7019345238095239,0.4032738171517849,0.567708333954215,0.3656250024214387,0.6925879546045346,0.6930699687548074,76.47058823529412,0.6190476190476191,0.46464647849400836,0.3571428656578064,0.6666666666666666,0.6930601087851022,0.8090689437126771,33.33333333333333,0.6166666666666667,0.27272728085517883,0.1875,0.5,0.6528806452413997,0.6861738628369428,46.15384615384615,0.8333333333333333,0.6190476417541504,0.45000000298023224,1.0,0.9456690408419632,0.700328912492358,35.714285714285715,0.5111111111111111,0.0,0.0,0.0,0.6935865775232182,0.6931257026041764,50.0,0.45,0.38461539149284363,0.3125,0.5,0.6931413856293679,0.692569812845146,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.7338180054691733,0.693071816733673,53.91304347826087,0.44432539682539685,0.0,0.0,0.0,0.6923621664228359,0.693249495944844,41.46341463414634,0.4583333333333333,0.49090910454591113,0.3601190497477849,0.777777781089147,0.6921513767374347
1,0.6917450452175081,0.6930017233673732,55.319148936170215,0.5420138888888888,0.0,0.0,0.0,0.6929214012695574,59.84251968503938,0.6485491071428571,0.1809523832052946,0.3541666679084301,0.12916666734963655,0.6924849621853831,0.8331234371611599,29.411764705882355,0.49702380952380953,0.29629630347092945,0.20833333333333334,0.6666666666666666,0.5925295114064646,0.7164139405534701,33.33333333333333,0.25,0.7000000029802322,0.625,1.0,0.7566919750484749,0.6943730186363293,46.15384615384615,0.875,0.6190476417541504,0.45000000298023224,1.0,0.5866394145937842,0.6933125101697579,42.857142857142854,0.22916666666666666,0.0,0.0,0.0,0.6937237854612202,0.6953626174993659,50.0,0.1875,0.0,0.0,0.0,0.9915410515732184,0.7819207481941352,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7281963747431023,0.6922539806208302,54.78260869565217,0.46376984126984133,0.0,0.0,0.0,0.7044200137390033,0.6931650090932239,43.90243902439025,0.5694444444444444,0.6489177594582239,0.5208333333333334,1.0,0.6931348498694904
2,0.6934601355101225,0.6925298823168092,58.51063829787234,0.524454365079365,0.18273809800545374,0.3541666666666667,0.12986111268401146,0.6807189711509412,69.29133858267717,0.7264136904761905,0.4405438359826803,0.6385416686534882,0.385416672565043,0.6788211997207855,0.7160290627742399,29.411764705882355,0.7055555555555556,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.7105783183611298,0.7827343789286001,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.6590251499461223,0.6601815655721451,76.92307692307693,0.8,0.7333333492279053,0.8333333432674408,0.6666666865348816,0.613619836097873,0.6914468491357921,57.14285714285714,0.5444444444444445,0.444444477558136,0.5,0.4000000059604645,0.8299427225550834,0.6898688013691714,50.0,0.4375,0.0,0.0,0.0,0.6931283286697568,0.6819872396071852,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.7612274836169443,0.6928138863665353,54.78260869565217,0.4199206349206349,0.0,0.0,0.0,0.6934151341897904,0.6934026568185894,46.34146341463415,0.48333333333333334,0.6465617815653483,0.5238095248738924,1.0,0.6988495177225394
3,0.6946791383678051,0.6915486265746799,55.85106382978723,0.5288194444444445,0.06527777761220932,0.14583333333333334,0.043055556093653045,0.8407578085898549,62.20472440944882,0.7437127976190477,0.13764881156384945,0.25,0.1000000024214387,1.1920501763531663,0.6344098986443083,76.47058823529412,0.6833333333333332,0.3333333333333333,0.5,0.2777777810891469,0.6343869977796859,0.6927635924092691,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.7946396096395446,0.7014038820103938,53.84615384615385,0.59375,0.0,0.0,0.0,0.6525144949903977,0.6974390766422484,50.0,0.7333333333333334,0.5178571343421936,0.625,0.46666668355464935,0.6669085030827155,0.6927973504211501,50.0,0.3125,0.6666666865348816,0.5,1.0,0.7746193571222925,0.7114319685993103,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.7285154334726912,0.6921565800591418,58.26086956521739,0.5702777777777778,0.22888888915379843,0.4666666666666667,0.1600000023841858,0.7937069853004375,0.6943315171824168,43.90243902439025,0.46339285714285716,0.4723905796806018,0.375,0.8333333333333334,0.6929327204518304
4,0.6945623581605229,0.6888454544153862,56.38297872340425,0.6098462301587302,0.14722222462296486,0.22916666666666666,0.11458333457509677,0.596033048852952,77.16535433070865,0.8180059523809524,0.6296356525272131,0.6906250044703484,0.6250000037252903,0.5443812657036926,0.5865678488750561,82.35294117647058,0.5555555555555556,0.26666667064030963,0.3333333333333333,0.22222222884496054,0.6263167341272726,1.0055211686160697,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.5584424794351395,0.5946784818125072,69.23076923076923,0.9333333333333333,0.625,0.800000011920929,0.6666666716337204,0.5997596939820088,0.711217310462712,57.14285714285714,0.5,0.533333346247673,0.800000011920929,0.5,0.6862850133792828,0.6584703749448826,50.0,0.48333333333333334,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.613881126129837,0.757158317358819,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6503827041127981,0.6866922013069661,54.78260869565217,0.5358333333333333,0.0,0.0,0.0,0.7267306482149494,0.6891006315791598,43.90243902439025,0.36944444444444446,0.4953047037124634,0.375,0.8333333333333334,0.6972556887189822
5,0.6926392488337082,0.6941246293746788,54.78723404255319,0.5723958333333333,0.6434584129601717,0.519444452598691,0.9534722231328487,0.5412674391017525,73.22834645669292,0.7988095238095237,0.6118551772087812,0.6739583350718021,0.6312500052154064,0.5647976637504146,0.6326916179397836,58.82352941176471,0.7222222222222222,0.6904761989911398,0.5777777830759684,1.0,0.5635351334772685,0.7798406311463034,33.33333333333333,0.5,0.7000000029802322,0.625,1.0,0.8700821907382759,0.7263218884351692,53.84615384615385,0.84375,0.6666666865348816,0.5,1.0,0.6860714819539786,0.748187719414549,57.14285714285714,0.4375,0.550000011920929,0.625,0.5,0.6864712576609048,0.635943227818097,50.0,0.5,0.20000000298023224,0.5,0.125,0.6180767956743471,0.959419699291109,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.636881801746033,0.6922817748751511,54.78260869565217,0.5208333333333334,0.0,0.0,0.0,0.6520983757075525,0.6867112963727251,43.90243902439025,0.5729166666666666,0.6575757712125778,0.5208333333333334,1.0,0.6880719418674142
6,0.5194442312993764,0.7074692748383936,50.53191489361703,0.5492311507936508,0.5885161285599073,0.4767857224990924,0.8687500009934107,0.5565887403914029,66.92913385826772,0.8211309523809524,0.6554969418793917,0.5872023859992623,0.8300595283508301,0.5234493931606796,0.7512688180617801,52.94117647058824,0.7888888888888889,0.3888888955116272,0.2777777810891469,0.6666666666666666,0.9595604427397173,0.915556105116957,33.33333333333333,0.5,0.7000000029802322,0.625,1.0,0.5474774802358003,0.8229576562921085,46.15384615384615,0.9,0.6477272808551788,0.48750001192092896,1.0,0.9484027043323455,0.6672652763515351,64.28571428571429,0.6444444444444444,0.7596153914928436,0.612500011920929,1.0,0.48405142617810715,0.6511219037734159,50.0,0.84375,0.0,0.0,0.0,0.4387594122141254,0.6940006835497579,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7996292509329229,0.6901283589017089,55.65217391304348,0.5752777777777778,0.34126983682314554,0.43333333532015483,0.3188888947168986,0.6921137969385511,0.694728555312233,39.02439024390244,0.32569444444444445,0.23280424376328787,0.22500000149011612,0.26666667064030963,0.6912951813009329
7,0.7302071791567316,0.7059845247527835,48.93617021276596,0.5635416666666667,0.6247747739156088,0.4672619079550107,0.9895833333333334,0.5303333383372081,70.07874015748031,0.8526413690476191,0.7084821537137032,0.6367559609934688,0.9010416679084301,0.5275768874149617,0.8080193969417602,52.94117647058824,0.7222222222222222,0.39814815918604535,0.29523810744285583,0.6666666666666666,0.5211745869940013,0.9216712804454755,55.55555555555556,0.45,0.3333333432674408,0.25,0.5,0.5353521284468132,0.5972568434144485,61.53846153846154,0.8125,0.5000000149011612,0.75,0.375,0.6041500471514597,0.7782627792443044,57.14285714285714,0.6875,0.649350643157959,0.6190476417541504,0.75,0.5738531244229087,0.6979442281001974,60.0,0.65,0.25,0.5,0.1666666716337204,0.5377343238939614,1.0160488319292689,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.31487168588195175,0.7170227959700436,54.78260869565217,0.48634920634920636,0.0,0.0,0.0,0.9257487373031308,0.6946553223179451,36.58536585365854,0.31319444444444444,0.2638889004786809,0.2555555577079455,0.2888888915379842,0.6924218377821971
8,0.4846258156240116,0.6801738762093728,55.85106382978723,0.6168650793650793,0.5511483947436014,0.5340277844419082,0.6680555629233519,0.5270415872347172,74.01574803149606,0.8805059523809524,0.6944437641650438,0.6910714348778129,0.8208333346992731,0.6639033176529162,0.646989472259924,47.05882352941176,0.6944444444444445,0.3333333333333333,0.2555555651585261,0.5,0.19789657601778804,0.9726432095384092,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.6510520871836029,0.8349062428640166,61.53846153846154,0.9333333333333333,0.6346153914928436,0.4791666716337204,1.0,0.36745542910126067,0.6578231275464341,64.28571428571429,0.6875,0.6607142686843872,0.7083333432674408,0.625,0.4474414873990619,0.6536884886752569,60.0,0.8125,0.20000000298023224,0.5,0.125,0.6919642491268918,1.2185237402374622,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.47913942166884177,0.714016786508239,54.78260869565217,0.5335714285714286,0.0,0.0,0.0,0.7177958698632467,0.6948749343353848,34.146341463414636,0.4662698412698412,0.5271885444720587,0.4821428606907527,0.75,0.6948271395180193
