,SZ,SZ,SZ,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.0398006919543095,0.07274990788484906,67.5,0.11753111622033667,50.0,1.6101683696695022
1,0.5204017595469904,0.06898208631706344,71.25,0.15555393251043168,44.44444444444444,0.32005826579617414
2,0.5040640523568818,0.0675232524771515,73.75,0.13612892633248463,50.0,1.7027423140681552
3,0.2371671542299821,0.0765347114788859,72.5,0.09413702524034595,61.111111111111114,0.46132798806276226
4,0.06242003160918886,0.08531813883113726,77.5,0.11155012007261449,72.22222222222221,0.11096566354916493
5,0.09437051086877796,0.08890754432983393,76.875,0.1644496372784159,50.0,0.28251663742305283
6,0.021081547536434226,0.09138395257425216,79.375,0.14379666320728865,55.55555555555556,0.04395788703784503
7,0.07703318787689833,0.10184354805338772,79.375,0.07970589169755743,88.88888888888889,0.07544116947733394
8,0.03037974566353052,0.11205413277608148,81.25,0.18301672067092625,55.55555555555556,0.0015913349578264458
9,0.21431908012688072,0.15159659976362191,71.875,0.17997662911208023,77.77777777777779,0.004459118648055957
10,0.0007122716578820392,0.1424895085755545,76.875,0.1279550743294931,66.66666666666666,0.004021551970125105
11,0.013121911380589562,0.139262114460909,77.5,0.17122171348960608,77.77777777777779,0.0007184315472306356
12,0.002254404435015504,0.16098603724778116,76.875,0.10087272096342409,77.77777777777779,0.0010310897080023172
13,0.0056474405340739805,0.2092677852032821,75.0,0.1286786834225589,77.77777777777779,0.0017299557712262368
14,0.0059018027146720145,0.16572669990042926,77.5,0.1351216254488965,72.22222222222221,0.0006514065036588237
15,0.014435032807933583,0.15935086718781824,75.625,0.15780449549982556,66.66666666666666,0.0015059126276083805
16,0.0004945535396460129,0.17575251996238356,76.875,0.0971792556412272,77.77777777777779,0.000264919364617036
17,0.00014727870082745296,0.17926958311117128,77.5,0.16966476214255793,77.77777777777779,0.0021487703808091177
18,0.0003396177124589046,0.17957714567810473,77.5,0.09642427794657193,77.77777777777779,0.00022532307746628538
19,3.696129518821634e-05,0.1808298344308137,77.5,0.1302267331860819,77.77777777777779,0.0008002248613322607
20,0.0001489579660868219,0.18166696140853114,76.875,0.10481932346092812,77.77777777777779,0.0011371725091478225
21,0.0002709002875353068,0.18308872180527774,77.5,0.23472507444809942,77.77777777777779,0.0007042972473435814
22,0.00019164151014538754,0.1842105607198487,77.5,0.11000878577868944,77.77777777777779,0.0006376270617442836
23,0.00016695131444351442,0.18483982495230725,77.5,0.23629633580316303,77.77777777777779,6.325043720957922e-05
24,7.849741406188369e-05,0.18525034109635513,76.875,0.12896443325231066,77.77777777777779,0.000679003606950323
25,0.0004267908954748921,0.18644832854477383,76.875,0.2429533112018163,77.77777777777779,0.00046346252638522164
26,4.8833629974759484e-05,0.1872572151788751,78.125,0.10350117482161811,77.77777777777779,0.0001745658901081217
27,0.00013611909248436988,0.18784054572877684,76.875,0.10898887996271141,77.77777777777779,0.00033995375652914927
28,5.438220368621136e-05,0.18854662716279239,76.875,0.10484334095947934,77.77777777777779,0.0003182466170965967
29,0.0002653558575459086,0.18937578373635494,77.5,0.10474176653387288,77.77777777777779,0.000251970560735507
30,0.00016929590836202912,0.19030713995436316,76.875,0.2491672780913467,77.77777777777779,0.0003292036543963423
31,1.5590744189443388e-05,0.1910019051907341,77.5,0.1826510611796294,77.77777777777779,0.0002065301392978507
32,9.223247970050499e-05,0.19245971468508158,77.5,0.10643829143568223,77.77777777777779,0.00010197403946966683
