,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.1931172925694236,0.10843604602153946,53.84615384615385,0.0871984340781791,57.48031496062992,0.692313862089062
1,0.7168070145087504,0.10663445978635243,53.84615384615385,0.08681459158595237,58.26771653543307,0.6800133529612051
2,0.6934324976378976,0.10663686320844208,53.84615384615385,0.09599128630536705,47.24409448818898,0.583898399554277
3,0.6920781598968649,0.10667144265309493,53.84615384615385,0.08014937973868805,62.99212598425197,0.6244000598463366
4,1.517956791321434,0.1208901369370543,53.84615384615385,0.07627388404174282,57.48031496062992,0.8169160753312383
5,0.6913608171379818,0.10662046558737119,46.15384615384615,0.08009001491517159,74.80314960629921,0.6392654977033052
6,1.7619077155132103,0.10660741237076653,53.84615384615385,0.07678199930102639,63.77952755905512,0.506400560458679
7,0.6910992990942862,0.10627721709020327,46.15384615384615,0.07030731162971339,77.16535433070865,0.5882269918165736
8,0.693076210844056,0.10661960431407322,53.84615384615385,0.07385031047535648,58.26771653543307,0.3521052629985347
9,0.6935120274851198,0.1066195287350374,53.84615384615385,0.06898049667470187,75.59055118110236,0.45044733786894
10,0.6936120700128083,0.10638109947519982,46.15384615384615,0.0818599170947749,78.74015748031496,2.3619859321847723
11,0.6904362073493919,0.10645945497241022,46.15384615384615,0.07659784833835072,81.10236220472441,0.15424602517493669
12,0.6947413644553228,0.10650515802936554,46.15384615384615,0.08727997658781322,76.37795275590551,0.46187234766657026
13,1.0897474776111549,0.10594801091879133,61.53846153846154,0.06395855855253423,80.31496062992126,1.0245296281034164
14,0.6905139805519767,0.10649157061883881,53.84615384615385,0.060673137101606905,76.37795275590551,0.4846737409377498
15,0.6228773522687215,0.10338638600757391,61.53846153846154,0.057546793200002375,80.31496062992126,0.31533602661612564
16,0.6936106154274849,0.10642882107975186,61.53846153846154,0.12436793742718452,81.10236220472441,0.02550261166286665
17,0.6895710609460828,0.10595328339343817,69.23076923076923,0.07838275614158124,76.37795275590551,0.027260803148818836
18,0.6614875245290115,0.1825409843544495,53.84615384615385,0.18959675856034394,73.22834645669292,1.0784269747110529
19,0.6705116036447046,0.09908078061867268,61.53846153846154,0.06835742413532485,81.10236220472441,0.13004781547447214
20,0.5672692897877122,0.17077550459674506,53.84615384615385,0.09093970057164331,81.10236220472441,0.3535725172689621
21,0.24705084917676576,0.2076618660278034,53.84615384615385,0.09282562159230424,81.88976377952756,0.29869528592227035
22,0.6881033365971652,0.1064386005682961,46.15384615384615,0.09970487277292472,81.10236220472441,0.014907920606313836
23,0.6962232551976504,0.09985724402201943,61.53846153846154,0.11854106770408339,80.31496062992126,0.413545598165139
24,1.482282811115426,0.09096201495865142,61.53846153846154,0.08488504839046355,80.31496062992126,0.016004241690223648
25,0.01897387554715273,0.21148976054499574,61.53846153846154,0.10355367821928667,77.16535433070865,0.039205472262138594
26,0.7598304995481137,0.16701050165892525,61.53846153846154,0.08836114387831062,81.10236220472441,0.44536494537982624
27,0.00024625174879104014,0.5628762947636178,53.84615384615385,0.13159407994681593,78.74015748031496,0.009707695327036364
28,0.02229257956742574,0.5450188699808136,61.53846153846154,0.09921667396947512,80.31496062992126,0.025612023272558546
29,0.4193041499410554,1.0800245650379716,53.84615384615385,0.14573619387882428,77.95275590551181,0.000391449321949453
30,0.2885191637700577,0.18480248841779306,53.84615384615385,0.12787408065470363,78.74015748031496,0.00011766191163840304
31,0.03100567035816903,0.1636312058599293,61.53846153846154,0.1657511450932159,75.59055118110236,0.0028818202179382415
32,0.1373613350283356,0.436061729377508,61.53846153846154,0.12076112772673452,82.67716535433071,1.1500738411858957
33,0.01798743071894619,0.4004647600846499,61.53846153846154,0.12150185053542391,77.95275590551181,0.5411638005457264
34,0.04022489675101631,0.19794786114178048,76.92307692307693,0.13574597233137772,77.95275590551181,0.0008014319765843752
35,0.0020947075867924427,0.2498002343818476,61.53846153846154,0.14488669866070106,77.95275590551181,0.006842628379765704
36,0.07927488762453583,0.24116359846331112,53.84615384615385,0.14635092357672908,79.52755905511812,0.0004958690776477759
37,0.001965070911496611,0.32728700046351267,53.84615384615385,0.20185632953581745,80.31496062992126,8.383720742935245e-05
38,0.004168736981794179,0.25060519266354436,69.23076923076923,0.1287654555425318,78.74015748031496,0.0007757967433219794
39,0.0001810330946231238,0.39119040487576073,76.92307692307693,0.17524958145255903,78.74015748031496,0.0022439518340688206
