,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test
0,0.6815226073450864,0.12679228629983372,45.45454545454545
1,0.8261094812678809,0.12711077333451185,45.45454545454545
2,0.7129129405053563,0.12600984364603585,45.45454545454545
3,0.6668415931075343,0.12695809563226249,45.45454545454545
4,0.5434647530478106,0.12310331903892582,45.45454545454545
5,0.587072927616758,0.1296035424587831,45.45454545454545
6,0.8218328210451185,0.12526841271321884,45.45454545454545
7,0.6039112461665661,0.12687819221165092,45.45454545454545
8,0.6936243645763536,0.13623849556786624,45.45454545454545
9,0.7949411317854204,0.1258542750599931,54.54545454545454
10,0.20692879893052518,0.11578145566215707,54.54545454545454
11,0.6934238616827318,0.12103297772553502,54.54545454545454
12,0.18374863636824412,0.17034930466403725,54.54545454545454
13,0.019754408254527404,0.2189437022254923,54.54545454545454
14,0.2515273934541233,0.13235504308003493,54.54545454545454
15,1.8234228121439744,0.20114628848468386,54.54545454545454
16,0.024039318081563378,0.11619827364840019,54.54545454545454
17,0.049047134041763946,0.19432599195805295,54.54545454545454
18,0.687711465952519,0.11542706067696545,63.63636363636363
19,0.011233854892887241,0.22543487260673534,54.54545454545454
20,0.00306056549262612,0.13868899609077898,54.54545454545454
21,0.038441790655804726,0.22362481991415714,54.54545454545454
22,0.0009062833943594849,0.12174797121146433,54.54545454545454
23,0.17247064686014568,0.1571455550085979,54.54545454545454
24,0.10912953471490065,0.20510673862569814,54.54545454545454
25,0.004102197187102178,0.2481447259067654,54.54545454545454
26,0.00046304631965056177,0.19693447423980787,54.54545454545454
27,5.5995994456640386,0.26518051238709367,54.54545454545454
28,0.000249710423098133,0.25416271479319014,63.63636363636363
29,0.05523799007135476,0.24049468875167915,54.54545454545454
30,1.065181930454967e-06,0.23424189886804056,54.54545454545454
31,0.01340536565878996,0.15877062278125453,54.54545454545454
32,0.16498674039612576,0.14756188098516335,54.54545454545454
33,0.022725317640282582,0.19796536160266962,72.72727272727273
34,0.0008904723109926007,0.29211895474578353,63.63636363636363
35,0.0020045329396646073,0.1855170795677864,72.72727272727273
36,0.004370665101446966,0.21103861259438003,72.72727272727273
37,9.955224150999704e-09,0.1955661312193718,54.54545454545454
38,9.88761588803228e-05,0.20137369850613343,72.72727272727273
39,0.001705560772612792,0.15360351334265415,72.72727272727273
40,4.00639499486257e-05,0.14814017805926705,72.72727272727273
41,0.00010688383005432,0.16329911761776725,72.72727272727273
42,0.0001068822821498791,0.2839226078210948,63.63636363636363
43,0.0001114339175342481,0.1870097639678253,63.63636363636363
44,8.56904299390004e-06,0.25772149388307536,72.72727272727273
45,2.4068093463986495e-07,0.2932534259184074,72.72727272727273
46,2.6337111292770893e-05,0.16797945430012654,72.72727272727273
47,0.00022514171106492113,0.3401207977414138,72.72727272727273
48,0.00010235355162344317,0.22464749960920496,72.72727272727273
49,8.433124948572404e-06,0.1841092803458901,72.72727272727273
50,3.801577567663004e-05,0.301502292268722,72.72727272727273
51,4.2992576484429005e-05,0.3942384288949219,72.72727272727273
52,1.7613525063819845e-07,0.17920983055960032,72.72727272727273
53,6.790989048652064e-05,0.18129723322323138,72.72727272727273
54,0.00023589889830188195,0.39836856212864136,72.72727272727273
55,8.539823150365131e-08,0.2342281722973379,72.72727272727273
56,0.00019534230619600756,0.18321000867259693,72.72727272727273
57,2.0423759759065754e-05,0.28449192682692437,72.72727272727273
58,3.8056177244083366e-05,0.466508297305152,72.72727272727273
59,7.817894321210727e-06,0.18078913705790942,72.72727272727273
60,0.00018071987069934149,0.27443144684777354,72.72727272727273
61,2.3085929483017795e-05,0.28215326759563936,72.72727272727273
62,1.927574923972417e-06,0.18438689342807218,72.72727272727273
63,3.719225573628943e-05,0.28508114416541014,72.72727272727273
64,1.5013770887594405e-05,0.1960183109808379,72.72727272727273
65,3.6432830215749534e-05,0.2846278403690319,72.72727272727273
66,1.76702354400024e-05,0.3204836532976633,72.72727272727273
67,0.00012594341296389254,0.4160551915095059,72.72727272727273
68,6.537863208782633e-05,0.25674317437627175,72.72727272727273
69,2.4873243062092232e-06,0.1925646430808044,72.72727272727273
70,1.4711157253103465e-05,0.1919893585258006,72.72727272727273
71,0.00022021527415782056,0.2053969885874256,72.72727272727273
72,4.10776107287545e-05,0.19412882963127814,72.72727272727273
73,5.172490261832827e-06,0.2525127864888416,72.72727272727273
74,4.49300715039975e-05,0.33986459271208713,72.72727272727273
75,1.1126546398070524e-07,0.2627576482080514,72.72727272727273
76,4.416529363472965e-10,0.3364533153212914,72.72727272727273
77,1.1889684560664376e-05,0.43448807278000756,72.72727272727273
78,2.383018804054746e-05,0.1991769456469898,72.72727272727273
79,2.766236754784003e-06,0.43810877452253294,72.72727272727273
80,0.00014224648262259784,0.20069134058587654,72.72727272727273
81,3.520143229000115e-05,0.20313361737287935,72.72727272727273
82,0.00012973132343989567,0.41118799313828885,72.72727272727273
83,2.327503984782486e-05,0.20688138661085248,72.72727272727273
84,3.3750377034236654e-08,0.2125219540816464,72.72727272727273
85,2.1141030022465667e-05,0.2028822946186864,72.72727272727273
86,2.073615021704359e-05,0.30559050664962356,72.72727272727273
87,1.5632642521666276e-05,0.28530382741959354,72.72727272727273
88,3.0656832623340657e-10,0.4210819156956628,72.72727272727273
89,1.442238672790585e-05,0.3146615208648418,72.72727272727273
90,2.5450188743443733e-08,0.28367182821975945,72.72727272727273
