,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6979621217334804,0.7665908509107946,33.33333333333333,0.7083333333333333,0.7000000029802322,0.625,1.0,0.6024457314617055,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.8212898993360485,0.6976409470428986,54.54545454545454,0.21875,0.0,0.0,0.0,0.6856561191965402,0.6930994560842911,53.333333333333336,0.48333333333333334,0.0,0.0,0.0,0.6936187319658469,0.6970679902381739,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6931719692752264,0.6929828503310719,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.6932568560688986,0.8888540139451965,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.5440194042285083,0.7317684993872879,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.661311900960011,0.6920598419506873,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6972423684803715,0.6806028244649613,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6041979763406421,0.7267028358088076,55.55555555555556,0.21388888888888888,0.0,0.0,0.0,0.7398928501158002,0.7263933980336696,50.0,0.40625,0.6666666865348816,0.5,1.0,0.6252946180294375,0.6937487837442464,30.0,0.3333333333333333,0.0,0.0,0.0,0.6936266185810358
1,0.6936222985101482,0.6933317614570798,33.33333333333333,0.7083333333333333,0.7000000029802322,0.625,1.0,0.6341411430822121,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.6645460540231051,0.6977398580904972,27.27272727272727,0.23333333333333334,0.1428571343421936,0.125,0.1666666716337204,0.69050494898566,0.6929715672827893,53.333333333333336,0.5833333333333334,0.0,0.0,0.0,0.6929397139445111,0.6932687699093784,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6940309857087831,0.6353534921594359,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.6580428473117651,0.6898713354064993,50.0,0.8888888888888888,0.0,0.0,0.0,0.8989525867720779,0.6924581832899186,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,1.4260324049935444,0.6928457844256762,57.14285714285714,0.25,0.7272727489471436,0.5714285969734192,1.0,0.6934403946527503,0.7247155448112241,50.0,0.0,0.0,0.0,0.0,0.6813206634666674,0.6930511000177516,66.66666666666666,0.9111111111111111,0.45714284976323444,0.3888888955116272,0.5555555621782938,0.6931053454590326,0.6916544971582314,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6599108193676525,0.693085074474674,60.0,0.25,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.6930487574701839
2,0.693376088193634,0.6930577486142186,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.6065276177159322,70.0,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.5019678247671631,0.7245870545979471,54.54545454545454,0.2,0.0,0.0,0.0,0.6881211057248668,0.6924492383954554,53.333333333333336,0.7,0.0,0.0,0.0,0.6945699101048372,0.6996413526902903,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6913410648592907,0.6912895089623255,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.6928465724118694,0.7011927151753046,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.5399213448637401,0.6902065592864423,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.44616876638934144,0.6925692599390549,57.14285714285714,0.6666666666666666,0.7272727489471436,0.5714285969734192,1.0,0.6921206543941751,0.6974206949731699,50.0,0.5625,0.0,0.0,0.0,0.7262902658052813,0.689896259098214,55.55555555555556,0.7444444444444445,0.0,0.0,0.0,0.693090145452262,0.7404733783087976,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6251113652039468,0.6484436573278678,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.6940255357724432
3,0.6929177816302518,0.6931140558631048,44.44444444444444,0.6833333333333333,0.29999998211860657,0.2142857164144516,0.5,0.6005076605681696,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.8458567765817778,0.7071246674736567,27.27272727272727,0.23333333333333334,0.125,0.10000000149011612,0.1666666716337204,0.7900663894294135,0.6930469321081861,53.333333333333336,0.43333333333333335,0.0,0.0,0.0,0.6926907094015861,0.7152960248253304,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.689891549687438,0.660597726446295,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6656802309514949,0.6950064895292729,50.0,0.7777777777777778,0.0,0.0,0.0,0.5986079039668949,0.8266091679493285,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.19762590077248796,0.6858368251617053,57.14285714285714,0.75,0.7272727489471436,0.5714285969734192,1.0,0.6987241900628163,0.6889120517502693,50.0,0.5625,0.0,0.0,0.0,0.6942983169787995,0.6930038537155851,50.0,0.8694444444444445,0.6444444457689921,0.4761904776096344,1.0,0.6932668767699952,0.6878429813618728,50.0,0.875,0.6666666865348816,0.5,1.0,0.6936487426394442,0.6115792215390062,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.6318208354134265
4,0.6928118890389939,0.6983477177696014,66.66666666666666,0.55,0.0,0.0,0.0,0.6669717589979172,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.7086963894939977,0.6697524469872961,90.9090909090909,0.9,0.9285714328289032,0.875,1.0,0.6639502153404052,0.6934447662660678,46.666666666666664,0.5583333333333333,0.6363636553287506,0.4732142984867096,1.0,0.6917729036541799,0.7776477178226635,42.857142857142854,0.25,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.696943225243955,0.6362044806114238,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.6593170020887857,0.692810907272751,50.0,0.7777777777777778,0.0,0.0,0.0,0.7176016707105657,0.675336575608286,57.14285714285714,0.75,0.0,0.0,0.0,0.6112064773744583,0.8441947353638793,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.5092722692511222,0.6838424840488779,62.5,0.6875,0.7272727489471436,0.5714285969734192,1.0,0.6872216140585929,0.7153411439078776,44.44444444444444,0.8125,0.6888888974984487,0.5833333333333334,1.0,0.6801975679171633,0.6930353476204767,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6363326460751497,0.656419450126042,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6909053905085716
5,0.663156800517801,0.7363859266618669,66.66666666666666,0.35,0.0,0.0,0.0,0.6021578285553886,70.0,1.0,0.761904776096344,0.625,1.0,0.324293559643531,0.713974463137707,36.36363636363637,0.7666666666666666,0.533333346247673,0.6428571492433548,0.5833333432674408,0.6821636902728266,0.6909927692816954,40.0,0.33333333333333337,0.522222250699997,0.44285716116428375,0.800000011920929,0.707350431735231,0.820042457400955,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.973791404434288,0.6460613729129708,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.6593891729698632,0.6928966842099862,50.0,0.6666666666666666,0.5714285373687744,0.5,0.6666666865348816,0.6932311258277447,0.8065129265969938,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.5555781873529804,0.7168480339636016,42.857142857142854,0.16666666666666666,0.0,0.0,0.0,0.6353024179253428,0.6971665538784083,50.0,0.75,0.0,0.0,0.0,0.6709499834783044,0.6812791417470583,50.0,0.5583333333333333,0.6464646657307943,0.4821428656578064,1.0,0.7013016943187882,0.670044401031482,50.0,0.65,0.38461539149284363,0.3125,0.5,0.6932113598443159,0.6132427594698406,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6419377999476783
6,0.7453621044249183,0.6917489177574403,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6013665006688141,70.0,0.75,0.761904776096344,0.625,1.0,0.5343159067895469,0.7227908877703064,45.45454545454545,0.6166666666666667,0.6727272868156433,0.5208333432674408,1.0,0.6810816826842558,0.69350591744875,46.666666666666664,0.35833333333333334,0.6166666895151138,0.4821428656578064,1.0,0.6918166317045079,0.9098558397165145,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.5820451415978785,0.6342851021204149,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.5134015673986775,0.6736891489738449,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.5802949729748628,0.7653924357853972,57.14285714285714,0.75,0.0,0.0,0.0,0.0951681749382405,0.6934698049703204,28.57142857142857,0.3333333333333333,0.0,0.0,0.0,0.6923799939284676,0.6957747127621308,50.0,0.4375,0.0,0.0,0.0,0.5912960511965276,0.8966263889563246,44.44444444444444,0.6555555555555556,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.5103474820958843,0.6804409038404824,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6833300486746811,0.8270167687966088,30.0,0.25,0.0,0.0,0.0,0.6186608489454932
7,0.6647831935267913,0.8102350086932676,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.6931352324904848,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6448313749228834,0.662926189111878,54.54545454545454,0.6666666666666667,0.722222238779068,0.6428571492433548,1.0,0.4795824132811101,0.6929629863669587,53.333333333333336,0.4270833333333333,0.2857142686843872,0.3333333432674408,0.25,0.6987324753111687,0.9511754364407005,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.6838786988992851,0.6764484997161274,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.7054580126686119,0.6928184197327268,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.6935988875764074,0.628487102600861,57.14285714285714,0.75,0.0,0.0,0.0,0.6084969883349487,1.0375500340350996,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.5933631636044926,0.7238613009507281,50.0,0.0625,0.0,0.0,0.0,0.6759540581220151,0.6927597423418822,44.44444444444444,0.7638888888888888,0.6262626449267069,0.4583333333333333,1.0,1.102782186456704,0.6927372446943862,60.0,0.4375,0.20000000298023224,0.5,0.125,0.6924695529946427,0.6878332580462196,60.0,0.375,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.5256214638299498
8,0.6991980712878707,0.7098388356474712,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.608551798533709,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.6978877461927779,0.712169162800863,54.54545454545454,0.3125,0.0,0.0,0.0,0.6194489088496374,0.6880191487567097,53.333333333333336,0.6666666666666666,0.0,0.0,0.0,0.7999229519767427,0.8328905752907183,28.57142857142857,0.25,0.444444477558136,0.3333333432674408,0.6666666865348816,0.7004537060725592,0.6263979221315166,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.5883360666296659,0.6809102837257274,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.6923873430169618,0.8501499834376194,57.14285714285714,0.75,0.0,0.0,0.0,0.7652994946494798,0.6892683748942103,57.14285714285714,0.5833333333333334,0.7272727489471436,0.5714285969734192,1.0,0.9013774366953011,0.6995317733108039,50.0,0.5625,0.0,0.0,0.0,0.6916745102309058,0.6732716050060037,55.55555555555556,0.6111111111111112,0.22222222884496054,0.16666666666666666,0.3333333333333333,0.7075026682890526,0.7051958647794354,50.0,0.65,0.38461539149284363,0.3125,0.5,0.6012474621160614,0.6300437683919029,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.5440803722567971
