,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.724920196716879,0.7623988242962876,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5997882228234241,70.0,0.875,0.761904776096344,0.625,1.0,0.5469230077999349,0.7366644299776858,45.45454545454545,0.45833333333333337,0.625,0.5833333358168602,0.75,1.1052536561478878,0.6932942791990899,46.666666666666664,0.08333333333333333,0.5726495757699013,0.4910714328289032,1.0,0.6929646496818695,0.8330430896616962,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.617506631127739,0.6540841952408448,42.857142857142854,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.8791127917829726,0.6345108422860454,66.66666666666666,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6412540432368382,0.7640929972940205,57.14285714285714,0.75,0.0,0.0,0.0,0.2528781019494288,0.8102411439890241,42.857142857142854,0.16666666666666666,0.5,0.5,0.5,0.5522968389247426,0.6422581110881586,87.5,0.875,0.8571428656578064,1.0,0.75,0.5965234622819675,0.7224539613047103,44.44444444444444,0.5444444444444444,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6482685430018967,0.692732984188447,70.0,0.75,0.7083333432674408,0.800000011920929,0.75,0.6926245001486084,0.641939655271889,50.0,0.5357142857142857,0.3333333432674408,0.4000000059604645,0.2857142984867096,0.6400630996778793
10,0.7267065947150473,0.7853359002979818,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5883386016739497,60.0,0.875,0.717948704957962,0.6071428656578064,0.9166666567325592,0.5286896707776985,0.7721239913871407,36.36363636363637,0.41666666666666663,0.3928571343421936,0.375,0.4166666716337204,1.1693795166150536,0.6990570644643719,53.333333333333336,0.5666666666666667,0.0,0.0,0.0,0.6852960467775371,0.9210858050577161,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.5485162136107944,0.6191973590852486,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.8684067691859042,0.6148917080609906,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.6753794992200427,0.8070822855437553,57.14285714285714,0.75,0.0,0.0,0.0,0.4954215101741374,0.7890481366536426,57.14285714285714,0.16666666666666666,0.7272727489471436,0.5714285969734192,1.0,0.6199096906482667,0.7135989226900215,62.5,0.4375,0.4000000059604645,1.0,0.25,0.6347946318017464,0.6793908221844135,50.0,0.4916666666666667,0.3015872935454051,0.3333333432674408,0.2777777810891469,0.6510495608078138,0.6802317440038178,50.0,0.7166666666666667,0.6333333253860474,0.7142857164144516,0.75,0.6786684254670773,0.5962170533954583,60.0,0.5833333333333333,0.7179487347602844,0.8125,0.75,0.4231381603540213
11,0.5235900690901779,0.8319179361835792,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.6957961343781297,60.0,0.65,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.7509992780893732,0.8833779239949593,54.54545454545454,0.40625,0.0,0.0,0.0,0.4132718977758267,0.7383607587551253,53.333333333333336,0.36458333333333337,0.0,0.0,0.0,0.7574616680512428,0.796002519171718,42.857142857142854,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6212657464910964,0.6574571268841128,57.14285714285714,0.4,0.7272727489471436,0.6666666865348816,0.800000011920929,0.5287191428606802,0.5763881036394761,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.35475305842556204,0.6295769918745698,57.14285714285714,0.75,0.0,0.0,0.0,0.8227068758581741,1.0439142559693344,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.5841203501514691,0.641814540006516,62.5,0.75,0.7272727489471436,0.5714285969734192,1.0,0.5370963208887823,0.7496924351840115,55.55555555555556,0.38611111111111107,0.0,0.0,0.0,1.032610565441531,0.6480374679674447,50.0,0.8125,0.7727272510528564,0.7142857164144516,0.875,0.5628871873748128,0.6481167859549629,50.0,0.8333333333333333,0.6333333551883698,0.625,0.75,0.4007473163347253
12,0.497432018571215,0.8072336856010954,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.5071692681098907,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.6216647065653377,0.6619740711976474,54.54545454545454,0.40625,0.5833333432674408,0.46666668355464935,0.875,0.5599969435016374,0.6954784630661689,46.666666666666664,0.48333333333333334,0.0,0.0,0.0,0.6849941086273867,0.95505387635791,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.4774938287731778,0.6424447341546898,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.3672411632204736,0.5747652287816424,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.28391754743566666,0.7478644599319211,57.14285714285714,0.75,0.0,0.0,0.0,0.1830524974731309,0.8905633842918883,28.57142857142857,0.25,0.2857142686843872,0.3333333432674408,0.25,0.5684808621071371,0.6361589356952835,62.5,0.75,0.5714285373687744,0.6666666865348816,0.5,0.5419205057531414,0.5942810729118051,66.66666666666666,0.8527777777777779,0.6888889074325562,0.6666666666666666,0.8055555621782938,0.46438734161652523,0.571014097900865,80.0,0.90625,0.875,0.875,0.875,0.6338309881310029,0.7147741121694277,60.0,0.8333333333333333,0.6666666865348816,0.75,0.75,0.35410070791872483
13,0.7959272773733249,0.7570034943615883,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.49997753634057407,70.0,1.0,0.761904776096344,0.625,1.0,0.5436522862795106,0.9019040906674657,54.54545454545454,0.55,0.699999988079071,0.5476190596818924,1.0,0.2455573820113341,0.7183428909987023,53.333333333333336,0.44166666666666665,0.0,0.0,0.0,0.4878634898372896,1.0472912404929118,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6824401407505062,0.7335644236788573,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.3780598354890594,0.45316664016028146,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.3692731508128377,1.0146984049785341,57.14285714285714,0.75,0.0,0.0,0.0,1.0695236612445513,0.8699546323641022,42.857142857142854,0.25,0.5,0.5,0.5,0.117352609022603,1.02718842369526,50.0,0.1875,0.0,0.0,0.0,0.4836185570938014,0.8945883002207561,50.0,0.7083333333333334,0.46464647849400836,0.3571428656578064,0.6666666666666666,1.7546703622469586,0.6676104582073528,50.0,0.6166666666666667,0.722222238779068,0.6666666716337204,0.8333333432674408,0.7124471119392333,0.6702137618306659,60.0,0.55,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.15256736850197083
14,0.5390493332334019,0.7853603866357616,66.66666666666666,0.45,0.0,0.0,0.0,0.42630135689850784,90.0,0.9166666666666667,0.9545454680919647,1.0,0.9166666567325592,0.30267614067447324,0.6910349911213673,54.54545454545454,0.5416666666666667,0.25,0.25,0.25,0.34682230228299865,0.7266333306827898,53.333333333333336,0.55,0.0,0.0,0.0,0.6360662295930326,0.8530727390986051,42.857142857142854,0.16666666666666666,0.0,0.0,0.0,0.5509082980399626,0.6246699679455482,71.42857142857143,0.8,0.75,1.0,0.6000000238418579,0.6033435008395776,0.6447049806298097,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.3928984188601121,0.6757307881079233,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.15745339318672685,0.8527091771326631,57.14285714285714,0.5,0.7272727489471436,0.5714285969734192,1.0,0.3787392797113009,0.6590851118427111,75.0,0.6875,0.75,0.75,0.75,0.43060502654591376,1.0794163465579207,55.55555555555556,0.42777777777777776,0.0,0.0,0.0,1.1356247710747367,0.7479483052766095,60.0,0.875,0.800000011920929,0.75,0.875,0.5018044098948737,0.7595548921435692,70.0,0.65,0.8846153914928436,0.8125,1.0,0.18851428321928718
15,0.7836339277749642,0.6879887329832024,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.4810861731968378,70.0,0.9583333333333333,0.761904776096344,0.625,1.0,0.28360810198358505,0.9517225808819909,54.54545454545454,0.9,0.0,0.0,0.0,0.3231521160458071,0.8030155772558117,53.333333333333336,0.49166666666666664,0.0,0.0,0.0,1.287802198387345,0.8242210697263888,57.14285714285714,0.4166666666666667,0.5714285373687744,0.5,0.6666666865348816,0.7475099949320057,0.658666161796388,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.5278438578230078,0.4399934465236945,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,1.7287753617816812,0.7967833781518177,57.14285714285714,0.75,0.0,0.0,0.0,0.6935822843862505,0.6819413951099608,71.42857142857143,0.5833333333333334,0.75,0.75,0.75,0.44050146418033453,0.8150373102837207,37.5,0.5,0.0,0.0,0.0,0.3074550267345317,0.5884194558192493,72.22222222222221,0.6047619047619047,0.7222222288449606,0.6944444477558136,0.8666666746139526,0.40600021325894736,1.1971620598108257,40.0,0.5833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.20478124687738694,0.704791200431279,60.0,0.75,0.717948704957962,0.6071428656578064,0.9166666567325592,0.5457617973776537
16,0.5431760461453868,1.0071704258365362,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.42873787151075204,80.0,0.7166666666666667,0.9166666865348816,0.8571428656578064,1.0,0.40541227709440286,0.6741368144372857,54.54545454545454,0.6875,0.0,0.0,0.0,0.39275116941416743,0.7125493388873975,53.333333333333336,0.5104166666666667,0.0,0.0,0.0,0.6914292861070286,0.9037219642620805,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.33955645634031995,0.8258654126526744,42.857142857142854,0.9,0.3333333134651184,1.0,0.20000000298023224,0.5419778230248893,0.6752543778966243,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.10778892916205282,0.5646652170920075,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.5240519067881892,0.8322697400876026,42.857142857142854,0.5,0.5,0.5,0.5,0.2596752474699917,0.8598926458797624,50.0,0.75,0.6666666865348816,0.5,1.0,0.14027488094121074,1.3117312737874736,55.55555555555556,0.7444444444444445,0.0,0.0,0.0,0.3008126790105825,0.6557121387173271,60.0,0.90625,0.6666666865348816,0.550000011920929,0.875,0.2636959853728222,0.989504618666343,60.0,0.7916666666666667,0.75,1.0,0.6666666716337204,0.18799850967983534
17,0.6782283605975842,0.8672981548021608,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.38178644872276496,80.0,0.6833333333333333,0.9166666865348816,0.8571428656578064,1.0,0.41548232545476843,0.6841349278471527,72.72727272727273,0.55,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.20336005540852628,0.9543262200136254,53.333333333333336,0.55,0.0,0.0,0.0,0.5950260058357042,0.7824626886657512,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816,0.41061923947707846,0.7437176966606279,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.8410713696662645,0.4327033861752841,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.5414099317245165,0.9697949357315608,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.2845468606214001,0.9537417093307724,42.857142857142854,0.4166666666666667,0.5,0.5,0.5,0.16728206330303336,1.4848650910818317,50.0,0.375,0.0,0.0,0.0,0.4475408542841552,1.0821539655935923,72.22222222222221,0.9138888888888889,0.7388888994852701,0.5888889034589132,1.0,0.12582038398145035,0.8861924130272604,60.0,0.46875,0.3636363744735718,0.2857142984867096,0.5,0.45103879071540337,0.7669772962454842,60.0,0.5833333333333333,0.6666666865348816,0.875,0.550000011920929,0.15146885390664544
18,0.40752044463621434,1.421449098465679,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,1.3699565171295438,40.0,0.6166666666666667,0.1666666567325592,0.5,0.10000000149011612,0.6595234589185127,1.8615314090626114,54.54545454545454,0.3333333333333333,0.0,0.0,0.0,0.328593646432369,1.1971815222271343,53.333333333333336,0.6666666666666666,0.0,0.0,0.0,0.638868420948849,0.7282670684999825,71.42857142857143,0.5833333333333334,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.5197017771439686,0.8549590092860618,42.857142857142854,0.9,0.3333333134651184,1.0,0.20000000298023224,0.4193587386833222,0.7394614715011422,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.9587322732183345,0.78968022254141,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.3237818128886917,1.140655189298159,28.57142857142857,0.4166666666666667,0.2857142686843872,0.3333333432674408,0.25,0.09899323753703496,0.8548488625016739,50.0,0.5625,0.3333333432674408,0.5,0.25,0.6408813198109856,0.8770654450214898,66.66666666666666,0.7875,0.5,0.6666666666666666,0.4444444477558136,1.1119748850290985,0.5975686892234106,70.0,0.6166666666666667,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.3060113235089191,1.4256161741448063,50.0,0.6166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.21071915019740278
