,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6931807544824938,0.6930784957761735,57.14285714285714,0.4,0.0,0.0,0.0
1,0.6946812819155539,0.6925886738525013,57.14285714285714,0.8,0.0,0.0,0.0
2,0.693494112242219,0.6922862842559017,57.14285714285714,0.59375,0.0,0.0,0.0
3,0.6952939463591866,0.6922993705444694,57.14285714285714,0.5416666666666666,0.0,0.0,0.0
4,0.6960323538719349,0.6921464379721858,57.14285714285714,0.6,0.0,0.0,0.0
5,0.6931706605553423,0.6921349700763475,57.14285714285714,0.5,0.0,0.0,0.0
6,0.6948789541669986,0.6918576912136849,57.14285714285714,0.5222222222222223,0.0,0.0,0.0
7,0.6930633300520147,0.6920530514415695,57.14285714285714,0.6875,0.0,0.0,0.0
8,0.6882371189361403,0.6919019900980767,57.14285714285714,0.5625,0.0,0.0,0.0
9,0.6865051625145396,0.6918798388045236,57.14285714285714,0.5,0.0,0.0,0.0
10,0.6886268347498123,0.6912152381168143,57.14285714285714,0.43333333333333335,0.0,0.0,0.0
11,0.5017633196645036,0.700762040589729,57.14285714285714,0.8333333333333333,0.0,0.0,0.0
12,0.7306699465341119,0.7362140746501501,57.14285714285714,0.4791666666666667,0.0,0.0,0.0
13,0.5992863082061742,0.7197796307907066,57.14285714285714,0.875,0.0,0.0,0.0
14,0.6402428391978389,0.7010473890784112,50.0,0.5833333333333333,0.0,0.0,0.0
15,0.3080310762183966,0.599330437492115,64.28571428571429,0.8333333333333333,0.45000000298023224,0.75,0.375
16,0.03558123779929811,0.6515664203800157,71.42857142857143,0.6333333333333333,0.3333333432674408,0.375,0.30000001192092896
17,0.002713992644596604,0.9861075235286911,64.28571428571429,0.84375,0.533333346247673,0.75,0.625
18,0.0017907189046240046,1.1514116737594176,78.57142857142857,0.8666666666666667,0.8035714328289032,0.675000011920929,1.0
19,2.0555448770741728e-05,1.546492599174892,71.42857142857143,0.7777777777777778,0.75,0.6000000238418579,1.0
20,0.23499719415336862,2.8806312297938597,57.14285714285714,0.78125,0.20000000298023224,0.5,0.125
21,0.02207453278341669,2.023640434522057,57.14285714285714,0.8125,0.1666666716337204,0.25,0.125
22,0.16423194975759353,2.40040157364624,64.28571428571429,0.875,0.6969697177410126,0.5357142984867096,1.0
23,0.0010329531225798411,4.280819753761037,57.14285714285714,0.75,0.20000000298023224,0.5,0.125
24,3.470786470118668e-06,1.5191174245452899,78.57142857142857,0.7666666666666666,0.7500000298023224,0.6071428656578064,1.0
25,0.00016830509243569456,2.156748853890627,50.0,0.6,0.1428571492433548,0.25,0.10000000149011612
26,1.386187936738478e-05,1.5661721721720914,71.42857142857143,0.5666666666666667,0.7142857015132904,0.625,0.8333333432674408
27,8.556048079681489e-05,5.142207423211346,57.14285714285714,0.59375,0.20000000298023224,0.5,0.125
28,0.23108379894393102,3.158410352528832,57.14285714285714,0.7333333333333334,0.6749999821186066,0.5142857283353806,1.0
