,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.657933181507649,0.6618145245556535,64.65517241379311,0.40091269841269844,0.0,0.0,0.0
1,0.6982347207480207,0.6904568388822907,64.65517241379311,0.40535714285714286,0.0,0.0,0.0
2,0.6299447443672108,0.6735694860982875,64.65517241379311,0.4907539682539683,0.0,0.0,0.0
3,0.5503555018739655,0.6630033630358053,64.65517241379311,0.4651587301587302,0.0,0.0,0.0
4,0.6993529559342162,0.6652029388557402,64.65517241379311,0.38757936507936513,0.0,0.0,0.0
5,0.6442558676854581,0.6726929722180084,64.65517241379311,0.43444444444444436,0.0,0.0,0.0
6,0.6210483367265514,0.6572448243786448,64.65517241379311,0.43011904761904757,0.0,0.0,0.0
7,0.7104612869971414,0.6587735477939056,64.65517241379311,0.5017857142857143,0.0,0.0,0.0
8,0.6863723581547615,0.6540144329855601,64.65517241379311,0.5478571428571429,0.0,0.0,0.0
9,1.0226355500246656,0.6520867764069112,64.65517241379311,0.5344444444444444,0.0,0.0,0.0
10,0.7989595544650688,0.6738348779207773,64.65517241379311,0.5867460317460317,0.0,0.0,0.0
11,0.6950662116095765,0.6855001468317945,64.65517241379311,0.5376190476190477,0.0,0.0,0.0
12,0.6847406618403942,0.6512937822665805,64.65517241379311,0.5778968253968254,0.0,0.0,0.0
13,0.5448848541080724,0.6525673616453926,64.65517241379311,0.5600793650793651,0.0,0.0,0.0
14,0.9388255796568241,1.1728143082887725,57.758620689655174,0.5165079365079365,0.2458730181058248,0.3333333353201548,0.2322222262620926
15,0.6334676954256367,0.6498552983683793,64.65517241379311,0.5461904761904762,0.0,0.0,0.0
16,0.5974679475379023,0.7042895172041411,64.65517241379311,0.5808333333333333,0.0,0.0,0.0
17,0.9366396451061563,0.6634946694542222,62.06896551724138,0.5415873015873015,0.3298412640889486,0.3811111162106196,0.3288888931274414
18,0.3861250035479472,0.7758291212392547,65.51724137931035,0.6169841269841271,0.03333333333333333,0.06666666666666667,0.022222222884496053
19,0.6309920266762052,0.6538437608671915,56.03448275862068,0.5675,0.4273015936215719,0.3888888955116272,0.5177777846654256
20,0.5122850297090955,0.6872784890755521,59.48275862068966,0.5452777777777779,0.3012698471546173,0.3444444457689921,0.3022222250699997
21,0.6794884907114972,0.6752275175867919,50.86206896551724,0.5895634920634921,0.4850505173206329,0.38476191063721976,0.7555555582046509
22,0.3273237472443814,0.7056198768663797,58.620689655172406,0.5058730158730158,0.3614430010318756,0.3788888911406199,0.3696825444698334
23,0.3539607589795251,0.6819418967546169,56.03448275862068,0.573809523809524,0.43673882285753884,0.3944444527228673,0.5555555601914723
24,0.4949838293061935,0.7504916460688755,56.03448275862068,0.548452380952381,0.4311111191908518,0.4155555605888367,0.4844444513320923
25,0.707208005884887,0.8613092810435377,64.65517241379311,0.5308333333333334,0.24645503163337706,0.3944444457689921,0.18888889153798422
26,0.4027479026633376,0.7586782793656583,50.86206896551724,0.5786904761904761,0.4862433930238088,0.3919047713279724,0.7904761930306753
27,0.12115540433875367,3.186082619903649,63.793103448275865,0.5941269841269842,0.3482539733250936,0.41111111640930176,0.3311111132303874
28,0.5142318744878288,0.8215496254158443,62.06896551724138,0.6238888888888889,0.41809524297714235,0.48555555840333303,0.42777777910232545
29,0.1778043899192515,0.8613319488820548,53.44827586206896,0.549563492063492,0.42609909176826477,0.4066666692495346,0.5444444477558136
30,0.3621912276345846,0.8800835706699435,57.758620689655174,0.6170238095238095,0.47301587065060935,0.41000000536441805,0.6188888937234879
31,0.44685974813079543,0.9826008417402066,59.48275862068966,0.5446031746031746,0.270634925365448,0.298888889948527,0.2966666688521703
32,0.10294512672506226,1.185826713904899,65.51724137931035,0.6096825396825396,0.3423809548219045,0.5166666666666667,0.3111111164093018
33,0.33478059305033264,1.3194764621249042,64.65517241379311,0.6173809523809523,0.27222222089767456,0.36666666666666664,0.2422222246726354
34,0.5737076499692598,0.9922224339607164,59.48275862068966,0.5682142857142857,0.3230158746242523,0.3344444493452708,0.3411111126343409
35,0.00611067055186714,1.392400341276478,61.206896551724135,0.5796825396825398,0.3971428612867991,0.5188888897498448,0.35666667222976683
36,0.19780427795182787,2.0988784576006956,47.41379310344828,0.5567857142857143,0.3673160215218862,0.32952381372451783,0.5033333390951157
37,0.28024188344986173,4.719984971747183,64.65517241379311,0.4828571428571429,0.26962963342666624,0.37777777910232546,0.2466666708389918
