,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7011498418520218,0.11554928698738548,55.55555555555556,0.09560815495000241,44.827586206896555,0.6931104457063365
1,0.6931619027420527,0.11552485202641646,55.55555555555556,0.09561770013496493,44.827586206896555,0.6930325048862068
2,0.6933801139415399,0.1155231518830129,44.44444444444444,0.10092297824416624,44.827586206896555,0.6087477085379881
3,0.693134454443753,0.11552192340701785,66.66666666666666,0.09561719757705874,44.827586206896555,0.6915859414690116
4,0.6931388589181087,0.11551575682655739,66.66666666666666,0.0956226338272822,44.827586206896555,0.6936283602030517
5,0.6933949711369125,0.11549860501962711,44.44444444444444,0.09561063142423262,44.827586206896555,0.6927038313451618
6,0.6928964391679892,0.11553798246843099,44.44444444444444,0.09561607009425399,44.827586206896555,0.6926741168868426
7,0.6936138012364454,0.11550417246448978,44.44444444444444,0.09563606746269279,44.827586206896555,0.6934355340099528
8,0.6927596765453454,0.11551337791954171,38.88888888888889,0.09563381209945698,44.827586206896555,0.6923431921097896
9,0.6928734902333404,0.11549955002632623,50.0,0.09562256016540878,44.827586206896555,0.6906817097541947
10,0.6925955670748647,0.11546647326924747,44.44444444444444,0.09561169784994435,44.827586206896555,0.6916771079259617
11,0.6917434254904578,0.11379812002027719,44.44444444444444,0.10060529285060013,44.827586206896555,0.6766805540249062
12,0.6917237859943373,0.115461380292565,72.22222222222221,0.09449365019910552,44.827586206896555,0.4814201477275948
13,0.6912809066812132,0.11551255329274752,61.111111111111114,0.09513124714250688,62.06896551724138,0.7502394110365337
14,0.6892579762794202,0.11542923858350355,55.55555555555556,0.09553917366753001,55.172413793103445,0.6938506289143754
15,0.6948932383607458,0.11552038798697284,55.55555555555556,0.0952480780145212,55.172413793103445,0.689266297720916
16,0.6926699506973873,0.11554168378003839,61.111111111111114,0.09552272256297763,55.172413793103445,0.6938358190581911
17,0.6932228579515882,0.11554594698217278,61.111111111111114,0.09555637025575724,55.172413793103445,0.6920432694834701
18,0.6926351937401621,0.11538878079189344,55.55555555555556,0.09554860348158813,55.172413793103445,0.6920763891999121
19,0.6919798285066091,0.11500047326917451,55.55555555555556,0.09075777015617964,65.51724137931035,0.03793302159154329
20,0.6148132305784696,0.10186801057591316,61.111111111111114,0.08918619674979042,62.06896551724138,0.44372744649170537
21,0.5145449676504028,0.10624187736860186,66.66666666666666,0.12106398878607533,65.51724137931035,0.018296328169148685
22,0.5451306972137387,0.12075902746108132,66.66666666666666,0.09908896278652288,62.06896551724138,0.4613494509724608
23,0.43386689664936995,0.1163294479872773,61.111111111111114,0.13285591750486517,75.86206896551724,2.3060578548385102e-05
24,0.5167205767672752,0.2293997434770048,55.55555555555556,0.23590886104461944,48.275862068965516,0.22815047641654926
25,0.7438581086297735,0.11291583890569729,61.111111111111114,0.10330399920997986,58.620689655172406,0.3173010594587495
26,0.3388550718846028,0.1677191632997278,50.0,0.33908778140728635,51.724137931034484,0.046089221142455034
27,0.2502796292111008,0.1277627364897867,61.111111111111114,0.19614703447226936,72.41379310344827,0.00014105161628479967
28,0.1635926736060087,0.26629109070622214,66.66666666666666,0.21403188716152324,72.41379310344827,1.5805088177797462
29,1.3431819645522454,0.3462711298690518,66.66666666666666,0.19503875362306938,75.86206896551724,0.04224815928812505
30,0.05262272151609359,0.34017695520126146,55.55555555555556,0.573047541551437,55.172413793103445,0.04517777940719107
31,0.27000553709121744,0.14596968827692913,61.111111111111114,0.19022982504112187,75.86206896551724,0.13084978146879608
32,0.3388992337019444,0.23619303015343387,66.66666666666666,0.24023885991611413,58.620689655172406,0.10458590588629774
