,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6866330339039349,0.10255128830011369,42.857142857142854,0.08660850341554985,60.9375,0.7039629869061019,0.08799134611412944,53.96825396825397,0.6956545364973472,0.08424391261572753,53.125,0.5358908048536007,0.08488536536699559,64.65517241379311,0.6031809224597088,0.11389458552560791,72.22222222222221,0.7229382609219577,0.15404838074281393,33.33333333333333,0.689582924435178,0.10840573702582793,53.84615384615385,0.6841010565279185,0.09906520717632336,57.14285714285714,0.6926180313928602,0.1369904594929112,70.0,0.694579940137841,0.08902708300570196,37.5,0.8514957853551897
1,0.6157204508444463,0.10410307784200112,42.857142857142854,0.0828356172524491,58.59375,0.5904524288473993,0.08707234031551563,53.96825396825397,0.6941003391383795,0.08329078244957835,68.75,0.9954005821499379,0.08643671124935484,64.65517241379311,0.42191121896232775,0.1312730536072141,44.44444444444444,0.4353470531201152,0.1606127851435388,22.22222222222222,0.6934371623447699,0.10563619421635358,53.84615384615385,0.9178357206395504,0.10026275524609031,57.14285714285714,0.6946547035759918,0.13448040745003378,60.0,0.6800579729060954,0.10399398370225812,37.5,0.5928014879123493
2,0.6927278429259548,0.09915419325606442,57.14285714285714,0.06778943124622967,73.4375,0.41948677940383056,0.09762898913673841,47.08994708994709,0.4468105478105914,0.07329302559256413,68.75,0.951251646969084,0.0895440865002817,38.793103448275865,0.6934533458774503,0.11348754506127058,61.111111111111114,0.9006309928452138,0.1533796736287339,88.88888888888889,0.7798899929456901,0.1067715253272029,53.84615384615385,0.6936384719207417,0.11285268154282575,42.857142857142854,0.6643660604544588,0.14013612661924188,50.0,0.6854895636652348,0.09607549927125361,37.5,0.5759273095251171
3,0.6927046557519008,0.09918574608245308,42.857142857142854,0.0837689838970087,57.8125,0.43836743229040637,0.08629493432804623,50.264550264550266,0.6923885038478861,0.07837477533645669,68.75,0.527941451482304,0.08696581107740707,64.65517241379311,0.5158187550318412,0.12121397731406712,44.44444444444444,0.8158028245646343,0.2630906734038843,22.22222222222222,0.6206474077995493,0.10680853296192963,53.84615384615385,0.6731792818706452,0.10330037426354156,21.428571428571427,0.6928798372121177,0.14029623053239876,60.0,0.692109065730468,0.09611531028574559,37.5,0.7559084894873478
4,0.692202588861766,0.09895490691245509,54.761904761904766,0.07276745843377552,71.875,0.35788633677250964,0.08538251531179644,52.910052910052904,0.5239425997810286,0.06466143500088063,78.125,0.683062838594018,0.08785774518708164,64.65517241379311,0.5360818775711548,0.10181890434448178,61.111111111111114,0.5487456407423227,0.20874449376153312,22.22222222222222,0.706255159996373,0.09761691482585652,69.23076923076923,0.5787697444306333,0.10823892213714295,35.714285714285715,0.6932636321850248,0.14169566469873937,60.0,0.6658329963141298,0.08959132711316285,37.5,1.3866476489120547
5,0.40943449774930213,0.09914296121431637,54.761904761904766,0.0684701639733484,72.65625,0.8297368742622679,0.08576309570392682,55.026455026455025,0.6922354215344819,0.05872376149013775,81.25,0.32285028792546144,0.08557753976116708,63.793103448275865,0.5870211984570377,0.09687865316593076,66.66666666666666,1.0192360230529967,0.1630221290009197,33.33333333333333,0.6944436594887907,0.10155295504391063,76.92307692307693,0.5440859706607583,0.11616324981883173,28.57142857142857,0.9254812453186,0.16202449077316045,60.0,0.6910690317930158,0.08657562791357155,50.0,0.5770579606717056
6,0.5777281139633784,0.09906453373995787,52.38095238095239,0.0802252986581746,66.40625,0.5375749162217313,0.08400065691373527,58.730158730158735,0.6129800036529841,0.05704781864803879,81.25,0.7642853761384214,0.08582808521514959,64.65517241379311,0.47304707424791775,0.09974136720212029,66.66666666666666,0.3572536189579778,0.2165723549712678,33.33333333333333,0.5586900709207722,0.0985448949632337,46.15384615384615,0.4819924303021548,0.11771843327830199,21.428571428571427,0.6332115860936915,0.14045876281980388,60.0,0.8592755859092261,0.08026388260817693,62.5,0.7815597133303872
7,0.6182996241429095,0.09795817885139761,54.761904761904766,0.07388975488064438,71.09375,0.2730839602698492,0.08354735753828706,59.25925925925925,1.015323280486945,0.0499564084585698,84.375,0.1590830798740959,0.08314930519783846,64.65517241379311,0.7886351202462567,0.07377738328819704,66.66666666666666,0.1813765849074463,0.12739886802756115,44.44444444444444,0.8930510165967421,0.1189946510859943,69.23076923076923,0.5258191819906636,0.1063432123952035,35.714285714285715,0.7240768310192605,0.1201689615986233,90.0,0.7057519675370902,0.08567964863430594,87.5,0.6770329304780259
8,0.6332365920498321,0.10159742317065457,52.38095238095239,0.10474347586707847,67.1875,0.3956784925411325,0.0892853878785491,59.78835978835979,0.5886948978975268,0.05322636562854577,87.5,0.04182632993071189,0.08812869984023132,65.51724137931035,0.3856118107611965,0.14868244845192422,66.66666666666666,0.7428185849160394,0.15862032105238535,44.44444444444444,0.7466676577284427,0.10355858744700473,46.15384615384615,0.6955912274909094,0.11477720451042926,35.714285714285715,0.6980858499314017,0.10529413074735453,40.0,0.7182986884929473,0.08619439377986819,75.0,0.6644604676287923
