,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,1.2716454452695103,1.1342380022845024,22.22222222222222,0.5,0.0,0.0,0.0
1,0.6659982995137514,1.1541735001101532,22.22222222222222,0.6785714285714286,0.0,0.0,0.0
2,0.635617085011261,0.8022448026602772,22.22222222222222,0.45833333333333337,0.0,0.0,0.0
3,0.6441685869287596,0.8376964790147711,22.22222222222222,0.5357142857142857,0.0,0.0,0.0
4,0.6172796889627071,0.9328913228536647,22.22222222222222,0.4642857142857143,0.0,0.0,0.0
5,0.5986712310779375,0.8815651146757439,22.22222222222222,0.41666666666666663,0.0,0.0,0.0
6,0.6192717202060807,0.9629686505638249,22.22222222222222,0.45833333333333337,0.0,0.0,0.0
7,0.9155551663654338,1.0381431223898225,22.22222222222222,0.41666666666666663,0.0,0.0,0.0
8,0.5464600089722996,0.7998872322076331,22.22222222222222,0.45833333333333337,0.0,0.0,0.0
9,0.8265351799396804,1.2159118193222802,22.22222222222222,0.41666666666666663,0.0,0.0,0.0
10,0.3961655137289209,0.9714198189734452,22.22222222222222,0.5357142857142857,0.0,0.0,0.0
11,0.693520262493672,1.3440927397640545,22.22222222222222,0.3214285714285714,0.0,0.0,0.0
12,0.6388563840656566,1.0840893173217863,22.22222222222222,0.41666666666666663,0.125,0.25,0.0833333358168602
13,0.7333166887383173,1.3549571642893576,22.22222222222222,0.41666666666666663,0.125,0.25,0.0833333358168602
14,0.1906348000344121,1.1160994506544126,55.55555555555556,0.375,0.800000011920929,0.875,0.75
15,0.09821691517276498,1.6392967872276871,44.44444444444444,0.375,0.30000001192092896,0.375,0.25
16,0.15532115027547924,1.9517503278631685,44.44444444444444,0.5357142857142857,0.29999998211860657,0.5,0.2142857164144516
17,0.060060773137788986,1.6983126561417163,44.44444444444444,0.41666666666666663,0.3333333432674408,0.3333333432674408,0.3333333432674408
18,0.0161227475474095,2.6850401493044815,44.44444444444444,0.41666666666666663,0.30000001192092896,0.375,0.25
19,0.13871851567594076,2.876768256234808,44.44444444444444,0.41666666666666663,0.30000001192092896,0.375,0.25
20,0.009479143897302469,2.5665509896511547,55.55555555555556,0.41666666666666663,0.3636363744735718,0.4000000059604645,0.3333333432674408
21,0.000718424260470843,4.259393280177478,22.22222222222222,0.375,0.125,0.25,0.0833333358168602
22,0.009164687834624726,2.8391199550739814,55.55555555555556,0.375,0.800000011920929,0.875,0.75
23,0.00323535202010258,4.655388458955432,22.22222222222222,0.41666666666666663,0.125,0.25,0.0833333358168602
24,0.015326386674039627,3.292516237065948,55.55555555555556,0.41666666666666663,0.3636363744735718,0.4000000059604645,0.3333333432674408
25,0.0164437805295969,3.8551089518223542,44.44444444444444,0.375,0.30000001192092896,0.375,0.25
