,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8934387960064922,0.7295454219582345,55.65217391304348,0.5915873015873014,0.0,0.0,0.0,0.693238051387517,44.97354497354497,0.40823412698412703,0.0,0.0,0.0,0.6929979356026883,0.623939071020632,75.0,0.6047619047619047,0.0,0.0,0.0,0.5550097764505646,0.6928365719335492,58.82352941176471,0.3761904761904762,0.49292929967244464,0.4166666666666667,0.6666666666666666,0.6929346304567426,0.6929318276323929,55.55555555555556,0.5625,0.0,0.0,0.0,0.6931948761557507,0.6926354525864344,30.76923076923077,0.7916666666666667,0.1428571492433548,0.5,0.0833333358168602,0.7034639702730394,0.6937352456191564,28.57142857142857,0.6333333333333333,0.0,0.0,0.0,0.6935118395141198,0.6932391270248338,50.0,0.35,0.38461539149284363,0.3125,0.5,0.6939171075815529,0.7833483566385832,37.5,0.2,0.0,0.0,0.0,0.6828150264359317,0.6930181810486841,51.21951219512195,0.5833333333333334,0.0,0.0,0.0,0.6936769706132268
1,0.2851890328769372,0.7809343087735535,55.65217391304348,0.6033333333333334,0.0,0.0,0.0,0.6930434173990675,53.96825396825397,0.5706349206349207,0.6672383298476537,0.53125,0.9583333333333334,0.6927859792724722,0.5771549442654096,75.0,0.680952380952381,0.0,0.0,0.0,0.6242017988559387,0.690396906108254,58.82352941176471,0.37777777777777777,0.8008658091227213,0.7083333333333334,1.0,0.6720946678212192,0.7721604514942263,55.55555555555556,0.5833333333333333,0.0,0.0,0.0,0.6519607818010306,0.9326022692088625,23.076923076923077,0.5,0.0,0.0,0.0,0.8482949615813581,0.6934009440164746,35.714285714285715,0.53125,0.25,0.5,0.1666666716337204,0.6932197666929634,0.6929264031030529,50.0,0.5833333333333333,0.0,0.0,0.0,0.6932048019017311,0.6190796209089506,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.7213342802732868,0.6933932459686059,48.78048780487805,0.2972222222222222,0.542191152771314,0.4166666666666667,0.8333333333333334,0.6949835079323708
2,0.8008628805897644,0.6739910440441953,55.65217391304348,0.6297222222222222,0.0,0.0,0.0,0.693217544261461,46.03174603174603,0.48854166666666665,0.0,0.0,0.0,0.6928240558667031,0.5549285506204448,75.0,0.6666666666666666,0.0,0.0,0.0,0.5851038290459711,0.6881174937040738,58.82352941176471,0.6555555555555556,0.8008658091227213,0.7083333333333334,1.0,0.6966121268491143,0.7942948457010108,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.6772887462384146,0.6844353155283004,53.84615384615385,0.4166666666666667,0.5666666775941849,0.75,0.4583333432674408,1.0106395252079967,0.6928122574160566,71.42857142857143,0.6000000000000001,0.8391608595848083,0.7291666567325592,1.0,0.6932899076769862,0.6883765905258095,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.6933828684654018,0.6390268600171981,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6523984130027934,0.6931052443440266,51.21951219512195,0.4923611111111111,0.0,0.0,0.0,0.6932488033539833
3,0.6887082857232001,0.6914425114019156,55.65217391304348,0.7008333333333333,0.0,0.0,0.0,0.6933170717485612,46.03174603174603,0.4237847222222222,0.0,0.0,0.0,0.695302983598371,0.797254220993402,75.0,0.5666666666666667,0.0,0.0,0.0,0.8310753126418893,0.6766511002237684,58.82352941176471,0.611111111111111,0.5128205219904581,0.4166666666666667,0.6666666666666666,0.6756086716933858,0.6861874116631502,55.55555555555556,0.5625,0.0,0.0,0.0,0.5935423997010874,1.199757702933696,23.076923076923077,0.625,0.0,0.0,0.0,0.46135483244654907,0.693132157406304,57.14285714285714,0.7,0.625,0.8333333432674408,0.5000000149011612,0.697879413624207,0.6927899898105899,70.0,0.5833333333333333,0.8333333432674408,0.75,1.0,0.6927511790242764,0.7509751019359984,37.5,0.4666666666666667,0.0,0.0,0.0,0.6822633757006829,0.6932307834283843,43.90243902439025,0.4604166666666667,0.3730158805847168,0.5,0.3166666676600774,0.6955875799183472
4,0.6621912658549921,0.6628815015996746,55.65217391304348,0.6794444444444445,0.0,0.0,0.0,0.6932119572349571,47.61904761904761,0.5407738095238095,0.055555554727713265,0.125,0.036111112063129745,0.6924199819257002,0.5364200533597447,75.0,0.6625,0.0,0.0,0.0,0.3980123633006608,0.6728225164681854,58.82352941176471,0.6041666666666666,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.6942074085955426,0.6633016119356578,88.88888888888889,0.6875,0.444444477558136,0.4000000059604645,0.5,0.6507969151330366,0.9059576355400625,15.384615384615385,0.4583333333333333,0.0,0.0,0.0,0.6038855684076017,0.6934677049554122,50.0,0.8,0.4523809552192688,1.0,0.30000000447034836,0.6923902544220777,0.6929306323043865,70.0,0.75,0.8636363744735718,0.7857142984867096,1.0,0.6958266194146019,0.6370128306626177,75.0,0.8666666666666667,0.8000000715255737,0.800000011920929,0.800000011920929,0.6681340477934445,0.6935787241740462,39.02439024390244,0.37222222222222223,0.45800867180029553,0.36428571740786236,0.6777777820825577,0.6930244805754249
5,0.6793035344405276,0.6659614171279996,55.65217391304348,0.660595238095238,0.0,0.0,0.0,0.6930276578014379,53.43915343915344,0.5457341269841269,0.46539803221821785,0.5937500037252903,0.4161706417798996,0.6923031144868804,0.6695574856991129,46.875,0.7101190476190476,0.4811508134007454,0.3345238231122494,1.0,0.6698069237252307,0.6600059546979856,70.58823529411765,0.7222222222222222,0.5555555820465088,0.4761904875437419,0.6666666666666666,0.6922027212684929,0.6936146937143646,44.44444444444444,0.40625,0.0,0.0,0.0,1.1760051758125918,0.658147115681181,76.92307692307693,0.5833333333333333,0.7000000029802322,0.6666666716337204,0.75,0.40978582996002216,0.691609119826801,71.42857142857143,0.53125,0.8333333432674408,0.75,1.0,0.6915914498253167,0.6813829021597423,60.0,0.875,0.2857142686843872,0.3333333432674408,0.25,0.6942469672904411,0.610907059693143,62.5,1.0,0.7692307829856873,0.625,1.0,0.78325781688701,0.693229890969384,46.34146341463415,0.5111111111111112,0.0,0.0,0.0,0.6923583119120755
6,0.6361128102792322,0.6940946470661113,55.65217391304348,0.6693650793650793,0.0,0.0,0.0,0.6935628800424132,46.03174603174603,0.4770833333333333,0.0,0.0,0.0,0.6925495143357667,0.6405392757564671,75.0,0.6904761904761905,0.0,0.0,0.0,0.616708129616986,0.6623859518173008,76.47058823529412,0.8055555555555555,0.5696969827016195,0.5555555621782938,0.6111111044883728,0.6653453998736701,0.685074905140194,44.44444444444444,0.65,0.7727272808551788,0.6875,1.0,0.8996079679527886,0.705588546736416,38.46153846153847,0.75,0.4583333432674408,0.75,0.3333333358168602,0.34804359860780587,0.6944806280418676,28.57142857142857,0.5,0.0,0.0,0.0,0.695571984130402,0.6932420333598612,50.0,0.65625,0.7727272510528564,0.7142857164144516,0.875,0.7164079791128175,0.7998769679087938,25.0,0.3333333333333333,0.0,0.0,0.0,0.6734515970774114,0.6934074159277941,48.78048780487805,0.3201388888888889,0.6989122132460276,0.5625,1.0,0.6938221150741318
7,0.6453044267080502,0.664909637465497,55.65217391304348,0.6774603174603174,0.0,0.0,0.0,0.6932236957516675,49.2063492063492,0.49340277777777786,0.13273809726039568,0.3125,0.08829365236063798,0.6917180480793098,0.5736302733983055,71.875,0.7952380952380953,0.46785715222358704,0.4750000014901161,0.5416666716337204,0.43543928142715965,0.626220014108654,58.82352941176471,0.7833333333333333,0.8008658091227213,0.7083333333333334,1.0,0.5999989192513449,0.7133883771331411,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.714151138596995,0.5266630132198203,76.92307692307693,0.5833333333333333,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.44902486199009123,0.6923331056122167,64.28571428571429,0.6458333333333333,0.7386363744735718,0.7750000059604645,0.7083333432674408,0.6923484104725482,0.6925762906354089,60.0,0.48333333333333334,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.6930563976993426,0.5841079613491496,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.9140652289816523,0.6933899191306715,41.46341463414634,0.36111111111111116,0.20555555820465088,0.2777777810891469,0.1944444477558136,0.6930180000873947
8,0.4946287903715631,0.649274473443552,55.65217391304348,0.7671825396825398,0.0,0.0,0.0,0.6929769289809216,52.38095238095239,0.5526289682539683,0.4701509202520053,0.6048611172785362,0.4375992100685835,0.6953943108213849,0.5431906707266162,75.0,0.7080357142857143,0.2500000074505806,0.3333333358168602,0.2083333358168602,0.3489242585254157,0.6052852739521615,64.70588235294117,0.7833333333333333,0.5030303001403809,0.4761904776096344,0.6111111044883728,0.5922101187135655,0.6395305854456178,44.44444444444444,0.59375,0.0,0.0,0.0,0.6915622045602788,0.8957973813299862,38.46153846153847,0.5714285714285714,0.45000000298023224,0.8333333432674408,0.3095238208770752,0.9635538248028083,0.6815257727526932,50.0,0.8333333333333334,0.4523809552192688,1.0,0.30000000447034836,0.6911935775875645,0.6684746036137457,80.0,0.65,0.761904776096344,0.875,0.75,0.6931865795964169,0.6893318338845704,50.0,0.6666666666666666,0.5,0.6666666865348816,0.4000000059604645,0.8069279582083309,0.693757008376548,48.78048780487805,0.5382936507936508,0.5141155247886976,0.4404761989911397,0.7761904795964559,0.6926981465505067
