,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8952596825353446,0.6930945932547815,58.536585365853654,0.5534722222222223,0.3095238208770752,0.5,0.22500000149011612,0.6933792739560116,46.03174603174603,0.4055803571428572,0.0,0.0,0.0,0.6929770181562807,0.5807094027235453,75.0,0.37916666666666665,0.0,0.0,0.0,0.7747238689757516,0.6931790974992991,41.17647058823529,0.43194444444444446,0.5,0.5555555621782938,0.46666666865348816,0.6940181124815853,0.8112550063626666,55.55555555555556,0.375,0.0,0.0,0.0,0.6830852029783497,0.638401000216239,76.92307692307693,0.7916666666666667,0.8730159103870392,0.7750000059604645,1.0,0.6664591461383638,0.636696818598817,71.42857142857143,0.29166666666666663,0.8285714387893677,0.7083333432674408,1.0,0.6930055174030076,0.7468059201926015,50.0,0.6875,0.6666666865348816,0.5,1.0,0.5642580903465695,0.6390394208913205,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.8240252191192042,0.6947580163141321,44.34782608695652,0.5474206349206349,0.5435838331778844,0.425,0.8666666666666667,0.6931542556071768
1,0.6902100979013893,0.6933459854492006,48.78048780487805,0.51875,0.6989122132460276,0.5625,1.0,0.6929416435370693,53.96825396825397,0.5510416666666667,0.6686258316040039,0.53125,0.9583333333333334,0.6924514946044356,0.612005891811326,75.0,0.6333333333333333,0.0,0.0,0.0,0.46882131578871816,0.7286384426736068,58.82352941176471,0.4396825396825397,0.49292929967244464,0.4166666666666667,0.6666666666666666,0.5961642642573395,2.0972441357245097,55.55555555555556,0.4375,0.0,0.0,0.0,0.0599549711994361,0.5176772151355459,76.92307692307693,0.48333333333333334,0.8846153914928436,0.8125,1.0,1.681946507525149,0.6941314904859462,28.57142857142857,0.6666666666666667,0.0,0.0,0.0,0.6932096071869512,0.8516933221547601,50.0,0.4375,0.0,0.0,0.0,0.8314330601466348,0.5944715314166551,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.8942813220291442,0.6914731446938983,55.65217391304348,0.4230555555555556,0.0,0.0,0.0,0.678097261018696
2,0.6920826132193009,0.7016749430848974,48.78048780487805,0.39305555555555555,0.5524475673834482,0.4166666666666667,0.8333333333333334,0.6936452980705269,44.97354497354497,0.3746527777777778,0.016666666915019352,0.041666666666666664,0.010416666666666666,0.6920722619164501,0.6910755527446433,37.5,0.75,0.419913437217474,0.2872023917734623,1.0,0.6925317588257186,0.6929612291956806,58.82352941176471,0.4458333333333333,0.811965823173523,0.7083333333333334,1.0,0.6929799948471136,0.7064411663087438,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.764457481093201,0.6917671670214032,76.92307692307693,0.6666666666666666,0.8730159103870392,0.7750000059604645,1.0,0.6956729355229365,0.6814696618799178,71.42857142857143,0.5317460317460317,0.800000011920929,0.6875,1.0,0.7522365932593058,0.6924150879571991,50.0,0.8125,0.0,0.0,0.0,0.6911170226102745,0.6130246857754678,62.5,0.8,0.7692307829856873,0.625,1.0,0.6758969375326483,0.691712700841169,55.65217391304348,0.4988888888888889,0.0,0.0,0.0,0.7340815227552628
3,0.6925351950482849,0.6933919150125369,48.78048780487805,0.5118055555555555,0.545299157500267,0.4166666666666667,0.8333333333333334,0.693172150591251,51.85185185185185,0.48740079365079364,0.30836640919248265,0.53125,0.2459325436502695,0.6929349926996092,0.6621826412779404,75.0,0.6869047619047619,0.0,0.0,0.0,0.6780667116917443,0.6933782173808437,41.17647058823529,0.5902777777777778,0.0,0.0,0.0,0.6931200732154239,0.7727658790720827,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6283977001195152,0.685385745471094,76.92307692307693,0.875,0.8730159103870392,0.7750000059604645,1.0,0.736341921145064,0.6931003506878213,64.28571428571429,0.7083333333333334,0.6166666597127914,0.9166666567325592,0.5416666567325592,0.6933342231520168,0.6952637984668641,50.0,0.45,0.7727272808551788,0.6875,1.0,0.7741822651824799,0.6889461213337342,75.0,0.6666666666666666,0.8333333730697632,0.7142857313156128,1.0,0.6917921041937424,0.6940908199204251,55.65217391304348,0.47007936507936504,0.0,0.0,0.0,0.7146563849486338
4,0.6914002725576591,0.6934175547114972,48.78048780487805,0.38115079365079363,0.5353535463412603,0.4166666666666667,0.8333333333333334,0.6927089489541758,53.96825396825397,0.5288194444444444,0.6831492700924476,0.546875,1.0,0.6927405438091209,0.668245015886021,75.0,0.578125,0.38750000298023224,0.3541666716337204,0.4375,0.8152435213208793,0.693044439536149,58.82352941176471,0.5125000000000001,0.811965823173523,0.7083333333333334,1.0,0.6932905486592549,0.6703783092115861,88.88888888888889,0.6875,0.4285714328289032,0.5,0.375,0.7355115760313776,1.075722176116812,23.076923076923077,0.41666666666666663,0.0,0.0,0.0,0.7006271124357216,0.6541698234891877,71.42857142857143,0.4791666666666667,0.8285714387893677,0.7083333432674408,1.0,0.6928974244748526,0.7066125031390195,50.0,0.6166666666666667,0.0,0.0,0.0,0.6933827650296106,0.7833138110112321,37.5,0.13333333333333333,0.0,0.0,0.0,0.6845447867044997,0.8705323370932306,55.65217391304348,0.4477777777777777,0.0,0.0,0.0,0.46318951581793655
5,0.6930970322998887,0.6931979287085237,53.65853658536586,0.4527777777777777,0.5306397477785746,0.4444444527228673,0.6777777870496114,0.6930224078157243,53.96825396825397,0.4446180555555555,0.6897602553168932,0.5375000002483526,1.0,0.6930582542843782,0.5905169825884994,75.0,0.824404761904762,0.0,0.0,0.0,0.6674012034050724,0.6792975635825416,58.82352941176471,0.5666666666666667,0.5128205219904581,0.4166666666666667,0.6666666666666666,0.6978728727744354,0.7132739264238863,44.44444444444444,0.6833333333333333,0.7727272808551788,0.6875,1.0,0.6579817500169268,0.8006201116284478,23.076923076923077,0.3333333333333333,0.0,0.0,0.0,0.6474770301731246,0.6496196591583469,64.28571428571429,0.6666666666666666,0.6428571492433548,0.75,0.6000000014901161,0.7497120537471429,0.7128919339284732,50.0,0.625,0.0,0.0,0.0,0.6842384206732097,0.6941530277316252,25.0,0.2,0.25,0.3333333432674408,0.20000000298023224,0.6923119575386645,0.6845178937266118,55.65217391304348,0.4491666666666666,0.0,0.0,0.0,0.6407525727941559
6,0.6902878984446664,0.69364057513419,48.78048780487805,0.4496031746031746,0.5322455416123072,0.4166666666666667,0.8333333333333334,0.6924507033197767,53.96825396825397,0.5269097222222222,0.6901522229115168,0.5406250009934107,1.0,0.6996546315622343,0.6556599427746608,75.0,0.5952380952380953,0.0,0.0,0.0,0.09353753388508128,0.650395266351769,58.82352941176471,0.6875,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.5128889248666135,0.6552610151277835,55.55555555555556,0.6166666666666667,0.0,0.0,0.0,0.5986209641602667,0.800554547701159,15.384615384615385,0.5357142857142857,0.0,0.0,0.0,0.6648698996843968,0.7147067538080653,28.57142857142857,0.6666666666666667,0.0,0.0,0.0,0.6940540702257575,0.7168134612058165,50.0,0.41666666666666663,0.0,0.0,0.0,0.6776452763827788,0.6664534854706383,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5860001618568825,0.7373316800633782,55.65217391304348,0.5746825396825398,0.0,0.0,0.0,0.7588345964077428
7,0.6561286770014119,0.7985259880454892,48.78048780487805,0.6222222222222222,0.5326007405916849,0.4166666666666667,0.8333333333333334,0.6948452775847686,53.96825396825397,0.43432539682539684,0.6602443971981605,0.53125,0.9583333333333334,0.845866677488659,0.931922877654383,40.625,0.6595238095238095,0.4292207807302475,0.284226194024086,1.0,0.908284647575371,0.5993774886491876,58.82352941176471,0.7444444444444445,0.8008658091227213,0.7083333333333334,1.0,0.657909269332332,0.7268507793539855,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.7702220672547936,0.635314976182316,76.92307692307693,0.5833333333333333,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.7228503937902392,0.7777263945114841,28.57142857142857,0.46875,0.0,0.0,0.0,0.6892951694080826,0.713438351794246,50.0,0.5,0.5,0.5,0.5,0.6203893205975849,0.7073391424304609,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.4744639650353078,0.6864222751288891,55.65217391304348,0.5279761904761905,0.0,0.0,0.0,0.6322923004372792
8,0.6944048785889112,0.6891273374888123,63.41463414634146,0.65,0.4063492069641749,0.6944444477558136,0.35555555919806164,0.7014239673994678,50.264550264550266,0.4913194444444444,0.5376082348326842,0.562698420137167,0.6041666728754839,0.6937112016099005,0.5429159331623005,71.875,0.6875,0.0,0.0,0.0,0.2966951164826072,0.5982813049810911,70.58823529411765,0.7055555555555556,0.5079365173975626,0.5833333333333334,0.5,0.6123682349345941,0.7618289326989398,55.55555555555556,0.55,0.0,0.0,0.0,0.6405685966762792,0.7092140844149342,53.84615384615385,0.45,0.675000011920929,0.800000011920929,0.6000000238418579,1.0420155243878675,0.7750035176637079,57.14285714285714,0.5333333333333333,0.6969697177410126,0.7083333432674408,0.7000000178813934,0.7435946597643031,0.7979101289220697,50.0,0.45,0.0,0.0,0.0,0.6100936224250086,0.7481712322841539,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6244445807057993,0.7643001347570516,55.65217391304348,0.5261111111111111,0.0,0.0,0.0,0.8229079009163186
