,BIP,BIP,BIP,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7399924769192213,0.07267745817128869,67.74193548387096,0.09902329840145366,42.857142857142854,0.6930800863610485
1,0.6653889063064019,0.07242890366503006,67.74193548387096,0.09903336196008042,42.857142857142854,0.6946764958919437
2,0.18787262642288916,0.0785371646913361,67.74193548387096,0.09902236154503886,42.857142857142854,0.6920684412127007
3,0.40532149607687235,0.0996122458420256,67.74193548387096,0.09904262655101582,42.857142857142854,0.6920434081772667
4,0.18472503464916692,0.06857300630022413,70.96774193548387,0.09962332349964834,42.857142857142854,0.6879760322538478
5,0.22946111033797223,0.08010624223679838,70.96774193548387,0.10696959726661766,42.857142857142854,0.6643578916392977
6,0.0987892782303172,0.07012410039745207,74.19354838709677,0.1007548831195934,42.857142857142854,0.5847189593672691
7,0.6914383291246312,0.08450409279690502,74.19354838709677,0.09902180888079534,57.14285714285714,0.6929441360503216
8,0.2777298431735837,0.067128713822526,70.96774193548387,0.09662601781873977,57.14285714285714,0.6925770822700674
9,2.00235685306928,0.14890634710451445,41.935483870967744,0.12485136584364602,42.857142857142854,0.6921220444513521
10,0.5740562809796966,0.07692180828399155,61.29032258064516,0.1400307739065089,42.857142857142854,0.8554782701254775
11,0.7806032976520987,0.1351681192784688,45.16129032258064,0.18049071868655728,42.857142857142854,0.649805125626127
12,0.20958850999291587,0.07264430289531569,70.96774193548387,0.13567213230795777,42.857142857142854,0.795903759370965
13,0.0039020740602211724,0.15179941936250924,70.96774193548387,0.09926035560634809,57.14285714285714,0.6915928193065751
14,0.7736615688850034,0.16110490341938738,70.96774193548387,0.13018331149452886,42.857142857142854,0.5941369745329954
15,0.018041264626627272,0.12705755745825065,74.19354838709677,0.09925554617375877,42.857142857142854,0.68700268136
16,0.13384256756507343,0.07272128206723169,77.41935483870968,0.11759341435814695,42.857142857142854,0.6618040934939524
17,0.17543147863484732,0.1180152041721277,80.64516129032258,0.1447607920048064,42.857142857142854,0.5375998198363948
18,0.01565418858899241,0.11960835444550705,80.64516129032258,0.09910635086408941,57.14285714285714,0.692634502087671
19,1.7840496761808808,0.17873691769290215,70.96774193548387,0.09915815259687896,57.14285714285714,0.6900836307309639
20,0.10705380274734543,0.12985180317273975,77.41935483870968,0.15972066782349328,42.857142857142854,0.5406656601502807
21,0.019764912183959545,0.10469157121167517,80.64516129032258,0.20127767738555666,57.14285714285714,0.5151457742478092
22,0.000956812044090458,0.12894639963491825,67.74193548387096,0.22957391374581923,42.857142857142854,0.8097822830247691
23,0.0006922489186808337,0.22917158376967736,67.74193548387096,0.20728865242221972,42.857142857142854,1.7188670096639718
24,0.004640479755807218,0.12658648965245126,77.41935483870968,0.2493091450868881,57.14285714285714,0.4094406658463679
25,0.0015432648940528482,0.14176983384473335,80.64516129032258,0.3004334645091822,42.857142857142854,0.4528102146283869
26,0.0004700949305602745,0.16581000058187592,77.41935483870968,0.21383279070376915,42.857142857142854,0.13270012155713004
27,0.001047235857677484,0.13723702739896185,77.41935483870968,0.31663503260576414,42.857142857142854,0.32362268066852456
28,0.7358647401430186,0.23649037554219338,70.96774193548387,0.25123933585632935,42.857142857142854,0.9513094566774914
29,0.0029472729665208732,0.1309278282726461,83.87096774193549,0.49492964830154185,42.857142857142854,0.8494573343605584
30,0.03448953284823624,0.1337573180604357,77.41935483870968,0.19625728497251943,28.57142857142857,0.12558144019844528
31,0.0014609539195407555,0.1300237578433358,77.41935483870968,0.28353639318396884,42.857142857142854,0.5013708346280631
