,DUP16p11_2,DUP16p11_2,DUP16p11_2,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.8202695500200656,0.09481615845418065,57.14285714285714,0.07561928497907289,71.875,0.6998325174464696
1,0.7300523300269883,0.09680295207552692,64.28571428571429,0.08647694261431284,71.875,0.3598187141056163
2,0.5860124922344294,0.09461708716451149,57.14285714285714,0.08675267214606647,59.375,0.5131810237372195
3,0.40956915776379066,0.08606835122621774,50.0,0.07182360139236474,68.75,0.6624261740671861
4,0.8289541463206644,0.1941723961521278,42.857142857142854,0.25797346358504214,37.5,1.4803672725969104
5,0.5224627217519181,0.08480023336763239,57.14285714285714,0.08289032330997409,68.75,0.4788565204224359
6,0.2933785034369267,0.176422621012937,64.28571428571429,0.14573672174077573,71.875,0.2754789599944169
7,0.4333268424498536,0.1178572944261315,64.28571428571429,0.20246583850243485,53.125,0.08714160218627928
8,0.696486030655194,0.11063161155982494,71.42857142857143,0.15852052278743747,50.0,2.3980080720868626
9,0.04862119794926572,0.08922506578489686,64.28571428571429,0.08660594910369825,62.5,0.09488869348681701
10,0.374750401299505,0.176424383669106,50.0,0.20456010712004585,50.0,0.41035598420246905
11,0.2760739792005563,0.19581022809862553,57.14285714285714,0.1508511568035966,65.625,0.26926537403191386
12,0.05908684242370034,0.2358708435308597,57.14285714285714,0.15840870956164588,68.75,0.07584487604936356
13,0.458296917052756,0.2219326696129136,64.28571428571429,0.2045064257938161,50.0,0.6709302149697365
14,0.13029832006546807,0.1695262200593361,57.14285714285714,0.10966244073053563,68.75,0.023729635880308943
15,0.012448698823653919,0.16923898075669702,64.28571428571429,0.136961072968392,68.75,0.47014331217559135
16,0.021191236114854805,0.2561313388124466,57.14285714285714,0.11332287255759504,65.625,0.0406068660874985
17,0.018408701363298724,0.2253834739559004,57.14285714285714,0.11120521832180676,65.625,0.208106984054028
18,0.01865737508228384,0.22075250772618893,57.14285714285714,0.19317038631884367,62.5,0.5823346547241284
19,0.14520103351311375,0.2955463366919656,57.14285714285714,0.13853929952702268,68.75,0.06859741864739796
20,0.013576248904977748,0.2631865705845197,64.28571428571429,0.1265696836698776,75.0,0.11830932868557575
21,0.03705802792838588,0.2496773052272447,57.14285714285714,0.16964177859319843,65.625,0.03406335902039735
22,0.005859822978330309,0.22709999938476105,64.28571428571429,0.16318333810747745,68.75,0.022812353788683612
23,0.0036581160580637707,0.23167589533208469,57.14285714285714,0.16530450425646712,68.75,0.05967175184692517
24,0.002563442776123924,0.3456187065985912,57.14285714285714,0.1642731187389382,68.75,0.0007295943983560415
25,0.0007628777009087281,0.2001014273644221,57.14285714285714,0.1587050945000981,68.75,0.09158354712289132
26,0.009915832891172306,0.2636882921486175,64.28571428571429,0.14755981449696448,71.875,0.0002586639284173048
27,0.00012880741141823202,0.24116762775295403,64.28571428571429,0.16923380985678968,68.75,0.0007114234228918182
28,0.00020927195766784219,0.2289441913729787,57.14285714285714,0.17032418891569787,68.75,0.004849173370331548
29,0.005227101025766106,0.32803165315962046,64.28571428571429,0.15545744688305618,68.75,0.0064552381312259835
30,0.0004982484881958281,0.31112280156116107,57.14285714285714,0.15608672893663816,65.625,0.00015382777713860902
31,0.0001728005123410998,0.3025191834813718,64.28571428571429,0.1661487857848247,68.75,0.00017598872199635598
32,0.0005294895876400451,0.2919855536437193,64.28571428571429,0.16487604712212775,68.75,0.013453221033183912
33,0.012445555566223222,0.3257764513121478,64.28571428571429,0.19712725725279,62.5,0.013756250459292393
34,4.659088837075365e-05,0.30852918553847214,64.28571428571429,0.18303175056583218,65.625,0.0009625851158740865
35,2.371434457745484e-05,0.3178536797063887,64.28571428571429,0.16964191849374644,68.75,0.0008753787686658271
36,8.683679740430752e-05,0.309894358461548,64.28571428571429,0.2238745605072373,68.75,2.689070656276369e-05
37,1.5783332409632095e-05,0.29982733118208343,64.28571428571429,0.18789791077828297,71.875,0.0001796511238305906
38,6.10807851056894e-05,0.3409562574738484,64.28571428571429,0.17687084150211108,68.75,0.00016072994330359143
