,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6938954007462866,0.0884654721605227,53.72340425531915,0.5395833333333333,0.6809514680256447,0.546875,1.0,0.09713086058444528,43.30708661417323,0.7472470238095238,0.555521572008729,0.4103422649204731,1.0,0.6723875289660909,0.08011859194379163,67.74193548387096,0.6375,0.0,0.0,0.0,0.5463599152623817,0.1223363687192049,58.82352941176471,0.46388888888888885,0.25,0.25,0.25,0.7007209335522042,0.08653417367113675,62.5,0.8,0.0,0.0,0.0,0.6927449084922341,0.11573007101694155,33.33333333333333,0.3333333333333333,0.533333346247673,0.375,1.0,0.6928660654351787,0.10074498408132489,42.857142857142854,0.53125,0.0,0.0,0.0,0.6954999994100133,0.12143452821598458,70.0,0.75,0.0,0.0,0.0,0.7772128920826157,0.09894999294400283,71.42857142857143,0.4,0.0,0.0,0.0,0.6936248530215358,0.09001319460721101,64.34782608695652,0.5699603174603174,0.0,0.0,0.0,0.6883883553810433
1,0.6473456440603634,0.08522408995798259,54.25531914893617,0.6901041666666666,0.6877067523698012,0.5394345248738924,1.0,0.1496600987216256,40.15748031496063,0.6631324404761905,0.54677545838058,0.4017857164144516,1.0,0.37492398527806703,0.08812877954380402,83.87096774193549,0.8947916666666668,0.7615079581737518,0.6375000104308128,1.0,0.7082477857360722,0.12576473233574156,52.94117647058824,0.5097222222222223,0.0,0.0,0.0,0.649533492790931,0.08675009925563777,37.5,0.0,0.5454545617103577,0.375,1.0,0.6960309197466493,0.11368539088991486,66.66666666666666,0.4,0.0,0.0,0.0,0.6873659727469956,0.09924495228201631,35.714285714285715,0.375,0.44285714626312256,0.4166666716337204,0.5,0.6974745289586334,0.13906767041185333,30.0,0.5166666666666666,0.27272728085517883,0.1875,0.5,0.6961107949120207,0.09875585723465576,71.42857142857143,0.5,0.0,0.0,0.0,0.6942752387265083,0.09024961827390153,64.34782608695652,0.4842857142857142,0.0,0.0,0.0,0.6951016449332013
2,0.6958472177759377,0.08844579873092576,47.340425531914896,0.5800347222222222,0.025793650497992832,0.08333333333333333,0.015277778108914694,0.08345732166458927,68.50393700787401,0.8058407738095238,0.3742559552192688,0.546875,0.31145833618938923,0.6297384859095325,0.09647273820064435,67.74193548387096,0.7541666666666667,0.0,0.0,0.0,1.2760617676619208,0.1820316017344903,52.94117647058824,0.4222222222222222,0.0,0.0,0.0,0.4542412296391518,0.08706888272528669,37.5,0.13333333333333333,0.5454545617103577,0.375,1.0,0.6940603798846277,0.1161898022607909,33.33333333333333,0.6666666666666666,0.47272728383541107,0.3125,1.0,0.6864342748213413,0.10139936796793203,57.14285714285714,0.47777777777777775,0.7179487347602844,0.5625,1.0,0.6951423385108669,0.1390228954762021,70.0,0.5,0.0,0.0,0.0,0.7034455535111446,0.0993113747943518,71.42857142857143,0.5,0.0,0.0,0.0,0.8146660531528754,0.08982809622320087,64.34782608695652,0.523888888888889,0.0,0.0,0.0,0.6931562993102085
3,0.6930516147476036,0.087126758222351,60.63829787234043,0.620486111111111,0.5381704047322273,0.645138893276453,0.49424603829781216,0.07068637920202156,73.22834645669292,0.7824776785714286,0.575297623872757,0.6770833358168602,0.5437500085681677,0.43342556191136455,0.05280901179535759,83.87096774193549,0.9010416666666666,0.755952388048172,0.8125,0.75,0.1968330711739659,0.11804464456289479,52.94117647058824,0.4791666666666667,0.4040403962135315,0.34285715222358704,0.5,0.7413272006975559,0.0871129807697695,37.5,0.2,0.5454545617103577,0.375,1.0,0.6945682832866691,0.11484159898173668,58.333333333333336,0.6,0.5000000149011612,0.4166666716337204,0.6666666716337204,0.6980740481004274,0.10267579141498742,35.714285714285715,0.3125,0.4761904925107956,0.4333333447575569,0.5833333432674408,0.6892930078776067,0.1391251017789059,80.0,0.75,0.75,0.75,0.75,0.686358609893341,0.09701083348527006,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.6843623297750118,0.08976316789720291,64.34782608695652,0.5621825396825396,0.0,0.0,0.0,0.6926767612215905
4,0.6902163045509614,0.08785021691544521,59.57446808510638,0.6128968253968256,0.5057209096848965,0.6638888927797476,0.4327381029725075,0.07803659265296199,70.07874015748031,0.7921130952380953,0.6550595294684172,0.5946428636088967,0.802083333954215,0.734428446514114,0.0610227242803694,90.32258064516128,0.9035714285714286,0.7916666716337204,0.8333333358168602,0.875,0.3290609138458193,0.11456893605004204,52.94117647058824,0.5527777777777777,0.0,0.0,0.0,1.1099099595193764,0.08735597574155161,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0,0.6823634174991416,0.11556564645448304,41.66666666666667,0.5416666666666666,0.6000000089406967,0.4583333432674408,1.0,0.6972060024195281,0.09912806255954634,42.857142857142854,0.46875,0.0,0.0,0.0,0.6902650336537587,0.13837999460091724,60.0,0.65,0.0,0.0,0.0,0.6744150284301116,0.10152364824910029,71.42857142857143,0.4,0.0,0.0,0.0,0.6949741098378973,0.08854000750650268,64.34782608695652,0.5789682539682539,0.0,0.0,0.0,0.6646318983510616
5,0.6884718592219204,0.08736280262943504,55.319148936170215,0.6651041666666667,0.34255952884753543,0.5763888905445734,0.26180556043982506,0.06939821896139263,72.44094488188976,0.7912574404761905,0.6029762048274279,0.6156250052154064,0.6260416693985462,0.3366089822579424,0.052213199184929636,74.19354838709677,0.96875,0.1875,0.1875,0.1875,0.8573279723992931,0.11620895684729755,58.82352941176471,0.5222222222222223,0.19047619899113974,0.3333333333333333,0.13333333532015482,1.014665853633846,0.08695634493744224,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.6909552298653097,0.11568709851090908,33.33333333333333,0.4166666666666667,0.533333346247673,0.375,1.0,0.6729781395229713,0.09895082938323038,42.857142857142854,0.38888888888888884,0.0,0.0,0.0,0.6926673139896604,0.14178121077868572,50.0,0.2916666666666667,0.0,0.0,0.0,0.7677963179696414,0.10266839658333583,71.42857142857143,0.5,0.0,0.0,0.0,0.6938096410893595,0.08873449582949303,64.34782608695652,0.5994444444444444,0.0,0.0,0.0,0.6701161256355421
6,0.6894281720423172,0.08740287466948626,62.23404255319149,0.6649305555555555,0.5859547940393289,0.6500000059604645,0.5798611175268888,0.07072403840977122,74.01574803149606,0.8080729166666666,0.6722087077796459,0.6471726261079311,0.7572916708886623,0.42728920044585356,0.12482498986041268,45.16129032258064,0.8145833333333333,0.5130952373147011,0.3571428619325161,1.0,0.30362922070663495,0.11544709916582165,58.82352941176471,0.625,0.444444477558136,0.4000000059604645,0.5,0.5558334743964,0.10518665943106892,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6914507657833453,0.12200523870925152,33.33333333333333,0.625,0.533333346247673,0.375,1.0,0.5923362018363055,0.1005541188954778,42.857142857142854,0.4375,0.222222238779068,0.3333333432674408,0.1666666716337204,0.6429647188866456,0.13859916794202992,50.0,0.6666666666666666,0.1666666716337204,0.125,0.25,0.7333300856924544,0.0951175719057744,71.42857142857143,0.6,0.0,0.0,0.0,0.6986631843280827,0.08931584134535954,64.34782608695652,0.6523809523809523,0.0,0.0,0.0,0.689889270718598
7,0.5557920682818689,0.08502079813720118,61.170212765957444,0.6154513888888888,0.5840217756728331,0.6062500054637591,0.603125004718701,0.07568402847893056,71.65354330708661,0.8218749999999999,0.6580853294581175,0.6697916723787785,0.7416666718199849,0.16959879642107303,0.0373965334344134,90.32258064516128,0.9583333333333334,0.8250000029802322,0.875,0.7916666716337204,0.11851731198647891,0.1227017070342136,52.94117647058824,0.6041666666666666,0.0,0.0,0.0,0.48426369819017123,0.09444642083909513,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.767673462651742,0.1317977900688541,33.33333333333333,0.5833333333333333,0.222222238779068,0.1428571492433548,0.5,0.45557650788692594,0.09987557620732646,42.857142857142854,0.59375,0.5555555820465088,0.5000000149011612,0.625,0.859409107701933,0.165068146151625,40.0,0.3833333333333333,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6930020004538853,0.09902322421918666,85.71428571428571,0.5,0.6666666865348816,1.0,0.5,0.6931683530734072,0.08654980212290965,64.34782608695652,0.5205555555555555,0.0,0.0,0.0,0.6545269894689554
8,0.7779225893660896,0.08579457741894904,60.63829787234043,0.6845486111111111,0.4706018616755803,0.7673611131807169,0.36041667126119137,0.07095789433337153,71.65354330708661,0.8095610119047619,0.3959821481257677,0.625,0.307291672565043,0.26432088602608395,0.0422907662926863,80.64516129032258,0.96875,0.472222238779068,0.45000000298023224,0.5,0.13311073337373866,0.18217836307172885,58.82352941176471,0.5569444444444445,0.22222222884496054,0.22222222884496054,0.22222222884496054,0.47466770016478793,0.08857666047221552,37.5,0.0,0.5454545617103577,0.375,1.0,0.6425082637423624,0.12231805903110737,33.33333333333333,0.53125,0.3333333432674408,0.25,0.5,0.6761072107050217,0.09905005838310461,50.0,0.1875,0.6333333551883698,0.550000011920929,0.75,0.6921904980087257,0.1591946269516961,30.0,0.41666666666666663,0.1428571343421936,0.125,0.1666666716337204,0.744938354862317,0.09903048394947934,28.57142857142857,0.4,0.0,0.0,0.0,0.691871045894829,0.08231921463071055,64.34782608695652,0.6376984126984128,0.0,0.0,0.0,0.6910786990946991
