,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,227.86086031077602,18.613936572204608,0.0,0.0,0.0,0.0,0.0,2.4696777955641283,0.0,0.0,0.0,0.0,0.0,47.06209868907268,1.5677405827106237,0.0,0.0,0.0,0.0,0.0,36.562858269800586,7.739153163995034,0.0,0.0,0.0,0.0,0.0,38.76485317147149,128.68430389440567,0.0,0.0,0.0,0.0,0.0,1402.3433861559172,9.56741847000702,0.0,0.0,0.0,0.0,0.0,204.94893138525194,347.74120260734094,0.0,0.0,0.0,0.0,0.0,889.9808156015227,28.021943915886162,0.0,0.0,0.0,0.0,0.0,2.8409826680706907,57.706685115007694,0.0,0.0,0.0,0.0,0.0,1223.619974822514,129.41815733943093,0.0,0.0,0.0,0.0,0.0,1314.7508347539097,145.23523477214863,0.0,0.0,0.0,0.0,0.0,661.840988866711,41.88719471605211,0.0,0.0,0.0,0.0,0.0,18.39244709821735,19.19625681160366,0.0,0.0,0.0,0.0,0.0,214.71174453431044,493.7238113316686,0.0,0.0,0.0,0.0,0.0,3786.0285704544103,566.5425116828346,0.0,0.0,0.0,0.0,0.0,3297.01936936193,693.9044049649076,0.0,0.0,0.0,0.0,0.0,4271.659679606042,8.492757159914337,0.0,0.0,0.0,0.0,0.0,170.36278958371395
1,290.84524072319084,33.59948454205509,0.0,0.0,0.0,0.0,0.0,1.5742874814692611,0.0,0.0,0.0,0.0,0.0,31.520093785697217,18.244429958606602,0.0,0.0,0.0,0.0,0.0,49.58926673494062,2.2738869368866466,0.0,0.0,0.0,0.0,0.0,9.04347321797478,83.01403898700492,0.0,0.0,0.0,0.0,0.0,591.1351816534225,9.347515133641298,0.0,0.0,0.0,0.0,0.0,120.01008122413023,98.9709798746639,0.0,0.0,0.0,0.0,0.0,326.7219895766628,19.67828953098117,0.0,0.0,0.0,0.0,0.0,151.78883557129117,27.307381955806363,0.0,0.0,0.0,0.0,0.0,569.494259214002,78.01432423763937,0.0,0.0,0.0,0.0,0.0,658.8714698029985,64.02686709547014,0.0,0.0,0.0,0.0,0.0,104.46145401567081,2.1265405087348177,0.0,0.0,0.0,0.0,0.0,26.944210575051212,28.49534440369792,0.0,0.0,0.0,0.0,0.0,64.58129565932056,171.13032115858172,0.0,0.0,0.0,0.0,0.0,1775.0636633351296,288.8059460119166,0.0,0.0,0.0,0.0,0.0,1945.093011699848,499.07592211566464,0.0,0.0,0.0,0.0,0.0,2256.4607801071243,5.6304073604863385,0.0,0.0,0.0,0.0,0.0,99.90889997530013
2,225.28062800622138,33.58302002760964,0.0,0.0,0.0,0.0,0.0,0.7942478807760941,0.0,0.0,0.0,0.0,0.0,7.428015473337761,0.782433055884704,0.0,0.0,0.0,0.0,0.0,11.429617126533653,3.4752798016085267,0.0,0.0,0.0,0.0,0.0,21.60817419076796,57.962536976700946,0.0,0.0,0.0,0.0,0.0,460.242184855225,5.414624453158461,0.0,0.0,0.0,0.0,0.0,123.06254998579882,49.69451054173377,0.0,0.0,0.0,0.0,0.0,54.13219128956905,17.408218736215353,0.0,0.0,0.0,0.0,0.0,103.82428674324315,24.081034958681954,0.0,0.0,0.0,0.0,0.0,19.320484429172897,54.44825712798423,0.0,0.0,0.0,0.0,0.0,345.49956812169626,49.696766456281296,0.0,0.0,0.0,0.0,0.0,319.0666194481442,15.694779244961328,0.0,0.0,0.0,0.0,0.0,19.916865474096856,12.14877272537254,0.0,0.0,0.0,0.0,0.0,8.130396006268834,130.4312452502936,0.0,0.0,0.0,0.0,0.0,568.4331160085075,77.39714742752982,0.0,0.0,0.0,0.0,0.0,699.7160546536143,315.61876210047035,0.0,0.0,0.0,0.0,0.0,1690.8333102860472,8.762097358427452,0.0,0.0,0.0,0.0,0.0,179.75923626689095
3,415.49893167518337,59.4598078816143,0.0,0.0,0.0,0.0,0.0,1.332902312084612,0.0,0.0,0.0,0.0,0.0,5.602793006491045,5.59947737315209,0.0,0.0,0.0,0.0,0.0,38.42218154910236,0.7879599464063713,0.0,0.0,0.0,0.0,0.0,9.512502545004825,56.404174618184335,0.0,0.0,0.0,0.0,0.0,284.9034721350292,4.699357109131724,0.0,0.0,0.0,0.0,0.0,36.112377394161015,37.508757425534995,0.0,0.0,0.0,0.0,0.0,87.58650211280282,18.689246548095774,0.0,0.0,0.0,0.0,0.0,195.19135836850404,44.672474373951076,0.0,0.0,0.0,0.0,0.0,143.21030539092442,23.459118173077,0.0,0.0,0.0,0.0,0.0,483.3657055007292,46.56982863765512,0.0,0.0,0.0,0.0,0.0,213.1724567997737,8.151932608193956,0.0,0.0,0.0,0.0,0.0,6.002471066549933,10.346869477682095,0.0,0.0,0.0,0.0,0.0,17.984692439692527,20.7129802020693,0.0,0.0,0.0,0.0,0.0,331.6109671600952,30.83463668365571,0.0,0.0,0.0,0.0,0.0,288.83398473034475,151.04230396226836,0.0,0.0,0.0,0.0,0.0,423.99895403476773,6.103632968237259,0.0,0.0,0.0,0.0,0.0,83.44548382116525
4,85.58343977339288,28.8713069674854,0.0,0.0,0.0,0.0,0.0,5.212953666792351,0.0,0.0,0.0,0.0,0.0,38.3447500923729,4.087358037742063,0.0,0.0,0.0,0.0,0.0,2.2152116370471533,3.573148831433403,0.0,0.0,0.0,0.0,0.0,3.552072466718509,54.7060488857484,0.0,0.0,0.0,0.0,0.0,169.48320536620713,4.936160028612875,0.0,0.0,0.0,0.0,0.0,60.02474712275547,18.73339653121672,0.0,0.0,0.0,0.0,0.0,550.733807503514,16.702971217722734,0.0,0.0,0.0,0.0,0.0,373.2615094981617,29.632563522067414,0.0,0.0,0.0,0.0,0.0,51.00612633739964,13.610603229219022,0.0,0.0,0.0,0.0,0.0,406.7542466608459,42.27350475788342,0.0,0.0,0.0,0.0,0.0,237.99607177414688,23.253185855855413,0.0,0.0,0.0,0.0,0.0,16.778146081255834,22.417871775232715,0.0,0.0,0.0,0.0,0.0,133.96545478249809,18.005691068597525,0.0,0.0,0.0,0.0,0.0,116.07980351845924,45.2997827567543,0.0,0.0,0.0,0.0,0.0,151.2528531015606,85.73489973457313,0.0,0.0,0.0,0.0,0.0,391.37032797350753,4.615759323274847,0.0,0.0,0.0,0.0,0.0,76.46922654128436
5,49.166512796214,16.73077177308655,0.0,0.0,0.0,0.0,0.0,1.2232625098634893,0.0,0.0,0.0,0.0,0.0,4.220174145910268,0.6809818846472498,0.0,0.0,0.0,0.0,0.0,5.915841879874997,0.9493588942793292,0.0,0.0,0.0,0.0,0.0,8.874737387337515,48.647571919923,0.0,0.0,0.0,0.0,0.0,388.825644120769,5.362187264991101,0.0,0.0,0.0,0.0,0.0,7.309969396823857,15.903074355624463,0.0,0.0,0.0,0.0,0.0,266.8506223680986,15.791849988530428,0.0,0.0,0.0,0.0,0.0,67.91114555979216,16.378239052309066,0.0,0.0,0.0,0.0,0.0,18.579534400433243,13.489541860635518,0.0,0.0,0.0,0.0,0.0,19.374570091791178,40.283660625095024,0.0,0.0,0.0,0.0,0.0,98.59018691478832,2.318514609066126,0.0,0.0,0.0,0.0,0.0,23.37592401394683,11.583620457966255,0.0,0.0,0.0,0.0,0.0,29.89623535209401,26.52321493152208,0.0,0.0,0.0,0.0,0.0,124.68951091479256,21.625050014541777,0.0,0.0,0.0,0.0,0.0,184.97780247015965,63.259162754611715,0.0,0.0,0.0,0.0,0.0,135.30025976245554,2.9097324479831674,0.0,0.0,0.0,0.0,0.0,65.22983078914832
6,78.82487786968734,13.454858768282476,0.0,0.0,0.0,0.0,0.0,2.1938566514927156,0.0,0.0,0.0,0.0,0.0,2.385262148136069,0.39571880708832147,0.0,0.0,0.0,0.0,0.0,3.441603542958223,1.3493761069213939,0.0,0.0,0.0,0.0,0.0,16.54578652262492,47.82057899991409,0.0,0.0,0.0,0.0,0.0,214.6979704324535,6.787211031885004,0.0,0.0,0.0,0.0,0.0,27.521745696234724,10.583259566733751,0.0,0.0,0.0,0.0,0.0,118.45529492435564,11.763633528916136,0.0,0.0,0.0,0.0,0.0,3.27104154141697,15.504243086985126,0.0,0.0,0.0,0.0,0.0,169.22733030162124,22.521507022003796,0.0,0.0,0.0,0.0,0.0,91.59876932045658,41.42016279859973,0.0,0.0,0.0,0.0,0.0,137.69758890173304,7.228957979538872,0.0,0.0,0.0,0.0,0.0,78.00810480034946,11.626213034885502,0.0,0.0,0.0,0.0,0.0,89.54244615748159,42.32188661216232,0.0,0.0,0.0,0.0,0.0,116.10736871178293,41.207481592368325,0.0,0.0,0.0,0.0,0.0,185.44562799497606,22.456622268564978,0.0,0.0,0.0,0.0,0.0,129.94349313803878,6.176270007949583,0.0,0.0,0.0,0.0,0.0,72.41316293005796
7,86.28783168416957,12.3224764593447,0.0,0.0,0.0,0.0,0.0,0.8332086966608767,0.0,0.0,0.0,0.0,0.0,2.8964712736984395,1.7037842527549074,0.0,0.0,0.0,0.0,0.0,6.847548889205399,0.7118558642907518,0.0,0.0,0.0,0.0,0.0,20.438439104519887,39.03920407739265,0.0,0.0,0.0,0.0,0.0,222.42001430201452,3.886557429849496,0.0,0.0,0.0,0.0,0.0,42.5921144544837,14.069989104397804,0.0,0.0,0.0,0.0,0.0,55.17025151707797,10.262484499643227,0.0,0.0,0.0,0.0,0.0,138.12362893796393,10.279811216084383,0.0,0.0,0.0,0.0,0.0,67.92182521414898,13.029127403842612,0.0,0.0,0.0,0.0,0.0,119.94132894377174,50.05064188894058,0.0,0.0,0.0,0.0,0.0,117.05170361052517,1.843871687421966,0.0,0.0,0.0,0.0,0.0,21.484693530388324,21.754558028488024,0.0,0.0,0.0,0.0,0.0,54.39198428636998,17.219943367918507,0.0,0.0,0.0,0.0,0.0,77.98751433516554,22.376426725812067,0.0,0.0,0.0,0.0,0.0,220.1871489290923,44.06363881761923,0.0,0.0,0.0,0.0,0.0,110.17491350670555,2.710721559635973,0.0,0.0,0.0,0.0,0.0,57.31013000885355
8,138.09838355015586,16.078329700844836,0.0,0.0,0.0,0.0,0.0,0.4654409047904093,0.0,0.0,0.0,0.0,0.0,2.885461367853537,0.49880534555474704,0.0,0.0,0.0,0.0,0.0,7.50352539489027,1.8761766570288991,0.0,0.0,0.0,0.0,0.0,35.95431645210558,39.75450637298961,0.0,0.0,0.0,0.0,0.0,153.5825107736639,10.410478968495427,0.0,0.0,0.0,0.0,0.0,13.93616501980522,11.661350961582778,0.0,0.0,0.0,0.0,0.0,25.093927100715632,17.676914751257385,0.0,0.0,0.0,0.0,0.0,119.20832603668568,20.273194735125823,0.0,0.0,0.0,0.0,0.0,0.6530945845713881,13.226195546676824,0.0,0.0,0.0,0.0,0.0,133.0738861249124,44.836088283488095,0.0,0.0,0.0,0.0,0.0,149.6594302016575,2.2042269478937713,0.0,0.0,0.0,0.0,0.0,8.755758137201653,15.527054646409843,0.0,0.0,0.0,0.0,0.0,88.44200311043424,17.185079298768223,0.0,0.0,0.0,0.0,0.0,353.2011466946838,18.331882334547426,0.0,0.0,0.0,0.0,0.0,65.10402371079459,40.256251824216505,0.0,0.0,0.0,0.0,0.0,120.41472666406652,1.7485759749049279,0.0,0.0,0.0,0.0,0.0,53.655653732594686
