,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3730.242247120285,3468.8483157564087,0.0,0.0,0.0,0.0,0.0,46.97000612845671,0.0,0.0,0.0,0.0,0.0,11.1402025161125,96.81844813279282,0.0,0.0,0.0,0.0,0.0,19.219053973476015,55.183874116659055,0.0,0.0,0.0,0.0,0.0,59.429877021606714,786.3147659898473,0.0,0.0,0.0,0.0,0.0,1075.5095284917581,54.05589358674555,0.0,0.0,0.0,0.0,0.0,39.983982164828774,995.064439960525,0.0,0.0,0.0,0.0,0.0,463.0695357345302,375.944076350091,0.0,0.0,0.0,0.0,0.0,1173.1548371411027,1046.6357090610325,0.0,0.0,0.0,0.0,0.0,1937.929430061283,945.6024414278079,0.0,0.0,0.0,0.0,0.0,696.4522287496363,952.6362186707399,0.0,0.0,0.0,0.0,0.0,521.6509284967514,415.0818552322481,0.0,0.0,0.0,0.0,0.0,167.8675354417505,19.428389091618058,0.0,0.0,0.0,0.0,0.0,46.743825116747665,104.45101048752252,0.0,0.0,0.0,0.0,0.0,235.5914526987351,1952.019197674174,0.0,0.0,0.0,0.0,0.0,2554.4850312673943,3193.008879615571,0.0,0.0,0.0,0.0,0.0,3579.578990399149,163.63798671875216,0.0,0.0,0.0,0.0,0.0,411.6423922065671
1,2586.9707406795874,3371.9020067324395,0.0,0.0,0.0,0.0,0.0,50.514405054286954,0.0,0.0,0.0,0.0,0.0,20.210809923354134,49.50670460118053,0.0,0.0,0.0,0.0,0.0,51.95622943673455,22.937952434184513,0.0,0.0,0.0,0.0,0.0,28.17924651370717,530.1783411910512,0.0,0.0,0.0,0.0,0.0,175.24025703765423,54.82111449131534,0.0,0.0,0.0,0.0,0.0,73.09581497205549,372.52861220538466,0.0,0.0,0.0,0.0,0.0,32.026060452803605,182.0807818275673,0.0,0.0,0.0,0.0,0.0,214.72458208334515,1019.7271378918522,0.0,0.0,0.0,0.0,0.0,576.2592351931862,337.01365521209107,0.0,0.0,0.0,0.0,0.0,440.36305946095695,613.1131545824286,0.0,0.0,0.0,0.0,0.0,385.5529946479699,116.50357306967794,0.0,0.0,0.0,0.0,0.0,83.68299873910617,128.5851120756924,0.0,0.0,0.0,0.0,0.0,144.10643664226455,95.1191250435541,0.0,0.0,0.0,0.0,0.0,28.30748354842341,590.692204723348,0.0,0.0,0.0,0.0,0.0,522.375125420137,1930.5368325211361,0.0,0.0,0.0,0.0,0.0,1542.8335506879516,40.256849007698776,0.0,0.0,0.0,0.0,0.0,229.51612956837494
2,2893.353732545918,3118.0197058796357,0.0,0.0,0.0,0.0,0.0,44.51547222068538,0.0,0.0,0.0,0.0,0.0,94.49702215762,7.056384681167179,0.0,0.0,0.0,0.0,0.0,7.324405292591322,18.05513478380644,0.0,0.0,0.0,0.0,0.0,13.990642351080021,501.20785509282246,0.0,0.0,0.0,0.0,0.0,232.91885476426341,45.77403357953871,0.0,0.0,0.0,0.0,0.0,31.026010538880787,231.13734867802916,0.0,0.0,0.0,0.0,0.0,443.1577680017952,223.48413298987398,0.0,0.0,0.0,0.0,0.0,127.20164175313678,567.4493759856032,0.0,0.0,0.0,0.0,0.0,182.0199198681465,282.0830077094679,0.0,0.0,0.0,0.0,0.0,276.6768672120627,395.8045763937879,0.0,0.0,0.0,0.0,0.0,163.24848352833837,103.93546630025988,0.0,0.0,0.0,0.0,0.0,269.9806824580015,41.40962333851186,0.0,0.0,0.0,0.0,0.0,17.728921130063316,92.07250544459399,0.0,0.0,0.0,0.0,0.0,143.9960885854733,180.51175064298846,0.0,0.0,0.0,0.0,0.0,159.4679937060554,1103.222032144891,0.0,0.0,0.0,0.0,0.0,1125.3385846924748,31.27686501461091,0.0,0.0,0.0,0.0,0.0,134.17250666046817
3,2684.182383231483,2666.9028409323237,0.0,0.0,0.0,0.0,0.0,4.1961153568427525,0.0,0.0,0.0,0.0,0.0,2.5877429005903654,4.042162957223898,0.0,0.0,0.0,0.0,0.0,12.957712152842117,9.812591475551622,0.0,0.0,0.0,0.0,0.0,17.262029622966764,425.6809093070144,0.0,0.0,0.0,0.0,0.0,349.2260632841654,32.44191097316664,0.0,0.0,0.0,0.0,0.0,55.42171512773217,139.3531043954764,0.0,0.0,0.0,0.0,0.0,390.9823788185112,207.56658075401015,0.0,0.0,0.0,0.0,0.0,2.5307541046508732,330.3543639787584,0.0,0.0,0.0,0.0,0.0,908.599672272789,166.07466777966442,0.0,0.0,0.0,0.0,0.0,382.7609714686305,313.54360521061864,0.0,0.0,0.0,0.0,0.0,210.1320550459151,98.66450718811146,0.0,0.0,0.0,0.0,0.0,79.54118008436589,27.503024101331917,0.0,0.0,0.0,0.0,0.0,45.500660337843726,70.43685730640192,0.0,0.0,0.0,0.0,0.0,384.93920827292396,111.2597738528038,0.0,0.0,0.0,0.0,0.0,210.2373818386531,786.1510742765386,0.0,0.0,0.0,0.0,0.0,1028.0780081081218,22.921181077053344,0.0,0.0,0.0,0.0,0.0,98.80598434222182
4,2095.711825101099,2138.7567426079645,0.0,0.0,0.0,0.0,0.0,8.625865311813003,0.0,0.0,0.0,0.0,0.0,3.5225467643895176,5.98057188931989,0.0,0.0,0.0,0.0,0.0,5.408240128007344,13.786639345312773,0.0,0.0,0.0,0.0,0.0,13.221275803025922,386.85806518336267,0.0,0.0,0.0,0.0,0.0,478.3503423667216,48.66206491242864,0.0,0.0,0.0,0.0,0.0,24.391216405032793,100.6017576811667,0.0,0.0,0.0,0.0,0.0,139.63936651567437,215.3734008711271,0.0,0.0,0.0,0.0,0.0,43.78737855787284,187.3307878682293,0.0,0.0,0.0,0.0,0.0,2.1511652496534928,117.1685413367567,0.0,0.0,0.0,0.0,0.0,51.72300255696189,279.1330235243748,0.0,0.0,0.0,0.0,0.0,139.72199675260126,85.16894236452687,0.0,0.0,0.0,0.0,0.0,85.48747128484592,15.131015471727611,0.0,0.0,0.0,0.0,0.0,13.042157265286091,111.71187374744564,0.0,0.0,0.0,0.0,0.0,8.013360653516832,121.84391197106633,0.0,0.0,0.0,0.0,0.0,240.16494426416602,513.1267394485589,0.0,0.0,0.0,0.0,0.0,537.7574617768162,17.149595845913673,0.0,0.0,0.0,0.0,0.0,67.71470526729422
5,1047.5761843586815,1095.5904818896197,0.0,0.0,0.0,0.0,0.0,18.677667933239036,0.0,0.0,0.0,0.0,0.0,2.65298369663103,1.7197104317035894,0.0,0.0,0.0,0.0,0.0,9.845800715025666,7.8882748108115255,0.0,0.0,0.0,0.0,0.0,8.151523204554971,376.37507262525696,0.0,0.0,0.0,0.0,0.0,80.81476266267012,33.04731496364859,0.0,0.0,0.0,0.0,0.0,33.502724915373236,96.28817443412288,0.0,0.0,0.0,0.0,0.0,8.56556753479624,157.11363084156258,0.0,0.0,0.0,0.0,0.0,25.391075444756616,112.23662477089105,0.0,0.0,0.0,0.0,0.0,4.238737640881712,95.55647522830847,0.0,0.0,0.0,0.0,0.0,59.451891044718785,252.14695899396352,0.0,0.0,0.0,0.0,0.0,112.11545478299384,80.80418353816194,0.0,0.0,0.0,0.0,0.0,183.94021877337764,35.69072074957955,0.0,0.0,0.0,0.0,0.0,29.105266653420074,133.18577652153527,0.0,0.0,0.0,0.0,0.0,133.43274286474426,77.88748665073462,0.0,0.0,0.0,0.0,0.0,71.38724129068868,120.15111006741915,0.0,0.0,0.0,0.0,0.0,298.61738239841407,16.07571991566383,0.0,0.0,0.0,0.0,0.0,44.139522022182554
6,325.3596664820109,536.6206142446487,0.0,0.0,0.0,0.0,0.0,4.197660469068402,0.0,0.0,0.0,0.0,0.0,4.5301397479309715,1.2598605067582356,0.0,0.0,0.0,0.0,0.0,3.6412479613230984,9.922391682398729,0.0,0.0,0.0,0.0,0.0,73.83213956667393,345.7802376189105,0.0,0.0,0.0,0.0,0.0,159.40386942515858,40.38879251225918,0.0,0.0,0.0,0.0,0.0,32.4209402373392,81.07182796489718,0.0,0.0,0.0,0.0,0.0,121.06280772160177,132.79232395693043,0.0,0.0,0.0,0.0,0.0,16.18404818742073,85.65573547246397,0.0,0.0,0.0,0.0,0.0,67.45499648978291,114.74793125557383,0.0,0.0,0.0,0.0,0.0,109.72804510626017,282.03542411789306,0.0,0.0,0.0,0.0,0.0,169.98452231430937,97.29879595074077,0.0,0.0,0.0,0.0,0.0,133.52474079138815,21.22938440405182,0.0,0.0,0.0,0.0,0.0,16.398638656426794,71.81652977046109,0.0,0.0,0.0,0.0,0.0,6.521713880871208,69.37023609772292,0.0,0.0,0.0,0.0,0.0,145.1271629766504,49.362854667788504,0.0,0.0,0.0,0.0,0.0,73.1968578833907,15.516566938031401,0.0,0.0,0.0,0.0,0.0,23.882148838769005
7,72.94120786145243,195.5072344321112,0.0,0.0,0.0,0.0,0.0,13.492652440929247,0.0,0.0,0.0,0.0,0.0,10.687544148173922,6.856126898745546,0.0,0.0,0.0,0.0,0.0,4.534080668384109,14.577725947734644,0.0,0.0,0.0,0.0,0.0,18.588902379158473,331.86721128840236,0.0,0.0,0.0,0.0,0.0,23.155371134640063,28.303173585985196,0.0,0.0,0.0,0.0,0.0,72.16556198112099,44.49777826389529,0.0,0.0,0.0,0.0,0.0,207.60100524980422,91.25316886194865,0.0,0.0,0.0,0.0,0.0,4.655219456677473,87.73507539237768,0.0,0.0,0.0,0.0,0.0,4.9694511801236025,157.78075785218675,0.0,0.0,0.0,0.0,0.0,39.43767831275253,223.61490211867468,0.0,0.0,0.0,0.0,0.0,164.50975120569927,99.33627243506713,0.0,0.0,0.0,0.0,0.0,79.25878193344806,19.016848354405052,0.0,0.0,0.0,0.0,0.0,13.77899754959391,58.731298759194054,0.0,0.0,0.0,0.0,0.0,160.31616032230968,140.10190289053406,0.0,0.0,0.0,0.0,0.0,128.18655953579088,52.15900663433861,0.0,0.0,0.0,0.0,0.0,51.77297984031701,38.0347540899435,0.0,0.0,0.0,0.0,0.0,66.08135364999313
8,130.18717239764806,111.00087614133456,0.0,0.0,0.0,0.0,0.0,5.749074548140583,0.0,0.0,0.0,0.0,0.0,7.574245664554399,5.552275153430351,0.0,0.0,0.0,0.0,0.0,2.9606165837699976,4.374187506172076,0.0,0.0,0.0,0.0,0.0,2.815846943773802,299.49151650720205,0.0,0.0,0.0,0.0,0.0,88.83059900177786,56.79182599126305,0.0,0.0,0.0,0.0,0.0,14.02839672544313,107.75480993457009,0.0,0.0,0.0,0.0,0.0,21.195768627770875,75.00367357577063,0.0,0.0,0.0,0.0,0.0,32.17442013858768,78.0785217037573,0.0,0.0,0.0,0.0,0.0,4.5157092455691865,89.43988958526687,0.0,0.0,0.0,0.0,0.0,9.380963507365273,221.71240480606372,0.0,0.0,0.0,0.0,0.0,222.50553230202684,107.8890109873314,0.0,0.0,0.0,0.0,0.0,29.637395324790145,14.276774831430705,0.0,0.0,0.0,0.0,0.0,11.726430811880933,74.713704415402,0.0,0.0,0.0,0.0,0.0,116.81668360409327,91.11230333703867,0.0,0.0,0.0,0.0,0.0,133.38106778082062,55.8723957171387,0.0,0.0,0.0,0.0,0.0,107.14028132533079,37.962612284807804,0.0,0.0,0.0,0.0,0.0,52.088769182296446
