,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6774399251744327,0.08808060462882743,55.08474576271186,0.08571950529920094,52.5,0.701496786362549,0.07681984840637275,72.5,0.5640445511580087,0.09431516631428094,40.909090909090914,0.6940541021366303,0.13043882834655143,54.54545454545454,0.5031309079201068,0.08695533573613906,50.0,0.7248644099837301,0.11333948758561602,55.55555555555556,0.7029787132997601,0.11683194963676266,46.15384615384615,0.6875692384631243,0.13320625920612322,60.0,0.6837675694246432
1,0.6892311753774791,0.08809572375065879,51.271186440677965,0.08553403468578757,53.125,0.6433551783503275,0.07598961065229001,72.5,0.7637700212600957,0.09452097659926872,50.0,0.6934371257995718,0.1261962061036303,36.36363636363637,0.693090967995582,0.08696926759743405,50.0,0.6621498913160572,0.11865109836205098,50.0,0.6916556230274158,0.1145290536008817,46.15384615384615,0.831348442226943,0.1363566841441389,50.0,0.7252013182099976
2,0.6939905286525404,0.08806660753735139,52.54237288135594,0.08517595803480812,56.25,0.7058562266980944,0.07572396567326281,72.5,0.7620671510386013,0.09454117522046729,50.0,0.6936292940486785,0.12690041841806404,54.54545454545454,0.6876217738487219,0.08755947214088591,50.0,0.6321590362830152,0.11633020801524492,50.0,0.7203014613278804,0.11535187341223496,46.15384615384615,0.6954072757172189,0.1435261557294158,50.0,0.699739386427382
3,0.6936415270970304,0.08810151510711314,52.54237288135594,0.08540251663475629,55.625,0.7036501921564962,0.07535589752285964,72.5,0.758376267218807,0.09453588664428278,50.0,0.6928742450317389,0.1266471476011881,36.36363636363637,0.7392056394043174,0.08735157349540287,50.0,0.7084676856443692,0.11343089250651582,50.0,0.6922075031405377,0.11304647129445891,46.15384615384615,0.7138994837606734,0.15672098418441655,50.0,0.7069979493141298
4,0.692753357774674,0.08804263304223886,49.57627118644068,0.08494737111901919,56.25,0.6620048585465175,0.07517572668375619,72.5,1.107250228819081,0.09453141254554413,54.54545454545454,0.6935321774341254,0.1258865131629922,54.54545454545454,0.7472482043586592,0.08773697838287746,50.0,0.6728746095497967,0.11390879076223387,55.55555555555556,0.7113165239569585,0.11908029496956472,46.15384615384615,0.6283048201131767,0.14049696336238934,60.0,0.6687434147700089
5,0.6933240462146699,0.08800878187813732,47.03389830508475,0.08493073332867326,56.25,0.7248541264883114,0.07492671520137498,72.5,0.7468315372434102,0.09453388174573299,40.909090909090914,0.6933686141623265,0.12687787821962004,54.54545454545454,0.7767702397984722,0.08616690110264333,50.0,0.6703256667190626,0.1151947863283559,44.44444444444444,0.7064936624282011,0.10933218438923795,46.15384615384615,0.7194898868119344,0.1407536446439811,50.0,0.6669876579299475
6,0.6930348755408483,0.08807783835698586,47.88135593220339,0.08414924545950289,57.49999999999999,0.7076594370768922,0.07391260777777146,72.5,0.4823529436495845,0.094534669462661,50.0,0.6930883106414504,0.12753391903148464,54.54545454545454,0.7591979543606429,0.08689435066118294,50.0,0.726328135863184,0.11494113212255724,55.55555555555556,0.677430476320787,0.11406215755371402,46.15384615384615,0.6467939611348135,0.15608485058328003,60.0,0.6783536301319012
7,0.687920206376364,0.08803697807572372,53.813559322033896,0.08231251285333707,58.75,0.7347745826564357,0.07234234010321393,72.5,1.0150428234314754,0.09456903506238165,50.0,0.6930846025279171,0.12615760272739343,54.54545454545454,0.6848553472930916,0.08632606606626766,50.0,0.691350133580144,0.11871464314971122,50.0,0.6769017436687915,0.10845343220306829,46.15384615384615,0.7339976372634356,0.12879225572458763,60.0,0.6764792090495296
8,0.7029817309661911,0.08803609361303928,53.813559322033896,0.08184777047170813,56.875,0.7905136095140716,0.07264905002916104,72.5,0.3912603242876761,0.09418502145992047,50.0,0.692536192239411,0.12530482242400093,54.54545454545454,0.6902276863664116,0.08538826367821412,56.25,0.6840001523105903,0.11902729746245932,50.0,0.6804684939863531,0.10668783551241441,46.15384615384615,0.7071343531130208,0.145586865319898,50.0,0.6871979211327588
