,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6887239693227436,0.11490992307818258,61.111111111111114,0.08654949913645717,50.0,0.6988335341440365
1,0.6912112078611183,0.11530225735174672,61.111111111111114,0.08672796778294309,50.0,0.6895643003577915
2,0.6926720361644233,0.11547177477778423,38.88888888888889,0.08600110252875301,50.78125,0.666299992997174
3,0.6909762992134689,0.11586006730816477,38.88888888888889,0.08463212403964832,52.34375,0.736110188516453
4,0.6958372114927601,0.1158054261808355,38.88888888888889,0.07872900074808709,57.03125,0.5540789070822252
5,0.6922221869360994,0.11595677053498316,44.44444444444444,0.07900352010330594,66.40625,0.6883063204852601
6,0.6569748664170281,0.11694082248080338,38.88888888888889,0.0972777358565661,65.625,0.6390747377387082
7,0.7529910962289816,0.11405664496983377,38.88888888888889,0.09093406170671317,65.625,0.5514141324431577
8,0.6999847534414996,0.11939185533493707,44.44444444444444,0.1115839534754693,64.0625,0.2223334166866431
9,2.338923713867477,1.2842372041076136,44.44444444444444,0.09493556241435935,68.75,0.6326205692126171
10,0.3383400987438357,0.11827587525912223,44.44444444444444,0.1053307694235715,64.0625,0.31803750623396476
11,0.053795742943675715,0.09401068517518886,72.22222222222221,0.08566371334950779,72.65625,0.10303829837287182
12,0.037855266422830144,0.41543994481736024,38.88888888888889,0.10353124641477872,66.40625,0.3095300163449462
13,1.2649536031786819,0.18220116116273,55.55555555555556,0.11747532463169219,68.75,0.7610547769144548
14,0.27004633519316373,0.1215597966838441,72.22222222222221,0.08873539776220202,75.0,1.5898414958079583
15,3.3095845589994175,0.09724134798221433,66.66666666666666,0.08455013554516247,72.65625,0.21740624800741726
16,3.1210824313224244,0.09228929699154984,66.66666666666666,0.09394179420060246,74.21875,0.33766193015673146
17,0.042227797726480186,0.15752346412864324,72.22222222222221,0.07932498084370446,71.875,0.15352189303325975
18,7.469077996350331e-05,0.35920189373502776,72.22222222222221,0.10560008639419895,78.125,0.00703883983431632
19,0.0004218634866115803,0.12525837410026244,72.22222222222221,0.16962720244808305,71.09375,0.00044723402250061435
20,0.00010963590515678982,0.2786181197100305,72.22222222222221,0.11506335487348338,73.4375,0.37208642556812616
