,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6930181896242651,0.6932638524748762,44.97354497354497,0.5454861111111111,0.016666666915019352,0.041666666666666664,0.010416666666666666,0.6423482374250395,63.28125,0.7621651785714285,0.628787886351347,0.5507440576329827,0.8135416731238365,0.6413071027583114,0.7105658066052104,43.75,0.7220238095238095,0.3968254178762436,0.2750000059604645,0.7916666716337204,0.7436432322669807,0.6900097946077008,58.82352941176471,0.5666666666666668,0.5128205219904581,0.4166666666666667,0.6666666666666666,0.6915365400876071,0.6967394453789263,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.6880876127771692,0.694556895256032,23.076923076923077,0.20833333333333331,0.0,0.0,0.0,0.6920982449178336,0.6901072104771483,71.42857142857143,0.6666666666666667,0.8285714387893677,0.7083333432674408,1.0,0.6960768727177734,1.1007165174004307,50.0,0.28125,0.0,0.0,0.0,0.5729244185460283,1.0331219358254689,37.5,0.06666666666666667,0.0,0.0,0.0,1.453240919417918,0.6923522762308405,55.65217391304348,0.5466269841269842,0.0,0.0,0.0,0.6858883433972935
1,0.6906592822099762,0.6929077889274414,56.613756613756614,0.5134424603174604,0.6445138230919838,0.5562004055827856,0.8218253975113233,0.6208379534412204,65.625,0.7709449404761906,0.2083333358168602,0.375,0.14791666809469461,0.6211800705669263,0.6903426470315566,75.0,0.4386904761904762,0.0,0.0,0.0,0.6887829091235714,0.6929439743787774,58.82352941176471,0.35555555555555557,0.8008658091227213,0.7083333333333334,1.0,0.6960815774970277,0.6933171099779837,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6942238871088215,1.0352683296303793,23.076923076923077,0.22619047619047616,0.0,0.0,0.0,0.5988901922092205,0.6933362033295951,35.714285714285715,0.21428571428571427,0.4761904776096344,0.5250000059604645,0.45238097012043,0.7485808625000845,0.7433606007211372,40.0,0.41666666666666663,0.0,0.0,0.0,0.687346555558504,1.3480810389060203,37.5,0.26666666666666666,0.0,0.0,0.0,0.48467254374680274,0.6921283783962635,55.65217391304348,0.5332539682539682,0.0,0.0,0.0,0.6891864471736376
2,0.6884225905130442,0.6936737567195486,46.03174603174603,0.4383680555555556,0.0,0.0,0.0,0.6314794839580377,68.75,0.7254464285714285,0.3705357201397419,0.5520833358168602,0.3239583345130086,0.6993139657938464,0.5962627255825864,75.0,0.5267857142857143,0.0,0.0,0.0,0.5035009234991562,0.6922712267447393,58.82352941176471,0.4513888888888889,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.6927549471181823,0.6937274590874091,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.69433025601424,0.691828398688734,76.92307692307693,0.75,0.8730159103870392,0.7750000059604645,1.0,0.6940076241291888,0.6930606389502328,42.857142857142854,0.3666666666666667,0.6060606241226196,0.625,0.6000000238418579,0.6936461557703593,0.7559874751164671,60.0,0.71875,0.6666666716337204,0.75,0.625,0.47368865325653214,0.7549473270351619,37.5,0.4666666666666667,0.2857142984867096,0.5,0.20000000298023224,0.680252845021785,0.6908687820938774,55.65217391304348,0.5055555555555555,0.0,0.0,0.0,0.6784665356267924
3,0.6728918476400457,0.695464614088307,46.03174603174603,0.45694444444444454,0.0,0.0,0.0,0.827789526961275,68.75,0.7911830357142858,0.35238095559179783,0.6354166679084301,0.2635416705161333,0.8847545265339517,0.5809249245200477,71.875,0.6197916666666666,0.0,0.0,0.0,0.5386343445898569,0.6119038327272717,58.82352941176471,0.6319444444444445,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.243124035203257,0.6947545786652659,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.699997102265059,0.6927046929187662,76.92307692307693,0.5833333333333333,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.6929099079192539,0.6920901811443171,71.42857142857143,0.29166666666666663,0.8285714387893677,0.7083333432674408,1.0,0.6947750284832166,0.9137170892728926,40.0,0.5833333333333333,0.0,0.0,0.0,0.6930668390588053,0.9370145942847992,37.5,0.5333333333333333,0.0,0.0,0.0,0.6214902315534622,0.6877941910417865,55.65217391304348,0.5648015873015874,0.0,0.0,0.0,0.650893898661164
4,0.6923796646029994,0.6948617376629215,46.03174603174603,0.4533482142857143,0.0,0.0,0.0,0.5581570082631674,75.0,0.7894345238095238,0.672840029001236,0.6489583402872086,0.7562500033527613,0.2151564595442411,0.6839824722790471,71.875,0.5267857142857142,0.0,0.0,0.0,0.3515069628565986,0.6767146412112838,52.94117647058824,0.5873015873015873,0.35555556416511536,0.3777777850627899,0.3571428656578064,0.5936138394624134,0.6938566363516926,44.44444444444444,0.45,0.7727272808551788,0.6875,1.0,0.6909184547763257,0.6931273227330688,38.46153846153847,0.7083333333333333,0.25,0.5,0.1666666716337204,0.6928011131003712,0.6926357307339988,71.42857142857143,0.375,0.8285714387893677,0.7083333432674408,1.0,0.6939290382533495,0.9193197060433622,70.0,0.8125,0.7333333492279053,0.5833333432674408,1.0,0.587595463515533,0.6457728715259863,50.0,0.7333333333333333,0.5,0.6666666865348816,0.4000000059604645,0.8275023543275637,0.6685192705262251,55.65217391304348,0.5103571428571428,0.0,0.0,0.0,0.9495643671970404
5,0.6844379559336172,0.695155208026175,46.03174603174603,0.47921626984126986,0.0,0.0,0.0,0.5532876384104409,71.09375,0.8240699404761906,0.6194940581917763,0.6468750033527613,0.7031250018626451,0.11185479637889638,0.759576248042781,56.25,0.8184523809523809,0.40833333879709244,0.3125000074505806,0.7083333358168602,0.23031756420474164,0.6081033473166721,58.82352941176471,0.6180555555555555,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.6598236092434451,0.719997108417894,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.6887106801195145,0.6937502014677859,23.076923076923077,0.4583333333333333,0.0,0.0,0.0,0.6897701703470708,0.6882682510322328,71.42857142857143,0.4,0.8391608595848083,0.7291666567325592,1.0,0.7359783305919962,0.757426283268513,50.0,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.43566251240454557,0.6959401348818633,37.5,0.5333333333333333,0.0,0.0,0.0,0.6648425469191296,0.6867024156754771,55.65217391304348,0.6142460317460317,0.0,0.0,0.0,0.6936070622754354
6,0.7169028535801829,0.6953136717329055,46.56084656084656,0.41247519841269836,0.039682538559039436,0.125,0.02361111156642437,0.6147483294865261,72.65625,0.8482886904761906,0.6076884996145964,0.6562500055879354,0.638690484687686,0.8050423540676043,0.6246683066035458,75.0,0.7458333333333333,0.375,0.5,0.3333333358168602,0.47152923564345556,0.6644306765678623,41.17647058823529,0.5666666666666667,0.25,0.3333333432674408,0.20000000298023224,0.6901033869487552,0.6939517870620708,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6892851507132939,0.6930509030307086,38.46153846153847,0.625,0.34285715222358704,1.0,0.2083333358168602,0.6932148747803099,0.6901117768478596,71.42857142857143,0.43333333333333335,0.8391608595848083,0.7291666567325592,1.0,0.6932456000719842,0.7395871371882506,70.0,0.8125,0.4000000059604645,0.3333333432674408,0.5,0.564776800481446,0.6694077119723297,37.5,0.6,0.2857142984867096,0.5,0.20000000298023224,0.6359613001268146,0.6650658974063686,55.65217391304348,0.5436904761904761,0.0,0.0,0.0,0.6792416197504688
7,0.7068116961406152,0.6950643330308077,46.03174603174603,0.4788690476190476,0.15615079551935196,0.32638888930281,0.11428571616609891,0.6300463015688361,69.53125,0.81640625,0.6579229924827814,0.5898809637874365,0.7843750063329935,0.4274478173614554,0.6420886148639343,75.0,0.724404761904762,0.1666666716337204,0.25,0.125,0.569029890938767,0.6357771831805161,52.94117647058824,0.7000000000000001,0.3000000019868215,0.5,0.22222222884496054,0.7639088615457259,0.6940049250429541,44.44444444444444,0.40625,0.3333333432674408,0.25,0.5,0.5696381498340269,0.6921711426000932,76.92307692307693,0.65,0.8444445133209229,0.9000000059604645,0.800000011920929,0.6940109939676402,0.6933485866609997,42.857142857142854,0.3333333333333333,0.5750000029802322,0.6333333551883698,0.6428571492433548,0.6924575407783149,0.8685450061562385,40.0,0.40625,0.0,0.0,0.0,0.4529381782940427,0.6601862282722091,50.0,0.6666666666666666,0.5,0.6666666865348816,0.4000000059604645,0.5114604723000223,0.6542289896484458,55.65217391304348,0.6078571428571428,0.0,0.0,0.0,0.6595441577629986
8,0.6101263037928337,0.7613863763226547,58.730158730158735,0.5527777777777778,0.686105110992988,0.579761908079187,0.9079861094554266,0.8450461256212821,63.28125,0.7846354166666666,0.640691950917244,0.5174851315096021,0.9010416679084301,0.3068645830996912,0.8483914725804879,50.0,0.5364583333333334,0.4444444626569748,0.3214285746216774,0.75,0.867729638101892,0.5415761279756443,70.58823529411765,0.7027777777777778,0.8564102649688721,0.7638888955116272,1.0,0.56814111694827,0.7516398921370508,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.6978522510588577,0.658216344136876,76.92307692307693,0.45,0.8846153914928436,0.8125,1.0,0.6934981568730753,0.7073819085784753,35.714285714285715,0.5,0.4000000059604645,0.6666666716337204,0.375,0.6850370245519972,0.6787318796090406,60.0,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.5501366441575823,0.5355572742775709,75.0,0.8666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.6093832970445734,0.6795081708055071,55.65217391304348,0.6303174603174604,0.0,0.0,0.0,0.6755561541622869
