,SZ,SZ,SZ,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.8991902293250688,0.09124921808475908,50.0,0.08801882221790976,52.38095238095239,0.6940039757444235
1,0.724949272439387,0.08408155360508514,55.46875,0.08789698308253593,55.026455026455025,0.7138397209595864
2,0.2408041667633961,0.10345906722339404,69.53125,0.08803749975603874,49.2063492063492,0.6932214737144682
3,0.5949248415465486,0.08318806249694116,56.25,0.08801514950471391,50.79365079365079,0.6929400648758635
4,0.5087408432790058,0.07302686373644188,71.09375,0.08750090947621578,58.201058201058196,0.6942337943758963
5,0.7134785778255002,0.08058249853963888,72.65625,0.08767337502668815,56.613756613756614,0.6116152135286737
6,0.4545264660739257,0.09264164123426959,59.375,0.08973292754489784,50.264550264550266,0.5837363163768798
7,0.7108582647843523,0.07135123059412157,68.75,0.0871702701413748,56.613756613756614,0.4965563997109645
8,0.417790198024565,0.06341540362328323,75.78125,0.08604680864193096,60.84656084656085,0.6106737129636531
9,0.22241552480451984,0.06952134861094005,76.5625,0.08685258444959143,56.08465608465608,0.9225239615454894
10,0.39433861918104457,0.10834293801830276,57.8125,0.08584101262202212,51.85185185185185,0.6712169546674454
11,1.283950046030436,0.09113710033157221,75.78125,0.0918379521457988,59.78835978835979,0.5200770417156065
12,0.10306951012433309,0.11778382911265603,72.65625,0.11149996955293179,55.55555555555556,0.4571478473453192
13,0.16591250744086458,0.0823226026903976,75.0,0.0934776140838786,59.25925925925925,0.38687473451158466
14,0.6214107885260377,0.09212764401054407,71.09375,0.09079565759642866,58.730158730158735,0.5995661640819967
15,0.15673107197541153,0.10487103653095113,73.4375,0.097176806054233,57.67195767195767,0.32600312433228884
16,0.3716681777447803,0.09844290463268605,75.0,0.09656405498659133,58.201058201058196,0.16242557398389437
17,0.02072000669833287,0.10271947894671013,75.0,0.10452297859712709,60.84656084656085,0.24008853628319676
18,0.05298425297504419,0.16304566129285125,74.21875,0.14826259957757879,57.67195767195767,0.7105340851292397
19,0.9264824393045772,0.2055876395478987,69.53125,0.1944660428737796,53.96825396825397,2.0052835824105895
20,0.2196621875324667,0.14800722743606257,74.21875,0.16289645449305512,57.67195767195767,0.11246824011274052
21,0.3289874235889048,0.13764457559494525,72.65625,0.16077937436977713,62.96296296296296,0.058402542566620606
22,0.02894457132082809,0.16100068416272525,72.65625,0.15651648012812555,59.25925925925925,0.0594625284727852
23,0.28607814282048183,0.16462974208472933,68.75,0.13543488761406636,56.613756613756614,0.3767637379913084
24,0.41226345954305393,0.13673644294578816,71.875,0.14900064682147668,59.78835978835979,0.5159575943408043
25,0.29031971523033423,0.13258164461201094,71.875,0.11685350973618844,58.201058201058196,0.6841301245244045
26,0.03888856154157937,0.159633097735494,72.65625,0.14840282923291676,59.25925925925925,0.2628112093708083
27,0.02138086495032322,0.23383854402466847,70.3125,0.2056475487959233,60.317460317460316,0.4207218268223178
28,0.07792949481039614,0.13353186627557317,72.65625,0.13893441490059205,59.25925925925925,0.11525312820913858
29,0.05766840109426904,0.2265967076018128,69.53125,0.200049402550487,62.96296296296296,0.0006161822566161354
30,0.031275267709627096,0.23856021122996612,71.875,0.2053669782570422,62.43386243386243,0.5127954607333076
31,0.43632929802154585,0.2297072782355418,71.09375,0.18881995704245477,62.43386243386243,0.07734684522041377
32,0.014705151829419208,0.2210793033351163,71.875,0.1924333307723281,60.84656084656085,0.10183880238846314
33,0.027158100494768838,0.17433235898094487,70.3125,0.1899192880389519,63.49206349206349,0.7821619150492525
34,0.013339314634490895,0.23588343503537135,67.1875,0.23293913459537324,62.43386243386243,0.2843370512613019
35,4.322837451460422e-05,0.3307049861092747,67.96875,0.3003445376242078,55.026455026455025,0.0007317962483284541
36,0.028457994304520506,0.24826380591539862,73.4375,0.28503379257626726,57.67195767195767,0.00029732819912754336
37,0.026477764931697418,0.2179018945743012,70.3125,0.23440865773379738,58.730158730158735,0.004153180587109956
38,0.013888846373056755,0.2807863968232468,70.3125,0.24483262966776254,61.37566137566137,0.007395311145666384
39,0.014785141575489704,0.23989671898011128,72.65625,0.2591061931220849,61.904761904761905,0.16110867735113102
40,0.8596582059314949,0.1858906443684018,71.875,0.23811144054904604,62.96296296296296,0.07284709366048742
41,0.7172830827444047,0.31547111947686,67.1875,0.33056495278063946,55.55555555555556,0.0017983599658005255
42,0.008841920188675226,0.278679647977724,67.1875,0.2502825999206576,63.49206349206349,0.3704119940114847
43,0.003510175331275211,0.19582730416286157,71.09375,0.2391713890366446,59.78835978835979,0.055203415248806766
44,0.001812949373627478,0.20410268236891677,71.875,0.2706978102370484,61.904761904761905,0.0004847202843132443
