,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8102595919134276,0.7662811422829972,55.65217391304348,0.4759920634920635,0.0,0.0,0.0,0.7977829419593956,44.53125,0.6864583333333333,0.578885018825531,0.4140625037252903,1.0,1.2706583571017553,0.6933271974326695,47.08994708994709,0.39556051587301594,0.17728174726168314,0.3472222226361434,0.13065476529300213,0.6941656475185686,0.6047492815499189,75.0,0.6852678571428572,0.0,0.0,0.0,0.6991883133064503,0.7058711517364762,35.294117647058826,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6933322444073028,0.6929835438005836,55.55555555555556,0.3833333333333333,0.0,0.0,0.0,0.691698508629175,0.659070991867013,69.23076923076923,0.6666666666666667,0.8035714328289032,0.75,0.875,0.7806019838012626,0.7151076194852498,40.0,0.35,0.222222238779068,0.25,0.20000000298023224,0.5567774590535944,0.6929158392521249,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.694451918282451,0.6930989631443888,51.21951219512195,0.5209325396825397,0.0,0.0,0.0,0.6931908403514131
1,0.670604242136423,0.6773108991552816,55.65217391304348,0.576388888888889,0.0,0.0,0.0,0.6743950390382888,62.5,0.7066592261904763,0.6440656706690788,0.5260416744276881,0.9281250014901161,1.0983976189924691,0.6929244119141862,46.56084656084656,0.4819940476190477,0.4780018615225951,0.4762896889199813,0.5039682618031899,0.7405675106785705,0.7683633412466757,46.875,0.6095238095238096,0.39230769872665405,0.28125,0.75,0.6020662074246925,0.7204015313081803,41.17647058823529,0.42857142857142855,0.0,0.0,0.0,0.670590342783029,0.6927262224614013,55.55555555555556,0.4375,0.0,0.0,0.0,0.6933985484693704,0.7476573100123987,23.076923076923077,0.7083333333333334,0.0,0.0,0.0,0.72941508942877,0.7018287344506093,50.0,0.71875,0.25,0.25,0.25,0.7329470489518194,0.64425895360188,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6921114298272872,0.6945185865376122,48.78048780487805,0.5194444444444445,0.5468975603580475,0.4166666666666667,0.8333333333333334,0.6836720906466512
2,0.6536456932088368,0.6997926565136989,55.65217391304348,0.5971825396825399,0.0,0.0,0.0,0.5870722142013762,65.625,0.7479166666666668,0.540940660983324,0.5677083376795053,0.5812500044703484,0.7406407057921661,0.7130490136496573,46.56084656084656,0.42614087301587306,0.06825396915276845,0.1875,0.043055556093653045,0.5126297415289891,0.6164599543545108,65.625,0.5595238095238095,0.2916666716337204,0.25,0.375,0.6909712100757255,0.6854989536236972,47.05882352941176,0.6138888888888889,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.6531150195825843,0.6712322588616891,55.55555555555556,0.48333333333333334,0.0,0.0,0.0,1.0189421911222962,0.6782661026734245,69.23076923076923,0.41666666666666663,0.800000011920929,0.800000011920929,0.800000011920929,0.6876387234801081,0.7274040550243657,60.0,0.59375,0.6666666716337204,0.75,0.625,0.6738022843692149,0.6937073540250902,37.5,0.3333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.6922689628605135,0.6931904295237181,48.78048780487805,0.5118055555555555,0.6820771992206573,0.5595238159100214,0.9666666686534882,0.6927672138237732
3,0.5758654719532592,0.6960852741213867,55.65217391304348,0.5863095238095238,0.0,0.0,0.0,0.5750849159934756,69.53125,0.7593005952380953,0.555478896945715,0.5562500040978193,0.6239583324640989,0.35555569470502174,0.6945297416559175,46.03174603174603,0.46041666666666664,0.26717472448945045,0.4277777795990308,0.22569444899757704,0.6916762742409103,0.5395688817160008,75.0,0.5720238095238095,0.125,0.25,0.0833333358168602,0.5600298126557363,0.6646443481388062,64.70588235294117,0.6555555555555556,0.7833333412806193,0.7833333412806193,0.8333333333333334,0.6674979293361203,0.6799342352109354,55.55555555555556,0.45,0.0,0.0,0.0,0.7070811763480803,0.6356316089295382,84.61538461538461,0.6666666666666667,0.9059829413890839,0.8285714387893677,1.0,0.6496239744708306,0.7135116660651228,50.0,0.65,0.7727272808551788,0.6875,1.0,0.6626575526380775,0.6926391131860818,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.7508127767751794,0.7200951052043971,48.78048780487805,0.625,0.4911680966615677,0.4128968268632889,0.6666666666666666,0.7128165155790522
4,0.7619681899474491,0.7125953887364866,55.65217391304348,0.628611111111111,0.0,0.0,0.0,0.6457327680898004,70.3125,0.796875,0.4223214350640774,0.59375,0.37916666828095913,0.8357617999457476,0.8079225339551958,44.97354497354497,0.5069940476190476,0.147222222139438,0.2777777786056201,0.11051587450007598,1.112611328621079,0.6124409195145104,71.875,0.7,0.0,0.0,0.0,1.0653779156435952,0.7179959107850881,47.05882352941176,0.6416666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8030713533509907,0.6870183839759959,55.55555555555556,0.59375,0.0,0.0,0.0,0.6819740524124446,0.612136098830492,46.15384615384615,0.4583333333333333,0.5303030461072922,0.6500000059604645,0.4583333432674408,0.6077250622222667,0.8040324715695334,50.0,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.7304857939238558,0.7171135640881081,37.5,0.5333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.7742366125910524,0.6905184686973408,63.41463414634146,0.6222222222222222,0.6751803954442342,0.6861111174027125,0.7388888945182165,0.6527673713963745
5,0.6323388120111733,0.7126818747347942,55.65217391304348,0.6491666666666667,0.0,0.0,0.0,0.6045900528894461,68.75,0.787388392857143,0.44270833767950535,0.5583333373069763,0.44166667200624943,0.37941340782690963,0.8630120906954059,46.56084656084656,0.5057787698412698,0.30950277174512547,0.5312500024835268,0.25059524302681285,0.4495529298534152,0.6177904106651905,78.125,0.691220238095238,0.4166666716337204,0.5,0.375,0.6086805188267782,0.754085754125342,52.94117647058824,0.7027777777777778,0.24444443980852762,0.6666666666666666,0.15000000099341074,0.6264445692661663,0.8060868456356237,55.55555555555556,0.4375,0.0,0.0,0.0,0.6498007643209672,0.588306637275516,76.92307692307693,0.5833333333333334,0.7857142686843872,0.75,0.8333333432674408,0.7028649696005207,0.7555003093496119,60.0,0.28125,0.6666666865348816,0.550000011920929,0.875,0.6779706047498141,0.7248935334583255,50.0,0.5333333333333333,0.3333333134651184,1.0,0.20000000298023224,0.6714285793302629,0.7158062441045113,56.09756097560976,0.579861111111111,0.6656565765539805,0.6000000139077505,0.8027777870496114,0.6917160586727437
6,0.4412420937159814,0.8121621413193623,55.65217391304348,0.6283333333333334,0.0,0.0,0.0,0.6714118252742748,72.65625,0.8080729166666667,0.5531746130436659,0.7062500044703484,0.5125000039115548,0.9175409856623608,0.8142062868768951,48.148148148148145,0.4918402777777778,0.26640211666623753,0.430555559694767,0.2095238125572602,1.0094290066309135,0.7567209068863876,71.875,0.71875,0.0,0.0,0.0,0.08053660098748797,0.6955060536619802,58.82352941176471,0.6555555555555556,0.3015873034795125,0.6666666666666666,0.20000000298023224,0.36578339051464526,0.7079823028704713,55.55555555555556,0.5166666666666666,0.0,0.0,0.0,1.2475277832252578,0.5855858593688358,61.53846153846154,0.48333333333333334,0.7386363744735718,0.8333333432674408,0.7000000178813934,0.5665007239871588,0.847329915108068,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6537701270589354,0.7499512725455939,50.0,0.4,0.5,0.6666666865348816,0.4000000059604645,0.6665448781784319,0.70295633030276,63.41463414634146,0.5652777777777778,0.5140692740678787,0.4972222298383713,0.5416666716337204,0.6201374462379861
7,0.4250856882279622,0.6532805333587288,55.65217391304348,0.6824999999999999,0.0,0.0,0.0,0.6440842767965762,75.0,0.7324032738095239,0.619444452226162,0.6087797656655312,0.6514880992472172,0.2188115718943947,0.7059654665775142,59.78835978835979,0.6003720238095238,0.5861895084381104,0.59186508692801,0.6361111141741276,0.497741013699831,0.6409527072663976,75.0,0.6822916666666666,0.3333333432674408,0.5,0.25,0.8544364986904757,0.6284865012035761,70.58823529411765,0.7444444444444445,0.2777777910232544,0.3333333333333333,0.23809524377187094,0.31941731086927966,0.6679381287320256,55.55555555555556,0.45,0.0,0.0,0.0,0.6621862334001422,0.7710262834731261,38.46153846153847,0.625,0.3333333432674408,0.5,0.25,0.692994733071941,0.7461618545404064,60.0,0.55,0.38461539149284363,0.3125,0.5,0.8115761072735845,0.6999222638971263,37.5,0.5333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.6942179712243606,0.8453397336094747,46.34146341463415,0.5,0.6258297264575958,0.5273809557159742,0.8194444477558136,0.6418055880671768
8,0.6046150576274003,0.6633285464134937,55.65217391304348,0.5904365079365078,0.0,0.0,0.0,1.0788877753764468,57.03125,0.7881324404761905,0.6055489722639322,0.49136905558407307,0.8989583365619183,0.1504846262924545,0.7112568741327445,56.08465608465608,0.5762400793650793,0.6647799015045166,0.5678571493675312,0.8763888900478681,0.4817961956022794,0.6654174227191374,68.75,0.6875,0.36666667461395264,0.4166666716337204,0.375,0.9061298410083097,0.4554802130866363,76.47058823529412,0.7083333333333334,0.5444444417953491,0.5,0.6111111044883728,0.5558805125005487,0.6630799378805811,55.55555555555556,0.625,0.0,0.0,0.0,0.7283492362964368,0.5642825439408035,69.23076923076923,0.5833333333333333,0.75,0.9166666567325592,0.6666666567325592,0.44280309393845885,0.7090131676150202,50.0,0.78125,0.6666666865348816,0.5,1.0,0.7125572333183592,0.6859683305567946,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6943828453345224,0.7593956144582467,48.78048780487805,0.5555555555555556,0.5232323209444681,0.4166666766007741,0.7166666686534882,0.5121029742280327
