,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.695622665946743,0.6933432840233965,44.34782608695652,0.5082539682539682,0.5991971145073572,0.43888888955116273,1.0,0.6880367154756002,61.71875,0.6685267857142858,0.06666666828095913,0.125,0.046875,0.6950943360473154,0.6932095709520489,46.03174603174603,0.5420138888888889,0.0,0.0,0.0,0.6928489901825158,0.5857436506291631,75.0,0.5011904761904762,0.0,0.0,0.0,0.5705000172390363,0.692363694685743,35.294117647058826,0.5888888888888889,0.0,0.0,0.0,0.8059213834614372,0.6931638103207355,55.55555555555556,0.5166666666666666,0.75,0.7000000029802322,0.8333333432674408,0.6959428005653897,0.6910978418352721,76.92307692307693,0.8333333333333333,0.8730159103870392,0.7750000059604645,1.0,0.6930652117505588,0.6933309462784784,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6932879964681431,2.080706983307802,37.5,0.13333333333333333,0.0,0.0,0.0,0.709845986599218,0.6932445368080067,48.78048780487805,0.531547619047619,0.6767861867944399,0.5625,1.0,0.6919027699569381
1,0.6741261760229583,0.684210709943669,55.65217391304348,0.5959920634920636,0.0,0.0,0.0,0.6807529701318008,65.625,0.6535714285714286,0.18750000186264515,0.375,0.13229166809469461,0.7052646907779808,0.692761275749399,53.96825396825397,0.6034722222222222,0.6808356114973625,0.5406250009934107,1.0,0.6893582686272814,0.6939772506726539,25.0,0.44523809523809527,0.38383839279413223,0.25,1.0,0.6883761880257286,0.831485164695049,41.17647058823529,0.6597222222222222,0.0,0.0,0.0,0.5748970519823032,0.7058691726116538,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.770587109183491,0.818975804090766,23.076923076923077,0.16666666666666666,0.0,0.0,0.0,0.631835534067345,0.6933041293797271,50.0,0.21875,0.6666666865348816,0.5,1.0,0.6936469845727355,0.8531841673418508,37.5,0.13333333333333333,0.0,0.0,0.0,0.6650386294648385,0.6879694675010181,48.78048780487805,0.6430555555555556,0.5303215409318606,0.4166666666666667,0.8333333333333334,0.6930521578843527
2,0.692889843143082,0.720104370698913,55.65217391304348,0.5147222222222223,0.0,0.0,0.0,0.6260828633767734,63.28125,0.6544642857142858,0.5335452817380428,0.5010416731238365,0.6260416693985462,0.607566813000004,0.7342306389666403,46.03174603174603,0.47792658730158727,0.0,0.0,0.0,0.8150165967314833,0.6849750363922755,71.875,0.5708333333333333,0.0,0.0,0.0,0.6783138388596204,0.7975123785845429,47.05882352941176,0.6555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5473336333388044,0.7623527658664835,44.44444444444444,0.45,0.7727272808551788,0.6875,1.0,0.6522485782305075,0.6405187723777495,76.92307692307693,0.29166666666666663,0.8730159103870392,0.7750000059604645,1.0,0.6597724161277606,0.6933188594234203,50.0,0.1875,0.6666666865348816,0.5,1.0,0.6910755409146954,0.6934524698887496,50.0,0.4,0.6666666865348816,0.5714285969734192,0.800000011920929,0.6712166597030867,0.693226339068358,48.78048780487805,0.29583333333333334,0.11111111442248027,0.16666666666666666,0.08333333333333333,0.6925877890459773
3,0.6314266985520665,0.6934857407230139,55.65217391304348,0.4658333333333333,0.0,0.0,0.0,0.8309699315618427,66.40625,0.7016741071428572,0.21666666865348816,0.375,0.1666666679084301,0.35044914380499087,0.7761735268669894,46.56084656084656,0.48784722222222227,0.011904762436946234,0.041666666666666664,0.006944444651405017,1.1391390737637748,0.6280410274015696,75.0,0.4095238095238095,0.0,0.0,0.0,0.4037272744602761,0.7378807992918168,47.05882352941176,0.6416666666666667,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.6259174578346045,0.822448459460027,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.7260975189793254,0.49011398577794785,76.92307692307693,0.7916666666666667,0.8730159103870392,0.7750000059604645,1.0,0.7969708060893272,0.6937086286828356,50.0,0.55,0.7727272808551788,0.6875,1.0,0.6417918640049695,1.2977816986638646,37.5,0.26666666666666666,0.0,0.0,0.0,0.6356300008582538,0.6938832774763272,48.78048780487805,0.3513888888888889,0.545299157500267,0.4166666666666667,0.8333333333333334,0.6933109061772829
4,0.6862632607052429,0.6850010737426124,55.65217391304348,0.5412301587301587,0.0,0.0,0.0,0.5705394872994702,67.96875,0.720200892857143,0.333531754091382,0.43020833656191826,0.28958333656191826,0.649168000153714,0.7150925625705806,46.03174603174603,0.6004712301587302,0.0,0.0,0.0,0.681852195480461,0.5387828162819677,75.0,0.5773809523809523,0.0,0.0,0.0,0.5667696533919757,1.1207653607330548,41.17647058823529,0.6388888888888888,0.0,0.0,0.0,0.4169787965889576,0.6938948378956835,55.55555555555556,0.35,0.7999999821186066,0.7142857164144516,1.0,0.7291932079562017,0.6496008621501356,46.15384615384615,0.5,0.6060606241226196,0.800000011920929,0.5,0.7265569387236637,0.6933415440035288,60.0,0.375,0.6969697177410126,0.5357142984867096,1.0,0.6942165563065638,1.4481938743535485,37.5,0.2,0.0,0.0,0.0,1.25398852179715,0.6936246255303792,43.90243902439025,0.43263888888888885,0.6380471438169479,0.5357142960031828,0.8416666686534882,0.6918653921791196
5,0.7405560520291221,0.6722756461659554,55.65217391304348,0.5766666666666667,0.0,0.0,0.0,0.5721158534490515,67.96875,0.7350074404761904,0.4763392824679613,0.5989583376795053,0.46875000186264515,0.6643737723438261,0.701601196095332,47.61904761904761,0.5848958333333333,0.22387566169102988,0.3784722238779068,0.17430555820465088,0.6834129330592693,0.5769004848645192,71.875,0.5785714285714285,0.0,0.0,0.0,0.4331158284290139,0.6628358938186878,47.05882352941176,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5752180963620332,0.6941082914157639,44.44444444444444,0.35,0.7727272808551788,0.6875,1.0,0.6932885956918677,0.6944921400599587,30.76923076923077,0.55,0.25,0.3333333432674408,0.20000000298023224,0.5760885053518846,0.6935629304355951,50.0,0.78125,0.25,0.25,0.25,0.6219817017651841,0.8518083524062686,37.5,0.2,0.0,0.0,0.0,0.6946529922887846,0.692940172242512,46.34146341463415,0.6166666666666666,0.5322455366452535,0.4047619054714839,0.7916666666666666,0.7047611081113405
6,0.6788753396477862,0.6907991040232176,55.65217391304348,0.6362698412698412,0.0,0.0,0.0,0.6345233456612591,71.09375,0.7434895833333333,0.49563492834568024,0.6145833358168602,0.46250000409781933,0.19480809754797598,0.7239862508267007,45.5026455026455,0.5723958333333333,0.035714286069075264,0.07638888930281003,0.02569444477558136,0.6303807393223809,0.6277406440624237,75.0,0.575595238095238,0.0,0.0,0.0,0.3421070236734356,0.7802338903973701,47.05882352941176,0.7569444444444445,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.4451304718158081,0.6939609782861068,44.44444444444444,0.41666666666666663,0.7727272808551788,0.6875,1.0,0.6919235808434422,0.6658680191023947,69.23076923076923,0.5833333333333333,0.6785714328289032,0.75,0.625,0.6748225389324883,0.6936528348026233,60.0,0.3833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.4939013848461642,0.808983736206888,37.5,0.3333333333333333,0.0,0.0,0.0,0.8536961272963471,0.6935091661724113,43.90243902439025,0.4604166666666667,0.4760942856470744,0.3769841293493907,0.6694444517294565,0.695114592681546
7,0.6297140143689054,0.6791363067196555,55.65217391304348,0.6623412698412697,0.0,0.0,0.0,0.6266929379636328,70.3125,0.7989211309523809,0.5909722317010164,0.6125000007450581,0.6885416675359011,0.20832027903307357,0.7001745245169022,56.08465608465608,0.6059275793650795,0.5185712439318498,0.6222222298383713,0.49831349961459637,0.47761387469778394,0.604265375970247,71.875,0.5819940476190476,0.36666667461395264,0.5,0.3958333358168602,0.35151473650596776,0.6075136848615189,64.70588235294117,0.7444444444444445,0.4523809552192688,0.5555555621782938,0.38333333532015484,0.5606596718535976,0.6945797839253095,44.44444444444444,0.25,0.3333333432674408,0.25,0.5,0.6935798084855479,0.9373930725811065,30.76923076923077,0.625,0.3333333432674408,0.5,0.25,0.5568512010279737,0.7037340345015246,40.0,0.65625,0.0,0.0,0.0,0.627718230897751,0.6949089248228187,37.5,0.26666666666666666,0.0,0.0,0.0,0.6408612512864698,0.6928436857874253,51.21951219512195,0.49513888888888885,0.5592592855294546,0.5452381024758021,0.583333338300387,0.6904678734186123
8,0.5468691691540275,0.7180412450550759,55.65217391304348,0.6656746031746031,0.0,0.0,0.0,0.692382921023234,72.65625,0.7848958333333333,0.5315476283431053,0.6302083358168602,0.5093750059604645,0.24682963716609604,0.9115138339017615,47.08994708994709,0.592013888888889,0.18627645447850227,0.3888888905445735,0.1284722238779068,0.14272614381186968,0.7953699365803014,71.875,0.6583333333333333,0.375,0.5,0.3333333358168602,0.17388464312296453,0.7157217882205238,52.94117647058824,0.7236111111111111,0.19047619899113974,0.3333333333333333,0.13333333532015482,0.5031113793252192,0.6949016747106601,11.11111111111111,0.25,0.5,0.5,0.5,0.701272455288133,1.5124158957294098,23.076923076923077,0.5833333333333333,0.0,0.0,0.0,0.6064832283455907,0.6935413688000838,50.0,0.71875,0.6666666865348816,0.5,1.0,0.7190152814990649,1.2208686113282212,37.5,0.06666666666666667,0.0,0.0,0.0,0.52598308534937,0.6928509844933688,51.21951219512195,0.5,0.3055555522441864,0.5,0.2555555577079455,0.6925924404082355
