,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7023771878467003,0.6933510037335587,49.2063492063492,0.46666666666666673,0.0,0.0,0.0,0.6984112991916971,57.03125,0.62109375,0.5476190615445375,0.6052083373069763,0.5666666720062494,0.6930539190456763,0.5029304462732698,80.64516129032258,0.6101190476190477,0.0,0.0,0.0,0.6590846359280923,0.6937469755968584,47.05882352941176,0.32222222222222224,0.7230769296487173,0.6369047661622366,0.8888888955116272,0.6934906388454818,1.2038017138494448,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6629522850410169,0.6922804057896107,53.84615384615385,0.7291666666666667,0.0,0.0,0.0,0.6934835183075337,0.6916698287616977,60.0,0.16666666666666666,0.7179487347602844,0.5625,1.0,1.3932686849675224,0.6375428867612226,75.0,0.25,0.8571428656578064,0.75,1.0,0.7451109423702776,0.6941210346818416,33.04347826086956,0.610952380952381,0.4591971089442571,0.31666666666666665,0.9333333333333333,0.6925281472890363,0.6827395654045755,56.09756097560976,0.5090277777777777,0.7508602639039358,0.625,1.0,0.6886124329676544
1,0.694490203241116,0.6930823948359716,50.79365079365079,0.5972718253968253,0.6462472832451264,0.5031250001241764,1.0,0.715389122972628,50.0,0.6483630952380953,0.02500000037252903,0.0625,0.015625,0.6895040316515146,0.6927333187177678,74.19354838709677,0.6324404761904762,0.24285713583230972,0.2291666716337204,0.375,0.6935852633911367,0.6936687563358802,47.05882352941176,0.3125,0.7373737295468649,0.642857144276301,0.9166666666666666,0.6929768439386287,0.7627516278534853,55.55555555555556,0.48333333333333334,0.38461539149284363,0.3125,0.5,1.258985317143931,0.6930341058666115,46.15384615384615,0.6770833333333333,0.6190476417541504,0.45000000298023224,1.0,0.6904170416008433,0.692518000673851,60.0,0.41666666666666663,0.4285714328289032,0.375,0.5,0.6916979413573663,0.602813949901739,75.0,0.3333333333333333,0.8571428656578064,0.75,1.0,0.6726354841587389,0.6883692191123019,66.95652173913044,0.4589285714285714,0.0,0.0,0.0,0.6923361755278264,0.6919001730494092,56.09756097560976,0.6131944444444445,0.5988456110159556,0.4791666666666667,0.8333333333333334,0.6924137972221013
2,0.6933290959810303,0.6928195001395423,49.2063492063492,0.44315476190476194,0.0,0.0,0.0,0.7434336957048426,56.25,0.6505208333333334,0.23244047351181507,0.5625,0.15416666958481073,0.6835458191492849,0.48052199364607356,80.64516129032258,0.6726190476190477,0.0,0.0,0.0,0.5239981334134277,0.6945819665788749,41.17647058823529,0.2111111111111111,0.389743576447169,0.3333333432674408,0.5,0.696508310028862,0.6633283648285138,44.44444444444444,0.6166666666666667,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.7170770915002912,0.6987468236547237,53.84615384615385,0.75,0.6749999821186066,0.5142857283353806,1.0,0.6916185615716621,0.6924838617592075,60.0,0.375,0.8333333432674408,0.75,1.0,0.6912958322966084,1.0238259175563094,25.0,0.5,0.0,0.0,0.0,0.6621908676674809,0.6852341203874502,66.95652173913044,0.43912698412698414,0.0,0.0,0.0,0.6750514096401133,0.6925375808510305,46.34146341463415,0.5416666666666666,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.6953433875594647
3,0.6918719780812819,0.6931091840231551,53.96825396825397,0.540798611111111,0.45875120783845585,0.5159722293416659,0.45694445197780925,0.7519292229551798,62.5,0.6464285714285715,0.3802083358168602,0.671875,0.2861607186496258,0.6848080713062469,0.6677546624793615,77.41935483870968,0.5119047619047619,0.0,0.0,0.0,0.6921477658616831,0.6938080784525865,47.05882352941176,0.5,0.0,0.0,0.0,0.6908637376936525,0.8137266644406908,44.44444444444444,0.40625,0.0,0.0,0.0,0.7196387809735705,0.9054826256664493,46.15384615384615,0.78125,0.6190476417541504,0.45000000298023224,1.0,0.6646195836210871,0.7770488957220718,40.0,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7246979638074011,0.5553914347240928,75.0,0.5833333333333334,0.8571428656578064,0.75,1.0,0.6722363869310777,0.6828475231388128,66.95652173913044,0.4028968253968254,0.0,0.0,0.0,0.6619549966491596,0.6865978697346701,58.536585365853654,0.6256944444444444,0.5813131481409073,0.5079365223646164,0.6833333373069763,0.6895672547899988
4,0.8034032319743462,0.6917597695155361,49.735449735449734,0.5134424603174604,0.028571429351965588,0.08333333333333333,0.017361111318071682,1.3376089688415727,60.9375,0.7002604166666667,0.35357143357396126,0.59375,0.2739583356305957,1.4298708026057412,0.9970845207830616,80.64516129032258,0.75,0.0,0.0,0.0,0.19281025343462763,0.7023693949508379,11.76470588235294,0.16666666666666666,0.1333333452542623,0.13333333532015482,0.13333333532015482,0.6980608479890759,0.7710767232648538,33.33333333333333,0.375,0.7000000029802322,0.6666666716337204,0.75,0.584363005313891,0.8129278753602505,53.84615384615385,0.5166666666666666,0.20000000298023224,0.25,0.1666666716337204,0.5619658699397596,0.7071860410161909,50.0,0.5,0.27272728085517883,0.30000001192092896,0.25,0.8371055290622464,2.139389037771138,25.0,0.08333333333333333,0.0,0.0,0.0,0.42496429365558197,0.6798566694979443,66.95652173913044,0.4008730158730159,0.0,0.0,0.0,0.6730649174164993,0.7396422583329781,51.21951219512195,0.5868055555555555,0.289682537317276,0.3611111144224803,0.261111115415891,0.8966070050996786
5,1.0174941006335672,0.8345092059860495,51.32275132275132,0.5614583333333333,0.6559077613055706,0.510119050120314,0.9791666666666666,0.7179883653130652,71.09375,0.8093750000000001,0.6455086693167686,0.7239583358168602,0.6812500040978193,0.6327998173076644,0.5271807854493294,83.87096774193549,0.6916666666666667,0.1666666716337204,0.25,0.125,1.083388178251947,0.7243324569180857,52.94117647058824,0.16666666666666666,0.7715617815653483,0.6666666666666666,1.0,0.983160403239286,0.9952264733617532,44.44444444444444,0.34375,0.0,0.0,0.0,0.7951058832087972,0.825218125626746,53.84615384615385,0.4666666666666667,0.5714285373687744,0.5,0.6666666865348816,0.594252410176293,1.1030571437282681,40.0,0.59375,0.0,0.0,0.0,0.6252341799287128,1.3896076121590413,25.0,0.6666666666666666,0.0,0.0,0.0,0.6067439713218462,0.6872204616096355,66.95652173913044,0.5084126984126984,0.0,0.0,0.0,0.662672196153445,0.6830670843657117,60.97560975609756,0.5944444444444444,0.59621861577034,0.5001984188954035,0.75,0.6342704920663726
6,0.5857867335603751,0.696739861225568,51.32275132275132,0.5716765873015873,0.6182387185593446,0.5135912777235111,0.8534722241262594,0.6249497623159789,72.65625,0.8018229166666666,0.6541666686534882,0.8031250014901161,0.5854166727513075,0.5973016938616735,0.4553336590910374,80.64516129032258,0.6416666666666667,0.0,0.0,0.0,0.5744294037281247,0.6947023188851548,23.52941176470588,0.20833333333333334,0.0,0.0,0.0,0.6936200421630275,0.7033102003140177,44.44444444444444,0.5,0.0,0.0,0.0,0.8517342131402414,0.773460335061759,61.53846153846154,0.75,0.6500000059604645,0.7000000029802322,0.6666666865348816,0.4777249829911138,0.7156342129840357,50.0,0.5,0.1428571492433548,0.5,0.0833333358168602,0.6948140289781303,0.5301838685982854,87.5,0.9166666666666666,0.9230769276618958,0.8571428656578064,1.0,0.7672753064138632,0.6851385012564046,66.95652173913044,0.49507936507936506,0.0,0.0,0.0,0.6735533748268392,0.6942688012001451,65.85365853658537,0.6590277777777778,0.7384559909502665,0.7087301711241404,0.8055555621782938,0.6911760218064781
7,0.6418304903274373,0.6915781714671064,57.14285714285714,0.592609126984127,0.5928573881586393,0.5927083430190881,0.6582341343164444,0.6048833593949055,74.21875,0.8377232142857143,0.7118589989840984,0.7494047675281763,0.7208333406597376,0.4844404260226014,0.4583380415183248,77.41935483870968,0.6333333333333333,0.2666666731238365,0.3333333358168602,0.25,0.2676179038412111,0.694088375542097,35.294117647058826,0.3,0.0,0.0,0.0,0.6927560011802096,0.6939159777331978,44.44444444444444,0.375,0.722222238779068,0.7000000029802322,0.75,0.69456181905402,0.8015196711132986,53.84615384615385,0.65625,0.6493506729602814,0.48571430146694183,1.0,0.691064368200546,0.8475181029697592,50.0,0.5,0.20000000298023224,0.5,0.125,0.6664893539204518,0.6848077129999095,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,0.6247062228678403,0.6784246036077154,66.95652173913044,0.5089682539682541,0.0,0.0,0.0,0.6840405692569946,0.6892615286290054,63.41463414634146,0.6395833333333333,0.5972805221875509,0.5349206477403641,0.7333333392937978,0.6886629657100388
8,0.6936700120794699,0.6772212922501604,58.730158730158735,0.5831597222222222,0.6372481733560562,0.5663690567016602,0.7909722266097864,0.6556169689264092,72.65625,0.8226190476190476,0.6968826502561569,0.6825892906636,0.7671130988746881,0.12518261371822356,0.48858326893355314,83.87096774193549,0.6041666666666666,0.375,0.375,0.375,0.3073007308932207,0.6939002768832337,29.411764705882355,0.2916666666666667,0.2962963084379832,0.23333333432674408,0.4166666666666667,0.692959008612277,0.6948070819802606,33.33333333333333,0.3125,0.0,0.0,0.0,0.7067185049498489,0.7146653062795318,69.23076923076923,0.7604166666666667,0.6500000059604645,0.5833333432674408,0.75,0.7729618661637621,0.9079851258601318,40.0,0.7333333333333334,0.0,0.0,0.0,0.5927469849780341,0.873967756485436,25.0,0.9166666666666666,0.0,0.0,0.0,0.44576716532438687,0.6903774104549849,66.95652173913044,0.5411111111111111,0.0,0.0,0.0,0.6527679322074346,0.6894304519788196,60.97560975609756,0.5311507936507937,0.6699300706386566,0.6436507999897003,0.7190476258595785,0.6041073103224924
