,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
9,0.6275424876502884,0.6797552348005532,43.90243902439025,0.586111111111111,0.06666666766007741,0.16666666666666666,0.041666666666666664,0.9120485283296873,64.0625,0.8479166666666665,0.43184524588286877,0.739583333954215,0.3229166707023978,0.08410652209890261,0.6837085065281845,54.4973544973545,0.6223214285714287,0.3785383639236291,0.5520833345750967,0.3316468298435211,0.7588375635671578,0.7365605802944298,80.64516129032258,0.7916666666666666,0.0,0.0,0.0,0.24286982989597924,0.2697285497826303,88.23529411764706,0.8333333333333334,0.5696969827016195,0.6666666666666666,0.5,0.2967340353252398,0.7597815902291265,55.55555555555556,0.5166666666666666,0.1666666567325592,0.5,0.10000000149011612,0.6656396053010835,0.6919020506340685,46.15384615384615,0.6166666666666667,0.2857142686843872,0.25,0.3333333432674408,0.7818082433467799,0.6694687408178073,60.0,0.625,0.375,0.375,0.375,0.5365715677566947,0.7263740109045255,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.6230209722312748,0.677964353541232,65.21739130434783,0.5669444444444445,0.1838095247745514,0.2,0.17222222288449604,0.9532111605560628
10,0.5411954755410572,0.680855875496213,43.90243902439025,0.6013888888888889,0.11111111442248027,0.11111111442248027,0.11111111442248027,1.0032300900857603,64.0625,0.8421875000000001,0.42251985147595406,0.734375,0.3177083386108279,1.801173819039111,0.7231840062029562,52.910052910052904,0.6389632936507936,0.2544642848273118,0.4722222238779068,0.18591270223259926,1.4623579820637853,0.5225874705687952,83.87096774193549,0.725,0.25,0.25,0.25,0.09240571113811197,0.296275250601362,88.23529411764706,0.8333333333333334,0.9166666666666666,1.0,0.8666666746139526,0.23807913882298587,0.6749002945048803,66.66666666666666,0.59375,0.7857142686843872,0.8333333432674408,0.75,0.7874976373024977,0.6138137884711707,53.84615384615385,0.7166666666666667,0.625,0.5000000149011612,0.8333333432674408,0.6905711587274994,0.6722102901365103,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.6044560653110949,0.734863581877955,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.659474604297342,0.6705318190061894,60.86956521739131,0.539920634920635,0.18031745950380962,0.21777778069178264,0.1911111126343409,0.46368283149010237
11,0.6644628159841535,0.6902542516822863,68.29268292682927,0.6104166666666667,0.7031746258338293,0.6972222278515497,0.725000003973643,0.5763740952819114,80.46875,0.8428943452380954,0.7883883677423,0.7925595249980688,0.8510416708886623,0.15027600525743554,0.6773513459462699,58.201058201058196,0.6430059523809524,0.5354076599081358,0.5756944511085749,0.5852182613064846,0.6003171955793098,0.5038583030895935,83.87096774193549,0.6875,0.5416666716337204,0.625,0.5,0.043628414678327045,0.3580441386254853,76.47058823529412,0.7916666666666666,0.8666666746139526,0.7777777910232544,1.0,0.9954983457486104,0.6433907026516176,66.66666666666666,0.53125,0.8333333432674408,0.800000011920929,0.875,0.47184675762492767,0.6951922290838978,69.23076923076923,0.9166666666666667,0.75,0.6666666716337204,1.0,0.6218645030867349,0.6222544244884928,60.0,0.8333333333333333,0.7179487347602844,0.5625,1.0,0.6726822929798669,0.6403361109892451,62.5,0.8333333333333334,0.6666666865348816,1.0,0.5,0.7406355614603547,0.6774105308111978,57.391304347826086,0.5715079365079366,0.48349207639694214,0.40460317929585776,0.6366666694482167,0.7863173831817829
12,0.7593835963893982,0.6728216042010714,68.29268292682927,0.7034722222222222,0.7345238129297892,0.741666667163372,0.8361111183961233,0.6334867865335796,78.90625,0.8369047619047619,0.7733287625014782,0.7092261957004666,0.888392860069871,0.20591576920559573,0.9044383968920372,56.08465608465608,0.6701140873015873,0.6620865364869436,0.5422123080740372,0.9062500024835268,0.5087998612149234,0.6614712667780344,70.96774193548387,0.8041666666666667,0.5416666716337204,0.6000000014901161,0.5416666716337204,0.340007680017315,0.2736606732083051,82.35294117647058,0.8333333333333334,0.5696969827016195,0.5,0.6666666666666666,0.5865663683991276,0.7017029068524894,55.55555555555556,0.55,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.5701796184324177,0.7324019456735928,46.15384615384615,0.5166666666666667,0.36666667461395264,0.4166666716337204,0.3333333432674408,0.47553813910960213,0.9443835100989929,50.0,0.7,0.25,0.3333333432674408,0.20000000298023224,0.7741029485805759,0.6356643211377836,87.5,0.9166666666666666,0.9090909361839294,1.0,0.8333333134651184,0.6436600938275873,0.6563981387077864,50.43478260869565,0.5202777777777778,0.23216931621233622,0.2577777812878291,0.2888888895511627,0.4709705320042906
13,0.5918459483958249,0.6827100867198089,51.21951219512195,0.6421626984126985,0.3161375770966212,0.5,0.2476190502444903,0.9190279266233315,59.375,0.8721726190476191,0.29176587983965874,0.5416666679084301,0.22514881286770105,1.4923717287603775,0.6956876942501324,53.96825396825397,0.6666418650793651,0.19136904800931612,0.3611111119389534,0.13819444552063942,0.3472266795116778,0.6338942109937199,80.64516129032258,0.7291666666666667,0.0,0.0,0.0,0.17452749465573622,0.3520018983601955,82.35294117647058,0.8333333333333334,0.5629629890124003,0.6666666666666666,0.4888888994852702,0.558422658900923,0.9278392467757511,44.44444444444444,0.53125,0.0,0.0,0.0,0.6351855951914875,0.6708464973648918,46.15384615384615,0.7333333333333334,0.6285714358091354,0.5178571492433548,0.8333333432674408,0.9368301583154426,0.6280963687016923,70.0,0.5,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.2702307646597041,0.7775943496627998,25.0,0.8333333333333334,0.0,0.0,0.0,0.4336647403083745,0.7039666046669266,66.08695652173913,0.6098809523809524,0.07777777910232545,0.11111111243565877,0.0600000003973643,0.9159361430625081
14,0.3736102762407266,0.7648422029150503,48.78048780487805,0.5916666666666667,0.25,0.4444444477558136,0.17777778208255768,0.7729766198370324,72.65625,0.8507812499999999,0.6758162062615156,0.8072916679084301,0.617708339355886,0.7042995705845517,0.7043433556269059,58.730158730158735,0.692485119047619,0.49474206815163296,0.6854166705161333,0.4375992088268201,0.45445443773934374,0.4613589787325437,87.09677419354838,0.8184523809523809,0.3333333432674408,0.5,0.25,0.8869322908376027,0.2652240923551351,88.23529411764706,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.5333333412806193,0.4927878906910255,0.776770210655577,44.44444444444444,0.59375,0.0,0.0,0.0,0.4942042711850078,0.6151622809727988,69.23076923076923,0.9583333333333333,0.7142857313156128,0.7000000029802322,0.875,0.6700889025311593,0.6822151542231055,70.0,0.625,0.8636363744735718,0.7857142984867096,1.0,0.35878112403757134,0.7432384185308728,37.5,0.75,0.2857142984867096,1.0,0.1666666716337204,0.6785542959902373,0.7360675937361728,66.95652173913044,0.5050793650793651,0.09333333373069763,0.2,0.061111112435658775,0.5613077813270008
15,0.7437908334623742,0.6847493097181132,65.85365853658537,0.5246031746031746,0.5797258416811625,0.5202381064494451,0.7111111183961233,0.712263893856067,79.6875,0.8677083333333334,0.8014745861291885,0.7526041716337204,0.8916666693985462,0.033201691189471826,0.7546850804566058,62.43386243386243,0.6470238095238096,0.567188368489345,0.6409722256163756,0.5771329384297132,0.8907462819934405,0.4678919350161771,77.41935483870968,0.7642857142857142,0.20000000298023224,0.25,0.1666666716337204,0.08203670362002256,0.18362124227951207,88.23529411764706,0.8333333333333334,0.8962963223457336,1.0,0.8222222328186035,0.5271916130929167,0.7106934456356188,66.66666666666666,0.53125,0.8333333432674408,0.800000011920929,0.875,0.18819706955290424,0.5309275301800432,84.61538461538461,0.75,0.4545454680919647,0.5,0.4166666567325592,0.4484220048423569,0.5425441043379455,90.0,0.8333333333333333,0.9545454680919647,0.9166666567325592,1.0,0.6216114906985392,0.8526275714883533,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,0.77015871942347,0.6936377475737581,63.47826086956522,0.6092063492063492,0.2279365122318268,0.38888888955116274,0.1833333343267441,0.346152664708758
16,0.574640390934357,0.6770716789547796,63.41463414634146,0.6083333333333333,0.72099569439888,0.700000007947286,0.800000011920929,0.9095849207566696,68.75,0.8484375000000001,0.56775794737041,0.7427083365619183,0.48958333767950535,0.01608611134242276,0.6814967555936805,63.49206349206349,0.6009424603174603,0.47902237872282666,0.6312500027318796,0.43750000186264515,0.6956613777480856,0.5126329503913003,83.87096774193549,0.7522321428571428,0.2666666731238365,0.375,0.3125,0.09942289645988905,0.14676593838148203,94.11764705882352,0.8333333333333334,0.9629629850387573,1.0,0.9333333373069763,0.33427457555599355,0.9692905954966248,33.33333333333333,0.625,0.0,0.0,0.0,0.2679512592816799,0.6422998641333143,61.53846153846154,0.8833333333333333,0.7083333432674408,0.550000011920929,1.0,0.6306122681152325,1.0393004454824293,50.0,0.5,0.1666666567325592,0.5,0.10000000149011612,0.24815263225509718,0.7545713013771085,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.6427451078665583,0.6843665288407207,54.78260869565217,0.5523809523809524,0.36161394119262696,0.3520634949207306,0.45333333512147267,0.6927165867067686
17,0.6378369136217629,0.6871024333980122,68.29268292682927,0.5868055555555555,0.7750000258286794,0.7273809611797333,0.8416666686534882,0.8149327024824558,78.90625,0.83828125,0.8066107705235481,0.7123511955142021,0.9593750014901161,0.012467102202825828,0.6989842999339699,60.84656084656085,0.6515624999999999,0.6362690689663092,0.5831349305808544,0.7451388947665691,0.48702028026241384,0.39189324639528933,83.87096774193549,0.7904761904761904,0.559523805975914,0.5,0.6666666716337204,0.316642120519589,0.18718757942700573,88.23529411764706,0.8333333333333334,0.9259259700775146,0.8666666746139526,1.0,0.1488918396759585,0.7528020568635289,55.55555555555556,0.5166666666666666,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.304506484621901,0.5011463499462765,76.92307692307693,0.9333333333333333,0.8333333432674408,0.75,1.0,1.3635619433022577,0.5785763688032822,80.0,0.8666666666666667,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.355595835510267,0.6939364340730338,62.5,0.9166666666666666,0.6666666865348816,1.0,0.5,0.47356769416488903,0.670474057073855,56.52173913043478,0.5716666666666667,0.43239538073539735,0.35746032297611235,0.6222222248713175,0.44823017137647375
18,0.6922973205258617,0.7554837116675486,48.78048780487805,0.6277777777777778,0.20634921391805014,0.4166666666666667,0.1444444457689921,0.8434671095497676,71.875,0.8705729166666667,0.6668650954961777,0.8447916693985462,0.6062500029802322,0.21530440969243406,0.8981539756847335,60.84656084656085,0.6170138888888889,0.5419763140380383,0.6805555609365305,0.4870039739956458,0.06543668005769251,0.5907406481359847,87.09677419354838,0.7125,0.375,0.5,0.3333333358168602,0.02249736631868278,0.13475418708583492,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10645500802441907,0.938721481993779,66.66666666666666,0.55,0.2857142984867096,0.5,0.20000000298023224,1.2171335426589565,0.6455059268216328,69.23076923076923,0.6166666666666667,0.5,1.0,0.3333333432674408,0.4634520090942378,0.6043906972488544,80.0,0.65625,0.875,0.875,0.875,0.23500392037732692,0.7400371894253354,25.0,0.9166666666666666,0.0,0.0,0.0,0.6854935477816473,0.8703561777595551,68.69565217391305,0.5792063492063492,0.08888888756434123,0.2,0.05777777930100759,0.4883371274594549
19,0.750102532845987,0.7017148787803408,68.29268292682927,0.6576388888888889,0.7684343655904134,0.7444444547096888,0.8277777830759684,0.8906290710309841,78.90625,0.8343749999999999,0.8021960854530334,0.7529761958867311,0.921875,0.15689649808278192,0.8116681807361285,60.84656084656085,0.7628720238095239,0.6795706699291865,0.599950406079491,0.8771825432777405,0.33832875619546265,0.4504610764450839,83.87096774193549,0.9333333333333333,0.7250000014901161,0.7083333358168602,0.8333333358168602,0.020435441106508006,0.05832950441875057,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.05041938245996267,0.886582665807639,55.55555555555556,0.53125,0.800000011920929,0.75,0.875,0.1850997567949296,0.4483299307976274,84.61538461538461,0.9333333333333333,0.8571428656578064,0.75,1.0,0.33776897228127173,0.6649347365148685,70.0,0.8666666666666667,0.8333333432674408,0.875,0.800000011920929,0.5288155524864491,0.8026730476845163,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.7821016907200722,0.716927924986012,60.0,0.5954761904761905,0.34301587541898093,0.38444444835186004,0.413333335518837,0.6856379070647604
20,0.6538960756613993,0.7306560285256527,65.85365853658537,0.6743055555555554,0.5617604752381643,0.541666661699613,0.625,0.8559811999400709,76.5625,0.7992187500000001,0.701144689694047,0.7514880951493979,0.7239583358168602,0.013940101215044132,0.7869160233059906,57.67195767195767,0.7121527777777777,0.506538608421882,0.6548611167818308,0.49603175185620785,1.4049501112166936,0.3198174002040063,87.09677419354838,0.930952380952381,0.36666667461395264,0.375,0.4166666716337204,0.8751936427469631,0.1039750415787403,94.11764705882352,0.8333333333333334,0.9523809552192688,1.0,0.9166666666666666,0.24401647161509743,0.6642168398824464,66.66666666666666,0.46875,0.7000000029802322,1.0,0.625,0.5934913183309939,0.43635120643802605,84.61538461538461,0.9375,0.875,0.875,0.875,0.10377105175393599,0.6365191991318205,70.0,0.625,0.7857142686843872,0.8333333432674408,0.75,0.25990292835984186,1.0410253961345828,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.33924278877688946,0.7240176091211789,55.65217391304348,0.5360714285714285,0.4316931207974752,0.38555556039015454,0.5600000063578288,0.6512172107914771
21,0.37533767865905593,0.779258287095951,63.41463414634146,0.6694444444444444,0.5083333551883698,0.5579365144173304,0.5000000024835268,0.9196675253903348,75.0,0.821875,0.7194534689188004,0.737351194024086,0.752380957826972,0.04287871080787156,0.8991998868593198,56.613756613756614,0.6229662698412698,0.4971590998272101,0.5270833416531483,0.5192460355659326,0.12694138488819118,0.4011316768676297,90.32258064516128,0.7714285714285714,0.4166666716337204,0.5,0.375,0.008618907699037046,0.1113428425322373,94.11764705882352,0.8333333333333334,0.9629629850387573,1.0,0.9333333373069763,0.2838213833652993,0.6851496583196602,55.55555555555556,0.55,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.8459142218968404,0.4688483577345553,61.53846153846154,0.8666666666666667,0.6428571492433548,0.75,0.6000000014901161,0.3655940046659651,0.6677989583844213,80.0,0.59375,0.875,0.875,0.875,0.13637920673850407,1.1612784548244561,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.28182509678178697,0.8336739631065488,57.391304347826086,0.49960317460317455,0.3621356507142385,0.3611111144224803,0.38333333730697633,0.46913440215118474
22,0.7731758689700734,0.686609937727676,68.29268292682927,0.6246031746031746,0.5779701918363571,0.517857144276301,0.670634925365448,1.0609188803874594,76.5625,0.7862723214285714,0.7565275132656097,0.7110119163990021,0.8343750014901161,0.5685104646699543,1.342510005202542,55.026455026455025,0.6444444444444445,0.6398478883008162,0.5317956389238437,0.8635416676600774,0.3668997003326928,0.46934656315353596,80.64516129032258,0.7916666666666666,0.5416666716337204,0.5,0.625,0.004768192589927674,0.47755277532432977,82.35294117647058,0.8333333333333334,0.557692309220632,0.4857142964998881,0.6666666666666666,0.6270912490549153,0.7444447357580805,55.55555555555556,0.59375,0.800000011920929,0.75,0.875,0.3804222556868078,0.5090179500136937,69.23076923076923,0.8666666666666667,0.3333333432674408,0.375,0.30000001192092896,0.25659802765902046,0.8936621919381377,40.0,0.65625,0.1666666716337204,0.25,0.125,0.548312736641085,0.4711027066041683,75.0,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.36235927370827686,0.841248476202326,54.78260869565217,0.5227777777777777,0.39650793274243673,0.386666672428449,0.47888889312744143,0.2820391138928159
