,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
23,0.5025787593654144,0.7893938263378217,65.85365853658537,0.6868055555555556,0.5722222427527109,0.5944444537162781,0.5638888974984487,1.2359392486884102,69.53125,0.8500000000000001,0.6149305570870638,0.7760416716337204,0.5354166738688946,0.008336715227679368,1.1830347907473204,59.78835978835979,0.6525545634920636,0.43913240109880763,0.6930555564661821,0.3483134973794222,0.6765202508045055,0.5420709201689309,87.09677419354838,0.8559523809523809,0.4166666716337204,0.5,0.375,0.21504204000366337,0.1161311603189114,94.11764705882352,0.8333333333333334,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.016234429143526706,0.7483662503009876,55.55555555555556,0.65625,0.20000000298023224,0.5,0.125,0.7024751400265249,0.5984319482312468,61.53846153846154,0.8666666666666667,0.45000000298023224,0.75,0.3333333432674408,0.1330677187589552,0.8192841359799321,70.0,0.6666666666666667,0.4545454680919647,0.5,0.4166666567325592,0.22353327182896618,1.2887609275717367,25.0,0.9166666666666666,0.0,0.0,0.0,0.4538020320114349,0.7882579296083019,60.86956521739131,0.5018650793650793,0.36111111640930177,0.4,0.38333333730697633,0.8198745995799882
24,0.5141832508337839,1.5612002472425524,46.34146341463415,0.5968253968253968,0.07407407959302266,0.16666666666666666,0.047619049747784935,1.4931164281202864,64.84375,0.8290178571428571,0.4515377078205347,0.7187500018626451,0.361458339728415,0.006498611186858021,1.0370055765216688,63.49206349206349,0.622123015873016,0.4305555646618207,0.6875,0.32857143382231396,0.7584356935648184,1.0490276432830783,80.64516129032258,0.6309523809523809,0.0,0.0,0.0,0.034607471138973604,1.1367579919673023,64.70588235294117,0.8111111111111112,0.37777777512868244,0.6666666666666666,0.28888889650503796,0.1879837385825241,1.995716536078067,44.44444444444444,0.40625,0.0,0.0,0.0,0.6168959818189047,0.8417007176468541,61.53846153846154,0.7291666666666667,0.5000000149011612,0.75,0.375,0.5972665012385071,1.3496274452314767,60.0,0.5,0.4285714328289032,0.375,0.5,0.1657357127270064,1.5287150552044366,25.0,0.8333333333333334,0.0,0.0,0.0,0.3626127822677694,1.02445273802886,60.0,0.5263888888888889,0.40857143004735313,0.4577777793010076,0.43333333532015483,0.7164320366758721
25,0.30728128532927534,0.7474828425505728,65.85365853658537,0.5777777777777778,0.5911681056022644,0.5232142905394236,0.6944444477558136,2.2534749164628862,67.96875,0.7824032738095239,0.7281687278300524,0.6123512033373117,0.9598214291036129,0.49959591568866135,1.2934149956296774,59.78835978835979,0.6309027777777777,0.6471667302151521,0.5729166759798924,0.7895833390454451,0.5404532348603269,1.5277526344639492,54.83870967741935,0.7321428571428572,0.4199134334921837,0.3095238171517849,0.75,0.005212121335501187,0.1403726864494877,88.23529411764706,0.8333333333333334,0.9333333373069763,0.8888888955116272,1.0,0.04199886969177475,0.8543401811933992,55.55555555555556,0.625,0.800000011920929,0.75,0.875,0.0032671560882559813,0.7328145302963662,61.53846153846154,0.7708333333333333,0.5357142686843872,0.5833333432674408,0.5,0.05201013079525627,1.1965923883074676,60.0,0.8,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.1001709229645314,0.7197016717625209,62.5,0.9166666666666666,0.6666666865348816,1.0,0.5,0.43034126638199904,1.1735369870802514,50.43478260869565,0.5384920634920635,0.4510245422522227,0.373333340883255,0.6788888931274414,0.8015859422622862
26,1.2251292744958815,0.7007769232879479,73.17073170731707,0.6909722222222223,0.6689458886782328,0.5968254109223684,0.7638888855775198,1.0875808922401622,72.65625,0.7661458333333333,0.6613855008035898,0.6906250044703484,0.6671130983158946,0.022291898573999613,1.3250524227043496,58.730158730158735,0.639186507936508,0.6600577781597773,0.5667162779718637,0.8520833353201548,0.30174116809160445,0.4882417538738363,80.64516129032258,0.8541666666666666,0.49166667461395264,0.4583333358168602,0.6666666716337204,0.02778356147287223,0.07221072939571364,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8269325606040482,0.7156338551749459,55.55555555555556,0.6166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.15925344107315123,0.7049513467800245,61.53846153846154,0.8,0.4000000059604645,0.5,0.3333333432674408,0.6894690962086331,0.8115424786828965,70.0,0.625,0.7333333492279053,0.8333333432674408,0.75,0.09285292575142783,0.5981964751088322,62.5,0.8333333333333334,0.6666666865348816,1.0,0.5,0.5272180850514616,1.221577288854601,46.08695652173913,0.5578968253968254,0.48925926089286803,0.36523810029029846,0.800000003973643,0.44902178035636203
27,0.46270895115224703,0.7549735912125346,70.73170731707317,0.6749999999999999,0.7472805033127466,0.7234127074480057,0.7916666716337204,1.0163061867203533,72.65625,0.8213541666666667,0.711097588762641,0.8052083402872086,0.6739583425223827,0.07245349547756384,1.0785105493841862,58.201058201058196,0.6249255952380953,0.4761153347790241,0.5333333356926838,0.4654761968801419,0.35162198765359903,0.3222249106638973,90.32258064516128,0.6833333333333333,0.32500000298023224,0.5,0.2500000074505806,0.08370208485008773,0.1865101440137659,88.23529411764706,0.8111111111111112,0.9153439402580261,0.9166666666666666,0.9333333373069763,0.01588875191490719,0.6962006652464134,66.66666666666666,0.5833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.20920114449846636,0.5823224521227309,61.53846153846154,0.9333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.1360617705910042,0.9606416376161151,60.0,0.7333333333333334,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.35699146242852237,0.8293896357222971,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,0.4447562699104037,0.8344570536611435,60.0,0.6627777777777778,0.45481482744216917,0.4000000019868215,0.5922222236792246,0.41358076890935613
28,0.26942721412740295,0.8630898956057506,68.29268292682927,0.56875,0.7708754440148672,0.7341269850730896,0.8416666686534882,1.1796478007398512,72.65625,0.7895833333333334,0.6445166114717722,0.7177083361893892,0.6437500035390258,0.012207274873529466,1.0882030991995433,61.37566137566137,0.6192708333333333,0.5923370694120725,0.5972222288449606,0.6180555584530035,0.12177066375252209,0.455204609079592,87.09677419354838,0.6547619047619048,0.20000000298023224,0.25,0.1666666716337204,0.20059456448043436,0.1314264044280628,88.23529411764706,0.8333333333333334,0.588744600613912,0.5833333333333334,0.6111111044883728,0.10040052861875945,0.7016840172022167,55.55555555555556,0.6166666666666667,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.0830412432503756,1.2291880569745266,53.84615384615385,0.775,0.1666666567325592,0.5,0.10000000149011612,1.522698415717865,1.2289859226477255,60.0,0.8,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.2848643472389965,0.9146551536302284,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,0.1622141069576102,0.9274144556093438,57.391304347826086,0.603968253968254,0.36804232994715375,0.40555555721124015,0.42222222685813904,0.38736855255491925
29,0.8218112954602009,0.754212152040677,70.73170731707317,0.7152777777777777,0.6017501105864843,0.563492072125276,0.6666666666666666,1.3522870375283245,76.5625,0.8646949404761906,0.7708905953913927,0.7150297723710537,0.9212797656655312,0.3377705900148657,1.8703794533017946,56.08465608465608,0.6339781746031745,0.6370717398822308,0.5346726278463999,0.8465277813374996,2.5990791665411225e-05,0.29666617948441343,83.87096774193549,0.8958333333333334,0.5416666716337204,0.625,0.5,0.5721368119529379,0.16666925713855413,94.11764705882352,0.8333333333333334,0.9523809552192688,0.9166666666666666,1.0,0.024401176904315022,0.7682667777403883,66.66666666666666,0.55,0.3333333432674408,0.375,0.30000001192092896,0.8635695174808241,1.1501353401178571,53.84615384615385,0.7666666666666666,0.25,0.5,0.1666666716337204,0.5354596984727862,1.1985323731760724,50.0,0.45833333333333337,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.09526034533540287,0.609352207216967,62.5,0.6666666666666666,0.7272727489471436,0.800000011920929,0.6666666865348816,0.5887478575166089,1.0252723153704555,56.52173913043478,0.5681349206349207,0.3568783144156138,0.3044444501399994,0.4777777810891469,0.71793127735785
30,0.3300719670371554,0.8216703629712784,63.41463414634146,0.6402777777777778,0.7539626955986023,0.6738095283508301,0.875,1.2535302322320032,73.4375,0.8408854166666666,0.7168380338698626,0.7177083361893892,0.7718750033527613,0.1452008789080114,1.2793698934453654,56.08465608465608,0.6,0.4748168463508288,0.5359127049644788,0.4736111139257749,0.08074063078304144,0.23387332588290216,90.32258064516128,0.9166666666666666,0.6666666716337204,0.75,0.625,0.01812370671819347,0.12215057987751876,94.11764705882352,0.8333333333333334,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.4297894737309808,0.5522606258312504,55.55555555555556,0.65625,0.800000011920929,0.75,0.875,1.719370296020635,0.6663330978444841,84.61538461538461,0.875,0.9000000059604645,0.8333333432674408,1.0,0.18237137549897006,0.977797918011628,60.0,0.53125,0.619047611951828,0.8333333432674408,0.5,0.10144936720914759,1.0486213705870266,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.2112071915325475,1.0203281456620774,53.04347826086957,0.5613095238095237,0.4466137607892354,0.3896825462579727,0.6455555597941081,0.3888317386508705
31,0.7260908814198632,0.7419878085140789,65.85365853658537,0.7048611111111112,0.6212121248245239,0.5777777781089147,0.75,1.4451999556596218,76.5625,0.79921875,0.7683216277509928,0.7250000014901161,0.8395833354443312,0.001997013623386414,1.61645453271131,58.201058201058196,0.6451388888888888,0.4392195828258991,0.5694444477558136,0.3757936569551627,0.09867477834966948,0.2980833207416556,90.32258064516128,0.7916666666666666,0.5,0.5,0.5,0.013309564299083566,0.08229473108237106,94.11764705882352,0.8333333333333334,0.9523809552192688,0.9166666666666666,1.0,0.0012709833191120244,0.5012576551575867,66.66666666666666,0.7166666666666667,0.4166666865348816,0.3571428656578064,0.5,0.30392738567982225,0.9614858409025187,61.53846153846154,0.7666666666666666,0.45000000298023224,0.75,0.3333333432674408,0.05509509252927383,1.583111280756924,60.0,0.8333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.09924835258302485,1.014833696967143,62.5,0.6666666666666666,0.6666666865348816,1.0,0.5,0.23941864118320955,0.9749334263411562,56.52173913043478,0.6203174603174603,0.39546898007392883,0.3844444503386815,0.521111112833023,0.6032372977494398
32,0.5209215731727276,1.0603727140298136,58.536585365853654,0.656547619047619,0.5626984089612961,0.611111119389534,0.5357142885526022,1.5195888678321512,74.21875,0.8307291666666667,0.6673611253499985,0.7812500037252903,0.6145833395421505,1.7527097037599706,1.483304907965276,58.201058201058196,0.6127976190476191,0.5200938073297342,0.6111111175268888,0.5018849273522695,0.08554452068626446,0.7467729720186532,83.87096774193549,0.7333333333333334,0.125,0.25,0.0833333358168602,0.3164033424187584,0.5175737593278272,94.11764705882352,0.7888888888888889,0.9629629850387573,1.0,0.9333333373069763,0.0060034351952673055,0.8344887006622356,55.55555555555556,0.55,0.1666666567325592,0.5,0.10000000149011612,0.11762007421270315,0.6619504113240039,69.23076923076923,0.9166666666666667,0.5833333432674408,0.75,0.5,0.08602859410994734,1.1555438702986383,70.0,0.53125,0.8333333432674408,0.800000011920929,0.875,0.370158845592593,1.3616121013702382,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.8228083165595743,1.3286780755905292,57.391304347826086,0.5918253968253969,0.49698413610458375,0.44444444874922434,0.6477777818838756,0.9269636170656023
33,0.10363498980067318,1.1442353578717486,63.41463414634146,0.6087301587301587,0.527777781089147,0.6194444497426351,0.4674603243668874,1.6052271605840815,72.65625,0.8238839285714287,0.7015737928450108,0.7367559634149075,0.7102678660303354,0.0003259263510520803,1.3417386659916537,62.96296296296296,0.6378472222222223,0.5738305759926637,0.6784722283482552,0.5291666742414236,1.0002062882815828,0.5922989077128875,87.09677419354838,0.9642857142857143,0.4166666716337204,0.5,0.375,0.04792537399883703,0.12631923180134202,94.11764705882352,0.8333333333333334,0.6190476218859354,0.6666666666666666,0.5833333333333334,0.00907337018294285,0.6724630522011401,66.66666666666666,0.5166666666666666,0.3333333432674408,0.375,0.30000001192092896,0.005627397372160709,0.6288038680773665,84.61538461538461,0.9,0.8285714387893677,0.875,0.8333333432674408,1.1107250949836922,2.1293918710178175,60.0,0.46875,0.800000011920929,0.75,0.875,0.06279877305541534,1.8453711286068633,25.0,0.9166666666666666,0.0,0.0,0.0,0.14145899533672587,1.4482941712032096,66.95652173913044,0.6189285714285714,0.1,0.2,0.06888888974984488,0.2079247889301082
34,0.05424706629729699,1.7460736209696714,46.34146341463415,0.6520833333333332,0.2142857164144516,0.3611111144224803,0.17777778208255768,1.5280296960909578,70.3125,0.8382812500000001,0.6814303919672966,0.7072916757315397,0.7302083382382989,0.0038695439170945128,1.5364456755419662,63.49206349206349,0.6513144841269841,0.6039171641071638,0.6208333410322666,0.6424603251119455,0.1349708967690081,0.5488115799351229,90.32258064516128,0.8,0.5416666716337204,0.75,0.4583333358168602,0.00042909163090242095,0.32857943278931073,94.11764705882352,0.8333333333333334,0.600000003973643,0.6666666666666666,0.5555555621782938,0.0014891433956700313,1.000434114932408,33.33333333333333,0.41666666666666663,0.125,0.1666666716337204,0.10000000149011612,0.22484690620620343,1.5816634561318745,53.84615384615385,0.7395833333333333,0.20000000298023224,0.5,0.125,0.044700077316096126,1.9577311268975606,60.0,0.3333333333333333,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.08562088002467397,1.9349304615463117,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.4673585200737241,1.3395675154272637,55.65217391304348,0.6313492063492063,0.4457142869631449,0.3892063558101654,0.6688888927300771,0.49252548355718595
35,0.10267151782007707,0.9502109956609536,68.29268292682927,0.6388888888888888,0.6498779058456421,0.6785714328289032,0.6777777820825577,1.579550628131292,75.78125,0.8122767857142857,0.7307879719883204,0.715922623872757,0.7931547649204731,0.0007693588120640172,2.0622856881124294,59.78835978835979,0.6364583333333332,0.410119050492843,0.7486111124356588,0.305257943769296,3.9248702921228386e-05,0.8157317028733622,87.09677419354838,0.7708333333333333,0.4166666716337204,0.5,0.375,0.01930943310746446,0.1521553509169338,94.11764705882352,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.040638571332229104,0.5085892056705749,77.77777777777779,0.6833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.062234042290514734,0.678892868408865,84.61538461538461,0.84375,0.9000000059604645,0.8333333432674408,1.0,0.0027432286125853994,1.610100908066548,60.0,0.5,0.800000011920929,0.75,0.875,0.05887872642927816,2.417327863298717,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.35761974282629966,1.2042757395981012,64.34782608695652,0.5905555555555555,0.2933333377043406,0.3888888915379842,0.27222222487131753,0.5379415716210911
36,0.6885082345390231,1.1512496701664052,63.41463414634146,0.6013888888888889,0.6494172563155493,0.8208333353201548,0.6250000049670538,1.5596984245787657,75.78125,0.8432291666666668,0.7383072003722191,0.7645833399146795,0.7666666731238365,0.0036545947201379794,1.7369372316920841,62.96296296296296,0.6794146825396824,0.606117732822895,0.6326388965050379,0.6293650877972444,0.021725702363638886,0.5374015829891328,90.32258064516128,0.8571428571428572,0.4166666716337204,0.5,0.375,0.891874934278485,0.20126569503495806,88.23529411764706,0.8333333333333334,0.588744600613912,0.6111111044883728,0.5833333333333334,0.00791573019347666,0.7863299067253986,55.55555555555556,0.65625,0.20000000298023224,0.5,0.125,0.08928566219591234,0.9876358300360274,61.53846153846154,0.875,0.2857142984867096,0.5,0.20000000298023224,0.02390761334067491,1.1814365567017435,60.0,0.8333333333333333,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.34381587827572924,1.0138736671182103,62.5,1.0,0.6666666865348816,1.0,0.5,0.4011910775085794,1.294969960898061,62.60869565217392,0.6228968253968254,0.3260317504405975,0.3333333353201548,0.3666666686534882,0.023808199988032283
37,0.9490490083941125,1.0180717728340314,60.97560975609756,0.6284722222222222,0.5948773423830668,0.5130952397982279,0.7361111144224802,1.521082892232617,76.5625,0.8122767857142857,0.7418869510293007,0.6852678656578064,0.8514880985021591,0.0369106860063806,1.7685657929025607,59.25925925925925,0.637326388888889,0.6130291186273098,0.5900793708860874,0.6935515962541103,0.006498994816756657,0.5313325202121574,83.87096774193549,0.7875,0.4166666716337204,0.4166666716337204,0.4166666716337204,0.5277976099918832,0.2582131254167079,82.35294117647058,0.8333333333333334,0.5629629890124003,0.5555555621782938,0.600000003973643,0.42458051619203535,0.5087278887418674,66.66666666666666,0.6833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.017670133781669855,0.7017156786005876,84.61538461538461,1.0,0.7777778208255768,0.75,0.9000000059604645,0.006712000699554503,0.9218065547140268,60.0,0.8333333333333333,0.6666666865348816,0.625,0.800000011920929,0.3058885744109521,0.691742065111029,75.0,0.6666666666666666,0.800000011920929,1.0,0.6666666865348816,0.12969395808278697,1.2186418720693157,51.30434782608696,0.5873015873015873,0.4391005297501882,0.3661904811859131,0.5888888955116272,0.3798145688626749
38,0.30639573187919267,0.9852837240564771,68.29268292682927,0.6854166666666668,0.6045454740524292,0.5944444537162781,0.6166666746139526,2.1968259611166614,74.21875,0.8833333333333334,0.7646194212138653,0.6782738156616688,0.9458333365619183,0.0012318845860747694,1.7518203597137296,60.84656084656085,0.654092261904762,0.6106601891418298,0.6041666741172472,0.6520833397905031,0.026495217748594396,0.4661989102581735,83.87096774193549,0.8041666666666667,0.49166667461395264,0.4166666716337204,0.625,0.04537386410889458,0.13212548790212097,94.11764705882352,0.8333333333333334,0.9523809552192688,0.9166666666666666,1.0,0.001809325133096905,0.8947300041665319,66.66666666666666,0.5,0.8333333432674408,0.800000011920929,0.875,0.6886948864799032,0.8355011397129783,76.92307692307693,0.8666666666666667,0.7750000059604645,0.800000011920929,0.8333333432674408,0.0049661786828771185,1.5968996815120464,50.0,0.6333333333333333,0.7727272808551788,0.75,0.800000011920929,0.04721001602545467,0.9899577145804493,62.5,0.9166666666666666,0.6666666865348816,1.0,0.5,0.7889724977470491,1.2586995954593228,60.0,0.6137301587301587,0.1961904724438985,0.20000000397364298,0.2,0.3342839756872543
39,0.42065672533440945,1.2320939647051974,70.73170731707317,0.6701388888888888,0.5980158845583597,0.6361111203829447,0.5777777830759684,1.5169450554120556,77.34375,0.8585193452380953,0.7431721240282059,0.6909226253628731,0.8764880951493979,0.004665676016119335,1.6448946310871593,59.25925925925925,0.600173611111111,0.5992604667941729,0.5844742140422264,0.6708333399146795,0.36320253704738287,0.4178352921286781,87.09677419354838,0.9142857142857144,0.5833333432674408,0.75,0.5,0.0012342477952126294,0.37085153961471906,94.11764705882352,0.8055555555555555,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.002869819079139429,0.8445682015746927,55.55555555555556,0.6166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.007549669440617393,0.8624472165901984,76.92307692307693,0.8083333333333333,0.7333333790302277,0.6500000059604645,0.9000000059604645,0.0031003522148458466,1.5720162136680074,50.0,0.3333333333333333,0.6333333551883698,0.550000011920929,0.800000011920929,0.3812503759165845,0.6612675132384852,62.5,0.9166666666666666,0.6666666865348816,1.0,0.5,0.5425308814044878,1.506762184281139,60.0,0.5259523809523811,0.3565079391002655,0.39777777989705404,0.3877777814865112,0.4930053294228249
40,0.9572211247727405,1.0353285203170879,65.85365853658537,0.6979166666666666,0.6289627254009247,0.5438492198785146,0.7666666706403097,1.6517571134095765,75.0,0.8270833333333332,0.749864736571908,0.7562500070780516,0.7677083387970924,0.006174800996553948,1.8362477024845345,59.25925925925925,0.6560763888888889,0.5156205010910829,0.6047619121770064,0.49255953170359135,0.0016932457903788781,0.3418177455645331,83.87096774193549,0.886904761904762,0.6000000014901161,0.5833333358168602,0.625,0.025837853724600447,0.16623268489958135,94.11764705882352,0.8333333333333334,0.9523809552192688,0.9166666666666666,1.0,0.0018466665496120536,0.6827160320854581,66.66666666666666,0.65625,0.7857142686843872,0.8333333432674408,0.75,0.3620769240560406,0.8709652378104864,69.23076923076923,0.4583333333333333,0.625,0.625,0.625,0.013110849397820016,1.5128851933748781,50.0,0.625,0.1428571492433548,0.5,0.0833333358168602,0.041518891093697774,0.656864378155364,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.22486308512071881,1.4524107659817238,61.73913043478261,0.6058730158730159,0.24888889392217,0.31111111243565875,0.25,0.9468707765450395
41,0.08568622964981455,1.2515986619009918,58.536585365853654,0.65625,0.45079365869363147,0.5777777830759684,0.4083333412806193,1.4256725047652916,74.21875,0.8388020833333333,0.6874639447778463,0.7750000040978193,0.6791666708886623,0.00312023632819172,2.5112369612747703,58.201058201058196,0.6324652777777778,0.3619047664105892,0.6597222226361433,0.2854166701436043,0.00012918183328115577,0.7110894123957813,83.87096774193549,0.7083333333333333,0.3333333432674408,0.5,0.25,0.003370869976804061,0.5227529546925802,94.11764705882352,0.7708333333333334,0.6190476218859354,0.6666666666666666,0.5833333333333334,0.00046033804956594247,0.7934245687713435,55.55555555555556,0.625,0.2857142686843872,0.3333333432674408,0.25,0.0795922811097582,0.9473102254385461,76.92307692307693,0.7708333333333333,0.7750000059604645,0.7083333432674408,0.875,0.04926598958250342,1.4859564454360767,60.0,0.26666666666666666,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.017086531188996716,1.8898287837904852,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.17502229425675728,1.8358362206457106,63.47826086956522,0.6128174603174603,0.26111111243565877,0.2888888895511627,0.24666666686534883,0.056926054262234904
42,0.6363032537476416,1.2565447969234145,68.29268292682927,0.6222222222222222,0.5416250477234522,0.583333338300387,0.520833338300387,1.9765148948723483,75.78125,0.828125,0.6760912779718637,0.8802083320915699,0.5927083399146795,0.6887384280405814,1.86837215849064,60.84656084656085,0.6362351190476191,0.5924348893264929,0.6936507982512315,0.5903769868115584,0.031786955994009054,0.7843734196684958,87.09677419354838,0.6190476190476191,0.2916666716337204,0.5,0.2083333358168602,0.00852274273056425,0.650625215669396,94.11764705882352,0.8111111111111112,0.600000003973643,0.6666666666666666,0.5555555621782938,0.0021116525685401593,0.7957024945789637,44.44444444444444,0.6833333333333333,0.1666666567325592,0.5,0.10000000149011612,0.30890869413049155,1.3492931091570641,61.53846153846154,0.84375,0.5000000149011612,0.75,0.375,0.13714488155602,1.3522378332900296,60.0,0.8333333333333333,0.6666666865348816,0.625,0.800000011920929,0.07682512167923901,1.041234190211036,50.0,1.0,0.5,1.0,0.3333333432674408,0.17140264665317476,2.0215480482173582,51.30434782608696,0.5605555555555557,0.4051996131738027,0.33269841571648917,0.5500000059604645,0.5642159414126388
43,1.779036416193018,1.6674344233764258,53.65853658536586,0.6444444444444445,0.32671959201494855,0.5,0.25555556019147235,2.126503187722707,72.65625,0.8145833333333334,0.6693452540785074,0.8093750048428774,0.6093750074505806,0.015913426377577977,1.9894712089701245,59.25925925925925,0.6498759920634921,0.43000541751583415,0.5972222238779068,0.3903769887983799,0.004051533968570135,0.5604051248550137,87.09677419354838,0.9583333333333334,0.4166666716337204,0.5,0.375,0.005988718531396635,0.29756063552001977,94.11764705882352,0.8333333333333334,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.019605402896881518,1.3471518963528826,55.55555555555556,0.59375,0.20000000298023224,0.5,0.125,0.008679022558272432,1.0415851222910857,61.53846153846154,0.8020833333333333,0.45000000298023224,0.75,0.375,0.07212038598852888,1.6220393385453016,60.0,0.5625,0.6969697177410126,0.7857142984867096,0.75,0.0061263939137199035,1.9118637264561906,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.25994330464641496,2.0127832422310923,58.26086956521739,0.5279761904761905,0.24190476139386494,0.3388888895511627,0.21111111243565878,0.00947976568859652
44,0.08348576189688287,1.4928721818468913,65.85365853658537,0.6944444444444443,0.5925685515006384,0.5730158711473147,0.6666666666666666,1.9216582816061203,74.21875,0.8278645833333333,0.7288870979100466,0.7458333410322666,0.7375000081956387,0.08911565674434985,1.9106677344822274,61.37566137566137,0.6328125,0.5554683841764927,0.6395833374311527,0.5305555611848831,0.02885510542127557,0.548371718495604,90.32258064516128,0.7916666666666667,0.5416666716337204,0.75,0.4583333358168602,0.0003740417971316887,0.4059837346046245,94.11764705882352,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.990766077250737e-05,0.6318890368997945,66.66666666666666,0.75,0.4166666865348816,0.3571428656578064,0.5,0.117779153296391,1.0448786316257606,84.61538461538461,0.9333333333333333,0.7878788113594055,0.6666666567325592,1.0,1.0048898996864284e-05,1.2395335589345904,50.0,0.625,0.6333333551883698,0.75,0.625,0.07629172104994797,1.65244344644696,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.14036200672645666,2.1887436997474614,60.0,0.5181746031746033,0.2706349233786265,0.3000000059604645,0.28777777949968975,0.21282601454218497
45,0.4978910894710548,1.4535403462175878,75.60975609756098,0.6493055555555556,0.6375661492347717,0.6805555572112402,0.652777781089147,2.006690664053484,74.21875,0.8328869047619049,0.7257915828377008,0.7041666731238365,0.8113095313310623,0.00035554030070044713,2.5121738144637384,58.730158730158735,0.6298115079365079,0.4276455057164033,0.614583338300387,0.35347222598890465,0.0010950060759520295,0.43890888363306374,87.09677419354838,0.825,0.5166666731238365,0.625,0.4583333358168602,9.826778499305863e-05,0.14011330568176747,94.11764705882352,0.8333333333333334,0.600000003973643,0.6666666666666666,0.5555555621782938,0.0052721982071918085,0.8075334205014217,77.77777777777779,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.020376261544032173,1.02992568537629,84.61538461538461,0.875,0.8444444835186005,0.7333333492279053,1.0,0.014825197535218675,1.1822635012136347,60.0,0.5833333333333333,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.04695573514776892,2.999508131449856,37.5,0.5,0.2857142984867096,1.0,0.1666666716337204,0.14830945045891464,2.0774883564213527,62.60869565217392,0.5546428571428571,0.09047619303067525,0.16666666666666666,0.07111111183961233,0.6269661277966675
