,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6887850889736685,0.6828408527513219,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.6930969220290168,66.66666666666666,0.6166666666666667,0.7596153914928436,0.612500011920929,1.0,0.6927950660731598,1.2016599845839286,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6112593528224873,0.6922074858234966,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6898769192629448,0.6931808444654702,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.6891762835734304,0.67232191610632,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.592937593435453,0.5990260016546585,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.9860446078412503,0.6930913191031627,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6931292899552343,0.7768032124872962,50.0,0.4375,0.0,0.0,0.0,0.6480156205370339,0.6611788729619557,84.21052631578947,0.9347222222222222,0.8222222328186035,1.0,0.7222222288449606,0.6338979087251803,0.8020023438533131,50.0,0.25,0.6666666865348816,0.5,1.0,0.4778459097804411,0.6947123483828864,20.0,0.375,0.20000000298023224,0.125,0.5,0.6920716158544666,0.6927382524976972,50.0,0.9375,0.0,0.0,0.0,0.6977142589892527
1,0.64829698786925,0.7733944166579043,63.63636363636363,0.46875,0.8333333432674408,0.75,1.0,0.6926921532164475,66.66666666666666,0.875,0.6969697177410126,0.6500000059604645,0.8333333432674408,0.6933717124535194,0.6931815909118116,50.0,0.5,0.6666666865348816,0.5,1.0,0.6927377293904035,0.6920974602213917,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6787239572142792,0.8359051305349444,50.0,0.6666666666666666,0.0,0.0,0.0,0.24678314659408046,0.6948983019323494,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.5931184456763416,0.5961586054211583,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.6802850264545544,0.6931889877589095,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6933798457349143,0.7000996813880569,50.0,0.3125,0.0,0.0,0.0,0.6156967621777744,0.6636496735088858,68.42105263157895,0.9166666666666666,0.7079365253448486,0.5833333333333334,0.9166666666666666,0.8843276611860027,1.2493128255355181,50.0,0.65625,0.6666666865348816,0.5,1.0,0.3582846555659176,0.6943653075522099,20.0,0.6428571428571428,0.4444444552063942,0.3125,1.0,0.6963086308647153,0.7004804998938207,50.0,0.375,0.6666666865348816,0.5,1.0,0.6957482049267761
2,0.33275118229396483,0.6739217837419026,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.6925194234411336,60.0,0.7583333333333333,0.7179487347602844,0.5625,1.0,0.6982975260828738,0.7227839712369646,50.0,0.3125,0.6666666865348816,0.5,1.0,0.7496168007198708,0.691001526051926,62.5,0.6,0.7692307829856873,0.625,1.0,0.5758847199256796,0.6996264566301238,50.0,0.3333333333333333,0.0,0.0,0.0,0.7769001882650627,0.7817208587650791,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.5038660752088444,0.6232388151462448,66.66666666666666,0.75,0.0,0.0,0.0,1.0623989316747713,0.6902688018833459,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6292387425348529,0.6927008848294444,50.0,0.75,0.0,0.0,0.0,0.6920151206037168,0.6410378866759278,63.1578947368421,0.7847222222222223,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6411726223480004,0.9652594962561739,50.0,0.45,0.7727272808551788,0.6875,1.0,0.4826165625101401,0.6943398203329473,20.0,0.21428571428571427,0.4444444552063942,0.3125,1.0,0.6933054000615283,0.6926994508750933,60.0,0.875,0.20000000298023224,0.5,0.125,0.6928838029959068
3,0.5230425561000422,0.6348070190748952,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6919087287867086,66.66666666666666,0.90625,0.533333346247673,1.0,0.375,0.6928691260081562,0.7009857442275295,50.0,0.5625,0.6666666865348816,0.5,1.0,0.7299500159596738,0.6962033014976657,50.0,0.6,0.3333333134651184,1.0,0.20000000298023224,0.7142358879145984,0.6926756849615918,50.0,0.8888888888888888,0.0,0.0,0.0,0.6903124819802977,0.7015401327212855,42.857142857142854,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.5683084440238163,0.6246518477449678,66.66666666666666,0.75,0.0,0.0,0.0,0.7052555950625597,0.6929381647952296,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6773779531026873,0.7159939072854107,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6833133911097807,0.6673634517057735,68.42105263157895,0.7083333333333334,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.6890595084168893,0.6954336383544565,50.0,0.21875,0.6666666865348816,0.5,1.0,0.7940862888335452,0.7322233124652672,20.0,0.375,0.20000000298023224,0.125,0.5,0.6948108125761052,0.7189272585885507,50.0,0.28125,0.6666666865348816,0.5,1.0,0.8618669147265127
4,0.5621971847816821,0.6182459592680827,63.63636363636363,0.7166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6913227452659204,66.66666666666666,0.8,0.6607142686843872,0.75,0.6333333551883698,0.6948023112992422,0.6694282977196313,62.5,0.625,0.6666666865348816,0.6000000238418579,0.75,0.6921487572788375,0.6745741411169807,62.5,0.6,0.7692307829856873,0.625,1.0,0.6816773528080736,0.692806451913314,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.7747903991102718,0.8873602505158813,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.4947047807171405,0.7333586081258127,66.66666666666666,0.25,0.0,0.0,0.0,0.6557518484249393,0.6739257524485394,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816,0.6907658772643307,0.6873712543371012,50.0,0.6875,0.0,0.0,0.0,0.7123537203993417,0.6519542243711262,42.10526315789473,0.6111111111111112,0.4045584201812744,0.3035714328289032,0.6666666666666666,0.49293700200671436,0.7180177384836536,50.0,0.25,0.6666666865348816,0.5,1.0,0.6352369981168615,0.8805428694163446,20.0,0.5,0.20000000298023224,0.125,0.5,0.6919875134319664,0.6930141505631621,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.6933004318475848
5,0.5742831383788444,0.6358604861974079,63.63636363636363,0.75,0.8333333432674408,0.75,1.0,0.691686235410351,53.333333333333336,0.8333333333333333,0.6969697177410126,0.5357142984867096,1.0,0.6946862003804989,0.6685409316192685,62.5,0.5625,0.6666666865348816,0.6000000238418579,0.75,0.6897176032506485,0.6810201028059901,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6353071737806916,0.6925518444260383,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.6924010155311134,0.8794464459981188,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.515743682261737,0.7325864247070106,66.66666666666666,0.25,0.0,0.0,0.0,0.6707013475505406,0.8008144267350416,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6429860668958535,0.8704386074217287,50.0,0.4375,0.0,0.0,0.0,0.755562505096013,0.5407475302031329,73.68421052631578,0.8944444444444445,0.7962963183720907,0.777777781089147,0.9333333373069763,0.6138971664006269,0.6933307756862745,50.0,0.1875,0.6666666865348816,0.5,1.0,0.6916435315029759,0.9044012312254063,20.0,0.21428571428571427,0.4444444552063942,0.3125,1.0,0.7842654909918648,0.6932317615630442,50.0,0.75,0.6666666865348816,0.5,1.0,0.6924824633730621
6,0.7658779568945452,0.6734411635042576,63.63636363636363,0.875,0.6785714328289032,0.5416666716337204,1.0,0.6916329626504414,60.0,0.7666666666666666,0.7166666686534882,0.571428582072258,1.0,0.6918388941993091,0.6634102885062922,50.0,0.625,0.5,0.5,0.5,0.48757436409267807,0.8253357172780843,62.5,0.4,0.7692307829856873,0.625,1.0,0.6231535899131294,0.6924766462794598,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.6896855099302807,1.0782052086469227,57.14285714285714,0.5,0.0,0.0,0.0,0.6445916754617562,0.7391288417235994,66.66666666666666,0.25,0.0,0.0,0.0,0.5520525226454246,0.6745539590524341,42.857142857142854,0.5833333333333334,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6400162083976582,0.7270993114051342,62.5,0.25,0.4000000059604645,1.0,0.25,0.6222547486569601,0.5161085090446532,73.68421052631578,0.8888888888888888,0.7962963183720907,0.7333333392937978,0.8888888955116272,0.46487869779875574,0.7183573518796929,50.0,0.65625,0.6666666865348816,0.5,1.0,1.3211935993820236,0.9526759178090366,20.0,0.14285714285714285,0.4444444552063942,0.3125,1.0,0.8009558876780661,0.692587564445264,50.0,0.46875,0.0,0.0,0.0,0.6936210937408132
7,0.5711436359790237,0.9384561846320605,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6920615087192238,53.333333333333336,0.65,0.6846153736114502,0.5267857164144516,1.0,0.6930693091773742,0.9418889414703103,50.0,0.5625,0.6666666865348816,0.5,1.0,0.4338186332926144,0.7336888493545105,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.5574243603494246,0.6907724318072912,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.7182571829879055,0.7334726276220954,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.39934385033170144,0.7451166062547104,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6382659980683479,1.0465510141106944,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.5628358036863357,1.0117537322134653,50.0,0.4375,0.0,0.0,0.0,0.24927486414101818,1.6327702746650314,42.10526315789473,0.8708333333333332,0.5707070827484131,0.4027777810891469,1.0,0.32523389758351207,0.7713273637699419,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6834872049756002,1.4955005389235858,20.0,0.45833333333333337,0.20000000298023224,0.125,0.5,0.476974472904136,0.7270828657309727,50.0,0.45,0.7727272808551788,0.6875,1.0,0.6925798106425767
8,0.7304346655346715,0.6648931034323846,72.72727272727273,0.8666666666666667,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.6901519319803995,53.333333333333336,0.7666666666666666,0.6333333551883698,0.550000011920929,0.800000011920929,0.693419233564609,0.654056845918386,62.5,0.625,0.6666666865348816,0.6000000238418579,0.75,0.4914277984500196,0.8191544223251821,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.48411810268639904,0.6251557816098005,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.6159323156230244,0.8888929498519841,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.14702878290663127,1.0188882625051068,44.44444444444444,0.2833333333333333,0.0,0.0,0.0,0.45863112034982656,0.7518910184620535,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.4996198800755606,0.8040539631238924,62.5,0.25,0.4000000059604645,1.0,0.25,0.6589545438564306,0.4655330272290307,78.94736842105263,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8311545961712352,0.6859298715143995,50.0,0.41666666666666663,0.7727272808551788,0.6875,1.0,0.6925353426197436,0.9319482923825261,20.0,0.375,0.20000000298023224,0.125,0.5,0.5084603994863393,0.6917000069751019,60.0,0.6833333333333333,0.25,0.5,0.1666666716337204,0.6926993287389493
