,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.3342853545676818,0.7850439221498765,54.54545454545454,0.40625,0.0,0.0,0.0,0.6382171652035477,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,1.4728842038683363,0.7168949136444208,53.333333333333336,0.41666666666666663,0.6846153736114502,0.5267857164144516,1.0,0.6965926497027688,0.9314474195181379,50.0,0.5625,0.0,0.0,0.0,0.6766306087066464,0.702217284180498,62.5,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.2576640092468175,0.4681252399819555,66.66666666666666,0.8888888888888888,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.11859631594069679,0.9901095770103218,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6437083551251692,0.8662051303009433,66.66666666666666,0.35,0.0,0.0,0.0,0.5157671852329896,1.7714463044366828,57.14285714285714,0.0,0.0,0.0,0.0,0.19267425360800297,0.5343444564436909,57.89473684210527,0.9111111111111111,0.0,0.0,0.0,0.5729835607798147,0.7690479984419001,60.0,0.25,0.2857142686843872,0.3333333432674408,0.25,0.5655067638000514,0.7021475698468846,20.0,0.25,0.20000000298023224,0.125,0.5,0.6945050397799554,1.3172106574755988,50.0,0.96875,0.0,0.0,0.0,0.8271363525561233
10,0.3796292116443522,0.730963389724436,54.54545454545454,0.6333333333333333,0.5,0.5,0.5,0.7524640967178988,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.0653751412917791,0.6923564648366356,60.0,0.5166666666666666,0.7272727489471436,0.6041666567325592,1.0,0.6927577863608549,0.7487892311888892,50.0,0.625,0.0,0.0,0.0,0.6722866883749111,0.8015608344318654,50.0,0.5333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.22341554240773306,0.41171753259639193,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.060130063762135734,0.9454266474380638,57.14285714285714,0.5,0.0,0.0,0.0,0.48780504105670935,0.9013653477132727,55.55555555555556,0.35,0.0,0.0,0.0,0.46835802777850255,0.9456824775822296,28.57142857142857,0.3333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,2.0764727897506923,0.5482171741611492,57.89473684210527,0.9555555555555556,0.0,0.0,0.0,0.5732731678714271,0.693826640924762,40.0,0.21875,0.6060605943202972,0.4642857164144516,0.875,0.42847103226893984,0.699926987337274,10.0,0.0,0.3333333432674408,0.25,0.5,0.6950003030112486,0.48610763138846885,70.0,0.65,0.3333333432674408,0.375,0.30000001192092896,0.5529305647596479
11,0.5218847165520194,0.7967805963117819,54.54545454545454,0.1875,0.0,0.0,0.0,0.5733924334883604,63.63636363636363,0.5,0.4285714328289032,0.375,0.5,0.5133082806719299,0.6937404798578684,53.333333333333336,0.31666666666666665,0.6846153736114502,0.5267857164144516,1.0,0.6966955704902915,0.9621331016256872,50.0,0.5,0.0,0.0,0.0,0.5645887963861361,0.8685306296412554,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,1.311207196376962,0.44171057869469926,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.8817790991717557,0.8761302700716247,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.417250566534579,0.9420326567713102,22.22222222222222,0.3333333333333333,0.611111119389534,0.5714285746216774,0.75,0.501429257508609,0.9638980961296342,42.857142857142854,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.4200902241294386,0.6735103457687882,57.89473684210527,0.6666666666666666,0.0,0.0,0.0,0.5430689068727316,0.9385015848603114,50.0,0.34375,0.6666666865348816,0.5,1.0,0.6712894892284048,0.7047865463711325,20.0,0.25,0.20000000298023224,0.125,0.5,0.6901563330913956,1.044124561870436,60.0,0.46875,0.6969697177410126,0.5357142984867096,1.0,0.4142045653379319
12,0.5447672173274556,0.7493853671404093,54.54545454545454,0.34375,0.0,0.0,0.0,0.6296360131004062,63.63636363636363,0.8,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.3599336842683802,0.6937292507276086,53.333333333333336,0.43333333333333335,0.6893939673900604,0.5446428656578064,1.0,0.6925651042620466,0.8602794315908888,50.0,0.75,0.0,0.0,0.0,0.619026902330346,0.9518149136033957,62.5,0.4,0.7272727489471436,0.6666666865348816,0.800000011920929,0.38042517836754614,0.95740865136017,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.019406356609708974,1.6916302487318848,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.1421951138468085,1.118994345341376,11.11111111111111,0.25,0.111111119389534,0.0833333358168602,0.1666666716337204,0.4179978279819898,1.1329212984163515,42.857142857142854,0.4166666666666667,0.5,0.4000000059604645,0.6666666865348816,0.535964899738588,0.6595717181959662,57.89473684210527,0.8222222222222223,0.0,0.0,0.0,0.3416082863982853,1.057365677051593,50.0,0.28125,0.6666666865348816,0.5,1.0,0.5140071748589904,0.7068525574008054,20.0,0.07142857142857142,0.4444444552063942,0.3125,1.0,0.6944343971410695,1.906871112370767,50.0,0.8125,0.6666666865348816,0.5,1.0,0.14978677704373136
13,0.3004370812056311,1.0116693593942125,54.54545454545454,0.53125,0.0,0.0,0.0,1.136571859302596,63.63636363636363,0.5833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.8615488926346359,0.6925427940612789,53.333333333333336,0.525,0.6346153914928436,0.5125000029802322,0.8333333432674408,0.6936409411244976,1.0359484603034559,50.0,0.5625,0.0,0.0,0.0,0.6030125814732575,1.1222840676251105,75.0,0.4666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.07921651767976767,0.6410688773484335,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.0040972213660756505,1.0746884706913657,57.14285714285714,0.25,0.0,0.0,0.0,0.22049855472829727,1.2344730975799882,22.22222222222222,0.25,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.5899992226539085,0.9209265764084644,57.14285714285714,0.4166666666666667,0.5714285373687744,0.5,0.6666666865348816,0.24529172184063758,0.5808717236814195,57.89473684210527,0.9555555555555556,0.0,0.0,0.0,0.5241042191165965,1.3075114187675605,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6377867412031619,0.704692479857567,20.0,0.2916666666666667,0.20000000298023224,0.125,0.5,0.6965459225544555,2.5683435627395665,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.04109328317079524
14,0.32622762550936535,0.7994587024168708,72.72727272727273,0.75,0.6500000059604645,0.8333333432674408,0.6666666716337204,0.6215019885148082,63.63636363636363,0.8333333333333333,0.800000011920929,0.875,0.75,0.6359994180033344,0.6923862162442568,60.0,0.3916666666666667,0.7179487347602844,0.5625,1.0,0.691932502623327,0.9258031762820021,50.0,0.375,0.3333333432674408,0.5,0.25,0.4038635727198349,1.1046943092562431,62.5,0.5333333333333333,0.7272727489471436,0.6666666865348816,0.800000011920929,0.21132781288785782,0.3148979305906458,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.007229270044128579,1.057612248702149,57.14285714285714,0.4166666666666667,0.4000000059604645,0.5,0.3333333432674408,0.4725547068967543,1.174300662455313,66.66666666666666,0.25,0.0,0.0,0.0,0.1319604744518243,1.787698125285873,57.14285714285714,0.0,0.0,0.0,0.0,0.0679652554256317,0.5217639192430671,57.89473684210527,0.75,0.0,0.0,0.0,0.2959048315473481,1.4340706807457664,50.0,0.45,0.0,0.0,0.0,0.41019517080110013,0.7792884337287254,20.0,0.5833333333333333,0.20000000298023224,0.125,0.5,0.6765434640905909,1.7788978960903925,60.0,0.65,0.25,0.5,0.1666666716337204,0.6036080105695334
15,1.5979342473731375,1.1142937072444117,54.54545454545454,0.1,0.0,0.0,0.0,1.0754532638403498,63.63636363636363,0.39285714285714285,0.46666666865348816,0.4375,0.5,2.6721215499345696,0.6918830895809982,60.0,0.5,0.7272727489471436,0.5714285969734192,1.0,0.6884525736684294,0.9293706174848699,62.5,0.5625,0.4000000059604645,1.0,0.25,0.44673423311984,1.1668617754012718,62.5,0.4666666666666667,0.7272727489471436,0.6666666865348816,0.800000011920929,0.34818484616302914,0.8310384303960651,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,1.3546164510584666,1.2607680037596933,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.056939796905256614,1.3621747354112084,11.11111111111111,0.31666666666666665,0.0,0.0,0.0,0.11027447331917521,1.1760607245110237,57.14285714285714,0.4166666666666667,0.5714285373687744,0.5,0.6666666865348816,0.3552115922826197,0.49043937596678333,57.89473684210527,0.9583333333333334,0.0,0.0,0.0,0.8183783129839554,1.3133167005966397,40.0,0.28125,0.6060605943202972,0.4642857164144516,0.875,0.4255400534936728,0.7119057078104012,20.0,0.25,0.20000000298023224,0.125,0.5,0.6510811999569011,2.1592373110531993,50.0,0.55,0.7727272808551788,0.6875,1.0,0.10652680576531284
16,0.3863448090179192,0.7466833215937158,54.54545454545454,0.16666666666666666,0.0,0.0,0.0,0.56385493017499,72.72727272727273,0.6875,0.800000011920929,0.8333333432674408,0.8333333432674408,0.1165885788970887,0.6917827438041084,60.0,0.39583333333333337,0.7333333492279053,0.5833333432674408,1.0,0.6906957642219944,0.6185929126573556,62.5,0.6875,0.6666666865348816,0.6000000238418579,0.75,0.4703947370015061,1.4197351786538328,75.0,0.4,0.8333333730697632,0.7142857313156128,1.0,0.06882234412700383,0.37772714219498366,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.09318480094696716,1.2000103842522407,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.6848501811914303,1.0591373577548353,33.33333333333333,0.3333333333333333,0.0,0.0,0.0,0.3464724025539545,2.4341575474461257,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.019755119654829737,0.580487100102274,57.89473684210527,0.7708333333333334,0.0,0.0,0.0,0.9903999473035464,1.109670873048633,50.0,0.41666666666666663,0.25,0.3333333432674408,0.20000000298023224,0.2831992128727436,1.0178966621513168,20.0,0.75,0.20000000298023224,0.125,0.5,0.5981306932788745,0.6620942425532029,80.0,0.6166666666666667,0.875,0.800000011920929,1.0,0.12303033812814584
17,0.27161128246261357,1.4140581203020859,54.54545454545454,0.3,0.699999988079071,0.5476190596818924,1.0,0.6528904196392266,81.81818181818183,0.875,0.9000000059604645,1.0,0.8333333432674408,0.029172572854422398,0.6899412060507288,60.0,0.7666666666666666,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6848290560250402,0.7969134851629365,62.5,0.5625,0.6666666865348816,0.6000000238418579,0.75,0.8337490139818943,2.309819486983617,37.5,0.6666666666666666,0.0,0.0,0.0,0.33182979407292706,0.20696910698867776,100.0,1.0,1.0,1.0,1.0,0.06908863571772081,1.139034483083355,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.13351930616587393,1.3855862654294602,66.66666666666666,0.45833333333333337,0.0,0.0,0.0,0.06497780958730376,1.5195578976705195,42.857142857142854,0.3333333333333333,0.5,0.4000000059604645,0.6666666865348816,0.08662822187681596,0.49801789674878283,57.89473684210527,0.9583333333333334,0.0,0.0,0.0,0.6921522251871578,0.9972729297665779,60.0,0.6875,0.6666666716337204,0.75,0.625,0.18683925250593236,0.7143753214194096,20.0,0.7083333333333333,0.20000000298023224,0.125,0.5,0.8615787051503382,0.6450067112238071,70.0,0.9375,0.7857142686843872,0.8333333432674408,0.75,0.012734608035214836
18,0.24530929306936286,0.8818142748657206,54.54545454545454,0.23333333333333334,0.0,0.0,0.0,2.210789614046976,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.07750935363938788,0.6906706721005856,53.333333333333336,0.5833333333333333,0.6846153736114502,0.5267857164144516,1.0,0.6570106523185176,1.0373474537662262,62.5,0.5,0.7272727489471436,0.5714285969734192,1.0,0.47956803279075716,1.276794505303416,75.0,0.4666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.10353649109178635,1.9310023432275711,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.0005632904520321847,1.1472186311043777,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.25596710968404307,1.7132559489752697,11.11111111111111,0.2833333333333333,0.111111119389534,0.0833333358168602,0.1666666716337204,0.06573130177260333,3.4197755310829447,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.1220744529989863,0.7122684105473636,52.63157894736842,0.7569444444444445,0.7037037213643392,0.5952380994955698,1.0,1.4160946553076494,1.6021384567966315,40.0,0.41666666666666663,0.3333333432674408,0.2857142984867096,0.4000000059604645,1.562720401120694,0.9451798265586062,20.0,0.5,0.4444444552063942,0.3125,1.0,0.6307401069955514,3.0003626396712724,50.0,0.78125,0.6666666865348816,0.5,1.0,0.12077074100738053
