,BIP,BIP,BIP,BIP,BIP,BIP,BIP,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.678088261178586,0.5772167264426391,67.74193548387096,0.9083333333333333,0.0,0.0,0.0,0.6927433644585843,60.629921259842526,0.7342633928571427,0.1622023805975914,0.2291666679084301,0.13020833395421505,0.692735667376245,0.6932071482496001,44.680851063829785,0.470610119047619,0.5770410268257061,0.44533730546633404,0.9291666684051355,0.6927594245605618,0.6927820229786541,54.78260869565217,0.46857142857142864,0.0,0.0,0.0,0.687831976832648,0.693149185963816,41.46341463414634,0.5395833333333334,0.4185185333093007,0.3333333383003871,0.6388888955116272,0.6932794385264078,0.693158082200342,35.294117647058826,0.5793650793650794,0.5984848539034525,0.5059523830811182,1.0,0.7876894562452778,0.6931232321749327,66.66666666666666,0.35,0.0,0.0,0.0,0.6931168370838022,0.6932601870816162,53.84615384615385,0.3333333333333333,0.0,0.0,0.0,0.693399182312831,0.6931567762726564,42.857142857142854,0.5111111111111111,0.0,0.0,0.0,0.6930792136073621,0.69315456748158,50.0,0.48333333333333334,0.0,0.0,0.0,0.8699347030166042,0.6944645681771855,57.14285714285714,0.0,0.0,0.0,0.0,0.8616999935699646
1,0.49198761575261535,0.5982676422291594,67.74193548387096,0.775,0.0,0.0,0.0,0.6894536038235297,59.055118110236215,0.6021577380952382,0.05625000037252903,0.125,0.03645833395421505,0.6904037631370984,0.6933790275192447,44.680851063829785,0.442013888888889,0.6007881152133147,0.4427083333333333,1.0,0.6921783505138422,0.6936063843976127,54.78260869565217,0.42416666666666664,0.0,0.0,0.0,0.7170554841565621,0.6978551440211053,43.90243902439025,0.5604166666666667,0.6448773543039957,0.5208333333333334,1.0,0.6899187967148142,0.694308166965879,29.411764705882355,0.39444444444444443,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6926330711022174,0.6928624851036241,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6932593281968131,0.6931694639330421,38.46153846153847,0.7083333333333333,0.5750000029802322,0.5,0.875,0.6932622240192194,0.6948506227180117,42.857142857142854,0.59375,0.0,0.0,0.0,0.6928912336035057,0.6931495986827044,50.0,0.28125,0.6666666865348816,0.5,1.0,0.6930881115850772,0.6932019430639855,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6956361128294208
2,0.5136904120251835,0.5823026728490296,67.74193548387096,0.8833333333333333,0.0,0.0,0.0,0.5957941184955448,65.35433070866141,0.8052455357142857,0.341964291408658,0.520833333954215,0.30312500055879354,0.546086300201413,0.6936179261609108,44.680851063829785,0.44188988095238096,0.5868150511135658,0.4375,0.9583333333333334,0.6951633775449858,0.6945068862424262,54.78260869565217,0.4990079365079365,0.0,0.0,0.0,0.7834954691191023,0.6931333262494267,48.78048780487805,0.6965277777777777,0.5302253266175588,0.3928571442763011,0.8333333333333334,0.6931333186722952,0.6935199641318124,29.411764705882355,0.37777777777777777,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6929515533024124,0.6935137435888867,33.33333333333333,0.6833333333333333,0.27272728085517883,0.1875,0.5,0.6923652847917091,0.7186169510316792,53.84615384615385,0.375,0.0,0.0,0.0,1.9266107778545372,0.6930041430826149,57.14285714285714,0.46875,0.7333333492279053,0.5833333432674408,1.0,0.6939685762322353,0.6931049611325304,50.0,0.75,0.0,0.0,0.0,0.6928211412557893,0.6932153910499507,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6927471721342177
3,0.04096224833480914,1.2218144636089152,67.74193548387096,0.921875,0.0,0.0,0.0,0.5286007834315017,73.22834645669292,0.84765625,0.5044642966240644,0.7083333358168602,0.4260416701436043,0.5858595220323736,0.6935456099193991,44.680851063829785,0.44253472222222223,0.5972139102717241,0.4427083333333333,1.0,0.6943390629740134,0.7090397242216311,54.78260869565217,0.4333333333333334,0.0,0.0,0.0,0.5656257498857944,0.6930865939029379,56.09756097560976,0.5008928571428571,0.0,0.0,0.0,0.692863673476628,0.6933047631876752,35.294117647058826,0.5,0.6148148278395335,0.5119047661622366,1.0,0.6946920546484452,0.6935324400704209,33.33333333333333,0.6666666666666667,0.7000000029802322,0.625,1.0,0.6928375044373478,0.6932396693676762,23.076923076923077,0.375,0.2916666716337204,0.25,0.375,0.6938171329342464,0.693018889468249,57.14285714285714,0.5,0.7179487347602844,0.5625,1.0,0.6930554578475995,0.693059376618652,80.0,0.9375,0.444444477558136,0.4000000059604645,0.5,0.6932570951721231,0.6931830665502534,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6942359404093672
4,0.2732216403311059,0.5861517656191256,70.96774193548387,0.7239583333333334,0.25,0.25,0.25,0.5299038413556654,74.01574803149606,0.8364583333333333,0.7001668605953455,0.6409226255491376,0.8052083365619183,0.2097749387092481,0.6927581835660724,55.319148936170215,0.5543402777777778,0.0,0.0,0.0,0.69370927903023,0.6933740936232132,54.78260869565217,0.45376984126984127,0.0,0.0,0.0,0.7039659908906735,0.693118420383597,56.09756097560976,0.45228174603174603,0.0,0.0,0.0,0.6931678228535825,0.6925268635327483,70.58823529411765,0.7388888888888889,0.0,0.0,0.0,0.6928911666328516,0.6938484267121212,33.33333333333333,0.5833333333333333,0.7000000029802322,0.625,1.0,0.6914713447548421,0.6931681670214064,46.15384615384615,0.48333333333333334,0.2857142686843872,0.25,0.3333333432674408,0.6931276701896115,0.6931862024142734,50.0,0.5,0.5250000059604645,0.6666666716337204,0.4333333447575569,0.6930993983666647,0.6930895951214121,50.0,0.75,0.6666666865348816,0.5,1.0,0.6932949825280376,0.6931431623243846,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6930229991673489
5,0.7572152353094074,0.7295194260484512,70.96774193548387,0.7614583333333332,0.125,0.25,0.0833333358168602,0.4985731856906915,79.52755905511812,0.8655505952380954,0.6742063667625189,0.7531250044703484,0.6552083399146795,0.413473888823316,0.6932927378305399,44.680851063829785,0.5467757936507937,0.5905021031697592,0.4427083333333333,1.0,0.6906750068078433,0.7455805761899184,54.78260869565217,0.46404761904761915,0.0,0.0,0.0,0.7332991428056264,0.693028219933843,68.29268292682927,0.7354166666666667,0.3730158805847168,0.6666666666666666,0.261111115415891,0.6932327629131985,0.6929661907034231,52.94117647058824,0.7666666666666666,0.3333333333333333,0.2444444497426351,0.5555555621782938,0.6927502244076263,0.6932719258962362,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.6931080924816581,0.6931949231785215,53.84615384615385,0.16666666666666666,0.0,0.0,0.0,0.6928513678939803,0.6931610816706443,64.28571428571429,0.5333333333333333,0.5,0.5,0.5,0.6929544607304082,0.6930448282685171,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6929587894783241,0.6931657986224223,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6959291846347213
6,0.31297241636802847,0.9920217415937238,70.96774193548387,0.9041666666666667,0.10000000149011612,0.25,0.0625,0.4958951822011021,78.74015748031496,0.85703125,0.6792696975171566,0.7510416693985462,0.6400297684594989,0.29444165299638303,0.695800243121112,44.680851063829785,0.5318700396825395,0.5960817082474629,0.453125,1.0,0.6805331017773716,0.7110582802032361,54.78260869565217,0.49357142857142855,0.0,0.0,0.0,0.9308002363577916,0.692498165177568,46.34146341463415,0.5923611111111111,0.5962963153918585,0.5111111178994179,0.7500000049670538,0.692739387337134,1.5304211351604469,29.411764705882355,0.48333333333333334,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6799219608082465,0.6940919963303586,33.33333333333333,0.5833333333333333,0.7000000029802322,0.625,1.0,0.692646853800145,0.6930750485098993,53.84615384615385,0.325,0.0,0.0,0.0,0.6934135782810293,1.323598013629825,42.857142857142854,0.5555555555555556,0.0,0.0,0.0,0.6755809500742935,0.6928914178664035,50.0,0.8125,0.6666666865348816,0.5,1.0,0.65947790479137,0.6932226615435757,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6922849878009377
7,0.9615289060611182,0.8844989436461435,70.96774193548387,0.9208333333333334,0.125,0.25,0.0833333358168602,0.531143992401996,77.16535433070865,0.86015625,0.6579365227371454,0.921875,0.5364583367481828,0.5021754658950061,0.6909295274945101,54.25531914893617,0.6417906746031746,0.5875781737267971,0.5012896899133921,0.7909722253680229,0.6814504055719629,0.6955736205102516,54.78260869565217,0.5358333333333334,0.0,0.0,0.0,0.7322327691887132,0.6914642367408461,43.90243902439025,0.7083333333333334,0.6323417400320371,0.5208333333333334,1.0,0.6765737910313178,0.6922733066680824,88.23529411764706,0.7833333333333333,0.5333333412806193,0.5555555621782938,0.5555555621782938,0.6919530865855099,0.693999463720189,33.33333333333333,0.55,0.27272728085517883,0.1875,0.5,0.6920216035661532,0.6929742630825907,53.84615384615385,0.5333333333333333,0.0,0.0,0.0,0.6927276017754621,0.8160703435193588,42.857142857142854,0.5666666666666667,0.0,0.0,0.0,0.6926900308330554,0.6924111653611466,60.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.6928953305528399,0.6933611468193547,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.692505869683598
8,0.2591651570219026,1.403467553842423,48.38709677419355,0.5529761904761905,0.5075396969914436,0.379761915653944,0.9166666716337204,0.4659301979426924,80.31496062992126,0.8520833333333334,0.6676812823861837,0.75,0.6552083352580667,0.47352138510384617,0.7081385880960493,44.680851063829785,0.465500992063492,0.5872424002736807,0.4479166666666667,0.9166666666666666,0.5856475589007067,0.7407131232304038,54.78260869565217,0.4847222222222223,0.0,0.0,0.0,0.7045638024637805,0.6930557976655687,56.09756097560976,0.5819444444444445,0.0,0.0,0.0,0.6931331238969957,0.6452469919809597,82.35294117647058,0.7857142857142857,0.5833333333333334,0.5333333412806193,0.6666666666666666,0.6148785519460327,0.694783271652393,33.33333333333333,0.6666666666666667,0.7000000029802322,0.625,1.0,0.6900277597419419,0.6928893056164187,53.84615384615385,0.46875,0.0,0.0,0.0,0.6924750455038172,0.741740603942015,42.857142857142854,0.46875,0.0,0.0,0.0,0.7089477301454499,0.6921671645957874,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6910853930484442,0.694193717464228,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6893456782366482
