,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test
0,0.6314069903245778,0.18482865158810619,40.0
1,0.6912567086419062,0.1392986197602218,40.0
2,0.6916523128475253,0.13881594610617526,50.0
3,0.6908241512032917,0.13867402439816545,50.0
4,0.6895060526742822,0.13865642177501467,60.0
5,0.6887442067567365,0.13869280888956853,50.0
6,0.6906633284474586,0.13862007023449102,60.0
7,0.6885122539657221,0.13823026161204005,50.0
8,0.6913292705888304,0.13819055861530272,50.0
9,0.6891834342014045,0.1382988267018383,50.0
10,0.6851010990285606,0.13876153147766485,50.0
11,0.6866227867223542,0.1385166752196853,50.0
12,0.686087392225077,0.13889720544866888,50.0
13,0.6836170976590923,0.13835314016683262,60.0
14,0.6835598295478039,0.13852275252497911,50.0
15,0.49962247928990927,0.10960149793368974,60.0
16,0.6067649293383539,0.14125359932501683,50.0
17,0.49637438767268194,0.17636154804997095,60.0
18,0.3743765734901445,0.3047636408378038,40.0
19,0.40096465504735485,0.14790903764496013,60.0
20,0.33542720005658666,0.16187303620045257,50.0
21,0.12255978425601444,0.14700514263907088,50.0
22,0.009409183834888986,0.17687001967479218,50.0
23,0.08319418438318713,0.6899331255441322,70.0
24,0.09505905270091047,0.23938431910846997,50.0
25,0.0009891560639378784,0.29664610091483984,60.0
26,0.0033123109424871597,0.3009354409885351,50.0
27,0.0028087718871878933,0.31128552236854456,60.0
28,0.0005252910344270644,0.29198067056713833,60.0
29,0.00038493488545661496,0.5103235057758952,60.0
30,0.0004559053460005287,0.48236029634133415,60.0
31,0.0001302036303652936,0.31421276747526167,60.0
32,0.00030431538786381777,0.2850517446166662,60.0
33,0.00018419339863921038,0.44860947108810245,60.0
34,0.00015734001829002735,0.3426585801563241,60.0
35,0.00020076597539511206,0.9187202495500871,60.0
36,0.00015858421798919695,0.5241529032027609,60.0
37,0.0001237393989231514,0.5042073690546992,60.0
38,9.451387393599072e-05,0.9137946248721891,60.0
39,0.00018720348804731075,0.46369757919265736,60.0
40,3.033984875068216e-05,0.49710003838004047,60.0
41,0.00018843113790997947,0.2939300832076306,60.0
42,0.00013912356057935909,0.31326185754048913,60.0
43,8.582006402121066e-05,0.31369862875811855,60.0
44,0.00014086937960733776,0.9287883921097719,60.0
45,7.791621577918557e-05,0.48096240971948223,60.0
46,8.155220870684188e-05,0.5138242257707735,60.0
47,0.00010503855599358463,0.7686993950646077,60.0
48,3.69442801261308e-05,0.7670965078132548,60.0
49,6.393500837388891e-05,0.7673962746477807,60.0
50,5.107589085913671e-05,0.7680137511738193,60.0
51,9.07693599518835e-05,0.3006351859311693,60.0
52,7.839238853678382e-05,0.804763632977739,60.0
53,8.35973252087404e-05,0.5140980799544377,60.0
54,3.8057851975552355e-05,0.3209254243086387,60.0
55,8.803789137921493e-05,0.3204613863984018,60.0
56,5.3390283938501605e-05,0.688255960763054,60.0
57,4.0718176968079865e-05,0.3565002607441726,60.0
58,6.119957755285241e-05,0.34021451002782704,60.0
59,0.00010860105631410895,0.3222691926563471,60.0
60,0.00010679603862556778,0.7821168661604202,60.0
61,6.790636944886264e-05,0.34053330753039,60.0
62,8.734909013645422e-05,0.30678746525284517,60.0
63,2.870642769594854e-05,0.47801434113671065,60.0
64,7.954757082632347e-05,0.47895653320238674,60.0
65,6.85308434108688e-05,0.32489057464356946,60.0
66,4.369941678682343e-05,0.34446600581685816,60.0
67,6.279286340915895e-05,0.5286461575333974,60.0
68,5.131895000744316e-05,0.7002029385444992,60.0
69,8.784975524960166e-05,0.3267280979665749,60.0
70,5.666466791514047e-05,0.3280414172201673,60.0
71,6.490923144186776e-05,0.34317404540523344,60.0
72,5.5551128490202775e-05,0.31063073021369075,60.0
73,3.5206194638487614e-05,0.3624667734548827,60.0
74,5.237183048258157e-05,0.3117815811921526,60.0
75,3.3168126431336305e-05,0.8366242093817761,60.0
76,3.0151438726379715e-05,0.34696501630399584,60.0
77,2.0741094304836618e-05,0.330184845121405,60.0
78,4.649225891155605e-05,0.48725959951467174,60.0
79,5.826351634211512e-05,0.5334163338801866,60.0
80,5.300649225342233e-05,0.8254798906007143,60.0
81,3.5687831832482967e-05,1.0296084431513344,60.0
82,2.575046733509144e-05,0.49031482343718585,60.0
83,3.913348440306126e-05,0.49053929910503086,60.0
84,4.8542472559130983e-05,0.827717953942873,60.0
85,4.301888296068601e-05,0.33331315818226515,60.0
86,3.6487737114632744e-05,0.31604075085739025,60.0
87,3.064185047070851e-05,0.31688887066028204,60.0
88,3.476550580698589e-05,0.3345501169700803,60.0
89,4.971040659250923e-05,0.4941957446133255,60.0
90,2.4646592486791973e-05,1.04156228406977,60.0
91,4.6977146751544376e-05,0.8158549989130837,60.0
92,4.8640546529617524e-05,0.5424402966549101,60.0
93,5.04475694128265e-05,0.5299226646374228,60.0
94,1.3773738604908295e-05,0.8398306490780243,60.0
95,1.903754578821352e-05,0.5310768705983812,60.0
96,4.409461801749479e-05,0.32154775193528107,60.0
97,3.1061332156041536e-05,0.3550067602563375,60.0
98,4.0173458173962206e-05,0.32192626413893033,60.0
99,3.5398361813847284e-05,0.3387677317531309,60.0
