,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7260828440023568,0.16166679761004563,44.44444444444444,0.12602828125926083,45.45454545454545,0.6931925769653265,0.11535048907387561,66.66666666666666,0.6932489930823624,0.08664753779869894,50.0,0.6929677410811345,0.08781106111482172,37.5,0.6924332306575718,0.08467452398430977,62.5,0.706853392269953,0.10356014107139054,42.857142857142854,0.7313222220632938,0.09898079015518699,71.42857142857143,0.6928850321459015,0.13765748999992838,60.0,0.6967099115678566,0.0866502962579939,25.0,0.7338616970084706,0.1078123413265043,52.63157894736842,0.732382600654483,0.138656516092806,70.0,0.6929042476330908,0.13874168769201697,40.0,0.6930520647771736,0.1387318333208638,30.0,0.6927544281739532
1,0.895914590939431,0.13740180108727126,55.55555555555556,0.14579935027714355,63.63636363636363,0.6453606958921523,0.11552320377262788,50.0,0.8050392879617737,0.08663132512050566,50.0,0.6938159004944529,0.08673746341638675,37.5,0.8598517796424162,0.08661699674611523,62.5,0.6930369527646895,0.10744495516980955,42.857142857142854,0.8442006935214765,0.09877163065817532,71.42857142857143,0.7690419455187932,0.15296787110850357,60.0,0.6006143817411748,0.0866320272890531,50.0,0.6916454332956629,0.10943960356185786,47.368421052631575,0.6932742929583074,0.13530645287350435,70.0,0.7238835900420904,0.13705203945998048,60.0,0.6750009617775444,0.13858508150966106,70.0,0.6922161109193633
2,0.6925028256404716,0.18353076638188315,55.55555555555556,0.10258564644854182,63.63636363636363,1.5128494258870386,0.11335038747630395,50.0,0.8080813551355692,0.0866404720073268,50.0,0.6928325214247414,0.09110414636426585,37.5,0.6966275424126895,0.0866356271148286,62.5,0.692417869035662,0.09884794680213013,57.14285714285714,0.669632499138816,0.09898092671911782,71.42857142857143,0.6930681842827643,0.1246843193696785,60.0,0.6871462367090219,0.08666306680093222,50.0,0.6936721285746434,0.10939217155831998,52.63157894736842,0.6919482456293954,0.13621799500446075,70.0,0.6376920655201952,0.1386177439479531,60.0,0.6933428609807161,0.13858974801237162,70.0,0.6929278896142299
3,0.6847836806414752,0.15632535988183266,44.44444444444444,0.1247105576634406,36.36363636363637,0.6634729880245797,0.11536919022492487,66.66666666666666,0.6921139799573768,0.08762485660359749,50.0,0.6917742927951356,0.08651355845686469,62.5,0.7291390790052298,0.08648176644658848,62.5,0.809836944929869,0.12943139413777974,42.857142857142854,0.734938653213666,0.1942970857019903,28.57142857142857,0.7835949443468472,0.14125040621246193,60.0,1.6364008283742943,0.08668363675451944,50.0,0.6936461109614758,0.10939496333943488,52.63157894736842,0.6927450723921992,0.2672503467448604,70.0,1.0390747956804718,0.13780995760237974,60.0,0.6930780760480372,0.11826128187392386,70.0,0.6536634433911926
4,0.689475214370761,0.16616165891487567,55.55555555555556,0.12440726078707084,63.63636363636363,0.8585325889304811,0.1413611191319921,50.0,0.6389189931835524,0.08664462998476304,50.0,0.6931047121265654,0.08047158831715112,62.5,0.7235805463019532,0.08361672210277879,62.5,0.7312551475636468,0.09857457891784173,42.857142857142854,0.6741422494223203,0.08887937966788173,71.42857142857143,0.6054632844464215,0.16103409378408098,60.0,0.5241049031087893,0.08662420637342938,50.0,0.6937011778461742,0.10938809263864907,52.63157894736842,0.6927572314416154,0.13219458295354253,70.0,0.6929776322558877,0.1385498042388908,60.0,0.7178385670314777,0.1386291138230656,30.0,0.7728857311587629
5,0.6949632153564869,0.15405824998429907,55.55555555555556,0.11656705359467766,63.63636363636363,0.8188574367414544,0.11321383407686607,50.0,0.6464355530840755,0.08665748782909888,50.0,0.6930424261518702,0.08672903913196583,50.0,0.6955547147850094,0.0832253639278426,62.5,0.7935066804334949,0.12513970594395177,42.857142857142854,0.687028173608567,0.1023808453896741,28.57142857142857,0.770496462412703,0.13485655551464937,60.0,0.5612938082693549,0.08663559504683797,62.5,0.6938575329964038,0.10940647647947338,52.63157894736842,0.6938537973880732,0.1343083481553115,70.0,0.6605095804297982,0.13717518441685878,60.0,0.7013525996004617,0.12867371478450695,70.0,0.5321921696964766
6,0.6216061900184089,0.1597670731427568,22.22222222222222,0.1118520324467979,63.63636363636363,0.4997230461082065,0.11952261801133122,50.0,0.6480463057456737,0.08666264489046369,50.0,0.6949237579503377,0.07282797509669556,87.5,0.6714849836721474,0.0830272312059844,62.5,0.6045257074444529,0.0974507633970568,42.857142857142854,0.6062478245996561,0.08345004469769171,71.42857142857143,0.4602430639751524,0.13614532499663773,60.0,0.6292588139081534,0.08660259437851335,75.0,0.6930438978248414,0.11155174301842087,63.1578947368421,0.6362721291744848,0.12720148978256146,70.0,0.6802335684384498,0.1324098634734303,60.0,0.6924681518979878,0.10370407678738251,70.0,0.6572592509371324
7,0.7919092550925844,0.19456997399801157,33.33333333333333,0.12622362630531173,54.54545454545454,0.923657291047717,0.11590412503247056,41.66666666666667,0.6772420631664713,0.08665750722829113,56.25,0.6931028185382202,0.07062591260562727,62.5,0.7082124820754571,0.08123572142047106,62.5,0.5105788207812912,0.09393255536131229,71.42857142857143,0.5146421598900545,0.0740392899219684,71.42857142857143,0.6676727563017106,0.11847577138102697,60.0,0.6526181303656159,0.08653309363146447,75.0,0.6937508150296915,0.14713702543093538,52.63157894736842,0.5473005362908699,0.21216793524363114,30.0,0.8567669860277748,0.13562844823560619,70.0,0.6482698962406034,0.09587691573875368,70.0,0.5610209468756906
8,0.8357919502948306,0.15590215311230693,22.22222222222222,0.11399153102493988,63.63636363636363,0.6727370294036296,0.12620777827987842,41.66666666666667,0.6799839740125294,0.0899065849748304,50.0,0.9016020965205392,0.08324118893928266,50.0,0.6415042081312475,0.08380665554262992,62.5,0.6308758468051516,0.10067888122000236,71.42857142857143,0.502498562817646,0.07596289265002003,71.42857142857143,0.4042228799997327,0.16030801135602296,70.0,0.7273188505302467,0.08746414614405248,75.0,0.7085198721347161,0.10020072934751093,52.63157894736842,0.5441893619528791,0.11153946222031785,60.0,0.5320746405222757,0.12337380058112832,80.0,0.6038333906844927,0.09511359617235111,60.0,0.43839352066174014
