,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6893426259160204,0.10137520854518343,43.90243902439025,0.5861111111111111,0.6544677664836248,0.5208333333333334,1.0,0.07969505713843797,60.629921259842526,0.7270089285714285,0.0,0.0,0.0,0.7116252932779119,0.08847989475339102,54.78723404255319,0.45104166666666673,0.694652583450079,0.5416666679084301,1.0,0.690194906173469,0.0790186760909693,67.74193548387096,0.7333333333333334,0.0,0.0,0.0,0.4365015292097778,0.09039257346222442,56.52173913043478,0.5844444444444445,0.4986772616704305,0.4192063570022583,0.7288888931274414,0.6930562469500299,0.1224416246690533,52.94117647058824,0.6458333333333334,0.39047618707021076,0.3888888955116272,0.4166666666666667,0.6946951010472957,0.08665820495453037,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.693560337569159,0.11646300303169922,66.66666666666666,0.6666666666666666,0.0,0.0,0.0,0.6766757927644033,0.09909513519227177,50.0,0.4777777777777778,0.5857142806053162,0.550000011920929,0.6333333551883698,0.726186842054015,0.14056728590319717,70.0,0.20833333333333334,0.0,0.0,0.0,0.6805273723932124,0.09896181630928022,71.42857142857143,0.5,0.0,0.0,0.0,0.6931054535385316
1,0.6873137212924076,0.10240460958987019,43.90243902439025,0.5729166666666666,0.5008547107378641,0.375,0.8333333333333334,0.08012367241593372,62.99212598425197,0.708779761904762,0.08750000037252903,0.1875,0.059375000186264515,0.4466623277231475,0.08849317667087674,53.191489361702125,0.4898561507936508,0.6386816948652267,0.5514881052076817,0.814583337555329,0.6962506821141755,0.0798571331085617,67.74193548387096,0.6934523809523809,0.0,0.0,0.0,0.6650531509157334,0.09021520661253751,63.47826086956522,0.5711111111111111,0.11238095362981161,0.18888888955116273,0.08333333333333333,0.6924012905111093,0.12212998266536798,47.05882352941176,0.5527777777777777,0.7373737494150797,0.625,1.0,0.6949964089062951,0.08662809443442279,50.0,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.6883324485489278,0.09778660611397194,75.0,0.5,0.25,0.5,0.1666666716337204,1.1415435539450502,0.10125395349239663,42.857142857142854,0.5416666666666667,0.0,0.0,0.0,0.6682073620757845,0.1382062557899891,70.0,0.55,0.0,0.0,0.0,0.8088030308136737,0.09886485711137942,71.42857142857143,0.7,0.0,0.0,0.0,0.6939127196565856
2,0.6940613587170177,0.101477009016748,53.65853658536586,0.5228174603174603,0.3670634875694911,0.3611111094554265,0.3888888855775197,0.07840298243987741,67.71653543307087,0.7689732142857142,0.3898809552192688,0.708333333954215,0.2979166703298688,0.4483537708045779,0.08849928446645966,47.340425531914896,0.6286458333333333,0.0277777761220932,0.08333333333333333,0.016666666915019352,0.6920291971070721,0.06814345243649189,67.74193548387096,0.9125,0.0,0.0,0.0,0.5626196313942385,0.09022027886796226,65.21739130434783,0.6355952380952382,0.044444445768992105,0.06666666666666667,0.03333333333333333,0.6902444258412652,0.1222168426547895,47.05882352941176,0.5888888888888889,0.0,0.0,0.0,0.6941032196634886,0.08673094427382295,37.5,0.4,0.5454545617103577,0.375,1.0,0.694293028363238,0.11704516588562791,66.66666666666666,0.4,0.0,0.0,0.0,1.9126826096910912,0.12435624062877164,42.857142857142854,0.41666666666666663,0.0,0.0,0.0,0.9188050314523571,0.13427016533774747,50.0,0.5166666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.6487874247454574,0.09921560811016075,42.857142857142854,0.2,0.5,0.3333333432674408,1.0,0.6935613697684654
3,0.694090600501695,0.10144378755653688,53.65853658536586,0.4618055555555555,0.3835978905359904,0.41388889650503796,0.39444444825251895,0.0763174071513383,70.07874015748031,0.7825892857142857,0.381547624245286,0.5625,0.3343750024214387,0.636812144954216,0.08843459201619802,57.446808510638306,0.6128224206349207,0.6411019638180733,0.5526289772242308,0.7954365089535713,0.6950374403196848,0.06077224509380902,67.74193548387096,0.9166666666666666,0.0,0.0,0.0,0.5450592830032972,0.08995041662413329,64.34782608695652,0.5319444444444446,0.0,0.0,0.0,0.6998101868660613,0.12234537355396216,47.05882352941176,0.5666666666666667,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6951365894389407,0.08618698286807482,62.5,0.9333333333333333,0.0,0.0,0.0,0.6911032605317997,0.11527069096896725,66.66666666666666,0.6333333333333333,0.0,0.0,0.0,0.6985987074562896,0.11841704112396867,42.857142857142854,0.53125,0.0,0.0,0.0,0.7381931464564224,0.1463692893165805,30.0,0.7083333333333334,0.533333346247673,0.375,1.0,0.6762962085132034,0.09963836094884669,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.7004780031025443
4,0.6937534791520046,0.10163548565045762,46.34146341463415,0.5382936507936508,0.5092592760920525,0.3898809552192688,0.8333333333333334,0.06864980723705591,73.22834645669292,0.8179315476190475,0.5523809678852558,0.6645833365619183,0.5532738156616688,0.33604524621958465,0.08835371860013981,56.38297872340425,0.6421875000000001,0.6847245407601198,0.5496031790971756,0.9694444437821707,0.6934420220331939,0.05881484244207898,67.74193548387096,0.8875,0.0,0.0,0.0,0.3806643275686106,0.08486728575318,64.34782608695652,0.6063095238095237,0.0,0.0,0.0,0.6777787308178397,0.12245468542780298,47.05882352941176,0.5833333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.6892932092486506,0.0863100341662015,62.5,0.7333333333333333,0.0,0.0,0.0,0.6921719724551556,0.11209857568063879,58.333333333333336,0.9,0.0,0.0,0.0,0.6926365010255091,0.10404938372712731,57.14285714285714,0.4791666666666667,0.25,0.5,0.1666666716337204,0.3929548233005866,0.14322566644503848,40.0,0.625,0.7000000029802322,0.625,1.0,0.5231736584817539,0.09933666050181013,28.57142857142857,0.4,0.444444477558136,0.2857142984867096,1.0,0.7229717164737378
5,0.6927817936266433,0.10129181559591018,56.09756097560976,0.3745039682539682,0.0,0.0,0.0,0.11177322953200239,66.92913385826772,0.7772693452380953,0.2822916693985462,0.5625,0.20163690764456987,0.5730758079460603,0.08784186112274096,53.191489361702125,0.6306547619047621,0.26646825298666954,0.4861111119389534,0.20833333457509676,0.6951181595166215,0.10938124328802139,67.74193548387096,0.9166666666666666,0.0,0.0,0.0,0.3347507579187434,0.08981881271482166,64.34782608695652,0.5938888888888889,0.0,0.0,0.0,0.690357034933396,0.12212447159475034,58.82352941176471,0.4166666666666667,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6937268320948508,0.08657886819209308,62.5,0.6,0.0,0.0,0.0,0.6922713454498086,0.10181976937985898,66.66666666666666,0.7666666666666666,0.0,0.0,0.0,0.6911104958886691,0.10408123828120494,50.0,0.34375,0.20000000298023224,0.5,0.125,0.41005234432800425,0.13777111049909282,30.0,0.55,0.27272728085517883,0.1875,0.5,0.7405794402511536,0.09874891810074989,85.71428571428571,0.7,0.6666666865348816,1.0,0.5,0.6925092988583014
6,0.6922999962639736,0.10166756355284079,43.90243902439025,0.5680555555555555,0.5008547107378641,0.375,0.8333333333333334,0.07665531145740875,70.07874015748031,0.8263020833333333,0.6787202451378107,0.579315485432744,0.8697916679084301,0.38519573074303476,0.08377306208722382,57.97872340425532,0.6029265873015873,0.6880582434435686,0.5652281772345304,0.9475198412934939,1.0705554813437204,0.06303543245544549,70.96774193548387,0.9083333333333333,0.1666666716337204,0.25,0.125,0.3123514521972841,0.08815483890248305,64.34782608695652,0.572063492063492,0.0,0.0,0.0,0.7002292640071411,0.12261073904524696,47.05882352941176,0.5555555555555556,0.41904762387275696,0.3333333333333333,0.6666666666666666,0.6845427326335909,0.08626524612517733,62.5,0.7333333333333333,0.0,0.0,0.0,0.6900157009902588,0.11553025193693396,50.0,0.5,0.5,0.4333333447575569,0.8333333432674408,0.6928533102058582,0.09251188363326875,50.0,0.75,0.6060606241226196,0.550000011920929,0.75,0.5936943458929594,0.22242893301695799,40.0,0.48333333333333334,0.29999998211860657,0.2142857164144516,0.5,0.5103179442460718,0.0997257724939129,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.676990791169121
7,0.6970593041505011,0.10136895201746851,63.41463414634146,0.60625,0.4775132288535436,0.46666667362054187,0.5000000049670538,0.13325198915640482,48.818897637795274,0.7428943452380953,0.5732076968997717,0.4258928634226322,0.9791666679084301,0.3482075320209002,0.0883942651044617,57.446808510638306,0.6037202380952381,0.6746529017885526,0.5589781807114681,0.9530753965179125,0.6653220112231325,0.0698097117188249,83.87096774193549,0.9375,0.7698412984609604,0.6375000029802322,1.0,0.33303263068791894,0.08170933832932553,64.34782608695652,0.6048015873015873,0.0,0.0,0.0,0.6558529160606262,0.12205550460742677,58.82352941176471,0.6638888888888889,0.7757575710614523,0.6666666766007742,1.0,0.6911955700531461,0.08650514693240965,25.0,0.4,0.0,0.0,0.0,0.6948891357676069,0.11524432183579751,75.0,0.8333333333333333,0.25,0.5,0.1666666716337204,0.5297369274967741,0.12258327679913952,57.14285714285714,0.59375,0.3333333432674408,0.5,0.25,0.4676465743677297,0.22164929525377283,30.0,0.25,0.533333346247673,0.375,1.0,0.558169780520152,0.11824362204194976,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6708891127090333
8,0.6916653314533803,0.10134709904248855,48.78048780487805,0.7083333333333334,0.6411477501193682,0.5446428606907526,1.0,0.11005491311658967,54.330708661417326,0.7707589285714286,0.593407635577023,0.45602679438889027,0.9270833320915699,0.8221507445597573,0.08609012747838209,56.91489361702128,0.6032986111111112,0.6626144809027513,0.584126990288496,0.8302083400388559,0.6972399473161849,0.05849961705466239,80.64516129032258,0.95,0.8333333432674408,0.75,1.0,0.5824672576246698,0.08674272149504778,64.34782608695652,0.5398809523809524,0.0,0.0,0.0,0.7037982628225317,0.12187886792688497,64.70588235294117,0.6833333333333332,0.799999992052714,0.698412706454595,1.0,0.6917043811396129,0.08639801822981048,62.5,0.8,0.4000000059604645,0.5,0.3333333432674408,0.6962027297439852,0.11485718040958322,58.333333333333336,0.6666666666666666,0.6428571343421936,0.625,0.6666666716337204,0.6353523036851161,0.106921151600468,64.28571428571429,0.7,0.7083333432674408,0.75,0.800000011920929,0.7791770403854561,0.13814169771491314,40.0,0.75,0.5555555820465088,0.3928571492433548,1.0,0.7008207213310754,0.10686652213060235,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.7022721618555979
