,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3523.5756514900722,634.4461450038546,0.0,0.0,0.0,0.0,0.0,1.1062042922189894,0.0,0.0,0.0,0.0,0.0,13.86208999705508,1.7001174315421914,0.0,0.0,0.0,0.0,0.0,31.765106154396943,4.21002520394115,0.0,0.0,0.0,0.0,0.0,23.77711092474268,1.6661314638873816,0.0,0.0,0.0,0.0,0.0,13.194113257784068,145.93607182606394,0.0,0.0,0.0,0.0,0.0,1499.7620382074688,9.648740122941733,0.0,0.0,0.0,0.0,0.0,137.59418976277865,310.439997538691,0.0,0.0,0.0,0.0,0.0,693.724045572055,106.59745767826765,0.0,0.0,0.0,0.0,0.0,357.1935353467238,35.91670713828783,0.0,0.0,0.0,0.0,0.0,31.075599036631,16.73928880254452,0.0,0.0,0.0,0.0,0.0,398.10165849398635,91.2227466672033,0.0,0.0,0.0,0.0,0.0,1243.807262113872,68.6594295031229,0.0,0.0,0.0,0.0,0.0,503.1844552036181,14.19285491311462,0.0,0.0,0.0,0.0,0.0,166.81637618256286,706.1110208416063,0.0,0.0,0.0,0.0,0.0,3986.2727847029914,462.4429184159488,0.0,0.0,0.0,0.0,0.0,1963.3950329262989,60.39677784975985,0.0,0.0,0.0,0.0,0.0,643.9449511622731
1,1905.7330500155458,302.18020220401377,0.0,0.0,0.0,0.0,0.0,1.0684707221037508,0.0,0.0,0.0,0.0,0.0,4.857556269543079,1.2666326797810485,0.0,0.0,0.0,0.0,0.0,12.16784342906565,3.621455705952264,0.0,0.0,0.0,0.0,0.0,31.262343923201513,2.181910265531074,0.0,0.0,0.0,0.0,0.0,7.086420076931056,73.48872474831121,0.0,0.0,0.0,0.0,0.0,282.6963774565644,6.999218410068826,0.0,0.0,0.0,0.0,0.0,30.343878196251826,127.16102614185937,0.0,0.0,0.0,0.0,0.0,121.0353020045808,41.965248021109645,0.0,0.0,0.0,0.0,0.0,161.00215258813802,26.905839412501674,0.0,0.0,0.0,0.0,0.0,87.4448977115539,13.113927397884963,0.0,0.0,0.0,0.0,0.0,121.60548615115461,90.29722280225569,0.0,0.0,0.0,0.0,0.0,488.34273621620264,50.601460380007104,0.0,0.0,0.0,0.0,0.0,327.38978463723424,14.58921345302554,0.0,0.0,0.0,0.0,0.0,156.7799298579783,342.1655196519712,0.0,0.0,0.0,0.0,0.0,1813.9949068242536,196.99701942044348,0.0,0.0,0.0,0.0,0.0,697.5532846181309,60.45783012844012,0.0,0.0,0.0,0.0,0.0,675.6866769878792
2,363.48556958707366,58.85208741382665,0.0,0.0,0.0,0.0,0.0,0.7352947245721502,0.0,0.0,0.0,0.0,0.0,9.092562474783856,0.3875865960555787,0.0,0.0,0.0,0.0,0.0,2.1728519265339203,2.521737926979796,0.0,0.0,0.0,0.0,0.0,29.989466325017396,0.8843969886906765,0.0,0.0,0.0,0.0,0.0,5.376161507303965,58.942796214022714,0.0,0.0,0.0,0.0,0.0,152.38166744529448,6.538878237478581,0.0,0.0,0.0,0.0,0.0,19.246488731903348,100.83429318711696,0.0,0.0,0.0,0.0,0.0,21.879770520081287,17.848990419035033,0.0,0.0,0.0,0.0,0.0,11.424934072879918,22.81564523138672,0.0,0.0,0.0,0.0,0.0,126.30591916708222,13.476037346228184,0.0,0.0,0.0,0.0,0.0,53.34685499623902,72.82200263619025,0.0,0.0,0.0,0.0,0.0,277.9163199475895,18.664178408960463,0.0,0.0,0.0,0.0,0.0,145.24903867283675,9.911841879423854,0.0,0.0,0.0,0.0,0.0,151.61776022316138,67.69258810021594,0.0,0.0,0.0,0.0,0.0,356.6487101657868,38.37456942790647,0.0,0.0,0.0,0.0,0.0,428.8414593105529,60.550169854734044,0.0,0.0,0.0,0.0,0.0,511.0488200776436
3,142.94856515541852,74.13673298603521,0.0,0.0,0.0,0.0,0.0,1.1498704895408822,0.0,0.0,0.0,0.0,0.0,22.019575113390207,1.37609379193295,0.0,0.0,0.0,0.0,0.0,18.630965947101114,1.2099617871340653,0.0,0.0,0.0,0.0,0.0,5.824176110664689,1.8097631897329938,0.0,0.0,0.0,0.0,0.0,3.605927885363807,54.36440317274048,0.0,0.0,0.0,0.0,0.0,191.99013684564738,12.653274817166649,0.0,0.0,0.0,0.0,0.0,32.55527175469831,28.194281914177434,0.0,0.0,0.0,0.0,0.0,10.412022194008777,22.33874229938611,0.0,0.0,0.0,0.0,0.0,210.89531707584456,20.856787178764257,0.0,0.0,0.0,0.0,0.0,0.08261628396734139,15.231133721676027,0.0,0.0,0.0,0.0,0.0,98.66350665757244,77.08822753886011,0.0,0.0,0.0,0.0,0.0,240.91273850350413,16.090843571553613,0.0,0.0,0.0,0.0,0.0,18.224052955560506,9.72521262599422,0.0,0.0,0.0,0.0,0.0,148.7479185833083,78.1074000594007,0.0,0.0,0.0,0.0,0.0,669.6239254801737,79.89470231337262,0.0,0.0,0.0,0.0,0.0,284.30493413788844,60.35393894165327,0.0,0.0,0.0,0.0,0.0,518.6911633386003
4,179.06178262007217,15.034658599177567,0.0,0.0,0.0,0.0,0.0,2.4826516350822136,0.0,0.0,0.0,0.0,0.0,8.415071712314637,0.666957554413769,0.0,0.0,0.0,0.0,0.0,0.9171160466503003,0.7940631406469131,0.0,0.0,0.0,0.0,0.0,1.2135782145212402,0.8796429739500131,0.0,0.0,0.0,0.0,0.0,20.671023087589216,50.73830715287409,0.0,0.0,0.0,0.0,0.0,195.90561843644358,4.286230110981875,0.0,0.0,0.0,0.0,0.0,42.065482654519016,22.98415754473718,0.0,0.0,0.0,0.0,0.0,294.5827054584382,20.948214910651522,0.0,0.0,0.0,0.0,0.0,147.5249084145868,15.120598453135253,0.0,0.0,0.0,0.0,0.0,71.0488871271866,14.4256210971607,0.0,0.0,0.0,0.0,0.0,66.0935253552432,45.10235943906241,0.0,0.0,0.0,0.0,0.0,192.3649148509763,12.400811571919915,0.0,0.0,0.0,0.0,0.0,100.9629076779537,9.222850836631638,0.0,0.0,0.0,0.0,0.0,16.00956737174115,8.105090242957683,0.0,0.0,0.0,0.0,0.0,136.14218104884915,36.9495312433311,0.0,0.0,0.0,0.0,0.0,87.91726995469078,60.0649891810803,0.0,0.0,0.0,0.0,0.0,572.3692488030742
5,157.20678118855227,21.27619369799273,0.0,0.0,0.0,0.0,0.0,0.6441094771921017,0.0,0.0,0.0,0.0,0.0,1.884119052671774,0.5883768777305242,0.0,0.0,0.0,0.0,0.0,1.4001407501760037,2.8984724895861023,0.0,0.0,0.0,0.0,0.0,9.869452486078591,1.363991324144537,0.0,0.0,0.0,0.0,0.0,0.8271114682182745,46.56311731661539,0.0,0.0,0.0,0.0,0.0,272.5813292164285,9.418474265919487,0.0,0.0,0.0,0.0,0.0,38.61230973520725,18.052871204079988,0.0,0.0,0.0,0.0,0.0,290.78120814089004,26.76293717365982,0.0,0.0,0.0,0.0,0.0,10.99018734045402,13.50560704733842,0.0,0.0,0.0,0.0,0.0,179.77048185520516,15.246283157961768,0.0,0.0,0.0,0.0,0.0,67.8744173578748,61.63494260343718,0.0,0.0,0.0,0.0,0.0,152.60252958613592,13.346548580546793,0.0,0.0,0.0,0.0,0.0,54.505455877026726,10.817325179429854,0.0,0.0,0.0,0.0,0.0,22.07329299348362,15.308386757996256,0.0,0.0,0.0,0.0,0.0,70.36472597414951,47.98410631417051,0.0,0.0,0.0,0.0,0.0,100.20954148509864,55.946321612524635,0.0,0.0,0.0,0.0,0.0,492.0934517122281
6,315.89630524522795,29.94710189784063,0.0,0.0,0.0,0.0,0.0,2.400999300738394,0.0,0.0,0.0,0.0,0.0,3.550443026894291,2.3564244957615617,0.0,0.0,0.0,0.0,0.0,2.5469588298191135,0.6094867300310833,0.0,0.0,0.0,0.0,0.0,10.670827931347436,0.7771150100227243,0.0,0.0,0.0,0.0,0.0,18.64673772057102,40.26174972261688,0.0,0.0,0.0,0.0,0.0,211.1428159901837,4.092226426481105,0.0,0.0,0.0,0.0,0.0,89.9760163081049,29.437986520028094,0.0,0.0,0.0,0.0,0.0,25.223957449559776,8.584425030869516,0.0,0.0,0.0,0.0,0.0,7.283437629948866,13.193999471521211,0.0,0.0,0.0,0.0,0.0,172.3279106483377,16.81596495289974,0.0,0.0,0.0,0.0,0.0,357.9723811384056,36.31506124894368,0.0,0.0,0.0,0.0,0.0,63.73224953725602,14.291895457839404,0.0,0.0,0.0,0.0,0.0,43.59382967841019,31.45069982818273,0.0,0.0,0.0,0.0,0.0,19.317349153856707,15.760638240088383,0.0,0.0,0.0,0.0,0.0,78.84868671212006,17.818603835419914,0.0,0.0,0.0,0.0,0.0,234.99399462799892,35.86672016926849,0.0,0.0,0.0,0.0,0.0,411.0470971302046
7,253.25323915339175,13.727005685812316,0.0,0.0,0.0,0.0,0.0,3.1950968760241434,0.0,0.0,0.0,0.0,0.0,0.15220299554824657,0.46001068745056417,0.0,0.0,0.0,0.0,0.0,0.8500779884676929,1.3796109782128378,0.0,0.0,0.0,0.0,0.0,6.905658083409307,0.2632876699139558,0.0,0.0,0.0,0.0,0.0,2.5211406234145426,39.755696607438296,0.0,0.0,0.0,0.0,0.0,68.94142800421233,6.208796772793255,0.0,0.0,0.0,0.0,0.0,15.720218979166782,46.068014875319705,0.0,0.0,0.0,0.0,0.0,271.874222413133,9.292248572009147,0.0,0.0,0.0,0.0,0.0,71.95690868008113,12.660317157568386,0.0,0.0,0.0,0.0,0.0,5.645835406980716,11.120678110858174,0.0,0.0,0.0,0.0,0.0,5.181025101801742,32.92003649535328,0.0,0.0,0.0,0.0,0.0,99.53146627413646,13.858345259790656,0.0,0.0,0.0,0.0,0.0,115.57646421387076,12.405636340904017,0.0,0.0,0.0,0.0,0.0,109.0065317521085,13.827149489094586,0.0,0.0,0.0,0.0,0.0,28.754909934833,21.13034772928506,0.0,0.0,0.0,0.0,0.0,176.83743868531695,10.186812428190924,0.0,0.0,0.0,0.0,0.0,166.65107243032614
8,215.3118252379386,6.7213436111752625,0.0,0.0,0.0,0.0,0.0,0.8904721474372287,0.0,0.0,0.0,0.0,0.0,1.4292082387468985,2.613707501568723,0.0,0.0,0.0,0.0,0.0,22.397557127034453,0.7072298161905937,0.0,0.0,0.0,0.0,0.0,11.658067496622467,0.3129024087874384,0.0,0.0,0.0,0.0,0.0,1.652055369788444,38.461375212010296,0.0,0.0,0.0,0.0,0.0,152.42205544933864,4.5914775045761465,0.0,0.0,0.0,0.0,0.0,56.712610345711404,9.33112326577326,0.0,0.0,0.0,0.0,0.0,38.1690561178084,8.992019362281575,0.0,0.0,0.0,0.0,0.0,15.508932494200756,10.208050854351878,0.0,0.0,0.0,0.0,0.0,59.649868752369244,11.711662335276031,0.0,0.0,0.0,0.0,0.0,184.40619273147817,28.52187138834135,0.0,0.0,0.0,0.0,0.0,122.64412441859731,13.655008772338018,0.0,0.0,0.0,0.0,0.0,41.87068410713737,22.49610914808965,0.0,0.0,0.0,0.0,0.0,164.41826008311418,15.538927134173752,0.0,0.0,0.0,0.0,0.0,55.48179396613461,14.470178211174632,0.0,0.0,0.0,0.0,0.0,68.24818460573579,7.415322135498389,0.0,0.0,0.0,0.0,0.0,74.73270635900907
