,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,64.57085454139265,9.092433135536869,0.0,0.0,0.0,0.0,0.0,0.9857856502153681,0.0,0.0,0.0,0.0,0.0,8.371213365074507,0.511453980104659,0.0,0.0,0.0,0.0,0.0,2.0291312702123117,0.7987960868109648,0.0,0.0,0.0,0.0,0.0,19.118087249096458,0.4637092006211887,0.0,0.0,0.0,0.0,0.0,22.288035693906853,37.28910078018504,0.0,0.0,0.0,0.0,0.0,126.81880291766386,4.517647685030566,0.0,0.0,0.0,0.0,0.0,80.0236041577911,24.476847423686923,0.0,0.0,0.0,0.0,0.0,165.89550109769556,11.58175519558476,0.0,0.0,0.0,0.0,0.0,0.096459991223254,13.623732144218991,0.0,0.0,0.0,0.0,0.0,24.50490551193778,11.54915998317431,0.0,0.0,0.0,0.0,0.0,82.94331260679022,26.413154777027717,0.0,0.0,0.0,0.0,0.0,72.86789313547754,13.213315429418717,0.0,0.0,0.0,0.0,0.0,107.77510110982503,20.789590397899048,0.0,0.0,0.0,0.0,0.0,19.558154082085895,12.688880073210168,0.0,0.0,0.0,0.0,0.0,29.29111623661209,17.770915995903543,0.0,0.0,0.0,0.0,0.0,50.64931393361737,4.104380154136574,0.0,0.0,0.0,0.0,0.0,39.78328844938284
10,70.23030838618203,30.33240784133428,0.0,0.0,0.0,0.0,0.0,0.3931537893187967,0.0,0.0,0.0,0.0,0.0,7.695663809542598,0.6412845606701055,0.0,0.0,0.0,0.0,0.0,2.9037874485320523,1.5918549222114433,0.0,0.0,0.0,0.0,0.0,29.051301055750866,0.36794493534582634,0.0,0.0,0.0,0.0,0.0,25.93106029371028,36.50350989729221,0.0,0.0,0.0,0.0,0.0,203.1666137427267,7.2779981413851935,0.0,0.0,0.0,0.0,0.0,17.909442179109814,16.57575362193655,0.0,0.0,0.0,0.0,0.0,309.3871851429562,12.648140501487646,0.0,0.0,0.0,0.0,0.0,104.1463986822746,8.139825349736702,0.0,0.0,0.0,0.0,0.0,109.53928477691322,12.035566174379253,0.0,0.0,0.0,0.0,0.0,144.4227605846561,25.421939446254434,0.0,0.0,0.0,0.0,0.0,101.61131841630542,12.343892506719754,0.0,0.0,0.0,0.0,0.0,39.52855463887056,10.75718871681011,0.0,0.0,0.0,0.0,0.0,175.1187934359765,29.886465485153373,0.0,0.0,0.0,0.0,0.0,68.33565490517367,26.377878612741263,0.0,0.0,0.0,0.0,0.0,92.68340146862934,2.232636805786282,0.0,0.0,0.0,0.0,0.0,122.1611294469212
11,60.41033965230607,7.306227823334393,0.0,0.0,0.0,0.0,0.0,0.5628430813560904,0.0,0.0,0.0,0.0,0.0,1.2515763201488015,0.5745700228211152,0.0,0.0,0.0,0.0,0.0,2.33851180346221,0.7858714780971134,0.0,0.0,0.0,0.0,0.0,3.669539598802557,0.46066884338046454,0.0,0.0,0.0,0.0,0.0,5.1458517455764,35.12757794687733,0.0,0.0,0.0,0.0,0.0,170.32142538456105,4.340434617355154,0.0,0.0,0.0,0.0,0.0,28.57959572100492,8.487057164391613,0.0,0.0,0.0,0.0,0.0,39.46206718379414,12.979614540956085,0.0,0.0,0.0,0.0,0.0,4.463913993922443,8.367366812830765,0.0,0.0,0.0,0.0,0.0,52.374631395940916,12.141448795200954,0.0,0.0,0.0,0.0,0.0,53.98053524258605,40.6684393016403,0.0,0.0,0.0,0.0,0.0,142.6787803284266,12.195746279862888,0.0,0.0,0.0,0.0,0.0,27.03087481502437,9.282703217183604,0.0,0.0,0.0,0.0,0.0,66.76684342802109,13.37730585172929,0.0,0.0,0.0,0.0,0.0,30.491993488085022,18.674023937345268,0.0,0.0,0.0,0.0,0.0,91.664005535626,2.4087339094197406,0.0,0.0,0.0,0.0,0.0,43.23433796745418
12,67.60399423187357,17.08244235701911,0.0,0.0,0.0,0.0,0.0,1.956485846280954,0.0,0.0,0.0,0.0,0.0,1.0869496346405993,1.338900763058553,0.0,0.0,0.0,0.0,0.0,0.41276738016187553,1.5589286240525793,0.0,0.0,0.0,0.0,0.0,5.112043840737693,1.0956565146266162,0.0,0.0,0.0,0.0,0.0,3.3723943453629697,49.71384476150404,0.0,0.0,0.0,0.0,0.0,177.37116839135132,6.426083006545747,0.0,0.0,0.0,0.0,0.0,9.179508898597598,5.022835294075815,0.0,0.0,0.0,0.0,0.0,37.14581224058448,20.423721080991406,0.0,0.0,0.0,0.0,0.0,3.2464924775452215,20.633344421853696,0.0,0.0,0.0,0.0,0.0,30.39931557835968,20.999419460397213,0.0,0.0,0.0,0.0,0.0,125.57418966457905,22.121608329192338,0.0,0.0,0.0,0.0,0.0,121.90183566884446,18.515933909484993,0.0,0.0,0.0,0.0,0.0,188.4769926910729,9.249350176248878,0.0,0.0,0.0,0.0,0.0,48.54944952410625,36.32521712863938,0.0,0.0,0.0,0.0,0.0,34.686524771615886,60.54422302259585,0.0,0.0,0.0,0.0,0.0,57.62463942231745,3.468024074327504,0.0,0.0,0.0,0.0,0.0,60.48800544722147
13,100.7110687054842,8.854022167611411,0.0,0.0,0.0,0.0,0.0,0.67493488455825,0.0,0.0,0.0,0.0,0.0,7.783572620152403,0.30252732782345737,0.0,0.0,0.0,0.0,0.0,2.180526317252262,1.055213950391173,0.0,0.0,0.0,0.0,0.0,7.970946354814563,0.6311962996428387,0.0,0.0,0.0,0.0,0.0,2.54229240976833,36.734634383543444,0.0,0.0,0.0,0.0,0.0,122.70138337715683,3.4073641002902244,0.0,0.0,0.0,0.0,0.0,40.942862581337224,6.9272190393420825,0.0,0.0,0.0,0.0,0.0,50.38361034791177,9.616613001126135,0.0,0.0,0.0,0.0,0.0,2.6349735985061886,9.485295971357493,0.0,0.0,0.0,0.0,0.0,23.55049488300585,18.705212590159515,0.0,0.0,0.0,0.0,0.0,81.22994467420035,24.528036713250476,0.0,0.0,0.0,0.0,0.0,116.55931339198737,10.091033156952829,0.0,0.0,0.0,0.0,0.0,65.58369291771382,10.755746214245228,0.0,0.0,0.0,0.0,0.0,149.52896140441956,7.451253853326053,0.0,0.0,0.0,0.0,0.0,144.38132993816183,17.07165521011035,0.0,0.0,0.0,0.0,0.0,11.359952511422952,6.421323410279126,0.0,0.0,0.0,0.0,0.0,71.00292521646786
14,49.407514574348085,15.171474378490043,0.0,0.0,0.0,0.0,0.0,0.45555321480686745,0.0,0.0,0.0,0.0,0.0,18.877659771673397,0.4734827050683413,0.0,0.0,0.0,0.0,0.0,1.8018989664533982,1.7831491579963794,0.0,0.0,0.0,0.0,0.0,23.606202341351295,0.706247227680008,0.0,0.0,0.0,0.0,0.0,5.30519360585767,34.35745675825992,0.0,0.0,0.0,0.0,0.0,169.88224918465775,3.3777676340876557,0.0,0.0,0.0,0.0,0.0,16.891041487858296,8.749446447303452,0.0,0.0,0.0,0.0,0.0,1.5967320927219484,7.729395160469276,0.0,0.0,0.0,0.0,0.0,51.14269334867359,11.187400443258069,0.0,0.0,0.0,0.0,0.0,1.0617501873999982,14.281542802522411,0.0,0.0,0.0,0.0,0.0,25.47801292159843,19.538828116241348,0.0,0.0,0.0,0.0,0.0,45.28350759862005,11.100552131916219,0.0,0.0,0.0,0.0,0.0,26.941728254498052,10.537740299632318,0.0,0.0,0.0,0.0,0.0,45.93635852872823,4.619559966730704,0.0,0.0,0.0,0.0,0.0,14.376242823712992,17.17748267481449,0.0,0.0,0.0,0.0,0.0,18.968555681607675,5.1470219430094035,0.0,0.0,0.0,0.0,0.0,62.66302531124251
15,83.27059429633007,11.003362315407049,0.0,0.0,0.0,0.0,0.0,3.307037387756023,0.0,0.0,0.0,0.0,0.0,0.35695916823872614,0.2818621155802323,0.0,0.0,0.0,0.0,0.0,1.8732571277591556,0.8357486769842544,0.0,0.0,0.0,0.0,0.0,5.315218779284765,0.36153064505665394,0.0,0.0,0.0,0.0,0.0,1.6547365280981856,33.23194442877786,0.0,0.0,0.0,0.0,0.0,68.48354479329329,9.041379442086313,0.0,0.0,0.0,0.0,0.0,27.341670938711708,10.899642067040599,0.0,0.0,0.0,0.0,0.0,1.4835546849673495,13.869462701348013,0.0,0.0,0.0,0.0,0.0,0.4976541203815831,13.407064285161853,0.0,0.0,0.0,0.0,0.0,2.77256571694917,14.775700671084303,0.0,0.0,0.0,0.0,0.0,33.19177804662088,39.35468633341909,0.0,0.0,0.0,0.0,0.0,28.48201863655189,12.561478982175993,0.0,0.0,0.0,0.0,0.0,33.559486540409665,11.805472006924365,0.0,0.0,0.0,0.0,0.0,108.37390850690569,47.21885994916671,0.0,0.0,0.0,0.0,0.0,45.03232778511836,31.227641529118483,0.0,0.0,0.0,0.0,0.0,95.53557391146386,2.2114906688624134,0.0,0.0,0.0,0.0,0.0,64.08660138000316
16,25.69999534118338,8.829759436648045,0.0,0.0,0.0,0.0,0.0,0.48263728535227945,0.0,0.0,0.0,0.0,0.0,1.8420111865982547,0.4116506444710117,0.0,0.0,0.0,0.0,0.0,2.033211381846428,0.7162850094733454,0.0,0.0,0.0,0.0,0.0,9.8631952090873,0.3141835579398662,0.0,0.0,0.0,0.0,0.0,8.308688065371545,31.856921090121975,0.0,0.0,0.0,0.0,0.0,59.46789853476367,3.8851884571333164,0.0,0.0,0.0,0.0,0.0,5.998685556429381,5.853648182464698,0.0,0.0,0.0,0.0,0.0,18.350248711751497,8.260579348920883,0.0,0.0,0.0,0.0,0.0,6.368511576510656,5.845186023011327,0.0,0.0,0.0,0.0,0.0,16.17739108339495,11.753306362176133,0.0,0.0,0.0,0.0,0.0,46.594358270505566,17.713247693099728,0.0,0.0,0.0,0.0,0.0,74.14948354209004,13.620182651063436,0.0,0.0,0.0,0.0,0.0,71.89584996753896,11.043872748019737,0.0,0.0,0.0,0.0,0.0,93.74036934125813,15.558272019857142,0.0,0.0,0.0,0.0,0.0,32.68843822454476,7.492393500400896,0.0,0.0,0.0,0.0,0.0,97.44900954556743,4.24144478375919,0.0,0.0,0.0,0.0,0.0,54.31407476868153
17,76.5659981903721,8.003414213362262,0.0,0.0,0.0,0.0,0.0,0.7038305623273424,0.0,0.0,0.0,0.0,0.0,2.092687991965201,1.8922242870653263,0.0,0.0,0.0,0.0,0.0,0.3936850478707122,1.07568442777082,0.0,0.0,0.0,0.0,0.0,6.5105707786354206,0.4410308530422344,0.0,0.0,0.0,0.0,0.0,6.1099109440873365,33.24974014864481,0.0,0.0,0.0,0.0,0.0,41.55775408989257,5.307631588447412,0.0,0.0,0.0,0.0,0.0,11.027907489873751,11.073828301532414,0.0,0.0,0.0,0.0,0.0,8.29128993588376,11.290062201728324,0.0,0.0,0.0,0.0,0.0,14.196805156481085,5.862762946451563,0.0,0.0,0.0,0.0,0.0,0.839265857243553,11.885172156659179,0.0,0.0,0.0,0.0,0.0,28.33937591381727,13.739870244251275,0.0,0.0,0.0,0.0,0.0,45.980340339425915,11.757222086089984,0.0,0.0,0.0,0.0,0.0,26.571964584723737,10.124160645398852,0.0,0.0,0.0,0.0,0.0,23.49216311561231,15.81646910573123,0.0,0.0,0.0,0.0,0.0,44.11450205461625,31.454243873202792,0.0,0.0,0.0,0.0,0.0,7.385620777714028,2.3924772998390713,0.0,0.0,0.0,0.0,0.0,39.03269642167764
18,24.40267041184464,5.279405844223987,0.0,0.0,0.0,0.0,0.0,1.2067006898044068,0.0,0.0,0.0,0.0,0.0,4.381539452642951,1.2731406829320102,0.0,0.0,0.0,0.0,0.0,1.957510373299798,0.8305621241819893,0.0,0.0,0.0,0.0,0.0,3.67750445884363,0.41215616755786344,0.0,0.0,0.0,0.0,0.0,0.9210420909362179,29.74132495285971,0.0,0.0,0.0,0.0,0.0,7.800756806787995,5.7802886072574875,0.0,0.0,0.0,0.0,0.0,7.228033274110123,4.521888344107872,0.0,0.0,0.0,0.0,0.0,4.472772535446838,7.008508323445039,0.0,0.0,0.0,0.0,0.0,110.94901195905884,6.184727096616073,0.0,0.0,0.0,0.0,0.0,46.150341737859044,11.462140276309942,0.0,0.0,0.0,0.0,0.0,74.26098546968475,16.038550167611596,0.0,0.0,0.0,0.0,0.0,34.765863042400206,11.76007679572569,0.0,0.0,0.0,0.0,0.0,22.834306321090033,10.355747564997046,0.0,0.0,0.0,0.0,0.0,70.66344242668356,5.7653990337525505,0.0,0.0,0.0,0.0,0.0,12.90788555261744,15.568701071305776,0.0,0.0,0.0,0.0,0.0,32.05471136009589,3.2169486225371653,0.0,0.0,0.0,0.0,0.0,57.02237965510186
