,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2052.8069521796833,1597.696577590947,0.0,0.0,0.0,0.0,0.0,9.564167934259473,0.0,0.0,0.0,0.0,0.0,9.677303746791823,368.568306436965,0.0,0.0,0.0,0.0,0.0,276.7218513437384,115.29166491101648,0.0,0.0,0.0,0.0,0.0,172.51761157430784,12.319858156712225,0.0,0.0,0.0,0.0,0.0,5.892985463368987,1211.5845065040069,0.0,0.0,0.0,0.0,0.0,1029.1304259972735,53.35240298346305,0.0,0.0,0.0,0.0,0.0,73.78635348469687,630.6462231049215,0.0,0.0,0.0,0.0,0.0,3086.5518677864757,587.7577074995506,0.0,0.0,0.0,0.0,0.0,122.9575916748068,765.0170593065769,0.0,0.0,0.0,0.0,0.0,902.7329983048315,104.39907045015754,0.0,0.0,0.0,0.0,0.0,308.36566307467956,724.5685409088071,0.0,0.0,0.0,0.0,0.0,676.3864529366381,594.0466183611672,0.0,0.0,0.0,0.0,0.0,872.0185770264152,142.39837128093205,0.0,0.0,0.0,0.0,0.0,72.52116590908521,1311.0355231820668,0.0,0.0,0.0,0.0,0.0,1138.4892544841707,3797.794035712884,0.0,0.0,0.0,0.0,0.0,3275.965684074076,188.5050660232979,0.0,0.0,0.0,0.0,0.0,323.24420642987303
1,736.6341452454233,704.8572793326973,0.0,0.0,0.0,0.0,0.0,6.383373086622599,0.0,0.0,0.0,0.0,0.0,8.658203398846558,59.26382192162489,0.0,0.0,0.0,0.0,0.0,49.26519458104334,41.63863387133368,0.0,0.0,0.0,0.0,0.0,51.15234020569549,9.588822783688846,0.0,0.0,0.0,0.0,0.0,9.306572969800584,766.3049982786346,0.0,0.0,0.0,0.0,0.0,1113.1014619612322,47.14684591712954,0.0,0.0,0.0,0.0,0.0,115.5823869583998,230.5393607210256,0.0,0.0,0.0,0.0,0.0,201.28865859536214,294.29629375721765,0.0,0.0,0.0,0.0,0.0,2.0809012192740295,391.02162670097704,0.0,0.0,0.0,0.0,0.0,270.99069410993997,87.29769694053194,0.0,0.0,0.0,0.0,0.0,110.5153877101625,476.3698224394866,0.0,0.0,0.0,0.0,0.0,380.63413024362717,442.75455347949844,0.0,0.0,0.0,0.0,0.0,254.04540871195232,95.27843864193305,0.0,0.0,0.0,0.0,0.0,203.43853542424822,261.6801118509562,0.0,0.0,0.0,0.0,0.0,343.3696631098014,3357.85445600181,0.0,0.0,0.0,0.0,0.0,3651.996127885447,167.9755686126479,0.0,0.0,0.0,0.0,0.0,259.51108257179743
2,283.5922648780232,153.44570079347307,0.0,0.0,0.0,0.0,0.0,11.008574605027354,0.0,0.0,0.0,0.0,0.0,7.115387912611137,8.702762844225232,0.0,0.0,0.0,0.0,0.0,13.467324995172287,60.97441154968597,0.0,0.0,0.0,0.0,0.0,35.17832984791555,9.52230171501642,0.0,0.0,0.0,0.0,0.0,15.844457624269925,474.05788894884836,0.0,0.0,0.0,0.0,0.0,162.1796335888612,64.12320835596687,0.0,0.0,0.0,0.0,0.0,86.0663283665986,205.70080168253003,0.0,0.0,0.0,0.0,0.0,14.474941086113896,186.5222891392753,0.0,0.0,0.0,0.0,0.0,388.5607396100202,270.96717477983947,0.0,0.0,0.0,0.0,0.0,137.06500176279172,84.25312880408492,0.0,0.0,0.0,0.0,0.0,60.676286725846246,335.78446220330386,0.0,0.0,0.0,0.0,0.0,487.3063997699665,119.28676905144793,0.0,0.0,0.0,0.0,0.0,85.647146458657,86.39727136331807,0.0,0.0,0.0,0.0,0.0,35.16522851696924,146.5958694954413,0.0,0.0,0.0,0.0,0.0,381.80091096403066,2425.0063448107276,0.0,0.0,0.0,0.0,0.0,2438.5729190557363,37.22619749364686,0.0,0.0,0.0,0.0,0.0,129.7627115742619
3,138.61226103527122,94.90289667601789,0.0,0.0,0.0,0.0,0.0,3.240078327767614,0.0,0.0,0.0,0.0,0.0,2.328970802772965,3.067116260348273,0.0,0.0,0.0,0.0,0.0,9.57688369601286,10.32906822387804,0.0,0.0,0.0,0.0,0.0,1.858321174902865,6.800488126471334,0.0,0.0,0.0,0.0,0.0,27.279768036110227,418.48970991432316,0.0,0.0,0.0,0.0,0.0,328.90072871479026,41.043852234500726,0.0,0.0,0.0,0.0,0.0,39.655860538898835,144.60587663242393,0.0,0.0,0.0,0.0,0.0,142.4286289139197,137.37927998407434,0.0,0.0,0.0,0.0,0.0,11.703652584842548,177.2365996268917,0.0,0.0,0.0,0.0,0.0,228.3289221131471,86.27420320759231,0.0,0.0,0.0,0.0,0.0,19.771996118706866,296.5337043521161,0.0,0.0,0.0,0.0,0.0,204.98250971857613,105.65859121680168,0.0,0.0,0.0,0.0,0.0,58.454607935169875,73.43563978748314,0.0,0.0,0.0,0.0,0.0,42.90752744864715,79.98492996140882,0.0,0.0,0.0,0.0,0.0,179.83682417700874,1491.7112300798544,0.0,0.0,0.0,0.0,0.0,1413.4079933872429,31.197762777245288,0.0,0.0,0.0,0.0,0.0,89.09022589423273
4,116.71702902120995,73.30198431600432,0.0,0.0,0.0,0.0,0.0,2.148636458679661,0.0,0.0,0.0,0.0,0.0,8.934459505100259,1.705305963030373,0.0,0.0,0.0,0.0,0.0,1.4133748614388857,12.972581534661204,0.0,0.0,0.0,0.0,0.0,11.256748688077753,5.270225152338999,0.0,0.0,0.0,0.0,0.0,1.5657478867701689,381.6161953404577,0.0,0.0,0.0,0.0,0.0,182.36742769758308,27.833446456947367,0.0,0.0,0.0,0.0,0.0,105.79104127855062,110.69736133837924,0.0,0.0,0.0,0.0,0.0,98.47336529882003,122.10740445674587,0.0,0.0,0.0,0.0,0.0,40.80286341402689,151.2814713760207,0.0,0.0,0.0,0.0,0.0,52.24504156007183,90.66647949903167,0.0,0.0,0.0,0.0,0.0,130.3405952305733,283.27195014904026,0.0,0.0,0.0,0.0,0.0,138.39829744720376,105.43580646148375,0.0,0.0,0.0,0.0,0.0,109.49438778566032,98.29456379396005,0.0,0.0,0.0,0.0,0.0,134.75897571199394,73.38644489952223,0.0,0.0,0.0,0.0,0.0,172.69944854655714,628.2520972779064,0.0,0.0,0.0,0.0,0.0,708.0413255413562,29.808222015521483,0.0,0.0,0.0,0.0,0.0,63.538969761402356
5,50.483395052246216,53.17706372236396,0.0,0.0,0.0,0.0,0.0,9.336149330011784,0.0,0.0,0.0,0.0,0.0,2.2794964371159456,1.7335301121292046,0.0,0.0,0.0,0.0,0.0,9.954313308707102,6.223311746452289,0.0,0.0,0.0,0.0,0.0,6.451320105406367,2.906827565894339,0.0,0.0,0.0,0.0,0.0,2.3913695470007923,340.31842538588137,0.0,0.0,0.0,0.0,0.0,98.67122176354634,29.546323676943967,0.0,0.0,0.0,0.0,0.0,15.510987014416454,88.43486980717847,0.0,0.0,0.0,0.0,0.0,109.85220318244296,107.40650047997438,0.0,0.0,0.0,0.0,0.0,0.5392494443418114,108.69596809074034,0.0,0.0,0.0,0.0,0.0,67.85213275936601,84.49994386975638,0.0,0.0,0.0,0.0,0.0,45.74338223088023,288.0457115956568,0.0,0.0,0.0,0.0,0.0,61.97722889820289,126.00529407992731,0.0,0.0,0.0,0.0,0.0,44.03780289279674,79.56301348023148,0.0,0.0,0.0,0.0,0.0,25.53904862762111,67.51447756893597,0.0,0.0,0.0,0.0,0.0,113.89433929447915,295.64049198783636,0.0,0.0,0.0,0.0,0.0,359.6868966778903,22.1087177017743,0.0,0.0,0.0,0.0,0.0,71.96338324919479
6,73.66742359680933,54.22238381331842,0.0,0.0,0.0,0.0,0.0,4.593025822365405,0.0,0.0,0.0,0.0,0.0,2.043531712324556,46.051157510742605,0.0,0.0,0.0,0.0,0.0,3.9669402865101318,24.810444560084832,0.0,0.0,0.0,0.0,0.0,13.872379054390162,11.391684740605621,0.0,0.0,0.0,0.0,0.0,21.463523429472723,312.24433401389166,0.0,0.0,0.0,0.0,0.0,377.2002090287514,32.90811156414216,0.0,0.0,0.0,0.0,0.0,92.90727488744567,97.06328320135657,0.0,0.0,0.0,0.0,0.0,6.0767489089479785,99.72483967388655,0.0,0.0,0.0,0.0,0.0,11.873357874450205,85.02190103903249,0.0,0.0,0.0,0.0,0.0,83.02850053151585,85.55157775115038,0.0,0.0,0.0,0.0,0.0,11.506885480243783,236.57555361766444,0.0,0.0,0.0,0.0,0.0,303.2168054789501,148.84590760220266,0.0,0.0,0.0,0.0,0.0,40.84835374034313,79.9008048945934,0.0,0.0,0.0,0.0,0.0,23.838596768355078,58.91072810162295,0.0,0.0,0.0,0.0,0.0,245.53740456418365,104.33256556296752,0.0,0.0,0.0,0.0,0.0,62.795715014248955,15.038984852319786,0.0,0.0,0.0,0.0,0.0,117.10544054326098
7,114.12019216149613,106.11208058330001,0.0,0.0,0.0,0.0,0.0,3.788472635912838,0.0,0.0,0.0,0.0,0.0,15.261476360230871,3.211749914686095,0.0,0.0,0.0,0.0,0.0,2.238996383849017,7.893231723318856,0.0,0.0,0.0,0.0,0.0,5.870452690549803,3.0868816199881364,0.0,0.0,0.0,0.0,0.0,3.48585577375781,281.6441054081873,0.0,0.0,0.0,0.0,0.0,106.80405436796363,39.648710025754994,0.0,0.0,0.0,0.0,0.0,6.655136641187035,51.55965638702456,0.0,0.0,0.0,0.0,0.0,88.94224383722216,85.80539216126557,0.0,0.0,0.0,0.0,0.0,108.30743835562437,86.0738999006907,0.0,0.0,0.0,0.0,0.0,7.090524642982585,72.34788422369151,0.0,0.0,0.0,0.0,0.0,57.0196692079778,222.49495121143482,0.0,0.0,0.0,0.0,0.0,71.3433586317347,130.86303347495198,0.0,0.0,0.0,0.0,0.0,13.253483149736857,63.62367889416426,0.0,0.0,0.0,0.0,0.0,1.1905564660901693,83.56136607258482,0.0,0.0,0.0,0.0,0.0,70.47234834708748,209.75092164396725,0.0,0.0,0.0,0.0,0.0,181.12781407529934,10.525234855653247,0.0,0.0,0.0,0.0,0.0,61.01761991694028
8,53.03048675306323,60.788303378247065,0.0,0.0,0.0,0.0,0.0,4.784737412057812,0.0,0.0,0.0,0.0,0.0,1.944023523211431,13.53596641917841,0.0,0.0,0.0,0.0,0.0,4.698209585399918,8.126749313456745,0.0,0.0,0.0,0.0,0.0,4.178058613921356,14.520410739400162,0.0,0.0,0.0,0.0,0.0,1.6500941444035424,292.0044149438444,0.0,0.0,0.0,0.0,0.0,52.56742595862006,25.593152387805013,0.0,0.0,0.0,0.0,0.0,41.88454898707514,61.05288980002868,0.0,0.0,0.0,0.0,0.0,13.16202111571372,91.37366322282233,0.0,0.0,0.0,0.0,0.0,5.12225823037769,117.80097322055492,0.0,0.0,0.0,0.0,0.0,89.51491551503683,72.19013668956104,0.0,0.0,0.0,0.0,0.0,89.10666765326289,200.74781148987626,0.0,0.0,0.0,0.0,0.0,97.53105873436516,145.17692881887737,0.0,0.0,0.0,0.0,0.0,75.64049534216812,78.11421052140864,0.0,0.0,0.0,0.0,0.0,21.582368973725256,55.34476860556,0.0,0.0,0.0,0.0,0.0,187.791077327427,117.28074777766032,0.0,0.0,0.0,0.0,0.0,78.11323829955849,19.186887425750456,0.0,0.0,0.0,0.0,0.0,68.3119023589964
