,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
40,0.010056066380573613,2.8844388537635766,25.0,0.25,0.0,0.0,0.0,1.0054231674650271,70.0,0.9583333333333333,0.761904776096344,0.625,1.0,0.7701028786070316,2.1728044351782745,54.54545454545454,0.875,0.6136363744735718,0.45238097012043,1.0,0.006092781523433624,1.8554600682835278,66.66666666666666,0.7583333333333333,0.45000000298023224,1.0,0.2916666716337204,0.032648283203842776,2.2607150258890516,14.285714285714285,0.0,0.0,0.0,0.0,0.3140831543455808,0.6642207891737718,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.007998749550075466,1.8032878160321195,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,0.6075519267942165,2.119683006662784,77.77777777777779,0.375,0.5,0.5,0.5,0.04296168040717765,1.5270900578736089,57.14285714285714,0.6666666666666666,0.4000000059604645,1.0,0.25,0.008854736173424003,0.4432089654694889,72.22222222222221,0.9555555555555556,0.7407407760620117,0.600000003973643,1.0,0.35508876330248956,2.003151236605608,60.0,0.875,0.800000011920929,0.75,0.875,0.012472751544162807,1.7559331026256224,80.0,0.5166666666666666,0.9166666865348816,0.8571428656578064,1.0,0.004002978542250381,1.0608131034454087,70.0,0.65,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.006663221045871791
41,0.0007146143643226374,3.0691878981708953,37.5,0.3125,0.0,0.0,0.0,0.48135699135295906,80.0,0.9583333333333333,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.19557644029967422,1.3241415881724903,54.54545454545454,0.8666666666666667,0.0,0.0,0.0,0.41799495563022226,1.3741835807071927,73.33333333333333,0.7916666666666666,0.7142857015132904,0.75,0.7083333432674408,0.011945865730162738,3.5578433930313658,14.285714285714285,0.0,0.0,0.0,0.0,0.06144306996276295,1.0373787140104793,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.00442474166269872,1.428531951290984,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.04749824286892444,3.1632712940229393,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.0008356941168646398,0.584630549302945,57.14285714285714,0.8333333333333334,0.6666666865348816,0.6000000238418579,0.75,0.001684690165474399,1.1910707890010395,55.55555555555556,0.8333333333333334,0.0,0.0,0.0,0.7658524064333047,1.63990468823699,60.0,0.6166666666666667,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.007419065902643143,1.9954185322845817,50.0,0.41666666666666663,0.5,0.5,0.5,0.00014295528299394935,1.2173081581733114,70.0,0.8333333333333333,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.042066712737366424
42,0.0031417286866428974,2.395745200818722,25.0,0.3125,0.0,0.0,0.0,0.5173457724988163,90.0,0.65,0.944444477558136,1.0,0.9000000059604645,0.013581263912939874,1.4768376516943362,63.63636363636363,0.26666666666666666,0.5,0.75,0.4166666716337204,0.06897066369002045,1.469705058346993,66.66666666666666,0.7083333333333334,0.533333346247673,0.75,0.4166666716337204,0.0016098610472483619,3.109994689363711,28.57142857142857,0.0,0.0,0.0,0.0,0.22287196841214904,1.3450660542271404,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.10684111211023156,1.3739201423065814,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.4076780414351796,3.510561914309837,66.66666666666666,0.55,0.0,0.0,0.0,0.002692219126037968,0.9179953405275327,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.0017960658187958765,0.4809978878002111,77.77777777777779,0.8333333333333334,0.6666666666666666,1.0,0.5555555621782938,0.012817088186601527,1.1543466526951673,60.0,0.65,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.1215602192247853,1.724668953497472,40.0,0.6166666666666667,0.25,0.3333333432674408,0.20000000298023224,0.3504840890911155,2.6325042370054867,50.0,0.6071428571428572,0.222222238779068,0.5,0.1428571492433548,0.0005186484199586601
43,0.001704198011838341,3.28834200201205,37.5,0.25,0.0,0.0,0.0,0.9033042400377177,80.0,0.65,0.9166666865348816,0.8571428656578064,1.0,0.04485720150601803,0.9484852601124465,72.72727272727273,0.65625,0.7083333432674408,0.625,0.875,0.015578680348230197,1.546463416787407,73.33333333333333,0.6583333333333333,0.6444444805383682,0.6666666716337204,0.6500000059604645,0.019692067787009274,2.557095678261587,0.0,0.0,0.0,0.0,0.0,0.007138802055916114,0.44404579070244915,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.00445910534869022,2.8353891986701334,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.16272817740614748,2.559149604636598,77.77777777777779,0.625,0.3333333432674408,0.5,0.25,0.0001354183385129757,0.844085752138036,85.71428571428571,0.75,0.8571428656578064,1.0,0.75,0.0016010318369592204,0.18139643781702508,94.44444444444444,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.17763733233343776,3.294480599019866,60.0,0.84375,0.6969697177410126,0.5357142984867096,1.0,0.007396680515582952,1.5876972346835747,80.0,0.5166666666666666,0.9166666865348816,0.8571428656578064,1.0,0.0004423712962673968,0.9674777256390581,70.0,0.875,0.75,0.6666666567325592,0.9166666567325592,0.1930976394034884
44,2.834678990895036e-05,2.9544921686524024,25.0,0.25,0.0,0.0,0.0,0.3775399771859216,80.0,0.7166666666666667,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.19909568296062946,0.9807461355974186,72.72727272727273,0.8125,0.8636363744735718,0.7857142984867096,1.0,0.0026576639587341834,1.5461501443965298,73.33333333333333,0.775,0.7083333432674408,0.7083333432674408,0.7083333432674408,0.010534423480237727,3.430805651501411,28.57142857142857,0.0,0.0,0.0,0.0,0.12394971517969183,0.7455542131141111,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.0003153653363830175,1.2676768776906306,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.17086119893504945,2.7910262388061917,77.77777777777779,0.48333333333333334,0.25,0.5,0.1666666716337204,0.0058058653678560515,2.322689918989243,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.012330567133109115,0.14951075757373003,94.44444444444444,1.0,0.9523809552192688,1.0,0.9166666666666666,0.08021842637535573,2.8092502583533734,60.0,0.875,0.8333333432674408,0.75,1.0,0.16340678417902205,1.4221376886724957,60.0,0.75,0.4166666865348816,0.5,0.3571428656578064,0.00025172681537027105,1.060812170264649,80.0,0.6785714285714286,0.4166666865348816,0.5,0.3571428656578064,0.0023460566973420617
45,0.047247990295406744,4.159975661888768,37.5,0.3125,0.0,0.0,0.0,0.8316546423167589,80.0,0.65,0.875,1.0,0.800000011920929,0.6513354373643946,1.4802410983280532,54.54545454545454,0.4,0.0,0.0,0.0,0.4402050579289094,1.4506461780604596,73.33333333333333,0.7291666666666667,0.7142857015132904,0.75,0.7083333432674408,0.0003562234251578581,3.7538326136719946,28.57142857142857,0.0,0.0,0.0,0.0,0.11125762456273232,0.45706175368575486,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.0010552532920737121,1.1813451207462007,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.020545812021180946,3.277332497798228,66.66666666666666,0.6666666666666667,0.0,0.0,0.0,0.05225280598746492,0.7573746290622599,85.71428571428571,0.8333333333333334,0.8571428656578064,1.0,0.75,0.00079863330121576,0.333901163781302,83.33333333333334,1.0,0.879629651705424,0.800000011920929,1.0,0.044310108428768695,1.6119936722028307,60.0,0.875,0.800000011920929,0.75,0.875,0.13094950684527043,1.4120867824647116,70.0,0.48333333333333334,0.7500000298023224,0.8571428656578064,0.75,0.00014238043276372877,1.0930311959768393,70.0,0.6166666666666667,0.8333333432674408,0.875,0.800000011920929,0.0002822164924951344
46,0.0004331390316204124,2.827631157923117,37.5,0.3125,0.0,0.0,0.0,1.1822372164810386,70.0,0.6785714285714286,0.3636363744735718,0.5,0.2857142984867096,0.00417306488448532,2.0605909179358655,54.54545454545454,0.65,0.0,0.0,0.0,0.4583381337938405,1.4812088374552521,73.33333333333333,0.6979166666666667,0.6000000089406967,1.0,0.4583333432674408,0.005850123768651007,3.044590613620126,14.285714285714285,0.0,0.0,0.0,0.0,0.06714733293332803,1.2005251345892238,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.004955758483378465,1.1619763719382146,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.604611977111244,3.492706051962887,66.66666666666666,0.5,0.0,0.0,0.0,0.0005577635772867542,1.0487795054925937,71.42857142857143,0.75,0.6666666865348816,1.0,0.5,0.0011140491989336172,0.09145959472545617,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.40723627617798114,1.115829163755429,70.0,0.5,0.4285714328289032,0.5,0.375,0.5323211422932481,1.7132405925881962,40.0,0.625,0.625,0.75,0.5833333358168602,0.0007816380971473152,2.083549014444734,60.0,0.6833333333333333,0.375,0.5,0.30000001192092896,0.005222465879821222
47,0.00014868175211892143,2.1943523009722536,37.5,0.375,0.0,0.0,0.0,1.4045233529188177,70.0,1.0,0.761904776096344,0.625,1.0,0.0035783710398248477,0.7590255968401326,72.72727272727273,0.71875,0.7083333432674408,0.625,0.875,0.003052822009568269,1.526374980029969,73.33333333333333,0.7708333333333333,0.7333333492279053,0.800000011920929,0.7083333432674408,0.0022456118941027226,4.209967719318188,42.857142857142854,0.0,0.0,0.0,0.0,0.028611620085616338,1.104921206564156,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,9.463052527196529e-07,1.1910970478855558,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.0025858785993013653,2.439625951794378,77.77777777777779,0.48333333333333334,0.25,0.5,0.1666666716337204,0.0004127157471508403,1.371046786630471,57.14285714285714,0.6666666666666666,0.4000000059604645,1.0,0.25,0.001927148722380837,0.1717562834436777,94.44444444444444,1.0,0.9629629850387573,0.9333333373069763,1.0,0.0349855084017436,1.8979484902773645,70.0,0.40625,0.7333333492279053,0.5833333432674408,1.0,1.342723442444001,1.632497018147181,80.0,0.55,0.9166666865348816,0.8571428656578064,1.0,0.0003738757869707312,2.6037888470867285,60.0,0.7166666666666667,0.375,0.5,0.30000001192092896,0.4236689915957541
48,0.0018964501272409806,2.8391716010573345,25.0,0.1875,0.0,0.0,0.0,0.5951189212920587,80.0,0.6833333333333333,0.9166666865348816,0.8571428656578064,1.0,9.618623772520048e-06,0.7992263614789222,81.81818181818183,0.875,0.875,0.875,0.875,0.00437909258195772,1.7508289928601164,60.0,0.6166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.02726168969179758,3.652676176279632,28.57142857142857,0.0,0.0,0.0,0.0,0.021994628172200232,1.534654636011419,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,9.001418762877554e-05,1.2410285718930496,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.24458101074216645,3.2880444590036895,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.04120223111212919,1.0399696831836773,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.0006876670531959786,0.46235798346884127,77.77777777777779,0.9791666666666666,0.4888888994852702,0.6666666666666666,0.3888888955116272,0.0002020962248457105,2.158597717332083,70.0,0.7166666666666667,0.4545454680919647,0.4166666567325592,0.5,0.37422758952199414,1.5955671302250627,40.0,0.41666666666666663,0.625,0.6666666716337204,0.6000000014901161,0.00017572862786947873,1.0697898730782065,70.0,0.65,0.7333333790302277,0.9000000059604645,0.6500000059604645,0.003962864036771993
49,0.0026954417050129814,4.359494044897776,37.5,0.25,0.0,0.0,0.0,2.002952791130742,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.2195684784831714,1.5004229345788282,54.54545454545454,0.71875,0.5,0.5,0.5,0.4703358428087937,1.8730596867925116,60.0,0.7291666666666667,0.563636377453804,0.5357142984867096,0.6666666716337204,0.033041153065797906,4.257626393924389,28.57142857142857,0.0,0.0,0.0,0.0,0.09727983799628552,0.6201577194844433,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,3.108169267442143e-05,1.4649049717825857,85.71428571428571,0.75,0.800000011920929,1.0,0.6666666865348816,0.0018167831645285418,2.4324176605564882,55.55555555555556,0.45,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.0009862172326115094,0.5837687505559211,71.42857142857143,0.8333333333333334,0.75,0.75,0.75,0.000232205385634793,0.11661932971355601,100.0,1.0,1.0,1.0,1.0,0.001262035006928163,2.2697250031187215,70.0,0.90625,0.7333333492279053,0.5833333432674408,1.0,0.0004171269708298086,1.4874511102964914,60.0,0.6666666666666666,0.38461536169052124,0.3571428656578064,0.4166666567325592,0.024898927992037856,1.3397595752439337,70.0,0.65,0.7333333790302277,0.9000000059604645,0.6500000059604645,0.00985847385871377
50,0.17211633692536402,2.3347126159551266,37.5,0.3125,0.444444477558136,0.4000000059604645,0.5,0.548287482089055,90.0,0.75,0.8333333432674408,1.0,0.75,0.003970169783084996,1.8811269291940251,63.63636363636363,0.9,0.7333333492279053,0.5833333432674408,1.0,0.011996506990890398,2.4070342514460257,66.66666666666666,0.6833333333333333,0.45000000298023224,1.0,0.2916666716337204,0.04822766193818642,3.6702720665252393,28.57142857142857,0.0,0.0,0.0,0.0,0.11099973424273184,1.0981862747553583,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.002664528810883966,1.5829283244889647,85.71428571428571,0.75,0.800000011920929,1.0,0.6666666865348816,0.020714828462155666,3.11333315403281,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.00015842616958991433,1.5192701231161698,71.42857142857143,0.75,0.6666666865348816,1.0,0.5,0.0009429815616635504,0.6011433037316052,77.77777777777779,1.0,0.7222222288449606,1.0,0.6111111144224802,0.031230782554502234,2.432346267190344,60.0,0.84375,0.6969697177410126,0.5357142984867096,1.0,0.0011464245274090267,1.4556080595045997,40.0,0.7916666666666667,0.5555555820465088,0.5833333432674408,0.6666666716337204,0.09949036272137429,1.5634009389665473,80.0,0.8333333333333333,0.9000000059604645,1.0,0.8333333432674408,0.0006740824917216656
51,0.0008320120895117334,2.6030441461094216,37.5,0.3125,0.2857142686843872,0.3333333432674408,0.25,1.3871384866554775,70.0,0.75,0.8846153914928436,0.8125,1.0,0.01560992391558085,1.4384384112032813,72.72727272727273,0.9,0.8333333432674408,0.75,1.0,0.014392823615326197,1.7684061450635649,73.33333333333333,0.5833333333333334,0.5,0.5,0.5,0.007741519348190511,4.65283020814888,28.57142857142857,0.0,0.0,0.0,0.0,0.0918865900440349,1.0166379454045924,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.000812963171521521,0.9639353185505246,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.46368885062597315,2.4393716594550194,55.55555555555556,0.48333333333333334,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.15765340303282932,2.6875979444206672,42.857142857142854,0.75,0.0,0.0,0.0,0.0007819680351169578,0.5498195646373736,83.33333333333334,0.8333333333333334,0.5530303120613098,0.47777777910232544,0.6666666666666666,0.006717502549328769,1.5097185136964897,70.0,0.7166666666666667,0.7083333432674408,0.800000011920929,0.75,0.005029315684989601,1.231056155521502,60.0,0.3333333333333333,0.6969697177410126,0.6500000059604645,0.8333333432674408,0.00013969596732018574,2.2830124483162884,60.0,0.65,0.6190476417541504,1.0,0.45000000298023224,0.003978545221366698
52,0.0086077488040405,3.2994825438586206,37.5,0.25,0.0,0.0,0.0,0.5578640397963811,70.0,0.75,0.7500000298023224,0.8571428656578064,0.75,0.09067725200865367,1.0329931415653533,63.63636363636363,0.8,0.619047611951828,0.75,0.5833333432674408,0.0057623077864631354,1.54249639710313,73.33333333333333,0.7,0.444444477558136,0.5,0.4000000059604645,0.00015207621560617445,4.771572144259972,28.57142857142857,0.0,0.0,0.0,0.0,0.00412339825029371,0.6766849182240916,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.0044737313869989675,1.4164319811513835,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.019235656615254594,2.9614843286266113,66.66666666666666,0.45,0.0,0.0,0.0,9.758734795020805e-05,1.4018661948833506,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.0007153688274041272,0.3633961708149935,77.77777777777779,1.0,0.8518518805503845,0.7666666706403097,1.0,0.13566982571671646,3.2557387934162434,60.0,0.65,0.4166666865348816,0.3571428656578064,0.5,0.057217679428947656,1.7642636052218947,80.0,0.5166666666666666,0.9166666865348816,0.8571428656578064,1.0,0.0005834311055177158,2.408607573299093,60.0,0.875,0.3333333432674408,0.5,0.25,0.0003689145100333018
53,1.2891183282740948e-05,5.010012333855376,37.5,0.25,0.0,0.0,0.0,1.298846487667582,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.09010634093263346,1.0111117942878733,63.63636363636363,0.78125,0.75,0.75,0.75,0.021885348945513576,1.7514614982535472,73.33333333333333,0.6875,0.7083333432674408,0.800000011920929,0.75,1.1873300312613795e-05,4.158706396544335,28.57142857142857,0.0,0.0,0.0,0.0,0.010425307124306789,0.7220297623533257,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.00014290926810133013,1.4063204833524552,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.0034791883442337832,2.929737173720223,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.00040620221660007646,1.1002773512432233,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.0009394436346204585,0.10135742804122623,100.0,1.0,1.0,1.0,1.0,0.010411393692035153,2.3476104041342176,60.0,0.4375,0.4000000059604645,0.3333333432674408,0.5,0.0025880370352576185,1.4835731167728494,70.0,0.3333333333333333,0.75,0.6666666567325592,0.9166666567325592,0.0012890376075640742,1.756528288250442,70.0,0.65,0.7333333790302277,0.9000000059604645,0.6500000059604645,0.00014328273586007353
54,0.00012232851965742663,4.2988701011623895,37.5,0.25,0.0,0.0,0.0,2.2083585940064694,70.0,0.75,0.46666666865348816,0.4375,0.5,0.004522866041310502,1.017545912221979,81.81818181818183,0.9,0.875,0.800000011920929,1.0,0.007830482518307804,1.8004146701064259,73.33333333333333,0.8,0.7083333432674408,0.800000011920929,0.75,0.00011739194477102578,4.647290236605018,28.57142857142857,0.0,0.0,0.0,0.0,0.0069642266216173275,1.0873766611033402,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,9.252469805345949e-05,1.6449295822533478,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.0003024640969292029,3.0261634430051028,77.77777777777779,0.48333333333333334,0.25,0.5,0.1666666716337204,6.932779834368212e-05,0.9464803380171395,57.14285714285714,0.8333333333333334,0.6666666865348816,0.6000000238418579,0.75,0.00017579397252343493,0.9604438454844981,72.22222222222221,1.0,0.4000000059604645,0.6666666666666666,0.3055555621782939,0.0559143629758613,3.1863637380053786,70.0,0.90625,0.7333333492279053,0.5833333432674408,1.0,0.0009256477675889012,1.4546508391558146,50.0,0.5833333333333333,0.6333333551883698,0.800000011920929,0.550000011920929,1.8209301023261708e-05,1.9459241403182221,80.0,0.65,0.7777778208255768,1.0,0.6500000059604645,8.231786395712683e-06
55,0.002499010594378946,2.3653441099363297,37.5,0.375,0.444444477558136,0.4000000059604645,0.5,1.1679156436693898,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.001762866942494175,1.4981870901786432,54.54545454545454,0.8333333333333333,0.20000000298023224,0.25,0.1666666716337204,0.00016373491805045398,1.9581393322170473,53.333333333333336,0.7166666666666667,0.5428571850061417,0.5000000074505806,0.6500000059604645,4.591455714275517e-05,4.086637060102272,14.285714285714285,0.0,0.0,0.0,0.0,0.12818250241057255,1.7834376805143048,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.004932048251395108,1.2796811222415803,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.0007964545095305733,2.8497117280869886,77.77777777777779,0.5833333333333333,0.3333333432674408,0.5,0.25,0.00032589318026292216,1.227131244287257,71.42857142857143,0.75,0.6666666865348816,1.0,0.5,0.055853318544862376,2.0051175087503883,55.55555555555556,0.9375,0.0,0.0,0.0,0.00022860889792404435,1.7758842481809514,60.0,0.65,0.75,0.7000000029802322,0.8333333432674408,0.0004313957528480142,1.7795334766927624,50.0,0.875,0.5833333432674408,0.75,0.6666666716337204,0.002780865918842758,2.7553544098827407,60.0,0.7916666666666667,0.75,1.0,0.6666666716337204,0.006623989967077436
56,0.0005925472921446019,3.3187358217440726,37.5,0.3125,0.0,0.0,0.0,0.8800925884240118,80.0,0.7166666666666667,0.9166666865348816,0.8571428656578064,1.0,0.0038819244023143564,0.8761717443517973,81.81818181818183,0.8333333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.06680884775210036,1.5154735062061315,73.33333333333333,0.7,0.6444444805383682,0.6500000059604645,0.6666666716337204,8.522951044555339e-05,5.407030734590449,14.285714285714285,0.0,0.0,0.0,0.0,0.18932030125640484,0.7389076409736165,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,2.614317250241829e-05,1.3441576248855298,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.2689122733511372,3.6273932695254154,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.00021644989315788024,0.8701783953431269,85.71428571428571,0.8333333333333334,0.8571428656578064,1.0,0.75,0.00102301288876341,0.2496328951437095,88.88888888888889,0.8333333333333334,0.5714285771052042,0.6666666666666666,0.5,0.00033216955292783145,3.236120534468939,60.0,0.75,0.7999999821186066,0.7142857164144516,1.0,0.0013370291652567553,1.534931124752783,50.0,0.6666666666666666,0.7727272808551788,0.800000011920929,0.75,0.0001858997017832072,1.56384279740153,70.0,0.6833333333333333,0.7333333790302277,0.9000000059604645,0.6500000059604645,0.005753527911925541
57,0.002029557697170505,4.443871239462766,25.0,0.25,0.0,0.0,0.0,0.327009296572156,80.0,0.7166666666666667,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.0006809815391087752,1.0696200861991452,72.72727272727273,0.9,0.4285714328289032,0.375,0.5,0.003554793722878999,2.0439212980950563,66.66666666666666,0.7083333333333334,0.3333333432674408,0.5,0.25,0.0005830161284599203,4.59260106088597,14.285714285714285,0.0,0.0,0.0,0.0,0.08787217192091935,0.8381425092235647,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,4.862133778222956e-05,1.479749899944306,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.0002935783873519624,4.080054296690733,66.66666666666666,0.45833333333333337,0.0,0.0,0.0,6.682055150526935e-05,1.3904290421666556,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.00022017777961674166,0.3642805164501426,94.44444444444444,0.9791666666666666,0.9629629850387573,0.9333333373069763,1.0,0.005962278438547304,2.5324355386061685,60.0,0.6166666666666667,0.75,0.7000000029802322,0.8333333432674408,0.0004952292338107328,1.8551421682181064,80.0,0.48333333333333334,0.9166666865348816,0.8571428656578064,1.0,0.0004931188328069518,1.7407113007232158,70.0,0.5833333333333333,0.8333333432674408,0.875,0.800000011920929,1.874166843368879e-05
58,0.0002411439039251864,3.8595013321211047,25.0,0.3125,0.0,0.0,0.0,0.44250226669935405,90.0,1.0,0.9545454680919647,1.0,0.9166666567325592,0.11182205336507038,1.2128833360737767,63.63636363636363,0.59375,0.2857142686843872,0.3333333432674408,0.25,0.0003747654931567089,1.8838668580785225,66.66666666666666,0.75,0.45000000298023224,1.0,0.2916666716337204,0.00013114705546491282,4.2941546026172785,14.285714285714285,0.0,0.0,0.0,0.0,0.08422629160721655,1.3284708276343828,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.00027537389541945585,1.475870718230968,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.008467711819816254,4.305470871033241,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,2.9368151164270135e-05,3.1428371342263577,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.00013394039238726275,0.14854014488390677,94.44444444444444,0.8055555555555555,0.600000003973643,0.5555555621782938,0.6666666666666666,0.0008283148167483762,1.6345653022405706,70.0,0.875,0.8333333432674408,0.800000011920929,0.875,0.00025147091016501405,1.6386513481140135,70.0,0.3333333333333333,0.75,0.6666666567325592,0.9166666567325592,3.398868750321105e-05,1.8975312135829001,70.0,0.5833333333333333,0.8333333432674408,0.875,0.800000011920929,9.349144379509346e-05
59,0.0002321352456946293,4.369110064478386,25.0,0.25,0.0,0.0,0.0,1.0518192278360285,70.0,1.0,0.761904776096344,0.625,1.0,0.7157370086160982,1.1905286088772231,63.63636363636363,0.6833333333333333,0.2857142984867096,0.5,0.20000000298023224,0.0014801369058214363,2.7995359397477477,53.333333333333336,0.8125,0.6333333551883698,0.5,0.875,0.010032389535068754,5.765278357760583,14.285714285714285,0.0,0.0,0.0,0.0,0.0002268820669450656,1.0623996143096202,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,5.2845806238685703e-05,1.4868698422578002,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.00020014747852172725,3.5469517720733825,66.66666666666666,0.45,0.0,0.0,0.0,0.0017738960380454312,0.9335586605956959,85.71428571428571,0.8333333333333334,0.8571428656578064,1.0,0.75,0.0012132194681363745,0.18404026384296204,94.44444444444444,0.8333333333333334,0.9629629850387573,0.9333333373069763,1.0,0.0004180863104970698,1.9470797453129074,70.0,0.6833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.000269692848327253,1.5161104153861085,50.0,0.45,0.722222238779068,0.75,0.7000000029802322,2.247241655821763e-05,1.6135550705847876,70.0,0.5833333333333333,0.8333333432674408,0.875,0.800000011920929,7.892080781264766e-05
