,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,349.12226792667934,83.9319666050447,0.0,0.0,0.0,0.0,0.0,0.8774128683835869,0.0,0.0,0.0,0.0,0.0,79.40855934919578,5.597750086027649,0.0,0.0,0.0,0.0,0.0,51.64977451800908,27.51116250444698,0.0,0.0,0.0,0.0,0.0,221.29932147854953,149.12637649318765,0.0,0.0,0.0,0.0,0.0,291.2799338882654,18.21309584640117,0.0,0.0,0.0,0.0,0.0,92.2191492347231,156.8259769573381,0.0,0.0,0.0,0.0,0.0,2096.3361933842316,70.11194191495791,0.0,0.0,0.0,0.0,0.0,146.23068194079252,163.31982145649567,0.0,0.0,0.0,0.0,0.0,663.0962293233647,20.47774846758319,0.0,0.0,0.0,0.0,0.0,140.1089404197236,42.641810194142764,0.0,0.0,0.0,0.0,0.0,531.7311632355431,26.144355816584188,0.0,0.0,0.0,0.0,0.0,0.725926004595129,9.98420205157666,0.0,0.0,0.0,0.0,0.0,105.84287644992925,491.81191828983185,0.0,0.0,0.0,0.0,0.0,2938.1260060697864,190.02536674269666,0.0,0.0,0.0,0.0,0.0,1845.2327358861712,294.7887336852006,0.0,0.0,0.0,0.0,0.0,2404.6234008985657,52.12771606458073,0.0,0.0,0.0,0.0,0.0,296.1900252463453
1,69.84612033105999,13.50406369791061,0.0,0.0,0.0,0.0,0.0,3.7223804004817853,0.0,0.0,0.0,0.0,0.0,24.860257747329452,0.89420801489603,0.0,0.0,0.0,0.0,0.0,18.638829491666502,1.7251014680888295,0.0,0.0,0.0,0.0,0.0,28.094478191297675,132.78393779456087,0.0,0.0,0.0,0.0,0.0,202.4112718227011,12.945967450785663,0.0,0.0,0.0,0.0,0.0,53.169823967795274,82.43135445825905,0.0,0.0,0.0,0.0,0.0,0.34768190784562114,23.94421782758028,0.0,0.0,0.0,0.0,0.0,75.11108509304412,139.56986968352265,0.0,0.0,0.0,0.0,0.0,603.1721896823901,9.698500410627643,0.0,0.0,0.0,0.0,0.0,160.27459758815968,44.86968590679875,0.0,0.0,0.0,0.0,0.0,240.2675636665408,26.72046590840013,0.0,0.0,0.0,0.0,0.0,145.79943515646355,2.263662334483262,0.0,0.0,0.0,0.0,0.0,11.371058301031537,307.5647439070435,0.0,0.0,0.0,0.0,0.0,2470.7991713011447,93.02095942183995,0.0,0.0,0.0,0.0,0.0,1132.9667369941735,265.20345331332453,0.0,0.0,0.0,0.0,0.0,1475.6606996501837,19.108005162335758,0.0,0.0,0.0,0.0,0.0,153.6739128015156
2,36.09383448555267,14.511864784387477,0.0,0.0,0.0,0.0,0.0,0.24298562112544372,0.0,0.0,0.0,0.0,0.0,5.431764184755754,0.49159886857083834,0.0,0.0,0.0,0.0,0.0,4.560062384162847,1.8835052089244941,0.0,0.0,0.0,0.0,0.0,12.548416885633939,70.20092285615979,0.0,0.0,0.0,0.0,0.0,439.05056686874417,10.471156416557164,0.0,0.0,0.0,0.0,0.0,17.441884169247412,14.303624533311982,0.0,0.0,0.0,0.0,0.0,8.178497697713103,10.270697765440296,0.0,0.0,0.0,0.0,0.0,89.24319062165887,31.07360156666254,0.0,0.0,0.0,0.0,0.0,373.7328198448974,9.198423938496296,0.0,0.0,0.0,0.0,0.0,17.58807786859151,42.31457244586808,0.0,0.0,0.0,0.0,0.0,338.61834483625455,23.004849586718183,0.0,0.0,0.0,0.0,0.0,49.96534859142774,5.381175456397107,0.0,0.0,0.0,0.0,0.0,5.402847905920831,128.97755838744186,0.0,0.0,0.0,0.0,0.0,1118.0146392873992,23.214997560843063,0.0,0.0,0.0,0.0,0.0,80.61420111971441,78.97961209877721,0.0,0.0,0.0,0.0,0.0,426.2620958887816,18.69538839524193,0.0,0.0,0.0,0.0,0.0,235.64998809823015
3,130.17473803967974,10.262590474956149,0.0,0.0,0.0,0.0,0.0,1.1305590962315324,0.0,0.0,0.0,0.0,0.0,2.4528670957609475,0.8513203463181808,0.0,0.0,0.0,0.0,0.0,10.292756739285506,2.7009652411890146,0.0,0.0,0.0,0.0,0.0,19.202722707636575,45.79647021345167,0.0,0.0,0.0,0.0,0.0,204.35177119582823,9.629578562416853,0.0,0.0,0.0,0.0,0.0,3.492600814644372,19.870528954263985,0.0,0.0,0.0,0.0,0.0,20.642804577000504,16.132337890356535,0.0,0.0,0.0,0.0,0.0,48.7556426880424,23.090964680042667,0.0,0.0,0.0,0.0,0.0,231.55880164588578,15.128799411281095,0.0,0.0,0.0,0.0,0.0,59.39737568506892,49.33650426784832,0.0,0.0,0.0,0.0,0.0,170.28504790177908,23.581172724027887,0.0,0.0,0.0,0.0,0.0,252.24723364785,3.722708790450616,0.0,0.0,0.0,0.0,0.0,21.64603964726939,26.501286279940803,0.0,0.0,0.0,0.0,0.0,335.9638256809677,18.790512684209062,0.0,0.0,0.0,0.0,0.0,92.85695415629084,29.330254054926105,0.0,0.0,0.0,0.0,0.0,137.9040485327266,11.096192313745739,0.0,0.0,0.0,0.0,0.0,23.93931140112119
4,174.99919946630277,9.835732660129146,0.0,0.0,0.0,0.0,0.0,0.5309925340740871,0.0,0.0,0.0,0.0,0.0,18.66221623707934,1.4484686794806,0.0,0.0,0.0,0.0,0.0,10.725628738310997,1.2640618431763366,0.0,0.0,0.0,0.0,0.0,5.376792529600066,39.248863368772795,0.0,0.0,0.0,0.0,0.0,371.42201063911114,10.135084869931799,0.0,0.0,0.0,0.0,0.0,6.724853550580127,9.32085941491951,0.0,0.0,0.0,0.0,0.0,114.55105738352714,7.302406143869417,0.0,0.0,0.0,0.0,0.0,95.00319753539769,9.804463060829393,0.0,0.0,0.0,0.0,0.0,101.54891012142019,11.670535717097154,0.0,0.0,0.0,0.0,0.0,37.12920460680117,51.98744988792053,0.0,0.0,0.0,0.0,0.0,172.7019464978022,20.685764824898815,0.0,0.0,0.0,0.0,0.0,53.06596111673163,2.854209173519844,0.0,0.0,0.0,0.0,0.0,60.942724051592755,21.202988689641565,0.0,0.0,0.0,0.0,0.0,157.79215781599123,17.66213335786189,0.0,0.0,0.0,0.0,0.0,63.17549750167065,44.29036177427235,0.0,0.0,0.0,0.0,0.0,134.50714056527914,7.808012539041993,0.0,0.0,0.0,0.0,0.0,47.73860078750405
5,131.08725212175437,10.50611776566599,0.0,0.0,0.0,0.0,0.0,5.0477431611655765,0.0,0.0,0.0,0.0,0.0,5.022525545440686,7.462794970384927,0.0,0.0,0.0,0.0,0.0,1.2019906794908248,1.7486741675367399,0.0,0.0,0.0,0.0,0.0,0.7457725190142429,58.16661746200989,0.0,0.0,0.0,0.0,0.0,246.22236861886591,12.552941153344028,0.0,0.0,0.0,0.0,0.0,155.72869012726753,10.394627875696232,0.0,0.0,0.0,0.0,0.0,169.25533897671744,2.8795427711470443,0.0,0.0,0.0,0.0,0.0,123.8254977533148,14.26536192968597,0.0,0.0,0.0,0.0,0.0,154.62803186763608,10.05493092768641,0.0,0.0,0.0,0.0,0.0,349.6734513200576,51.267739555415936,0.0,0.0,0.0,0.0,0.0,222.82474532698572,22.27171608247195,0.0,0.0,0.0,0.0,0.0,108.66745586900791,9.244456141138503,0.0,0.0,0.0,0.0,0.0,20.949179490327307,112.57309391843788,0.0,0.0,0.0,0.0,0.0,137.91601125610296,12.32586434518284,0.0,0.0,0.0,0.0,0.0,86.17852413295171,107.06978144771537,0.0,0.0,0.0,0.0,0.0,545.2635949037362,6.072775380704399,0.0,0.0,0.0,0.0,0.0,41.2594800046212
6,133.41235261566064,11.047523018559062,0.0,0.0,0.0,0.0,0.0,0.5538505505491282,0.0,0.0,0.0,0.0,0.0,4.4243446520469885,0.5028032480232133,0.0,0.0,0.0,0.0,0.0,1.245591109409105,2.9603026048670786,0.0,0.0,0.0,0.0,0.0,2.150876358736152,32.535448168132,0.0,0.0,0.0,0.0,0.0,252.60609907454105,8.22613748148788,0.0,0.0,0.0,0.0,0.0,23.632019237686936,12.745876995353736,0.0,0.0,0.0,0.0,0.0,199.34837920918696,5.179937615280488,0.0,0.0,0.0,0.0,0.0,53.65221539080841,9.455028884221269,0.0,0.0,0.0,0.0,0.0,66.5672480913763,6.069274286940983,0.0,0.0,0.0,0.0,0.0,88.53702153024786,50.0199639678156,0.0,0.0,0.0,0.0,0.0,131.59139929791965,19.159608789733042,0.0,0.0,0.0,0.0,0.0,96.62123370891575,3.586973575555102,0.0,0.0,0.0,0.0,0.0,108.76218540547109,19.48990688195655,0.0,0.0,0.0,0.0,0.0,66.18813529883636,13.184766310146358,0.0,0.0,0.0,0.0,0.0,44.73686027285329,20.106884743450628,0.0,0.0,0.0,0.0,0.0,226.6012701441789,7.863221535966641,0.0,0.0,0.0,0.0,0.0,49.91582078878786
7,111.356173882078,9.491012684392873,0.0,0.0,0.0,0.0,0.0,2.042580341946866,0.0,0.0,0.0,0.0,0.0,3.9181895363544434,0.4819014513751227,0.0,0.0,0.0,0.0,0.0,0.556862325692745,1.3079221681301985,0.0,0.0,0.0,0.0,0.0,4.593987671013838,43.504429042164844,0.0,0.0,0.0,0.0,0.0,118.11081270759348,9.404403543894835,0.0,0.0,0.0,0.0,0.0,10.755212639984723,17.290289086300376,0.0,0.0,0.0,0.0,0.0,28.617439948787762,7.779918951194154,0.0,0.0,0.0,0.0,0.0,50.27683084090477,12.22237575768342,0.0,0.0,0.0,0.0,0.0,49.76846779756386,6.769601775380326,0.0,0.0,0.0,0.0,0.0,58.53393402293805,57.40348986105829,0.0,0.0,0.0,0.0,0.0,124.17939101879983,15.079151929434557,0.0,0.0,0.0,0.0,0.0,28.793986974285918,5.520069212678097,0.0,0.0,0.0,0.0,0.0,32.33313439629337,23.132994637628723,0.0,0.0,0.0,0.0,0.0,86.92057115613207,14.767645887436307,0.0,0.0,0.0,0.0,0.0,35.20927923766828,23.828579237077314,0.0,0.0,0.0,0.0,0.0,122.24942805666053,6.866772626836113,0.0,0.0,0.0,0.0,0.0,33.31641408294597
8,35.96584869717916,8.671781134794378,0.0,0.0,0.0,0.0,0.0,0.8855769966189296,0.0,0.0,0.0,0.0,0.0,3.3528236399303863,0.6238697393661009,0.0,0.0,0.0,0.0,0.0,1.546062901236299,1.223776971570774,0.0,0.0,0.0,0.0,0.0,87.38526919378916,44.357772968786264,0.0,0.0,0.0,0.0,0.0,152.5761009196772,8.634616926154525,0.0,0.0,0.0,0.0,0.0,44.345628402582626,11.766126979134071,0.0,0.0,0.0,0.0,0.0,224.97738384052317,3.769037288881852,0.0,0.0,0.0,0.0,0.0,56.48734332407122,13.379818178652872,0.0,0.0,0.0,0.0,0.0,58.13794833789211,9.025209853845249,0.0,0.0,0.0,0.0,0.0,31.764537131841745,45.28606292216498,0.0,0.0,0.0,0.0,0.0,123.61423045141017,13.029432264687513,0.0,0.0,0.0,0.0,0.0,116.89730761311014,3.828742996330217,0.0,0.0,0.0,0.0,0.0,72.07638097012183,11.84511652860859,0.0,0.0,0.0,0.0,0.0,61.097855483339636,15.19463481192362,0.0,0.0,0.0,0.0,0.0,113.87132965345724,29.26579457438902,0.0,0.0,0.0,0.0,0.0,136.63723876875463,8.140209717314635,0.0,0.0,0.0,0.0,0.0,50.911017684643895
