,BIP,BIP,BIP,BIP,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6796185772724556,0.6426827399106219,68.75,0.31666666666666665,0.0,0.0,0.0
1,0.5254520539947795,0.6335144793494814,68.75,0.371875,0.0,0.0,0.0
2,0.5230916699284396,0.6196061793545495,68.75,0.46249999999999997,0.0,0.0,0.0
3,0.44553838052736267,0.5890057021616448,68.75,0.6458333333333333,0.0,0.0,0.0
4,0.46201029233717045,0.5963598980699889,68.75,0.6357142857142857,0.0,0.0,0.0
5,0.5070914368700763,0.5111756142156507,71.875,0.8833333333333333,0.2666666731238365,0.375,0.3125
6,0.33252606860503253,0.49059870863942195,75.0,0.9083333333333333,0.6666666716337204,0.6250000074505806,0.8500000014901161
7,0.4317009137269057,0.4735568509073376,75.0,0.9642857142857143,0.5809523910284042,0.6875,0.75
8,0.9497242189851084,0.9494241159714176,68.75,0.8958333333333334,0.6861111223697662,0.5380952581763268,1.0
9,0.7831606824250159,0.6581469964698782,68.75,0.8020833333333333,0.5555555820465088,0.45000000298023224,0.75
10,0.08515090636145999,0.6782194121239705,78.125,0.6125,0.40833333134651184,0.625,0.34166667237877846
11,0.029243695458778435,0.7552608439149255,78.125,0.7208333333333333,0.3125,0.375,0.2750000059604645
12,0.006494475781531504,0.9411262096892486,78.125,0.7124999999999999,0.5583333447575569,0.875,0.4166666716337204
13,0.06254971173182455,0.7451413124350094,75.0,0.7302083333333333,0.3750000074505806,0.5416666716337204,0.3125000074505806
14,0.00046817126451663573,1.5303791530822295,65.625,0.8624999999999999,0.6023809462785721,0.5821428596973419,0.7916666716337204
15,0.001535738336496512,1.0430896717885916,81.25,0.7349702380952381,0.5888889133930206,0.7000000029802322,0.5416666716337204
16,0.0001446992486510971,1.0808949499655722,75.0,0.8486607142857143,0.5833333507180214,0.7083333358168602,0.5833333358168602
17,0.0038356054113088183,1.097856282668078,78.125,0.802529761904762,0.5392857193946838,0.625,0.4791666716337204
18,8.184251937600982e-05,1.5684835273457631,81.25,0.6166666666666667,0.4345238208770752,0.75,0.3083333373069763
19,0.00039300993283691214,1.3258560985611176,75.0,0.9,0.6500000059604645,0.7166666723787785,0.7500000149011612
20,0.0017594492077548387,1.2406912843630824,71.875,0.8291666666666667,0.5138889104127884,0.45000001043081284,0.6666666716337204
21,0.0003271964096443328,1.1484746866746052,75.0,0.8071428571428572,0.472222238779068,0.5833333358168602,0.5333333387970924
22,0.0017226373558455348,1.4882834228796997,75.0,0.79375,0.5333333611488342,0.5750000029802322,0.5750000029802322
23,0.2791039023738606,1.8378478564208778,81.25,0.6943452380952381,0.4583333432674408,0.75,0.3333333358168602
24,0.17763306622589006,1.3889388917954086,75.0,0.8333333333333334,0.6208333447575569,0.6500000134110451,0.6666666716337204
25,2.0623417235120147e-05,1.4374594310968787,78.125,0.8,0.49166667461395264,0.625,0.4166666716337204
26,0.7462099076119226,1.5820880809191913,78.125,0.7875000000000001,0.5416666716337204,0.875,0.4166666716337204
27,0.00016405404012464806,1.2436022976882348,81.25,0.8361607142857143,0.7083333432674408,0.7750000059604645,0.7708333358168602
28,0.01973570654635747,1.3737208400973369,75.0,0.8119047619047619,0.5416666716337204,0.5833333432674408,0.5166666731238365
29,0.00011243646673570593,1.6318511667808473,78.125,0.7059523809523809,0.2916666716337204,0.4166666716337204,0.2500000074505806
30,0.00020741473338033254,1.409008639027622,78.125,0.8020833333333333,0.6166666746139526,0.6666666716337204,0.625
31,0.00020077889293599905,1.4408784602833877,78.125,0.8885416666666667,0.7000000104308128,0.8125,0.6666666716337204
32,2.4127634636428958e-05,1.5284773237500837,71.875,0.85,0.5297619178891182,0.7083333358168602,0.5500000007450581
33,2.573886427718969e-05,1.5922789899797025,71.875,0.8125,0.5000000074505806,0.625,0.4375
34,6.813711753178311e-05,1.6201846587276671,71.875,0.9375,0.5000000074505806,0.5,0.5625
35,7.730228846839232e-05,1.6343327198010347,71.875,0.8333333333333334,0.42500000447034836,0.4583333358168602,0.4166666716337204
36,3.178456987033664e-06,1.6470604079888314,71.875,0.7991071428571428,0.5000000074505806,0.625,0.4375
37,2.893836421224303e-05,1.6630924442031585,71.875,0.8125,0.3928571566939354,0.5,0.4125000014901161
38,0.00013662451774643216,1.678384627999326,71.875,0.8833333333333333,0.49166667461395264,0.625,0.5000000074505806
39,6.272690181933993e-06,1.6948906131543524,71.875,0.7839285714285714,0.3333333432674408,0.4166666716337204,0.2916666716337204
40,0.00014385784016827079,1.7000522595761067,71.875,0.8083333333333333,0.4166666716337204,0.75,0.2916666716337204
41,1.1086743143883377e-05,1.7221096475474968,71.875,0.8291666666666667,0.4000000059604645,0.4583333358168602,0.3750000074505806
42,5.336356391686923e-06,1.7395401126921732,71.875,0.875,0.34285713732242584,0.3333333432674408,0.375
43,0.00011044747531743528,1.7463999078219823,71.875,0.8083333333333333,0.3916666731238365,0.6666666716337204,0.3125000074505806
44,5.828466720638424e-06,1.7599361791339865,71.875,0.8208333333333333,0.3916666731238365,0.5000000074505806,0.3750000074505806
45,9.522750284056925e-05,1.775843854390411,71.875,0.8500000000000001,0.4333333447575569,0.5416666716337204,0.3750000074505806
46,1.9419674583055758e-05,1.7875730596349186,71.875,0.8375,0.49166667461395264,0.7083333358168602,0.4166666716337204
47,1.4699111967357066e-06,1.7992464487423883,71.875,0.8282738095238096,0.3142857179045677,0.375,0.2708333358168602
48,3.515673330992602e-06,1.814263155609854,71.875,0.8166666666666667,0.42500000447034836,0.5833333358168602,0.3750000074505806
49,1.186165042875805e-05,1.8261158782907907,71.875,0.8913690476190477,0.3916666731238365,0.5833333358168602,0.3333333358168602
50,2.4934044248206643e-05,1.8356524819343698,71.875,0.8666666666666667,0.4583333432674408,0.625,0.4583333358168602
51,2.2172624284591074e-05,1.8458485648049616,71.875,0.8979166666666667,0.4583333432674408,0.5,0.5
52,2.6710636927395388e-05,1.8575929016518007,71.875,0.8364583333333333,0.3678571358323097,0.4166666716337204,0.3333333358168602
53,7.272055190041412e-07,1.8628649137935915,71.875,0.7927083333333333,0.3333333432674408,0.4166666716337204,0.2916666716337204
54,2.467486527537459e-07,1.8686291523054628,71.875,0.8666666666666667,0.4750000014901161,0.625,0.4166666716337204
55,3.6691059929192625e-07,1.872975426165714,71.875,0.890625,0.4027777910232544,0.6000000014901161,0.3333333358168602
56,1.0736751021821507e-06,1.8757048421292037,71.875,0.8309523809523809,0.36666667461395264,0.4166666716337204,0.3333333432674408
57,4.60660065928086e-06,1.8790549156405059,71.875,0.8119047619047619,0.36666667461395264,0.4166666716337204,0.3333333432674408
58,1.3132620697389583e-05,1.882473011917996,71.875,0.8386904761904762,0.2916666716337204,0.3125,0.2750000059604645
59,8.090659860555028e-06,1.8852830981261341,71.875,0.8486607142857142,0.4166666716337204,0.625,0.3333333358168602
60,1.3378727287648172e-05,1.8922207618123041,71.875,0.8708333333333333,0.3392857164144516,0.3333333358168602,0.4375
61,1.0768942221727215e-06,1.8884505267925837,71.875,0.8084821428571429,0.3916666731238365,0.5416666716337204,0.3541666716337204
62,7.323178415866784e-06,1.8898014549746,71.875,0.7142857142857142,0.3142857179045677,0.5,0.25
63,5.889381622587401e-07,1.8929416895322921,71.875,0.8973214285714286,0.3916666731238365,0.5833333358168602,0.4375
64,2.702517743065142e-07,1.8964772296816623,71.875,0.90625,0.3916666731238365,0.4583333358168602,0.375
65,5.032517007240364e-07,1.8985566237849574,71.875,0.716220238095238,0.309523805975914,0.3333333432674408,0.2916666716337204
66,1.1054487549651827e-06,1.90375267665612,71.875,0.9375,0.36666667461395264,0.2916666716337204,0.5
67,1.3560946477621045e-07,1.9053147499041772,71.875,0.85,0.5000000074505806,0.5833333358168602,0.4583333358168602
68,4.6199977549556977e-07,1.906778752285669,71.875,0.80625,0.4166666716337204,0.4000000059604645,0.4375
69,1.7280502898352054e-07,1.9093636841959631,71.875,0.8291666666666666,0.49166667461395264,0.625,0.4166666716337204
70,2.198082161053103e-06,1.9115135724009447,71.875,0.8541666666666667,0.20000000298023224,0.1666666716337204,0.25
71,2.621672745137976e-07,1.9131746568876324,71.875,0.7437499999999999,0.309523805975914,0.3333333432674408,0.2916666716337204
72,1.7514406990896936e-06,1.9164524073128484,71.875,0.8459821428571428,0.3916666731238365,0.625,0.3958333358168602
73,9.302643655937388e-08,1.917661949724034,71.875,0.8458333333333333,0.42500000447034836,0.5416666716337204,0.4166666716337204
74,3.45819559518555e-07,1.9198025645816754,71.875,0.9333333333333333,0.5166666731238365,0.625,0.6333333365619183
75,8.202189269447878e-06,1.9226191138955528,71.875,0.6822916666666666,0.2708333358168602,0.3125,0.25
76,3.375641967594661e-07,1.925047569578203,71.875,0.8833333333333334,0.3916666731238365,0.5000000074505806,0.3750000074505806
77,3.5337430101837703e-06,1.927627520222924,71.875,0.7991071428571428,0.4642857164144516,0.5,0.4375
