,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test
0,1.094940728653461,0.13260538239421313,50.0
1,0.10610418243309779,0.18145357768274156,50.0
2,0.490048066484405,0.08625582157746725,50.0
3,0.5474239520753718,0.10786054034264983,50.0
4,0.1017071645049106,0.17141848963313422,50.0
5,0.08476893590682474,0.0994278553622675,62.5
6,0.24157452219042924,0.10353905399291993,65.625
7,0.13728784066543184,0.06573272618607597,71.875
8,0.31058896919875434,0.2268262276425611,65.625
9,0.007630824888339145,0.28659558749117375,62.5
10,0.006740999128707831,0.12789883387275114,68.75
11,0.4533924811719065,0.3974637098664435,62.5
12,0.0003265325435636234,0.30237783156438086,62.5
13,0.0011476618261875011,0.3385757988912472,62.5
14,0.00024264927367575721,0.30196440208376,62.5
15,0.0003557599433632073,0.4790456213120515,62.5
16,0.0007018226904032522,0.12361738873187277,71.875
17,0.0003327964624142495,0.21937291403637765,68.75
18,0.0032270493206104805,0.1690882612953697,71.875
19,0.0025979030250161657,0.683258903986479,56.25
20,0.00023248296553228073,0.6588737740521057,56.25
21,0.0013536408142678063,0.2661015887587907,65.625
22,0.0005221406834341405,0.23603121090225673,71.875
23,0.0009115186659989295,0.4708958863363176,62.5
24,2.1942928330129807e-05,0.38505040899808246,65.625
25,0.00011637206036643404,0.4516228142956603,62.5
26,8.130574838083238e-05,0.46404705728652834,62.5
27,3.516099471852278e-05,0.45621560290959096,62.5
28,7.858975994396182e-05,0.4738391696081945,62.5
29,1.9293026411250924e-06,0.4904344661966238,62.5
30,4.327923037272951e-06,0.4793145327901108,62.5
31,1.0917989495799361e-05,0.4892628823552301,62.5
32,1.4269367727010458e-05,0.47923581130631726,62.5
33,8.95758516870822e-06,0.4846674574826735,62.5
34,1.5614993201917546e-06,0.49368734475251747,62.5
35,9.019861901368176e-06,0.4857643126454255,62.5
36,1.1557658084922495e-05,0.49483773868860526,62.5
37,7.155243171710764e-05,0.47405967724729703,62.5
38,3.4045271764172815e-05,0.5171887198761659,62.5
39,2.4918915083919653e-06,0.4880152321225808,62.5
40,8.809318744704188e-06,0.50804251063244,62.5
41,2.025555774930171e-05,0.49504280704031645,62.5
42,2.3381763052801805e-06,0.4977548965740297,62.5
43,4.525778659881212e-05,0.4995898202716583,62.5
44,1.3692338342503695e-06,0.5109914375687622,62.5
45,3.0855294202914074e-05,0.5050875841789217,62.5
46,3.3286988129916125e-06,0.5100700734543382,62.5
47,5.202509380408284e-05,0.4874859451495874,62.5
48,2.2676481434769293e-05,0.5062610632756686,62.5
49,1.790487450943547e-05,0.5142080682322063,62.5
50,3.7474403628919764e-05,0.5139014512407962,62.5
51,6.440592686602605e-05,0.49552550119983024,62.5
52,2.7513752487161943e-06,0.5461888549533762,62.5
53,3.309910570985548e-05,0.5180100317247882,62.5
54,2.772699635457384e-05,0.5022481913002126,62.5
55,3.943465085253491e-06,0.524045729385493,62.5
56,4.697171979989464e-06,0.5095551301471705,62.5
57,2.048364772414268e-06,0.5225305425429335,62.5
58,3.107217567065052e-08,0.5188146634543127,62.5
59,1.8327889885925537e-05,0.5164807688113314,62.5
60,2.2107029201236243e-06,0.5137200667553139,62.5
61,3.6388207433409504e-06,0.5316768975622119,62.5
62,1.3748265398752459e-05,0.5236997938237904,62.5
63,1.5182732576564976e-06,0.5120043693006524,62.5
64,6.671560352642694e-06,0.5184489345652435,62.5
65,2.2899320401510108e-05,0.5246925933169208,62.5
66,4.128160207921376e-06,0.5205639267839093,62.5
67,1.4073290736190718e-05,0.5268328542685341,62.5
68,1.6368861273277418e-05,0.5222648730035943,62.5
69,5.4132020618746495e-06,0.5241065066889623,62.5
70,3.862786713644931e-06,0.5257404053153354,62.5
71,1.2341997428330094e-06,0.5248381362651138,62.5
72,2.0266772536690674e-05,0.5196481557408865,62.5
73,1.774325531152243e-05,0.5259892251083216,62.5
74,9.478230256484464e-06,0.5218483924301516,62.5
75,8.18793407258294e-07,0.5326697958782161,62.5
76,1.1582782915015743e-05,0.5253221645598347,62.5
77,3.416763408643718e-06,0.5351696732431016,62.5
78,9.139461268919382e-06,0.5329540214059648,62.5
79,3.450992163273701e-07,0.5275074265477457,62.5
80,8.465992764994101e-06,0.537238262418852,62.5
81,1.5133240100423376e-05,0.5282296588849351,62.5
82,3.2724179245747376e-07,0.5388764540767144,62.5
83,1.8164808709437183e-06,0.5298118547312648,62.5
84,1.0268495939699034e-05,0.5322153459726664,62.5
85,4.1252252271680225e-07,0.5362986413044499,62.5
86,2.421586266737468e-06,0.5314558733129645,62.5
87,3.415923246537923e-06,0.534766773439751,62.5
88,3.001314841499804e-06,0.5349600846936271,62.5
89,8.18685567622555e-06,0.5391332930354188,62.5
90,2.773681804887175e-06,0.5356256463781911,62.5
91,2.492573591616498e-06,0.5454818657795178,62.5
92,3.941188274654597e-06,0.5304122319928382,62.5
93,6.798622503868912e-06,0.5416853322451944,62.5
94,4.5917285951689306e-07,0.5396477961834598,62.5
95,7.597173988318275e-06,0.5442369212957701,62.5
96,8.183744406972046e-07,0.5334451119865216,62.5
97,1.034338215456692e-05,0.5485901135439533,62.5
98,4.26924381019506e-08,0.5372989807824013,62.5
99,1.0589944466478292e-05,0.5426981668453714,62.5
