,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3.5855930135714127,5.353291940810468,0.0,0.0,0.0,0.0,0.0,242.28965561606978,0.0,0.0,0.0,0.0,0.0,578.6221306465366,2.323059530543604,0.0,0.0,0.0,0.0,0.0,55.32565937212731,2.905831438836833,0.0,0.0,0.0,0.0,0.0,30.183730949849494,37.58014731476201,0.0,0.0,0.0,0.0,0.0,574.2095822039906,15.640547472861027,0.0,0.0,0.0,0.0,0.0,360.8286603906573,45.51510450910062,0.0,0.0,0.0,0.0,0.0,262.6065287937308,126.96152086538706,0.0,0.0,0.0,0.0,0.0,441.5596348231069,41.36419179701507,0.0,0.0,0.0,0.0,0.0,8.892713976506997,40.503770949792745,0.0,0.0,0.0,0.0,0.0,188.34486682914965,60.508317847000626,0.0,0.0,0.0,0.0,0.0,489.02601303362286,35.69239603312252,0.0,0.0,0.0,0.0,0.0,1088.2031145832148,10.567067607719673,0.0,0.0,0.0,0.0,0.0,7.082988629790858,20.871357410775595,0.0,0.0,0.0,0.0,0.0,269.9770231311644,315.20210066286666,0.0,0.0,0.0,0.0,0.0,2151.758453317067,250.3918362378693,0.0,0.0,0.0,0.0,0.0,1423.9879057464127,397.4136801221965,0.0,0.0,0.0,0.0,0.0,1529.9425877735514,45.5781282457923,0.0,0.0,0.0,0.0,0.0,155.4101564936758
1,5.177365585563303,3.339057550651781,0.0,0.0,0.0,0.0,0.0,11.129230943583023,0.0,0.0,0.0,0.0,0.0,52.48903879731626,1.2968011969107454,0.0,0.0,0.0,0.0,0.0,55.164373247021274,1.046448873951652,0.0,0.0,0.0,0.0,0.0,3.83524436109551,30.88491573904668,0.0,0.0,0.0,0.0,0.0,426.5988977819354,1.6028211039274245,0.0,0.0,0.0,0.0,0.0,144.0871214308516,43.03742809668235,0.0,0.0,0.0,0.0,0.0,397.8652564426871,32.76688144177133,0.0,0.0,0.0,0.0,0.0,1186.5013025564099,29.252515994612825,0.0,0.0,0.0,0.0,0.0,52.07523562471509,29.612532394350215,0.0,0.0,0.0,0.0,0.0,41.414027611562695,34.23388838220871,0.0,0.0,0.0,0.0,0.0,270.61877523311756,1.3438840923649553,0.0,0.0,0.0,0.0,0.0,210.268781402103,9.507872299047573,0.0,0.0,0.0,0.0,0.0,5.678544944442618,21.570766835172606,0.0,0.0,0.0,0.0,0.0,29.38993597537538,163.29232873735003,0.0,0.0,0.0,0.0,0.0,1165.7808061300793,66.58626524846957,0.0,0.0,0.0,0.0,0.0,262.19525252541956,229.51503154370886,0.0,0.0,0.0,0.0,0.0,1430.0193650257188,34.027160444638774,0.0,0.0,0.0,0.0,0.0,148.57718213403876
2,52.14683073506067,12.29049100766071,0.0,0.0,0.0,0.0,0.0,1.6567586212080663,0.0,0.0,0.0,0.0,0.0,12.480829347751957,1.2228539881589526,0.0,0.0,0.0,0.0,0.0,42.73162241206112,0.5696223080710708,0.0,0.0,0.0,0.0,0.0,12.620101488095578,23.64774511135547,0.0,0.0,0.0,0.0,0.0,366.8679210579625,7.803833093849457,0.0,0.0,0.0,0.0,0.0,31.538855827693588,36.99913054202734,0.0,0.0,0.0,0.0,0.0,179.20432984156162,15.109922360899272,0.0,0.0,0.0,0.0,0.0,46.690885105372026,25.467852217481887,0.0,0.0,0.0,0.0,0.0,226.39644326375955,14.7456432018735,0.0,0.0,0.0,0.0,0.0,44.33850079365583,67.0624555967871,0.0,0.0,0.0,0.0,0.0,345.6220435869726,17.849661250095174,0.0,0.0,0.0,0.0,0.0,268.16269530161134,3.9712654253417465,0.0,0.0,0.0,0.0,0.0,15.076600616149356,31.740436821290107,0.0,0.0,0.0,0.0,0.0,5.680938648681012,45.84370728899266,0.0,0.0,0.0,0.0,0.0,151.81893307930648,16.920079590365305,0.0,0.0,0.0,0.0,0.0,294.124456507,69.50482943382646,0.0,0.0,0.0,0.0,0.0,415.72419415600837,33.08839022589692,0.0,0.0,0.0,0.0,0.0,91.92644587402799
3,2.6927650145388915,0.8411807014467058,0.0,0.0,0.0,0.0,0.0,0.8359829971768489,0.0,0.0,0.0,0.0,0.0,0.580671392586049,4.4244369304473325,0.0,0.0,0.0,0.0,0.0,7.2974221189431105,0.3574387307435615,0.0,0.0,0.0,0.0,0.0,1.9564682088818488,14.412373138566805,0.0,0.0,0.0,0.0,0.0,33.0624537070716,4.9641125619152815,0.0,0.0,0.0,0.0,0.0,51.24076653772513,26.831841556030582,0.0,0.0,0.0,0.0,0.0,74.9180063718109,9.824569944096783,0.0,0.0,0.0,0.0,0.0,467.4631244354661,14.836792899792933,0.0,0.0,0.0,0.0,0.0,0.9650450071863287,13.220087371383638,0.0,0.0,0.0,0.0,0.0,19.232800921267522,44.82183139891975,0.0,0.0,0.0,0.0,0.0,225.26066693355455,6.97202954550405,0.0,0.0,0.0,0.0,0.0,20.987721888670126,3.354379546114613,0.0,0.0,0.0,0.0,0.0,49.88263049017532,24.529951216218013,0.0,0.0,0.0,0.0,0.0,42.36421873900435,37.26733424154183,0.0,0.0,0.0,0.0,0.0,45.87424162280812,37.63601247103294,0.0,0.0,0.0,0.0,0.0,76.3047123917272,33.349537133006876,0.0,0.0,0.0,0.0,0.0,130.20201994394233,5.397826944209043,0.0,0.0,0.0,0.0,0.0,63.735780582191296
4,11.49414614389132,1.1577353347004944,0.0,0.0,0.0,0.0,0.0,2.1445093715294257,0.0,0.0,0.0,0.0,0.0,19.181681255048712,0.7680283199070606,0.0,0.0,0.0,0.0,0.0,9.742909960522601,0.8753658475677967,0.0,0.0,0.0,0.0,0.0,12.53393673873954,19.411793303382094,0.0,0.0,0.0,0.0,0.0,227.8979051676942,2.0084023690369737,0.0,0.0,0.0,0.0,0.0,51.71363111918595,25.66787079122742,0.0,0.0,0.0,0.0,0.0,187.96665716746028,8.594876304613555,0.0,0.0,0.0,0.0,0.0,341.6624470403194,27.318168596918596,0.0,0.0,0.0,0.0,0.0,117.05696756579322,17.087073529038513,0.0,0.0,0.0,0.0,0.0,32.13186370973747,33.281874930647845,0.0,0.0,0.0,0.0,0.0,313.20710248364645,10.049393657240705,0.0,0.0,0.0,0.0,0.0,106.40664066061626,3.0063535945447435,0.0,0.0,0.0,0.0,0.0,15.99845546383989,14.964506921941702,0.0,0.0,0.0,0.0,0.0,23.836672273910356,37.74949741083437,0.0,0.0,0.0,0.0,0.0,265.6425949738368,43.05676792528025,0.0,0.0,0.0,0.0,0.0,70.94601211264276,32.89762497644326,0.0,0.0,0.0,0.0,0.0,114.55399727679651,4.132595375688953,0.0,0.0,0.0,0.0,0.0,25.26508533650584
5,2.210709280006441,1.8715982455718985,0.0,0.0,0.0,0.0,0.0,1.9313616865251877,0.0,0.0,0.0,0.0,0.0,1.5288074437887702,0.8628132405634098,0.0,0.0,0.0,0.0,0.0,11.721252596076686,2.4325724483245614,0.0,0.0,0.0,0.0,0.0,37.094828611947236,14.314538576226875,0.0,0.0,0.0,0.0,0.0,135.2315970069327,4.9927713659241695,0.0,0.0,0.0,0.0,0.0,9.074649972361126,18.933176737855824,0.0,0.0,0.0,0.0,0.0,99.35227364836615,13.58555846439315,0.0,0.0,0.0,0.0,0.0,11.2118511261943,8.47686373972038,0.0,0.0,0.0,0.0,0.0,0.08010966209062587,12.447586644803106,0.0,0.0,0.0,0.0,0.0,33.97459565494018,85.12391417978534,0.0,0.0,0.0,0.0,0.0,76.26426954981552,25.78744914135719,0.0,0.0,0.0,0.0,0.0,241.53743536188045,3.5977073412169904,0.0,0.0,0.0,0.0,0.0,76.01263763147455,17.68127881862413,0.0,0.0,0.0,0.0,0.0,42.02348556609305,78.03137938018688,0.0,0.0,0.0,0.0,0.0,137.60100162173597,11.201386857276917,0.0,0.0,0.0,0.0,0.0,99.50125614850813,33.115151430821676,0.0,0.0,0.0,0.0,0.0,198.75415789514238,3.2713482959886977,0.0,0.0,0.0,0.0,0.0,10.326412448809707
6,1.5222409227482676,0.6853844126624208,0.0,0.0,0.0,0.0,0.0,7.3974189927442,0.0,0.0,0.0,0.0,0.0,54.556343153179284,5.929975675938588,0.0,0.0,0.0,0.0,0.0,5.39184237951642,1.2980255013945619,0.0,0.0,0.0,0.0,0.0,4.500135409491212,14.785351707759009,0.0,0.0,0.0,0.0,0.0,244.2354720288423,8.17655982279214,0.0,0.0,0.0,0.0,0.0,19.42529188079309,17.85061180904306,0.0,0.0,0.0,0.0,0.0,70.25666081765065,8.534604690045361,0.0,0.0,0.0,0.0,0.0,14.478188554481749,9.364838550155975,0.0,0.0,0.0,0.0,0.0,0.06218346384458656,14.203873833302483,0.0,0.0,0.0,0.0,0.0,22.215338529372797,29.00897651697487,0.0,0.0,0.0,0.0,0.0,120.6332775065704,16.222324127940027,0.0,0.0,0.0,0.0,0.0,31.290901187382154,2.683746226405592,0.0,0.0,0.0,0.0,0.0,17.63061909637446,11.764267278868905,0.0,0.0,0.0,0.0,0.0,57.726907987389005,25.48639807563322,0.0,0.0,0.0,0.0,0.0,172.23489621020417,14.917436381626732,0.0,0.0,0.0,0.0,0.0,62.870412982827546,32.70241952134313,0.0,0.0,0.0,0.0,0.0,63.1673020572683,2.94862939813178,0.0,0.0,0.0,0.0,0.0,41.670127746933915
7,9.119582525518164,0.9305544713209636,0.0,0.0,0.0,0.0,0.0,1.4722504910116352,0.0,0.0,0.0,0.0,0.0,22.54478936171003,1.3076641996424578,0.0,0.0,0.0,0.0,0.0,38.90450487585056,1.002060565124445,0.0,0.0,0.0,0.0,0.0,2.8207119376217253,18.15487031796523,0.0,0.0,0.0,0.0,0.0,70.73044634931325,6.216147036582544,0.0,0.0,0.0,0.0,0.0,6.347666823124905,24.63556642595214,0.0,0.0,0.0,0.0,0.0,329.6023622745087,7.289691847246394,0.0,0.0,0.0,0.0,0.0,5.303829205529641,3.533572529098381,0.0,0.0,0.0,0.0,0.0,94.01694564527682,10.00660841714092,0.0,0.0,0.0,0.0,0.0,33.256947658728464,28.96816634907704,0.0,0.0,0.0,0.0,0.0,53.12826007913423,11.735604714306556,0.0,0.0,0.0,0.0,0.0,30.92598586477838,3.737668895994455,0.0,0.0,0.0,0.0,0.0,26.13311151116511,24.3851836783067,0.0,0.0,0.0,0.0,0.0,185.37869855684553,28.571806501043234,0.0,0.0,0.0,0.0,0.0,130.1864118672595,17.857569227241594,0.0,0.0,0.0,0.0,0.0,293.1137490686277,20.287660779746638,0.0,0.0,0.0,0.0,0.0,131.11833236138494,2.949134160737586,0.0,0.0,0.0,0.0,0.0,94.39063382528275
8,1.566016355684638,0.6108580202783483,0.0,0.0,0.0,0.0,0.0,2.487802520257169,0.0,0.0,0.0,0.0,0.0,10.736780185761273,1.3993609345638693,0.0,0.0,0.0,0.0,0.0,14.228013801354829,0.7438835263990285,0.0,0.0,0.0,0.0,0.0,2.162927096760985,15.517815644706646,0.0,0.0,0.0,0.0,0.0,143.30159495489156,2.4140527783676995,0.0,0.0,0.0,0.0,0.0,21.40184730145317,14.65158378250567,0.0,0.0,0.0,0.0,0.0,34.215589371702436,6.895286478735222,0.0,0.0,0.0,0.0,0.0,4.513213269591607,4.848470162532152,0.0,0.0,0.0,0.0,0.0,48.00613123712567,8.529387877417243,0.0,0.0,0.0,0.0,0.0,100.44895423046296,26.979230225839046,0.0,0.0,0.0,0.0,0.0,53.24697371668554,18.024645427987803,0.0,0.0,0.0,0.0,0.0,65.19820421987421,6.001734043748708,0.0,0.0,0.0,0.0,0.0,6.479549736335275,22.809505543738812,0.0,0.0,0.0,0.0,0.0,12.619884767780917,20.38051565604552,0.0,0.0,0.0,0.0,0.0,77.04018465171418,13.175231336440543,0.0,0.0,0.0,0.0,0.0,46.09308467039334,28.176839223302558,0.0,0.0,0.0,0.0,0.0,35.27647063549523,3.447672886224067,0.0,0.0,0.0,0.0,0.0,63.95474068643489
