,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,859.5027933049145,962.9812808587111,0.0,0.0,0.0,0.0,0.0,493.1147186884823,0.0,0.0,0.0,0.0,0.0,398.87398489784425,14.728009476271039,0.0,0.0,0.0,0.0,0.0,8.455852892271446,16.024506798501548,0.0,0.0,0.0,0.0,0.0,38.826220697365386,14.845326771496868,0.0,0.0,0.0,0.0,0.0,40.344904788224454,345.73936656793836,0.0,0.0,0.0,0.0,0.0,225.91051329592858,42.46599445642327,0.0,0.0,0.0,0.0,0.0,211.98608583926915,998.2051723992997,0.0,0.0,0.0,0.0,0.0,1391.0125501647358,250.36926271880142,0.0,0.0,0.0,0.0,0.0,367.20732382914025,365.1096910914393,0.0,0.0,0.0,0.0,0.0,1308.520298032575,265.37578573812425,0.0,0.0,0.0,0.0,0.0,155.40766957174455,217.16049689750318,0.0,0.0,0.0,0.0,0.0,343.96541732409105,47.235941501005655,0.0,0.0,0.0,0.0,0.0,17.974878548408523,263.05755204194077,0.0,0.0,0.0,0.0,0.0,115.10213587899663,1778.3984094921962,0.0,0.0,0.0,0.0,0.0,2183.394333628717,1846.731970945018,0.0,0.0,0.0,0.0,0.0,1984.6104880819248,2061.634748065074,0.0,0.0,0.0,0.0,0.0,2472.548334899782,141.44373298738273,0.0,0.0,0.0,0.0,0.0,480.8308203825994
1,461.1845055556005,432.92263753171045,0.0,0.0,0.0,0.0,0.0,225.45241746348893,0.0,0.0,0.0,0.0,0.0,157.4713719028818,21.129833089121203,0.0,0.0,0.0,0.0,0.0,14.743132471435796,39.20013836081072,0.0,0.0,0.0,0.0,0.0,9.00257061646571,7.018186366500729,0.0,0.0,0.0,0.0,0.0,4.830521124387837,197.06112051187975,0.0,0.0,0.0,0.0,0.0,325.17347221924456,24.23982749552287,0.0,0.0,0.0,0.0,0.0,51.8363292704214,313.71295339629216,0.0,0.0,0.0,0.0,0.0,36.569941810441,480.24824684310374,0.0,0.0,0.0,0.0,0.0,157.31365478222193,132.87911513136456,0.0,0.0,0.0,0.0,0.0,44.692893633402676,376.3829016741796,0.0,0.0,0.0,0.0,0.0,264.3660023372915,103.31422285989689,0.0,0.0,0.0,0.0,0.0,956.9316985287769,37.40410233227287,0.0,0.0,0.0,0.0,0.0,24.318544103217985,137.61242991684048,0.0,0.0,0.0,0.0,0.0,84.86732287408813,481.9048561506339,0.0,0.0,0.0,0.0,0.0,851.2751122485292,346.34891673989625,0.0,0.0,0.0,0.0,0.0,240.1956382144223,639.3920020081963,0.0,0.0,0.0,0.0,0.0,1196.8387940477162,75.00145396251514,0.0,0.0,0.0,0.0,0.0,138.38977869323966
2,11.888972479825458,152.79017932065872,0.0,0.0,0.0,0.0,0.0,75.18143255995516,0.0,0.0,0.0,0.0,0.0,90.27374329274203,8.456028618590501,0.0,0.0,0.0,0.0,0.0,12.632618936453532,32.450549980749464,0.0,0.0,0.0,0.0,0.0,6.393398000777793,9.15778833553725,0.0,0.0,0.0,0.0,0.0,11.946829871933614,234.26087534185993,0.0,0.0,0.0,0.0,0.0,305.9241812518904,114.05641813121073,0.0,0.0,0.0,0.0,0.0,84.5073765609571,318.26507148756633,0.0,0.0,0.0,0.0,0.0,193.39150547057582,239.75347582821686,0.0,0.0,0.0,0.0,0.0,4.219984010391957,129.73310975132827,0.0,0.0,0.0,0.0,0.0,19.510224539716454,355.30976849330705,0.0,0.0,0.0,0.0,0.0,217.98465764053398,13.666780521617346,0.0,0.0,0.0,0.0,0.0,159.84095327207314,36.58311499552349,0.0,0.0,0.0,0.0,0.0,67.05424680103704,117.16439135916266,0.0,0.0,0.0,0.0,0.0,146.11982084112,201.96067159606076,0.0,0.0,0.0,0.0,0.0,208.6034269471828,86.35889192114348,0.0,0.0,0.0,0.0,0.0,105.17192562732163,226.77659297857593,0.0,0.0,0.0,0.0,0.0,185.06837638779075,110.47815205275943,0.0,0.0,0.0,0.0,0.0,50.31631325004146
3,26.811084608573665,105.48490893862667,0.0,0.0,0.0,0.0,0.0,7.398813076331217,0.0,0.0,0.0,0.0,0.0,2.086567499563218,16.165578542421397,0.0,0.0,0.0,0.0,0.0,2.7138664639944303,5.652772920958623,0.0,0.0,0.0,0.0,0.0,22.8351402973374,1.7680244896681276,0.0,0.0,0.0,0.0,0.0,3.4907525897369034,147.1617381833852,0.0,0.0,0.0,0.0,0.0,453.91237691019825,36.99381556790486,0.0,0.0,0.0,0.0,0.0,84.83641140219244,244.01701399263058,0.0,0.0,0.0,0.0,0.0,114.52570313059519,74.55682469834002,0.0,0.0,0.0,0.0,0.0,146.00899635482372,109.97952051269868,0.0,0.0,0.0,0.0,0.0,0.4297415894000412,272.2806143443012,0.0,0.0,0.0,0.0,0.0,221.86068965057913,25.427562165103804,0.0,0.0,0.0,0.0,0.0,56.676473916496796,25.698128584219237,0.0,0.0,0.0,0.0,0.0,12.897940187353731,97.34578745137856,0.0,0.0,0.0,0.0,0.0,68.87397338776579,147.87306331624498,0.0,0.0,0.0,0.0,0.0,225.20093008817602,85.38856121059757,0.0,0.0,0.0,0.0,0.0,135.44662530523522,190.68170211707917,0.0,0.0,0.0,0.0,0.0,63.60251778881807,70.1483399079388,0.0,0.0,0.0,0.0,0.0,37.60144503438979
4,91.97278648698972,70.89155255571029,0.0,0.0,0.0,0.0,0.0,3.9790192537487172,0.0,0.0,0.0,0.0,0.0,37.7512975517742,14.2902506339434,0.0,0.0,0.0,0.0,0.0,9.940776004994872,12.290181500928048,0.0,0.0,0.0,0.0,0.0,25.334813321071575,5.153006371360408,0.0,0.0,0.0,0.0,0.0,5.3275009101499915,105.05652647257001,0.0,0.0,0.0,0.0,0.0,198.28802539105672,106.94206943508776,0.0,0.0,0.0,0.0,0.0,18.777720497857004,204.68263734390558,0.0,0.0,0.0,0.0,0.0,150.90551982518332,64.33049898979387,0.0,0.0,0.0,0.0,0.0,102.34278366950043,107.32667463049482,0.0,0.0,0.0,0.0,0.0,0.08658322662958215,201.3634691878808,0.0,0.0,0.0,0.0,0.0,220.49611379966868,70.25330658292764,0.0,0.0,0.0,0.0,0.0,105.64367934895176,20.079257768172617,0.0,0.0,0.0,0.0,0.0,36.19865711199822,111.25189259580245,0.0,0.0,0.0,0.0,0.0,178.61820635717913,103.08974720090862,0.0,0.0,0.0,0.0,0.0,93.21158282176908,110.37525011639893,0.0,0.0,0.0,0.0,0.0,23.31203705485155,143.09778955795971,0.0,0.0,0.0,0.0,0.0,109.43038246652081,59.40910730409028,0.0,0.0,0.0,0.0,0.0,102.09766314369945
5,18.648599911116566,89.56986819193435,0.0,0.0,0.0,0.0,0.0,3.899445875310294,0.0,0.0,0.0,0.0,0.0,1.1102003704505068,5.332906075783508,0.0,0.0,0.0,0.0,0.0,2.209857146937053,7.326042473866846,0.0,0.0,0.0,0.0,0.0,4.4973114074848,4.611914211358426,0.0,0.0,0.0,0.0,0.0,8.380849085772697,102.89197931590971,0.0,0.0,0.0,0.0,0.0,223.35264983305822,54.92048233330839,0.0,0.0,0.0,0.0,0.0,17.332815213068145,187.28421262322735,0.0,0.0,0.0,0.0,0.0,12.740417771956192,51.92878660990638,0.0,0.0,0.0,0.0,0.0,26.39481117884244,88.13727223917833,0.0,0.0,0.0,0.0,0.0,55.30097844835349,207.0838274948244,0.0,0.0,0.0,0.0,0.0,174.97047904856635,59.61690683990465,0.0,0.0,0.0,0.0,0.0,234.1845315167685,21.273592129996246,0.0,0.0,0.0,0.0,0.0,37.05475677567253,82.17446481116019,0.0,0.0,0.0,0.0,0.0,72.69043568354209,90.28110590070135,0.0,0.0,0.0,0.0,0.0,48.1739622982261,70.0987613931661,0.0,0.0,0.0,0.0,0.0,98.53916273120737,127.8131891539776,0.0,0.0,0.0,0.0,0.0,108.99041366149191,50.8029300279834,0.0,0.0,0.0,0.0,0.0,24.66705607555411
6,50.31329819943012,171.38432443698707,0.0,0.0,0.0,0.0,0.0,5.344208399071229,0.0,0.0,0.0,0.0,0.0,3.5379406817710697,6.882079887338984,0.0,0.0,0.0,0.0,0.0,3.079552587152308,9.736227137268763,0.0,0.0,0.0,0.0,0.0,20.214889615794043,6.417255645433779,0.0,0.0,0.0,0.0,0.0,3.53376022267433,90.5704441150525,0.0,0.0,0.0,0.0,0.0,258.6374697838157,12.387850853896147,0.0,0.0,0.0,0.0,0.0,12.168988934913362,154.7540055119196,0.0,0.0,0.0,0.0,0.0,78.03856246668455,55.843983566749564,0.0,0.0,0.0,0.0,0.0,150.58916728266536,83.95393371694253,0.0,0.0,0.0,0.0,0.0,25.298013396853925,151.45710618716618,0.0,0.0,0.0,0.0,0.0,285.30934374830673,73.9645149668265,0.0,0.0,0.0,0.0,0.0,80.55291576743551,20.90986871413088,0.0,0.0,0.0,0.0,0.0,11.619636512089487,88.80580463372715,0.0,0.0,0.0,0.0,0.0,224.88031839020587,146.17666993668024,0.0,0.0,0.0,0.0,0.0,148.5361578676512,57.92927069574309,0.0,0.0,0.0,0.0,0.0,34.708750517025436,116.516906607106,0.0,0.0,0.0,0.0,0.0,92.66152728435024,32.269671211337645,0.0,0.0,0.0,0.0,0.0,50.619513149513196
7,20.70793409213706,71.93457466038102,0.0,0.0,0.0,0.0,0.0,6.140651046256097,0.0,0.0,0.0,0.0,0.0,9.695895843793725,8.815639034188608,0.0,0.0,0.0,0.0,0.0,3.6086485504140633,20.214586130348106,0.0,0.0,0.0,0.0,0.0,8.529120639219238,9.938112774969383,0.0,0.0,0.0,0.0,0.0,8.105691801286557,114.57593190982841,0.0,0.0,0.0,0.0,0.0,155.24128601042548,23.56002098440734,0.0,0.0,0.0,0.0,0.0,11.850984516503278,137.478644101207,0.0,0.0,0.0,0.0,0.0,62.23823425254919,57.37000809814312,0.0,0.0,0.0,0.0,0.0,5.106172734421996,41.568103069716784,0.0,0.0,0.0,0.0,0.0,19.23553873426086,194.75320792912615,0.0,0.0,0.0,0.0,0.0,209.21120207156468,105.62419286536958,0.0,0.0,0.0,0.0,0.0,35.38456351945399,23.14475448279549,0.0,0.0,0.0,0.0,0.0,8.613475659942013,72.40110292542643,0.0,0.0,0.0,0.0,0.0,20.61368353166997,131.3680432415994,0.0,0.0,0.0,0.0,0.0,47.7343061457701,70.68872741246827,0.0,0.0,0.0,0.0,0.0,216.20279815342502,158.73241592821782,0.0,0.0,0.0,0.0,0.0,98.51720683247764,59.95390926071184,0.0,0.0,0.0,0.0,0.0,59.42621973192196
8,31.1960401931155,124.65958143388356,0.0,0.0,0.0,0.0,0.0,9.158300037377042,0.0,0.0,0.0,0.0,0.0,3.1086909965492,5.522745527565173,0.0,0.0,0.0,0.0,0.0,3.7380081625184944,14.218737836793903,0.0,0.0,0.0,0.0,0.0,14.027809030836002,13.17727667933545,0.0,0.0,0.0,0.0,0.0,10.189916080869716,88.19299802421298,0.0,0.0,0.0,0.0,0.0,161.40646008238178,13.902930769880154,0.0,0.0,0.0,0.0,0.0,11.823870616704866,180.72180327639177,0.0,0.0,0.0,0.0,0.0,9.840111155989256,81.2398889822264,0.0,0.0,0.0,0.0,0.0,41.97347439530936,50.343644611082,0.0,0.0,0.0,0.0,0.0,58.06382169506333,144.91981771632896,0.0,0.0,0.0,0.0,0.0,126.61089128164589,37.915304366153336,0.0,0.0,0.0,0.0,0.0,28.39912797900895,21.21714716617269,0.0,0.0,0.0,0.0,0.0,7.524154392300644,105.39403564022966,0.0,0.0,0.0,0.0,0.0,52.72642275701801,133.108038738305,0.0,0.0,0.0,0.0,0.0,53.083369974557996,130.0610349669468,0.0,0.0,0.0,0.0,0.0,42.00491621221367,97.06496649349279,0.0,0.0,0.0,0.0,0.0,40.71555896888789,27.858754389079053,0.0,0.0,0.0,0.0,0.0,40.90755078704842
