,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7365152322894863,0.08808197623371182,64.34782608695652,0.5266269841269842,0.0,0.0,0.0,0.08273884825287935,62.20472440944882,0.7434895833333333,0.05625000037252903,0.125,0.03645833395421505,0.5929412403035481,0.08848324277570717,45.744680851063826,0.4042410714285714,0.17784391716122627,0.4097222226361434,0.12033730434874694,0.6931911982667841,0.07943695024027451,67.74193548387096,0.7309523809523809,0.0,0.0,0.0,0.4884720262773164,0.09164559070067593,25.0,0.26666666666666666,0.4000000059604645,0.2857142984867096,0.6666666865348816,0.6586923597298104,0.11541513067918209,66.66666666666666,0.5333333333333333,0.0,0.0,0.0,0.7053177502050325,0.09904209813588505,42.857142857142854,0.5,0.0,0.0,0.0,0.6923743239797462,0.14901779165066278,50.0,0.45,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.7010827919995428,0.10195970344842133,28.57142857142857,0.4,0.444444477558136,0.2857142984867096,1.0,0.6969919830629093,0.1029071638758986,56.09756097560976,0.48125,0.0,0.0,0.0,0.6317711541276886
1,0.5709330196487857,0.08625114175014206,64.34782608695652,0.6301190476190476,0.0,0.0,0.0,0.08730164523501155,62.99212598425197,0.7127604166666667,0.5573773551732302,0.4993303604424,0.681250000372529,0.6927383303377004,0.08850882601159203,46.27659574468085,0.5037698412698413,0.0,0.0,0.0,0.691757806270489,0.08872944896139057,67.74193548387096,0.6130952380952381,0.0,0.0,0.0,0.6909402862875614,0.08060389630700139,62.5,0.8,0.0,0.0,0.0,0.6307904180854688,0.11473936516017363,75.0,0.5416666666666667,0.3333333432674408,0.5,0.25,0.6925967258686682,0.09902266324014485,42.857142857142854,0.6777777777777778,0.0,0.0,0.0,0.6932524977737979,0.13076425185009638,60.0,0.65,0.0,0.0,0.0,0.6118883590570858,0.09892306510142249,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.6932161525353608,0.10141738963494587,53.65853658536586,0.5460317460317461,0.6809829076131185,0.56051587810119,1.0,0.6931895972609614
2,0.7062134534682986,0.09000509142300162,64.34782608695652,0.7501190476190477,0.0,0.0,0.0,0.07600669614614074,66.14173228346458,0.7571428571428571,0.26160714589059353,0.42708333395421505,0.1979166679084301,0.36837885571364337,0.08849420662228974,46.27659574468085,0.5956101190476192,0.0,0.0,0.0,0.6877697333150806,0.07164181282991489,67.74193548387096,0.9364583333333334,0.0,0.0,0.0,0.5345413233186556,0.08397141007045182,62.5,0.6,0.0,0.0,0.0,0.7381491575320994,0.11535659335588476,66.66666666666666,0.7,0.0,0.0,0.0,0.6680824168028491,0.09952510660542978,57.14285714285714,0.5625,0.6785714328289032,0.5416666716337204,1.0,0.6860497893818238,0.15795302641554,20.0,0.35,0.125,0.10000000149011612,0.1666666716337204,0.7606463521207579,0.10591762163169105,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.6478307438272127,0.10121723568078758,58.536585365853654,0.4469246031746032,0.08333333333333333,0.16666666666666666,0.055555557211240135,0.6923386204314174
3,0.5274285983936124,0.08589335969821854,64.34782608695652,0.6532539682539683,0.0,0.0,0.0,0.07145765252661465,76.37795275590551,0.7476562500000001,0.6310019940137863,0.6760416720062494,0.6364583391696215,0.43686402373179617,0.08848596388356367,45.744680851063826,0.5638888888888889,0.032738095770279564,0.08333333333333333,0.02083333395421505,0.6936699681487193,0.06898425642495229,67.74193548387096,0.8833333333333333,0.0,0.0,0.0,1.0420550209587371,0.08746344826036949,37.5,0.4,0.0,0.0,0.0,0.6847757822325917,0.11458321998040093,50.0,0.6333333333333333,0.5555555820465088,0.4166666716337204,0.8333333432674408,0.7281980723131602,0.09846330474899934,57.14285714285714,0.46875,0.7333333492279053,0.5833333432674408,1.0,0.8070163652822382,0.14996017178176668,30.0,0.75,0.533333346247673,0.375,1.0,0.5636333388534613,0.12400413047865536,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.6644084732013259,0.1006123136915296,56.09756097560976,0.4986111111111111,0.0,0.0,0.0,0.7476942041901784
4,0.6511304916204399,0.08559523879432467,64.34782608695652,0.578015873015873,0.0,0.0,0.0,0.07237833833991919,68.50393700787401,0.8133928571428573,0.6234848648309708,0.5593750048428774,0.7916666716337204,0.3014910708333349,0.08846112651733588,60.63829787234043,0.6398065476190476,0.6717377652724584,0.588343263293306,0.8297619087000688,0.6935182199922675,0.06095586557882399,67.74193548387096,0.9625,0.0,0.0,0.0,0.288748244990979,0.0967950088630266,37.5,0.26666666666666666,0.444444477558136,0.3333333432674408,0.6666666865348816,0.8818387458374712,0.11433469773805294,58.333333333333336,0.6,0.5833333432674408,0.45000000298023224,0.8333333432674408,0.7063481267246735,0.10242554221792959,64.28571428571429,0.42222222222222217,0.7500000298023224,0.6071428656578064,1.0,0.6698953054944895,0.1826628290557939,50.0,0.6071428571428572,0.0,0.0,0.0,0.7790842577846239,0.11385478697972139,42.857142857142854,0.6,0.5,0.3333333432674408,1.0,0.6492345002417572,0.09980311332387741,46.34146341463415,0.6055555555555555,0.38835979004700977,0.45198412984609604,0.49444445222616196,0.5794787349273538
5,0.6439983332525209,0.08621652558428289,64.34782608695652,0.5390873015873017,0.0,0.0,0.0,0.0701784346780515,71.65354330708661,0.8203497023809525,0.6928075570613146,0.6321428650990129,0.8729166723787785,0.8535078840031268,0.08845184892055274,47.340425531914896,0.5936755952380954,0.0396825410425663,0.08333333333333333,0.02777777798473835,0.6929611153819569,0.060708175954616694,67.74193548387096,0.9375,0.0,0.0,0.0,0.0758575983715411,0.1098248450789577,37.5,0.2,0.5454545617103577,0.375,1.0,0.7841203505872777,0.11546559154507498,41.66666666666667,0.5,0.30000001192092896,0.25,0.375,0.7086042560458848,0.0987903374315285,42.857142857142854,0.5,0.20000000298023224,0.5,0.125,0.610017902077455,0.17618434021159673,40.0,0.20833333333333334,0.1666666716337204,0.125,0.25,0.5876641506269656,0.09023467140660964,42.857142857142854,0.6,0.3333333432674408,0.25,0.5,0.6798957837611284,0.1160561084697124,56.09756097560976,0.47083333333333327,0.0,0.0,0.0,0.5826570711320811
6,0.7426941266793611,0.08380123400735064,64.34782608695652,0.5838095238095239,0.0,0.0,0.0,0.06575140947942444,74.01574803149606,0.7934895833333334,0.6665674708783627,0.7343750037252903,0.6583333387970924,0.21803836312208297,0.0891404088006948,58.51063829787234,0.6313492063492064,0.4585393816232681,0.594444447507461,0.39494048058986664,0.6911046786667859,0.054688089158048514,67.74193548387096,0.8999999999999999,0.0,0.0,0.0,0.43116352048539114,0.09130442786056062,37.5,0.13333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.8157427867751783,0.11056084508720794,50.0,0.53125,0.30000001192092896,0.25,0.375,1.1300177256916386,0.09674283757465177,57.14285714285714,0.5333333333333333,0.7179487347602844,0.5625,1.0,0.5353205982976348,0.14154041550500393,40.0,0.4642857142857143,0.625,0.5714285746216774,1.0,0.5753812248832576,0.09343893550607298,28.57142857142857,0.6,0.2857142984867096,0.20000000298023224,0.5,0.7280453304867036,0.10152386791355951,56.09756097560976,0.48055555555555557,0.11574074625968933,0.1944444477558136,0.0833333358168602,0.6485142772886194
7,0.7879170984847867,0.0826172476131158,64.34782608695652,0.6074603174603174,0.0,0.0,0.0,0.06691001172144188,75.59055118110236,0.8402901785714286,0.6851055268198252,0.7145833373069763,0.7250000070780516,0.22814354035390985,0.0896485337098789,59.04255319148937,0.6469742063492063,0.5057209047178427,0.6395833368102709,0.46259921168287593,0.6918166038633388,0.05091299750817016,70.96774193548387,0.9364583333333334,0.10000000149011612,0.25,0.0625,0.5731388315602176,0.08573653984329967,62.5,0.4,0.0,0.0,0.0,0.6913605881331324,0.0992670269868811,75.0,0.6666666666666667,0.3333333432674408,0.5,0.25,0.1559098710933116,0.09586326265487918,57.14285714285714,0.5,0.6493506729602814,0.6000000089406967,0.8333333432674408,0.5635926414185229,0.17574719467815153,20.0,0.16666666666666666,0.4444444626569748,0.3214285746216774,0.75,0.5567322125754784,0.09191781642029824,28.57142857142857,0.6,0.2857142984867096,0.20000000298023224,0.5,0.6909464416536916,0.10060257716750015,46.34146341463415,0.5583333333333332,0.4179894377787908,0.36468254774808884,0.5388889014720917,0.6846007882348419
8,0.7156903378039924,0.08671385701407508,64.34782608695652,0.5965476190476191,0.37809523741404216,0.5177777806917826,0.3355555603901545,0.15605734170429506,59.84251968503938,0.8057291666666667,0.6375000234693289,0.5017113229259849,0.96875,0.23984743032012198,0.09742625215869824,57.97872340425532,0.6274801587301587,0.6685032583773136,0.5851190549631914,0.8895833343267441,0.6175054057963217,0.07217862490235982,83.87096774193549,0.7916666666666666,0.5432692319154739,0.4476190581917763,0.75,0.4314526612013278,0.08679007473316816,62.5,0.4666666666666667,0.0,0.0,0.0,0.69282301867079,0.14628419372664486,41.66666666666667,0.6666666666666666,0.5227272808551788,0.3541666716337204,1.0,0.6291464800646507,0.10703539349130968,57.14285714285714,0.4222222222222222,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6577775726543119,0.23885782192354627,30.0,0.48333333333333334,0.27272728085517883,0.1875,0.5,0.5284605908859745,0.11744072255425195,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.47731835294193303,0.1026476725845354,43.90243902439025,0.5916666666666667,0.6473193566004435,0.5208333333333334,1.0,0.5590440908202833
