,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6942828616839097,0.08629458421804717,50.0,0.08801832154706557,44.97354497354497,0.6932220137459006,0.08256564452068925,68.75,0.6784235928241188,0.0896133112723582,61.206896551724135,0.6930569111947743,0.09901822839740386,57.14285714285714,0.693431519496519,0.11701410530816624,38.88888888888889,0.8587065808527247,0.16309322077272176,22.22222222222222,0.6829801368036147,0.10664222233435752,46.15384615384615,0.6943958352273812,0.09902632035331939,42.857142857142854,0.6931699283594599,0.13829867585749764,60.0,0.6932130713445921,0.08609941746402873,62.5,0.7397172654752948
1,0.48602389515120126,0.08903993202624781,53.90625,0.0880135025183268,52.910052910052904,0.6916226661263866,0.0799817044402863,68.75,0.6458620487540926,0.08641662387017902,64.65517241379311,0.6276732222621466,0.09901934124422805,50.0,0.6931756080384173,0.13567329517683288,38.88888888888889,0.6644996038970257,0.2963062095442732,22.22222222222222,1.1699503319041524,0.10665364691248921,46.15384615384615,0.693033162349745,0.09607470762715341,50.0,0.6930504302580228,0.2121584902740849,0.0,0.740047669716927,0.08665479433489151,37.5,0.6955778179979569
2,0.8468560656680335,0.07034058684597254,68.75,0.08800315718668668,52.910052910052904,0.6925004954571448,0.07761435902144538,68.75,0.35964724585034535,0.08425593489349123,64.65517241379311,0.8537630986915044,0.09902948099348927,45.23809523809524,0.6932063257190789,0.09695754043276655,72.22222222222221,0.614239821149897,0.15491372252542415,22.22222222222222,0.6747058470152897,0.14591050685755763,69.23076923076923,0.6931953873014726,0.11057342243208189,57.14285714285714,0.7870040349970107,0.32175557564683716,20.0,0.695842606092041,0.08858102397102027,37.5,0.6940221908228908
3,0.20568160438311178,0.08169874060653023,64.0625,0.08863973814558741,51.85185185185185,0.6959271980004107,0.12423460456369174,68.75,0.265828686356543,0.08738848163263255,64.65517241379311,0.7942333878011565,0.09899070810557319,57.14285714285714,0.7021418805179573,0.11966057989001068,55.55555555555556,0.5528390490280128,0.15705008985865077,22.22222222222222,0.6931949287997922,0.09540800905979811,76.92307692307693,0.635902124000809,0.09082648922089774,35.714285714285715,0.693034427081794,0.3778641020065931,40.0,0.6732869279011472,0.10639599464236636,50.0,0.6638788806290475
4,0.42035880578924956,0.09686333934759964,62.5,0.0879297599089041,54.4973544973545,0.6926594633924079,0.09411914316767178,71.875,0.27098878561805406,0.09075781173233229,64.65517241379311,0.66034355001461,0.12355597507323307,42.857142857142854,0.6296644094174884,0.24544047015932724,55.55555555555556,0.9384934114066806,0.33165648568039274,22.22222222222222,0.3964089053687812,0.10189122482721569,61.53846153846154,0.6930471237752357,0.0883619346611798,50.0,0.5831071350103165,0.1414333687762355,10.0,0.7176749369991828,0.087875790786374,50.0,0.7207749105730978
5,0.8583767003054158,0.0698227304272873,64.84375,0.0870991478940746,52.38095238095239,0.7867422202402952,0.06828616028267988,71.875,0.28621237829276014,0.08584952030458338,64.65517241379311,0.5982804578857238,0.10005796236816906,42.857142857142854,0.7646690971349797,0.09459750538269292,50.0,0.9802983889777772,0.2226789488396245,22.22222222222222,0.6998427684387355,0.11095288243180602,61.53846153846154,0.6927146921491228,0.09004316710791552,42.857142857142854,0.7219429522351756,0.14852586882028085,30.0,0.693022191851774,0.09017426124438085,37.5,0.6973086006253334
6,0.348807952023449,0.0702571343553008,71.875,0.08745063312497613,53.43915343915344,0.6933535613021763,0.06746800639579976,71.875,0.19907839705590588,0.08543973653428195,64.65517241379311,0.6032146913940163,0.11142434624808605,40.476190476190474,0.6646734042007488,0.10415169850049762,66.66666666666666,0.8825156398422096,0.16575609141851658,33.33333333333333,0.7533958276148695,0.08717908882514094,69.23076923076923,0.6412953364625861,0.08802404532731053,42.857142857142854,0.7265043459853635,0.14930238161070233,40.0,0.6576423984600714,0.09301599656498857,37.5,0.683367553962825
7,0.42855381945722676,0.07898427695917902,73.4375,0.08856934089727114,55.026455026455025,0.6922937538037913,0.06876554265084944,75.0,0.4161736783693167,0.08622274204094728,64.65517241379311,0.5550421856982243,0.10440451848207138,59.523809523809526,0.8763055800900076,0.11882934642207478,55.55555555555556,0.7020196737265814,0.1531773683911177,22.22222222222222,0.6931267179711725,0.13976721201332834,84.61538461538461,0.4258736764983293,0.08281494880009688,42.857142857142854,0.7078810297513601,0.19039124942458743,60.0,0.6430592715271893,0.09869086666875145,37.5,0.6937189425302095
8,1.173266097476984,0.07598691998500633,66.40625,0.08664627980542643,53.96825396825397,0.6904012333801353,0.06269743282290409,75.0,0.4275666392790073,0.0845820239721101,64.65517241379311,0.5952730571860698,0.0992582911347081,42.857142857142854,0.6267210481283287,0.09560309355191753,66.66666666666666,0.9707723419974268,0.24400400045472714,22.22222222222222,0.4768047541472941,0.08200496219770671,76.92307692307693,0.35014789708078253,0.09140080566503397,42.857142857142854,0.7258677551278663,0.1468425988288188,40.0,0.6931012974803766,0.08665825485807938,37.5,0.6914653332439157
