,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,652.4074836619104,59.39019502395226,0.0,2.560623697372012,0.0,7.105307022317227,2.550518984304892,0.0,18.618954656365375,1.9652786094916919,0.0,15.601690337543285,10.918852903887231,0.0,81.00386575487983,133.51322887307307,0.0,902.1959380657026,4.87727828089606,0.0,65.25149246812092,68.89097014272991,0.0,1773.123547594418,46.70127115303878,0.0,353.53499020723393,81.34331341788206,0.0,661.6968736277042,49.09599043433627,0.0,558.8872821115284,26.363903077855106,0.0,597.3419820192313,6.665030342780022,0.0,0.9672332334466804,5.760804715907103,0.0,18.555979329547657,51.218258739858385,0.0,8.260129600231092
1,188.0213415307037,18.811040400585515,0.0,0.961185194868368,0.0,47.38322584678159,1.0318297430663022,0.0,5.466037700336265,3.392882143434049,0.0,13.390125722391158,0.7326790019059968,0.0,11.336648425027805,62.054012926246685,0.0,677.2309286372209,4.415926633374036,0.0,24.873346679352505,45.1150396377696,0.0,111.76980131620608,16.20584303863715,0.0,214.48039004422597,32.86349064853646,0.0,218.73688319800766,2.659846711549761,0.0,137.10691340311052,106.89378240143849,0.0,417.572209202993,4.1773797570129165,0.0,287.314405531607,7.139734357938958,0.0,9.216768459992728,29.337402497298267,0.0,245.47683177387466
2,112.50267406191884,15.036853699477755,0.0,0.8316912965558143,0.0,24.222632365122397,0.9745698543603605,0.0,3.313679360731068,2.060651571305143,0.0,10.005940673778474,0.40023699733094564,0.0,19.937632058811804,40.97065698186997,0.0,395.9527375924446,3.232740498700347,0.0,5.999166029083164,24.630393373464198,0.0,191.92251768367726,20.62022463413072,0.0,107.32859051900084,18.219557314091407,0.0,71.7755079920178,2.538429398306611,0.0,32.028267657236064,24.125474149769772,0.0,274.2605505753704,5.51479883028023,0.0,287.05176929708557,2.1826110067058035,0.0,8.54856725526701,39.100312950991785,0.0,54.1108158134027
3,16.829007786858874,6.213410127734449,0.0,0.6954470729056349,0.0,3.3202251046115183,0.5170892348165824,0.0,2.9015034865258253,0.9342405994673361,0.0,11.31038150817373,0.18904006665792383,0.0,2.2121217850284403,28.016121197792934,0.0,256.1480566245248,2.2485791763927767,0.0,4.0161228787244525,24.279982771707658,0.0,30.66637337300461,31.14274666678462,0.0,48.6078150957065,14.112749048756397,0.0,107.5182788391306,13.808841098381139,0.0,111.24861768782588,20.113793721335828,0.0,154.07258622565772,7.810253743343337,0.0,49.701041242326276,1.8160865656433767,0.0,55.36808579170359,29.668587072950398,0.0,62.45268172687373
4,71.2561857237014,5.181863396544858,0.0,0.46748444571177505,0.0,1.7709952005607166,0.40294575271493854,0.0,2.3348126197396812,1.3027725201957308,0.0,9.960895249371477,1.6903227765324873,0.0,2.3099289819727247,18.49011640223282,0.0,453.04710667355954,8.680255743879206,0.0,44.08320775443466,18.171305656075443,0.0,57.832393038039356,9.466235513491062,0.0,104.65484577015674,15.709396818557067,0.0,77.08482281871277,4.907465742123104,0.0,53.528234555136066,25.872571792629195,0.0,176.51466784050254,6.506239793550167,0.0,153.1819881358072,1.4466616585227263,0.0,59.113615698461935,16.45869122428203,0.0,150.31246249427662
5,45.83592085757532,5.492618826164704,0.0,8.435770225667317,0.0,1.3809393171162434,0.8103804369639822,0.0,22.807657970764332,2.116633624410116,0.0,19.299584378928856,3.727172515562219,0.0,1.408070955423543,17.63235991757701,0.0,120.9668956010471,2.8844851794875543,0.0,32.21405472385111,45.49565312713778,0.0,250.01621198007146,34.17551876044852,0.0,98.66600318730082,12.256146165071497,0.0,263.71951729747514,7.631627574247328,0.0,202.51591507485713,36.08813181462604,0.0,92.1504713903157,5.723102102130379,0.0,128.25857448935403,1.204350935905405,0.0,88.20824164624449,13.508940945998072,0.0,146.46746555526832
6,86.46160526927513,4.435187010858508,0.0,3.194313433879955,0.0,22.448731156964442,0.28390084754036,0.0,2.964395613024306,0.9464266914300421,0.0,9.896296879077846,1.50649449223644,0.0,9.39778369604978,15.82828774257276,0.0,436.7141549621189,4.576472996994559,0.0,32.75024985286303,47.85041639800271,0.0,1.2465047056159466,6.868074255306301,0.0,30.052727180449025,12.299975175944807,0.0,26.684871437995746,5.60098216679326,0.0,3.801284410581511,34.633412841344814,0.0,150.08725141052452,5.561009982186477,0.0,85.61102864459858,8.253225943532577,0.0,8.285994600379917,14.832175866788663,0.0,69.02490014718141
7,37.92825126348626,4.266440813739826,0.0,3.0848457433636836,0.0,1.1174837216207687,0.45979386527484145,0.0,4.784722388526731,0.8646939673073382,0.0,3.044748950031768,0.9588315041007542,0.0,9.566467054890662,17.46046260801748,0.0,301.7785435945167,2.1707379880241797,0.0,6.757287667925689,28.266124292006324,0.0,242.47032370990783,20.641768985201253,0.0,53.86059552185637,11.032302210709478,0.0,40.59198485530065,14.60058229353146,0.0,138.8206515864289,23.446737903974725,0.0,205.62064510228888,7.240534190541689,0.0,42.94998433340778,2.2728681649659683,0.0,16.904299182851723,15.379407654304963,0.0,49.43037529042763
8,33.873639652889345,2.335439545919081,0.0,0.4850862688746171,0.0,3.441878376816786,0.725751363875796,0.0,2.307914927320133,1.171359090975692,0.0,6.154460857942479,0.582371589685889,0.0,6.2790394116103085,17.936360569914356,0.0,283.4271609830756,2.4190720492312088,0.0,22.975944294422252,18.0816736411274,0.0,100.74722896765071,6.842801060042339,0.0,37.94582674147641,12.876159314827998,0.0,35.32210693481953,9.478117995984864,0.0,48.53144176945085,50.15793517292998,0.0,192.16656818844504,6.5308065583740795,0.0,34.967111445398615,3.2217528479351705,0.0,13.455129613426298,14.211122878008212,0.0,32.25895163476488
