,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.43817938608085144,0.3050299848214117,45.45454545454545,0.14352414874511688,50.0,1.8809585652246772
1,1.114254264043099,0.13861324761428706,54.54545454545454,0.07540782640540096,68.75,0.8899919560930108
2,0.2833791304248373,0.30760546963372976,54.54545454545454,0.11666399285397991,56.25,1.1512110575680499
3,1.1571170112719,0.26184351000293754,54.54545454545454,0.08955828061205945,62.5,0.6330771088938434
4,0.7648010415937565,0.31316410744165296,54.54545454545454,0.042755877198280307,87.5,0.3301391020590318
5,0.00017964321484993857,0.25758541131756496,36.36363636363637,0.0530234897236584,87.5,0.6141279299718455
6,0.014235951993346305,0.4273608016418642,54.54545454545454,0.03338952295407943,87.5,0.11873388126920767
7,0.006811321753362296,0.28580408915719485,45.45454545454545,0.0331334605171411,87.5,0.03423994939159091
8,0.012565228839834356,0.4311948917671718,54.54545454545454,0.028319874414194188,93.75,0.005203196321299508
9,0.004442556843610922,0.2606507643540125,54.54545454545454,0.03442829182675136,87.5,0.011127621634777545
10,0.0020843198173851316,0.4411901858469313,54.54545454545454,0.029555117532459298,93.75,0.025181193262535415
11,0.00016246042386441399,0.35272567847608793,54.54545454545454,0.047600476866387534,87.5,0.006704313447160229
12,0.0010314222299313569,0.48457886413848805,54.54545454545454,0.036748396551499654,81.25,0.006818754582271334
13,0.005659933998080394,0.45552212165743183,45.45454545454545,0.03801374065187515,87.5,0.001409441902805305
14,0.0005426353627112912,0.49819111325404997,54.54545454545454,0.03972132468321341,87.5,0.0018397669207805792
15,0.0031485622670105874,0.4019670457453227,54.54545454545454,0.04134425652093466,87.5,0.0013888850462162121
16,0.00015086150925618905,0.41997918581698424,45.45454545454545,0.04136950924307682,87.5,0.0006603000694307687
17,0.0006244579383696031,0.3397574009292961,45.45454545454545,0.04174624762604901,87.5,0.000590809534508273
18,0.000510237446695148,0.5615787524725578,54.54545454545454,0.04128038047504327,87.5,0.0015180838703511318
19,0.0005583660311515749,0.5613901755382181,54.54545454545454,0.04209230032131859,87.5,0.0012179617196622365
20,0.0019717397702894925,0.4202590824419513,54.54545454545454,0.042112681888551926,87.5,0.0014808806153171418
21,0.0005667659065054197,0.35015450240174495,45.45454545454545,0.043617041995956264,87.5,0.0002821563387674771
22,0.0004385039913869756,0.4119307274867857,54.54545454545454,0.0434230959735032,87.5,0.0007057058629714036
23,0.000917501910138036,0.4448526242107656,54.54545454545454,0.042935337770486665,87.5,0.000738394496329161
24,0.0004194595541979612,0.30924735895095057,54.54545454545454,0.043551764538034055,87.5,0.0005889433743478912
25,8.680940623595838e-05,0.5062549247134385,54.54545454545454,0.04307445265921521,87.5,0.0005694632081283087
26,0.000244705908256992,0.35675786221602857,54.54545454545454,0.04384737959868923,87.5,0.0003388431251097405
27,6.151627726380332e-05,0.4477704330347425,54.54545454545454,0.044289529043730805,87.5,0.0005656885844238335
28,0.0006733244829490885,0.3461991809085202,54.54545454545454,0.044763433634339274,87.5,0.0005266526323279859
29,0.0007959603390614297,0.5047259437979018,54.54545454545454,0.04483141373551004,87.5,0.000633049790750028
30,0.0003029763957187119,0.35575420039367656,45.45454545454545,0.04602732178893701,87.5,0.00031342586814143996
31,2.2161150349386034e-05,0.33208447862145785,45.45454545454545,0.0460344497404761,87.5,0.00032014703306301094
32,0.0011183542420518974,0.6076082695221973,54.54545454545454,0.04522626842897361,87.5,0.00048741767162393716
33,0.0006121710242928296,0.3744859438346785,54.54545454545454,0.045371633421068674,87.5,0.0001585127664532984
34,0.00011326618835734824,0.4264682611649706,54.54545454545454,0.04598799259061344,87.5,0.00026116116216769826
35,0.00017873894245822006,0.4259167614665737,54.54545454545454,0.04577064797858248,87.5,0.00037267326699084937
36,0.00019005830068591614,0.5297465220842456,54.54545454545454,0.0468386059982345,87.5,0.0004013666011580796
37,0.00033513936974073025,0.6282907804863708,54.54545454545454,0.047253729277543975,87.5,0.0002776315003252144
38,0.00027711442095828355,0.608645351150611,45.45454545454545,0.04761612148323925,87.5,0.0002857786736935444
39,0.0002256815875007446,0.6220587030366205,45.45454545454545,0.047728158205666046,87.5,0.00016432222631028519
40,0.00015657794908025837,0.3323247532558957,45.45454545454545,0.047766018389973394,87.5,0.0002663407437186659
41,0.0006413936982648552,0.3348039473780697,45.45454545454545,0.04815819394417063,87.5,0.00027476436748233746
42,0.0003864462675002523,0.4041636594011658,45.45454545454545,0.04842088525316973,87.5,0.00021150126555413788
43,0.00017239956910401833,0.5301011736103978,45.45454545454545,0.048402986524564984,87.5,0.00023866014144561918
44,3.919443950589094e-05,0.5116499484634467,45.45454545454545,0.04893435260136811,87.5,0.0002647500234959432
45,0.00011085100636519042,0.4972635101100053,45.45454545454545,0.04895839821629997,87.5,0.0002131726723866619
46,0.00041837208300411587,0.4187974464754087,45.45454545454545,0.04893756140946636,87.5,0.0001282715368495249
47,9.797605916898984e-05,0.5001584824959721,45.45454545454545,0.049101454105693644,87.5,0.0001656769196961244
48,3.8320940491312845e-05,0.5803651249297586,45.45454545454545,0.04949834237654245,87.5,0.00010045473874081792
49,4.3552198621866986e-05,0.38435558551041765,45.45454545454545,0.049666267627087354,87.5,0.0001982446977283288
50,9.139692552803596e-05,0.4950860887895484,45.45454545454545,0.04964149587979416,87.5,0.00016899304522792304
51,2.0156644907477425e-05,0.5117160389482738,45.45454545454545,0.049879792396016406,87.5,0.00017191123829545153
52,0.00037888464421553396,0.5598287958316115,45.45454545454545,0.049558258875935256,87.5,0.0001021966786246046
53,2.9707130771843118e-05,0.5092854456237766,45.45454545454545,0.04966297512642824,87.5,0.00017140627145207596
54,0.0002205384292664334,0.4890829374528295,45.45454545454545,0.0503015390443785,87.5,0.00012109441132955804
55,0.00021894903313690248,0.3815789070897935,45.45454545454545,0.05057722727288161,87.5,0.00010124629867323984
56,0.00022776841935250966,0.4548376250059643,45.45454545454545,0.050472337319652553,87.5,0.00014059524217995936
57,0.0003426142717580892,0.5332792695328528,45.45454545454545,0.050772875347227485,87.5,0.00010821557808942412
58,0.0001637402433435906,0.44162734967736594,45.45454545454545,0.050982898270779176,87.5,0.00015136019565085726
59,0.0001082460182875414,0.5637193525059009,45.45454545454545,0.051236180080994856,87.5,8.994218195676546e-05
60,0.00012667425841635642,0.4441750624371041,45.45454545454545,0.051138387464972325,87.5,0.00013005910387542678
61,0.00010842977142958936,0.365102407766555,45.45454545454545,0.051061448428167754,87.5,0.00011620902279381303
62,4.8773956422105036e-05,0.35367532145246466,45.45454545454545,0.05141856703603091,87.5,5.91329100541219e-05
63,0.00022333921196929167,0.7167160224466352,45.45454545454545,0.05162946375407064,87.5,8.859531087340048e-05
64,6.658429241679606e-05,0.5465788752675969,45.45454545454545,0.05169379717549609,87.5,3.749280267274807e-05
65,0.00016648924667520993,0.5770662683863368,45.45454545454545,0.05187513716641843,87.5,3.988668154387692e-05
