,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6260265359223921,0.8557925203549956,42.10526315789473,0.5499999999999999,0.6303030252456665,0.4900793731212616,0.9166666666666666,0.7004614619385886,63.63636363636363,0.75,0.46666666865348816,0.4375,0.5,0.26306122656165465,0.7180227383538509,18.181818181818183,0.3833333333333333,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.7243807693129701,0.6927984793427429,62.5,0.65625,0.619047611951828,0.6333333551883698,0.625,0.7278332570588562,0.6562192670008218,50.0,0.5,0.0,0.0,0.0,0.6633649960960428,0.6706280849466307,25.0,0.4,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.49407250076059833,0.6944847226177823,50.0,0.0,0.6666666865348816,0.5,1.0,0.6965628082867076,0.29707202830138096,100.0,1.0,1.0,1.0,1.0,1.172401200867944,0.6866950984659257,71.42857142857143,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.7945637579910251,0.6394122055992537,55.55555555555556,0.65625,0.800000011920929,0.75,0.875,0.9617243536228612,0.8298183890683525,60.0,0.21875,0.6969697177410126,0.5357142984867096,1.0,0.6043275431336145,0.4902120076014368,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.6723872870454672,0.690911773400369,60.0,0.71875,0.8333333432674408,0.75,1.0,0.6908591204765294
10,0.4761657288389069,0.8411734943891558,52.63157894736842,0.7263888888888889,0.6262626250584921,0.642857144276301,0.75,0.769794335093623,63.63636363636363,0.6666666666666667,0.6785714328289032,0.5416666716337204,1.0,0.9182636748281983,0.7427907762753928,36.36363636363637,0.35,0.125,0.1666666716337204,0.10000000149011612,0.5576181474221104,0.7065976316075024,50.0,0.5625,0.0,0.0,0.0,0.6549781727161277,0.6352446478135638,37.5,0.5625,0.0,0.0,0.0,0.5957320583596,0.6949087664756579,62.5,0.6,0.5714285969734192,1.0,0.4000000059604645,0.5300129269372836,0.6953961908418917,50.0,0.1111111111111111,0.6666666865348816,0.5,1.0,0.6893345417895771,0.37177694080386786,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.42299419487387374,0.6918513036464142,57.14285714285714,0.8333333333333334,0.6666666865348816,0.5,1.0,0.6669171886974871,0.6368232610815627,88.88888888888889,0.625,0.9285714328289032,1.0,0.875,0.3213930844996358,0.7811704700537594,40.0,0.625,0.625,0.625,0.625,0.40334257603382173,0.45342534220454256,90.0,1.0,0.944444477558136,1.0,0.9000000059604645,0.5651694761387722,0.6910160782307727,60.0,0.5,0.8333333432674408,0.75,1.0,0.6919342048043212
11,0.6553692916711213,0.8022141829853711,68.42105263157895,0.7444444444444445,0.45714284976323444,0.5555555621782938,0.3888888955116272,0.6024560591432228,72.72727272727273,0.75,0.75,0.6666666567325592,0.9166666567325592,0.19945654819211522,0.9381597561843406,54.54545454545454,0.1875,0.1666666716337204,0.25,0.125,1.163219511209989,0.7081737721775703,56.25,0.5333333333333333,0.25,0.5,0.1666666716337204,0.6479514897256984,0.6118205717426914,50.0,0.625,0.0,0.0,0.0,0.5615508670125994,0.9717306983638961,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.47349130896522407,0.696871979956094,50.0,0.0,0.6666666865348816,0.5,1.0,0.6839064696948536,0.37816009708951304,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.4432441924707473,0.6914867859881452,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6946200594446593,0.5942992063745021,55.55555555555556,0.65625,0.800000011920929,0.75,0.875,0.7463469065703938,1.1447329191193898,60.0,0.75,0.8333333432674408,0.75,1.0,0.30618415676773947,0.4805143844841216,80.0,1.0,0.875,1.0,0.800000011920929,0.4868144863738337,0.6896560884136084,60.0,0.6875,0.8333333432674408,0.75,1.0,0.6879727620228652
12,0.887569913486994,0.8617769574601626,68.42105263157895,0.5750000000000001,0.6349206368128458,0.7777777910232544,0.5555555621782938,0.7134855618905408,54.54545454545454,0.8,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.1824944596978054,0.850236999585584,45.45454545454545,0.26666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.4780120070669569,0.7048163070334296,50.0,0.6333333333333333,0.0,0.0,0.0,0.6998880375993185,0.7973781164805249,50.0,0.6875,0.0,0.0,0.0,0.3354715532365845,0.6171138390774115,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,1.270055852065713,0.6966107320827354,50.0,0.0,0.6666666865348816,0.5,1.0,1.1322282365713612,0.3404391638455552,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.768933370874507,0.6303326256876218,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.507257328170183,0.6252423683694484,88.88888888888889,0.625,0.9285714328289032,1.0,0.875,0.12790216756334258,0.9179029628599498,50.0,0.34375,0.6333333551883698,0.5,0.875,1.3289899391564894,0.6431009719454795,60.0,1.0,0.2857142984867096,0.5,0.20000000298023224,1.0569029474986444,0.6893806594697829,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6899929402851596
13,0.5603527386682056,0.8334757737777627,63.1578947368421,0.5888888888888889,0.46464647849400836,0.4444444576899211,0.4888888994852702,0.7535387029377961,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.28682804913107995,0.6939236594397884,36.36363636363637,0.15625,0.1666666716337204,0.25,0.125,0.5562072889456042,0.7102123335472827,50.0,0.7,0.0,0.0,0.0,0.5388309777486441,0.6047917231432897,62.5,0.8125,0.4000000059604645,1.0,0.25,0.6533591008668697,0.6974920404455145,50.0,0.6,0.5,0.6666666865348816,0.4000000059604645,0.16119262667493356,0.6957073804037779,50.0,0.0,0.6666666865348816,0.5,1.0,0.6872335349732356,0.5405860071934679,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.3314611417866111,0.6274294343828907,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.652345509498081,0.8098106637638581,44.44444444444444,0.71875,0.0,0.0,0.0,0.7046860174334166,0.7636163162841679,50.0,0.15625,0.5833333432674408,0.5,0.75,0.5108413006474753,0.6119623722816596,50.0,0.75,0.20000000298023224,0.5,0.125,0.49635351467486016,0.689936823308796,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.6905920572185998
14,0.2037128155684259,1.1549980124079313,57.89473684210527,0.6208333333333333,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6670513313181853,63.63636363636363,0.75,0.75,1.0,0.6666666716337204,1.057656263359088,0.9648421662349452,54.54545454545454,0.5666666666666667,0.3333333432674408,0.5,0.25,0.4080402669317003,0.8727185013994605,50.0,0.53125,0.0,0.0,0.0,0.35143875748223374,0.8070486215936606,50.0,0.75,0.0,0.0,0.0,0.42515782219268355,0.6160889035757824,75.0,0.6,0.8333333730697632,0.7142857313156128,1.0,0.42912944348812576,0.6975560789527423,50.0,0.0,0.6666666865348816,0.5,1.0,0.705830716859343,0.5635910393857805,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.5690199758402747,0.6588947280049771,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.37544740354117695,0.6088545524854105,66.66666666666666,0.6166666666666667,0.3333333432674408,0.375,0.30000001192092896,0.5476145987778014,1.1956572029812504,40.0,0.28125,0.25,0.25,0.25,0.27873339571708705,1.3628686884011771,40.0,1.0,0.0,0.0,0.0,0.17717041546571585,0.6881532564839812,60.0,0.4,0.7179487347602844,0.5625,1.0,0.6847339416217982
15,0.09335305063891934,1.1778906288500348,52.63157894736842,0.48888888888888893,0.47863248984018963,0.375,0.6666666666666666,0.8391552584483294,63.63636363636363,0.625,0.8333333432674408,0.75,1.0,0.1738820930774061,1.057898014031044,36.36363636363637,0.375,0.1428571343421936,0.1666666716337204,0.125,0.2515487206337769,0.6643283562290025,56.25,0.5833333333333334,0.559523805975914,0.5166666582226753,0.6666666567325592,0.6912219786888226,0.5919164207883354,50.0,0.5625,0.0,0.0,0.0,0.505218153121855,0.9331840434603103,62.5,0.4,0.7692307829856873,0.625,1.0,0.40750046580444355,0.6967486544605886,50.0,0.0,0.6666666865348816,0.5,1.0,0.7043021615824273,0.35316633630325783,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.16174283121439512,0.6370705852668033,85.71428571428571,0.9166666666666666,0.8571428656578064,0.75,1.0,0.7133912997520934,0.6720153808310325,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0,0.19874411170759937,1.308859217240515,50.0,0.3125,0.3636363744735718,0.2857142984867096,0.5,0.2312322534171939,0.3614973527732615,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.2629549615912718,0.6882290142520786,70.0,0.5,0.7500000298023224,0.6071428656578064,1.0,0.6877370449176642
16,0.10363186749705451,1.01098685130734,52.63157894736842,0.8222222222222223,0.6090909043947855,0.4761904875437419,0.9333333373069763,0.5389302558961775,72.72727272727273,0.75,0.5,0.5,0.5,0.09488150899714486,0.9974986973886424,27.27272727272727,0.41666666666666663,0.125,0.1666666716337204,0.10000000149011612,0.8941739538768132,0.7051511907880386,62.5,0.5625,0.5000000149011612,0.75,0.375,0.5517262101573144,0.6633541611384737,50.0,0.5625,0.5,0.5,0.5,0.9597097286384988,1.1054255009358211,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.49393855222813243,0.6983060417202229,50.0,0.0,0.6666666865348816,0.5,1.0,0.703890283932348,0.5010374945098838,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.20156560063332382,0.6301702400129601,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.6919539919692603,0.6571647352428018,66.66666666666666,0.71875,0.375,0.375,0.375,0.6014011971236068,1.9853257720995914,50.0,0.375,0.6666666865348816,0.5,1.0,0.18396846626222732,1.1556563771488715,60.0,0.71875,0.8333333432674408,0.75,1.0,0.1838344520480379,0.6852477099665077,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.6786255882452401
17,0.2709292629332916,1.5891567932021025,42.10526315789473,0.48888888888888893,0.43822842836380005,0.3511904776096344,0.5833333333333334,1.3421590228963525,63.63636363636363,0.625,0.6785714328289032,0.5416666716337204,1.0,1.6289752951793464,0.7477301244209579,27.27272727272727,0.34375,0.375,0.2916666716337204,0.625,0.4167942396925154,0.6570115977205897,62.5,0.6666666666666666,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.701278850066463,0.5888738429899265,50.0,0.6875,0.0,0.0,0.0,0.4127507636302726,0.8220137190104003,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.3679627801756618,0.6978735130216657,50.0,0.0,0.6666666865348816,0.5,1.0,0.6785450212095551,0.2966857449430568,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.22306282310284103,0.6363442730646688,57.14285714285714,1.0,0.6666666865348816,0.5,1.0,0.5612713366636125,0.6193726377562552,66.66666666666666,0.59375,0.7857142686843872,0.8333333432674408,0.75,0.4990785634913416,1.1438087493956344,50.0,0.5166666666666666,0.722222238779068,0.6666666716337204,0.8333333432674408,0.3089378926737987,0.243951303925433,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.46529485077083343,0.6843288543138288,70.0,0.5,0.7500000298023224,0.6071428656578064,1.0,0.6855159134912356
18,0.5898387186729671,0.90048650286506,63.1578947368421,0.6166666666666667,0.6349206368128458,0.700000007947286,0.6388888955116272,0.5380619630934587,72.72727272727273,0.9333333333333333,0.7083333432674408,1.0,0.550000011920929,0.42239838328984575,2.785502498967622,54.54545454545454,0.7,0.0,0.0,0.0,0.13856592119860722,0.7843482221636491,50.0,0.6,0.4285714328289032,0.625,0.36666667461395264,0.4058530838750478,0.7087152843124184,50.0,0.625,0.0,0.0,0.0,0.5462738154603902,1.6486838601443328,62.5,0.6,0.7692307829856873,0.625,1.0,0.35711895908753155,0.6996513219227997,50.0,0.1111111111111111,0.6666666865348816,0.5,1.0,0.6656610000157882,0.30280667492218055,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.2565855244394971,0.6819449325681913,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5759959805272319,0.8884951398998517,44.44444444444444,0.5833333333333333,0.0,0.0,0.0,0.018971476362518377,3.0979466012491743,50.0,0.78125,0.6666666865348816,0.5,1.0,0.41647083519915734,0.27615023147961715,90.0,1.0,0.9545454680919647,0.9166666567325592,1.0,0.30172497134664833,0.6771036408375579,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6735355365671695
