,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.686375916712452,0.7711824566610915,47.368421052631575,0.5111111111111111,0.6048951148986816,0.4444444477558136,1.0,0.7853037027161457,36.36363636363637,0.041666666666666664,0.0,0.0,0.0,0.9120814323812073,0.6940387224592836,45.45454545454545,0.0,0.5833333432674408,0.4166666716337204,1.0,0.6940393064776252,0.69304277261183,50.0,0.6,0.6573426723480225,0.5,1.0,0.6944349487129584,0.6919310463537033,50.0,0.5,0.3333333432674408,0.5,0.25,0.7289239532936518,0.6877277571159456,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7496663761951071,0.6931506811922786,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.6949805942234247,0.6248515735600461,71.42857142857143,0.1,0.0,0.0,0.0,0.7404375297501916,0.6919461045812773,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6915118450535477,0.6724372265889514,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.6584266833048753,0.8304496716961804,50.0,0.65,0.38461539149284363,0.3125,0.5,0.8548543677571135,0.6841254794497231,60.0,0.2,0.7179487347602844,0.5625,1.0,0.7652854458147369,0.6920059443433668,60.0,0.625,0.8333333432674408,0.75,1.0,0.6953877223173159
1,0.6937127604944312,0.6923221218452756,47.368421052631575,0.7458333333333332,0.670707086722056,0.5138888955116272,1.0,0.6927463764149601,63.63636363636363,0.9166666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6930064123755199,0.692388357695911,54.54545454545454,0.9666666666666667,0.0,0.0,0.0,0.6934788390297542,0.6931616664300545,50.0,0.4666666666666667,0.0,0.0,0.0,0.6937461148981974,0.6809143638988074,50.0,0.75,0.0,0.0,0.0,0.6926677327538432,0.6930687772405457,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6889703207933557,0.6924863234606079,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6942693615466957,0.6009878789353736,71.42857142857143,0.9,0.0,0.0,0.0,0.7269051330439364,0.69284068830669,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6911067613158193,0.693069024270126,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.6934379761660763,0.6915741652905825,50.0,0.8125,0.0,0.0,0.0,0.6538357598190091,0.6899566435929708,40.0,1.0,0.0,0.0,0.0,0.6865780005704751,0.6783531278734711,60.0,0.36666666666666664,0.7179487347602844,0.5625,1.0,0.6902184522276884
2,0.7167883025747731,0.6930354989274857,47.368421052631575,0.3458333333333334,0.670707086722056,0.5138888955116272,1.0,0.6725953711214647,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.6301971248713228,0.692933759316081,63.63636363636363,0.8333333333333333,0.3333333432674408,0.5,0.25,0.6925600913049564,0.6931373737527567,50.0,0.5833333333333334,0.6166666597127914,0.5416666567325592,0.9166666567325592,0.6929766321153692,0.6932057833958933,50.0,0.25,0.0,0.0,0.0,0.6927809898727342,0.6697738076994403,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6196749367100376,0.6925386524635289,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.9464308052118686,0.6917187716726395,71.42857142857143,0.8,0.0,0.0,0.0,0.7780447935927026,0.6921822146645107,57.14285714285714,0.5,0.0,0.0,0.0,0.6932552188074238,0.6731601862370893,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.7171161591630156,0.6875419696692024,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.7349313649028069,0.68705705476547,40.0,0.9,0.0,0.0,0.0,0.7002114710047728,0.6929617927202999,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6928350996463369
3,0.6942150713638976,0.693450684496626,47.368421052631575,0.5,0.6969697078069051,0.5833333333333334,1.0,0.6931730802987769,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.2622148379508997,0.667470376325009,54.54545454545454,0.6833333333333333,0.0,0.0,0.0,0.6205450300878775,0.6929994549126637,50.0,0.6333333333333333,0.6573426723480225,0.5,1.0,0.6932270157358937,0.6931137989496625,50.0,0.5,0.0,0.0,0.0,0.693457367956282,0.6742111108847533,62.5,0.4,0.7692307829856873,0.625,1.0,0.7652421166991601,0.7236563460068481,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.59238141317923,0.5666629063363701,71.42857142857143,0.9,0.0,0.0,0.0,0.8167933555867843,0.7308495413721801,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.9080556680629368,0.6720729549024849,55.55555555555556,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.7649059257175226,0.7363658480850181,50.0,0.65,0.38461539149284363,0.3125,0.5,0.6214323721118968,0.6516259813921393,60.0,0.6875,0.8333333432674408,0.75,1.0,0.6618138721855444,0.6924357791348701,60.0,0.9,0.7179487347602844,0.5625,1.0,0.6932614495674737
4,0.633402774144704,0.7036490459126343,63.1578947368421,0.7180555555555556,0.35555556416511536,0.6666666666666666,0.25,0.6545376228391752,63.63636363636363,0.3,0.7846153974533081,0.6458333432674408,1.0,0.6378287540473763,0.7365599472056626,54.54545454545454,0.9,0.0,0.0,0.0,0.7774373511257007,0.6931928876262724,56.25,0.46875,0.5000000149011612,0.550000011920929,0.5,0.6926098943001701,0.6929474948742127,37.5,0.5625,0.0,0.0,0.0,0.6844863851173836,0.6642181721588066,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6953120676338295,0.6934451698124461,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6920685517347034,0.4945140999279875,71.42857142857143,1.0,0.0,0.0,0.0,0.5592643548400468,0.694418791710637,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.7333579091795368,0.6989928927535649,44.44444444444444,0.5,0.1666666716337204,0.25,0.125,0.6884574690651288,0.7318201143750567,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.7307286253081586,0.654556996902098,70.0,0.8666666666666667,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.8897335258296559,0.6912692680563509,60.0,0.8333333333333333,0.7179487347602844,0.5625,1.0,0.6929968677218176
5,0.6394085499631516,0.7118819593971056,57.89473684210527,0.6319444444444445,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6841103894208359,63.63636363636363,0.5,0.8333333432674408,0.75,1.0,1.1301702658611534,0.8906908718689437,54.54545454545454,0.7166666666666667,0.0,0.0,0.0,0.5619158441894427,0.7611102822843289,50.0,0.4,0.0,0.0,0.0,0.5875538582195199,0.6815634914445158,50.0,0.5625,0.0,0.0,0.0,0.6607309250310011,0.6563222627191712,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5674872573323612,0.6935935717326087,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6882027492905644,0.4340061702462223,71.42857142857143,1.0,0.0,0.0,0.0,0.5161426931526997,0.664898283140437,57.14285714285714,0.5,0.0,0.0,0.0,0.6922031337228811,0.6704010567444246,55.55555555555556,0.7166666666666667,0.38461539149284363,0.3125,0.5,0.7466026698464066,0.7074881117056776,50.0,0.75,0.6666666865348816,0.5,1.0,0.6253354482364625,0.7508828121745015,40.0,0.65625,0.0,0.0,0.0,0.8667565524423824,0.6925234893953585,60.0,0.3,0.7179487347602844,0.5625,1.0,0.6922467083112875
6,0.6624282862007859,0.6721029383502043,52.63157894736842,0.6944444444444445,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6697259189358477,63.63636363636363,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.6417779465635436,0.6792561397350538,54.54545454545454,0.75,0.0,0.0,0.0,0.6932360937380246,0.6961497081906259,56.25,0.6333333333333333,0.36666665971279144,0.75,0.2666666731238365,0.693560106460408,0.678756048103715,50.0,0.6875,0.0,0.0,0.0,0.6944478953070187,0.6577600977422338,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.7958894461716587,0.6933479077369364,33.33333333333333,0.0,0.0,0.0,0.0,0.692271591317722,0.5417988896090734,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.6878685718006329,0.6931307370108869,57.14285714285714,0.5,0.5714285373687744,0.5,0.6666666865348816,0.6929250866406639,0.6568233694128016,55.55555555555556,0.65,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6760141944072517,0.7297526047699547,50.0,0.78125,0.6666666865348816,0.5,1.0,0.8213306114725835,0.6422203628699592,60.0,0.71875,0.8333333432674408,0.75,1.0,0.629054976549445,0.6928870950915477,40.0,0.53125,0.6060605943202972,0.7142857164144516,0.625,0.6920104634805022
7,0.537417785572528,0.8733680247932233,47.368421052631575,0.5097222222222223,0.670707086722056,0.5138888955116272,1.0,0.8081833660682797,63.63636363636363,0.6666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.2320355800846242,0.6936735388708203,36.36363636363637,0.40625,0.5227272510528564,0.380952388048172,0.875,0.6922622085436085,0.6930270663384387,62.5,0.5333333333333333,0.6222222447395325,0.75,0.533333346247673,0.6925944594116056,0.6570022352305768,50.0,0.75,0.0,0.0,0.0,0.6617836081446852,0.653894722200254,37.5,0.4666666666666667,0.5454545617103577,0.5,0.6000000238418579,0.8576220393223656,0.6936722851728546,50.0,0.1111111111111111,0.6666666865348816,0.5,1.0,0.6870454763669103,0.41561627233728604,71.42857142857143,1.0,0.0,0.0,0.0,0.14415328973919272,0.6926096533802768,57.14285714285714,0.8333333333333334,0.6666666865348816,0.5,1.0,0.6928508237666743,0.7620862428860833,44.44444444444444,0.55,0.0,0.0,0.0,0.47529839793192064,0.8423664685113591,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6529907634131937,0.6416964298818033,50.0,0.9666666666666667,0.5,0.5,0.5,0.8488502452883548,0.69546786266897,60.0,0.4,0.7179487347602844,0.5625,1.0,0.6896463020166106
8,0.6073447016439107,0.7713085919868529,52.63157894736842,0.7194444444444444,0.0,0.0,0.0,0.8223814444187784,36.36363636363637,0.4,0.0,0.0,0.0,1.1972768575121375,0.7603918095951474,54.54545454545454,0.625,0.0,0.0,0.0,0.6723974828480247,0.7091151182785109,50.0,0.5625,0.0,0.0,0.0,0.9447167601415136,0.6938259862926079,50.0,0.625,0.0,0.0,0.0,0.6737210745487462,0.6004084610026985,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.4611603169648135,0.6985754263279871,50.0,0.1111111111111111,0.6666666865348816,0.5,1.0,0.8166314487806987,0.8743792470174754,28.57142857142857,1.0,0.444444477558136,0.2857142984867096,1.0,0.5570800352435382,0.6923726702599514,57.14285714285714,0.5,0.0,0.0,0.0,0.6934271481320563,0.7588009244737763,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.4178731123433205,0.7333518982322309,60.0,0.6875,0.6969697177410126,0.5357142984867096,1.0,0.4339208803063495,0.8756333336143663,40.0,0.9666666666666667,0.0,0.0,0.0,0.6138648177641561,0.6929321625839441,60.0,0.7333333333333334,0.6666666865348816,0.625,0.800000011920929,0.693666451285097
