,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test
0,0.11335250989951065,0.159656624850698,50.0
1,0.07955774672462314,0.1263710684630933,56.25
2,0.14312092302146273,0.22253397902029232,50.0
3,0.5222680626793414,0.2239810242940367,53.125
4,0.1462388495904773,0.18037439100690544,62.5
5,0.09151937589117665,0.09367093827014064,68.75
6,0.013690454130153426,0.18528299110575513,65.625
7,0.007648651383758176,0.17669778021030808,65.625
8,0.0018545968520877298,0.25676972311095314,65.625
9,0.0009489204449179552,0.2015655228305718,65.625
10,0.00026156248908125175,0.25648926442996933,65.625
11,0.0013500198317553274,0.24368555747631185,65.625
12,0.0011627554687821452,0.2532460445718517,65.625
13,0.0009300587827326774,0.2595818833355894,65.625
14,0.001222623704512112,0.25808212737062936,65.625
15,0.0003575398564449369,0.2601301100476012,65.625
16,0.00021367774216064233,0.26260562222225925,65.625
17,0.00028149597125217394,0.2694923798924326,65.625
18,0.00040557309403586146,0.27041700029814936,65.625
19,0.00047782795287708713,0.27041082445565107,65.625
20,0.0003866974582318957,0.2755200497640651,65.625
21,2.7146427886522703e-05,0.27372737464594343,65.625
22,0.0002340259064092805,0.2764136569244187,65.625
23,0.0006259965221326766,0.2802352844630403,65.625
24,1.0439658830794629e-05,0.28207006152131964,65.625
25,0.000492487523527558,0.28340094766455465,65.625
26,0.0001186434130466896,0.28532177123483804,65.625
27,0.0006458710431237534,0.2893369378436039,65.625
28,0.00024195642351353022,0.28714638922707497,65.625
29,0.0003206519744982829,0.28986170050863624,65.625
30,0.000576462718559253,0.29554441423509065,65.625
31,4.62368968263786e-05,0.2903521910051564,65.625
32,6.546318431763196e-05,0.2979053825581319,65.625
33,0.0002048541955373726,0.29550821949991457,65.625
34,0.00026542486512564766,0.2981600547150697,65.625
35,0.0002590029540028889,0.29918704546283426,65.625
36,4.686874466370025e-05,0.29996313860128837,65.625
37,0.00017928587035498218,0.3004729980181956,65.625
38,0.00010307685659301145,0.3026177681435098,65.625
39,8.835847494171433e-05,0.3033125137903464,65.625
40,4.90260508686106e-05,0.30734336567620163,65.625
41,4.395540559143137e-05,0.3072483808023675,65.625
42,0.0002840943988941112,0.30674800917514755,65.625
43,5.032382761683452e-05,0.31131502390597077,65.625
44,0.00011716258271309892,0.3098881942976572,65.625
45,7.751906554702599e-05,0.3119628621448838,65.625
46,0.00010318362640886391,0.31334883191913804,65.625
47,0.00014072290557069083,0.3142244045928998,65.625
48,0.00011752143997824075,0.3157072183759297,65.625
49,7.819310494196574e-05,0.31612122831247963,65.625
50,3.9262224201595296e-05,0.3189980448567344,65.625
51,2.0410644401649116e-05,0.3200322964850567,65.625
52,9.5084320210136e-05,0.32059684771877395,65.625
53,3.204679257300848e-05,0.32053947403528205,65.625
54,9.756176784906345e-07,0.32114677118289253,65.625
55,0.00011321975281962336,0.3227155119320304,65.625
56,0.00015586949423014904,0.32604353956763443,65.625
57,6.689387021866629e-05,0.3233359429569848,65.625
58,3.833598295405353e-05,0.32630685318270913,65.625
59,7.249417875188752e-05,0.32686146460159415,65.625
60,0.00011346917827014049,0.3280039022033858,65.625
61,2.520059307829902e-06,0.3271689405380425,65.625
62,4.696611738242493e-05,0.3288427906227451,65.625
63,6.345568141390349e-05,0.33049789565226506,65.625
64,7.304829805296108e-05,0.33088013494601776,65.625
65,3.8283743229285996e-05,0.3304439326258062,65.625
66,7.14075603661575e-05,0.33205305835942167,65.625
67,2.655188032383301e-05,0.3348549414941054,65.625
68,2.768231981348623e-05,0.33168281248133935,65.625
69,1.786791881226962e-05,0.3366759143328012,65.625
70,6.918758740353297e-05,0.3373480279047235,65.625
71,4.500616336707354e-05,0.33479046733631457,65.625
72,9.167432882364356e-06,0.33835804111932827,65.625
73,6.247821119061898e-05,0.3377037696799801,65.625
74,3.4635113336997817e-05,0.33799334515203155,65.625
75,1.1472499992873716e-05,0.34021235277700584,65.625
76,4.451659047599298e-05,0.3386702145328029,65.625
77,1.5238102020461624e-05,0.3419246817941279,65.625
78,5.82686322828082e-05,0.3405703356994842,65.625
79,2.7130016729408765e-05,0.3421107138874593,65.625
80,3.7009178646759086e-05,0.34275681499861543,65.625
81,9.980112385450033e-06,0.3440575982132694,65.625
82,3.211602703353428e-05,0.34575306867524375,62.5
83,3.503963678978341e-05,0.3450714791696342,65.625
84,3.4957846013063476e-05,0.34591899878800636,65.625
85,1.513835713086901e-05,0.34767317489191185,65.625
86,2.7887645229549334e-05,0.3482349528305668,65.625
87,1.4731811909666094e-05,0.3483265314801814,65.625
88,9.064752087401827e-06,0.3484831826497602,65.625
89,6.346375756934524e-05,0.3489505614660534,65.625
90,3.0491616119080193e-05,0.35038544582460074,65.625
91,7.839583108605989e-06,0.34993438986908587,65.625
92,5.904753261010027e-05,0.3514736016630279,65.625
93,3.188539279383794e-05,0.3514947585429941,65.625
94,1.62483768440936e-05,0.35304190619399045,62.5
95,1.3497757979184858e-05,0.3546806718109219,62.5
96,8.654297659997837e-07,0.3528422234213536,65.625
97,2.5436717400501995e-05,0.3530224375715605,65.625
98,1.388408232642534e-05,0.3568164508490853,62.5
99,2.2401411364090193e-05,0.3552529297210872,65.625
