,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,11.14668486483717,14.514221281877095,0.0,0.0,0.0,0.0,0.0,10.42281319262102,0.0,0.0,0.0,0.0,0.0,21.4502294249956,19.64255631588596,0.0,0.0,0.0,0.0,0.0,27.981580613253858,102.40645510670741,0.0,0.0,0.0,0.0,0.0,84.90923958351804,1147.5742826218107,0.0,0.0,0.0,0.0,0.0,1304.191441496543,20.20657833588605,0.0,0.0,0.0,0.0,0.0,24.16577226737005,1556.7111920778707,0.0,0.0,0.0,0.0,0.0,894.013659061651,259.09681933313175,0.0,0.0,0.0,0.0,0.0,558.3348088129358,1037.6710738355619,0.0,0.0,0.0,0.0,0.0,2122.8799194778016,587.2336677471694,0.0,0.0,0.0,0.0,0.0,568.756779100083,52.598456276174545,0.0,0.0,0.0,0.0,0.0,439.744235471297,81.09378140219306,0.0,0.0,0.0,0.0,0.0,17.115102895660048,126.94399235975152,0.0,0.0,0.0,0.0,0.0,125.28816101310173,960.0819361074449,0.0,0.0,0.0,0.0,0.0,1657.4036159405496,3108.5165849220216,0.0,0.0,0.0,0.0,0.0,3813.198278252948,2058.317339387173,0.0,0.0,0.0,0.0,0.0,2062.057517733846,89.91955222007981,0.0,0.0,0.0,0.0,0.0,223.7620211273026
1,1.8818126097887033,11.651559556377846,0.0,0.0,0.0,0.0,0.0,17.841001992775958,0.0,0.0,0.0,0.0,0.0,5.132084481878806,25.496352194433918,0.0,0.0,0.0,0.0,0.0,17.050152544473196,87.93941983688543,0.0,0.0,0.0,0.0,0.0,140.3589315106316,974.836433286717,0.0,0.0,0.0,0.0,0.0,405.8668839521913,15.835076771504506,0.0,0.0,0.0,0.0,0.0,76.7598675184544,1554.3948115534097,0.0,0.0,0.0,0.0,0.0,567.1425167724149,165.72739463025954,0.0,0.0,0.0,0.0,0.0,73.42747186126387,925.1140114733345,0.0,0.0,0.0,0.0,0.0,514.511327480015,628.9710680038371,0.0,0.0,0.0,0.0,0.0,395.7161905023292,5.987287908634351,0.0,0.0,0.0,0.0,0.0,223.9637409817406,45.777632562542976,0.0,0.0,0.0,0.0,0.0,6.0532354593123605,115.70954313435378,0.0,0.0,0.0,0.0,0.0,43.94472539537252,384.39584350400025,0.0,0.0,0.0,0.0,0.0,533.3017986555026,1919.0163849657479,0.0,0.0,0.0,0.0,0.0,2177.295909704465,1406.213860974826,0.0,0.0,0.0,0.0,0.0,1528.1016210672146,95.214330782405,0.0,0.0,0.0,0.0,0.0,150.03525908142475
2,9.585904539595095,10.337091987283381,0.0,0.0,0.0,0.0,0.0,11.816253355039338,0.0,0.0,0.0,0.0,0.0,5.1788558829520905,7.444402962484031,0.0,0.0,0.0,0.0,0.0,6.298524161560544,8.851782213727784,0.0,0.0,0.0,0.0,0.0,6.061777003132244,715.3518515461034,0.0,0.0,0.0,0.0,0.0,603.4245346844738,10.717842149675887,0.0,0.0,0.0,0.0,0.0,19.090766941830402,1274.7772583891917,0.0,0.0,0.0,0.0,0.0,1739.5842242581039,193.242205436912,0.0,0.0,0.0,0.0,0.0,13.411062893702372,570.6582202426077,0.0,0.0,0.0,0.0,0.0,553.2927042597536,344.6901221011267,0.0,0.0,0.0,0.0,0.0,203.26695677662744,10.559774599145356,0.0,0.0,0.0,0.0,0.0,79.97940970033851,73.41623516657913,0.0,0.0,0.0,0.0,0.0,74.72240628631043,114.27005813183268,0.0,0.0,0.0,0.0,0.0,65.35758100770573,292.20437394638464,0.0,0.0,0.0,0.0,0.0,348.86225509048097,1487.1523719202673,0.0,0.0,0.0,0.0,0.0,1539.57437141525,756.6483006654546,0.0,0.0,0.0,0.0,0.0,1176.5353423623571,105.06432853371153,0.0,0.0,0.0,0.0,0.0,106.11822647404027
3,3.296542265002228,5.03203250426382,0.0,0.0,0.0,0.0,0.0,17.176248843011468,0.0,0.0,0.0,0.0,0.0,2.2303021286956506,7.108549152046373,0.0,0.0,0.0,0.0,0.0,12.070459306886567,9.356117861724538,0.0,0.0,0.0,0.0,0.0,2.3611772984239625,465.1491471582629,0.0,0.0,0.0,0.0,0.0,415.8130886654508,24.36163271774968,0.0,0.0,0.0,0.0,0.0,78.8947907211399,769.8683914402426,0.0,0.0,0.0,0.0,0.0,248.89292100890003,103.52741946560153,0.0,0.0,0.0,0.0,0.0,0.018845826927844426,386.62960444284204,0.0,0.0,0.0,0.0,0.0,209.66983536313901,303.81951899401815,0.0,0.0,0.0,0.0,0.0,201.91062605560793,36.27999326057001,0.0,0.0,0.0,0.0,0.0,285.67283803624684,34.41975031502727,0.0,0.0,0.0,0.0,0.0,23.949886820642984,100.8584180211586,0.0,0.0,0.0,0.0,0.0,119.10505674985185,223.69296534730375,0.0,0.0,0.0,0.0,0.0,91.44018220073711,970.1118888433899,0.0,0.0,0.0,0.0,0.0,934.8158004931213,527.1992065744844,0.0,0.0,0.0,0.0,0.0,346.4366211201718,70.08409554064612,0.0,0.0,0.0,0.0,0.0,83.28450401127272
4,1.9765053313951895,5.286790751396095,0.0,0.0,0.0,0.0,0.0,4.627737407363774,0.0,0.0,0.0,0.0,0.0,5.478526592935896,6.0363175982830075,0.0,0.0,0.0,0.0,0.0,14.161790518296819,10.701887746902129,0.0,0.0,0.0,0.0,0.0,2.086770965106523,312.5766391082634,0.0,0.0,0.0,0.0,0.0,767.593892794485,20.6831394199384,0.0,0.0,0.0,0.0,0.0,45.697027456086246,448.6757501668069,0.0,0.0,0.0,0.0,0.0,462.572588489628,98.38735799903694,0.0,0.0,0.0,0.0,0.0,8.992532743304126,238.47272139641086,0.0,0.0,0.0,0.0,0.0,249.13896041933305,282.0466742471339,0.0,0.0,0.0,0.0,0.0,131.1471784483804,66.50467024737307,0.0,0.0,0.0,0.0,0.0,53.224676748290584,25.52164985908858,0.0,0.0,0.0,0.0,0.0,20.448725257919737,98.30060303847033,0.0,0.0,0.0,0.0,0.0,334.3891937927176,234.21641491950632,0.0,0.0,0.0,0.0,0.0,181.53888992947077,543.5317604095478,0.0,0.0,0.0,0.0,0.0,300.5414094555321,290.9617493615393,0.0,0.0,0.0,0.0,0.0,433.93074547956485,76.35575654210953,0.0,0.0,0.0,0.0,0.0,52.617903047227465
5,1.9368145896713442,4.696280612721228,0.0,0.0,0.0,0.0,0.0,8.031794000140986,0.0,0.0,0.0,0.0,0.0,1.9875424304948752,11.724411167153031,0.0,0.0,0.0,0.0,0.0,3.76692461307915,13.57973498103039,0.0,0.0,0.0,0.0,0.0,17.795002820800832,184.2265121312711,0.0,0.0,0.0,0.0,0.0,142.18751200023172,32.64242485106282,0.0,0.0,0.0,0.0,0.0,13.404819460287962,273.30875443569425,0.0,0.0,0.0,0.0,0.0,119.83363532694982,95.55214241350164,0.0,0.0,0.0,0.0,0.0,26.859237729701103,123.1139551575365,0.0,0.0,0.0,0.0,0.0,25.966699034776248,250.50458899695766,0.0,0.0,0.0,0.0,0.0,243.14025686695373,126.26754691365973,0.0,0.0,0.0,0.0,0.0,140.09582258832572,23.70506260757419,0.0,0.0,0.0,0.0,0.0,19.580425231616953,93.29338650733285,0.0,0.0,0.0,0.0,0.0,125.9048798291434,305.1488533426203,0.0,0.0,0.0,0.0,0.0,125.88765216666134,180.91209064771354,0.0,0.0,0.0,0.0,0.0,300.2581020652425,183.94823036536562,0.0,0.0,0.0,0.0,0.0,93.38789165928156,50.249956525817446,0.0,0.0,0.0,0.0,0.0,67.84109488050399
6,0.7791560741533442,14.874138951189575,0.0,0.0,0.0,0.0,0.0,8.03363115471262,0.0,0.0,0.0,0.0,0.0,2.151778255698348,4.853039320867706,0.0,0.0,0.0,0.0,0.0,7.316471817221853,5.801985064667902,0.0,0.0,0.0,0.0,0.0,5.5923107997097325,157.22343303439007,0.0,0.0,0.0,0.0,0.0,293.9303400055684,18.702856371237196,0.0,0.0,0.0,0.0,0.0,38.950246519303235,218.19924060328245,0.0,0.0,0.0,0.0,0.0,162.35761170491645,100.78594490799546,0.0,0.0,0.0,0.0,0.0,30.596264002248645,108.14932374020283,0.0,0.0,0.0,0.0,0.0,110.06779566926826,172.97787769447922,0.0,0.0,0.0,0.0,0.0,231.08376978750513,66.78386006632556,0.0,0.0,0.0,0.0,0.0,51.635655163572814,23.68469399107894,0.0,0.0,0.0,0.0,0.0,38.84231038838649,99.26720132177802,0.0,0.0,0.0,0.0,0.0,25.786044789551624,182.59378983878545,0.0,0.0,0.0,0.0,0.0,114.91424095792922,196.41703669562472,0.0,0.0,0.0,0.0,0.0,183.69595621970572,194.19153756852134,0.0,0.0,0.0,0.0,0.0,124.93019950983891,53.91769854571738,0.0,0.0,0.0,0.0,0.0,15.48180447556533
7,2.1984548069200445,5.314912056915331,0.0,0.0,0.0,0.0,0.0,4.828039940569751,0.0,0.0,0.0,0.0,0.0,2.0272374632114687,17.1341149245015,0.0,0.0,0.0,0.0,0.0,6.7522876619252195,7.712057648837975,0.0,0.0,0.0,0.0,0.0,1.9238927474980818,139.57534989486587,0.0,0.0,0.0,0.0,0.0,65.67868387812436,51.63590000214633,0.0,0.0,0.0,0.0,0.0,4.9162911529628675,256.61961993571873,0.0,0.0,0.0,0.0,0.0,319.0796136977485,105.23883610930145,0.0,0.0,0.0,0.0,0.0,3.7688449642892663,125.41619163944712,0.0,0.0,0.0,0.0,0.0,117.21314856418469,131.48635115277,0.0,0.0,0.0,0.0,0.0,200.4455089129942,65.82297683055377,0.0,0.0,0.0,0.0,0.0,107.49733455259363,19.473957621991524,0.0,0.0,0.0,0.0,0.0,17.311127427856746,163.0603728091436,0.0,0.0,0.0,0.0,0.0,27.175960724954226,193.69786122380677,0.0,0.0,0.0,0.0,0.0,100.4457545055049,106.0561740951548,0.0,0.0,0.0,0.0,0.0,18.733075915919926,189.53913586501534,0.0,0.0,0.0,0.0,0.0,79.66216701309469,26.556582495410513,0.0,0.0,0.0,0.0,0.0,17.948455482924842
8,4.181232780910945,3.9380599514357355,0.0,0.0,0.0,0.0,0.0,4.800977532144685,0.0,0.0,0.0,0.0,0.0,0.859214067478761,6.518446479880475,0.0,0.0,0.0,0.0,0.0,7.89492519441826,5.237146088086041,0.0,0.0,0.0,0.0,0.0,4.410399772282265,132.05845930627444,0.0,0.0,0.0,0.0,0.0,373.543647143253,13.105770201806221,0.0,0.0,0.0,0.0,0.0,9.580451561398336,174.97216914547502,0.0,0.0,0.0,0.0,0.0,154.39597021970087,62.60326605955073,0.0,0.0,0.0,0.0,0.0,164.75471372537862,101.86687455165043,0.0,0.0,0.0,0.0,0.0,6.565545247346481,120.92915297747021,0.0,0.0,0.0,0.0,0.0,98.61596290362448,32.41157399871653,0.0,0.0,0.0,0.0,0.0,47.284167812714166,24.925037550133382,0.0,0.0,0.0,0.0,0.0,9.041442093850973,91.3987619225487,0.0,0.0,0.0,0.0,0.0,10.153721555402734,123.69352132858967,0.0,0.0,0.0,0.0,0.0,33.06233121813523,100.77934844000617,0.0,0.0,0.0,0.0,0.0,219.7037206938556,136.99597894766615,0.0,0.0,0.0,0.0,0.0,88.47969511657521,16.81816158547576,0.0,0.0,0.0,0.0,0.0,50.671036398084055
