,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,276.58251997238074,9.704810551966899,0.0,0.0,0.0,0.0,0.0,4.891407078295171,0.0,0.0,0.0,0.0,0.0,53.69943776727148,4.096584433425537,0.0,0.0,0.0,0.0,0.0,4.651248248721199,2.7408953065456814,0.0,0.0,0.0,0.0,0.0,44.35722128782043,2.1105130573841184,0.0,0.0,0.0,0.0,0.0,9.228426239111432,96.88797848875038,0.0,0.0,0.0,0.0,0.0,1006.640631204409,194.38036642250054,0.0,0.0,0.0,0.0,0.0,582.301191341473,33.63542737654673,0.0,0.0,0.0,0.0,0.0,12.453287952163208,127.06531021973704,0.0,0.0,0.0,0.0,0.0,646.8936384475552,53.83574825925997,0.0,0.0,0.0,0.0,0.0,576.9128635189381,59.85249953471528,0.0,0.0,0.0,0.0,0.0,1022.4968766636696,24.208927491443532,0.0,0.0,0.0,0.0,0.0,118.29253021567871,51.540654613716065,0.0,0.0,0.0,0.0,0.0,317.1082635334705,503.6094930035022,0.0,0.0,0.0,0.0,0.0,2653.964944730527,474.1907323942993,0.0,0.0,0.0,0.0,0.0,2472.507746228741,482.9678492260764,0.0,0.0,0.0,0.0,0.0,3729.9653479301614,23.338978421072245,0.0,0.0,0.0,0.0,0.0,300.8928634229187
1,63.69626565627614,11.360317998854311,0.0,0.0,0.0,0.0,0.0,2.9642630261104035,0.0,0.0,0.0,0.0,0.0,11.57129312945535,3.558566810558079,0.0,0.0,0.0,0.0,0.0,10.248801203729256,1.830439851989918,0.0,0.0,0.0,0.0,0.0,15.624341547372808,1.87672417757382,0.0,0.0,0.0,0.0,0.0,12.511122565499274,44.275473613692675,0.0,0.0,0.0,0.0,0.0,423.23893162203757,104.27775633690331,0.0,0.0,0.0,0.0,0.0,480.42008516006115,59.65918766726561,0.0,0.0,0.0,0.0,0.0,216.16430598769136,51.75370695367804,0.0,0.0,0.0,0.0,0.0,51.152500987928676,65.7181330788503,0.0,0.0,0.0,0.0,0.0,253.65014065147216,59.99306371896059,0.0,0.0,0.0,0.0,0.0,1533.8081132956152,6.206703501006466,0.0,0.0,0.0,0.0,0.0,105.02467797050026,26.14756859357978,0.0,0.0,0.0,0.0,0.0,82.7323122425314,444.08236679488607,0.0,0.0,0.0,0.0,0.0,1946.151974438268,151.6642245028551,0.0,0.0,0.0,0.0,0.0,792.6547341573673,239.47549077799331,0.0,0.0,0.0,0.0,0.0,1688.4665283708753,23.01286354147399,0.0,0.0,0.0,0.0,0.0,415.0962369137391
2,138.71908726227937,8.006137467493947,0.0,0.0,0.0,0.0,0.0,1.6468032796831742,0.0,0.0,0.0,0.0,0.0,9.875247826933984,1.4605792777799556,0.0,0.0,0.0,0.0,0.0,10.82185437057869,1.2378599557623742,0.0,0.0,0.0,0.0,0.0,13.839794308348544,2.965862791431756,0.0,0.0,0.0,0.0,0.0,10.488061063438906,36.58552274560976,0.0,0.0,0.0,0.0,0.0,374.4600490006693,61.531200654246305,0.0,0.0,0.0,0.0,0.0,463.13494770545924,25.722439063814633,0.0,0.0,0.0,0.0,0.0,133.7411876607818,25.932551198488756,0.0,0.0,0.0,0.0,0.0,0.003871896142978441,75.95249876076429,0.0,0.0,0.0,0.0,0.0,792.951964013092,59.68188672279175,0.0,0.0,0.0,0.0,0.0,530.2802926126111,4.456832720778601,0.0,0.0,0.0,0.0,0.0,7.573824720400812,16.059015325105882,0.0,0.0,0.0,0.0,0.0,129.315203854329,225.3230640896912,0.0,0.0,0.0,0.0,0.0,1259.700618825521,137.70198248027629,0.0,0.0,0.0,0.0,0.0,217.21505476988438,237.2935499853605,0.0,0.0,0.0,0.0,0.0,1448.7120448425003,13.053285411420829,0.0,0.0,0.0,0.0,0.0,130.90430915102962
3,32.86195815864431,13.960000349790544,0.0,0.0,0.0,0.0,0.0,1.5895967631679462,0.0,0.0,0.0,0.0,0.0,4.28598894790698,1.4921548911823321,0.0,0.0,0.0,0.0,0.0,17.35049140441908,1.5796365804656167,0.0,0.0,0.0,0.0,0.0,26.347027562675127,0.5163244448561964,0.0,0.0,0.0,0.0,0.0,4.834804762871654,25.500660456822636,0.0,0.0,0.0,0.0,0.0,215.95091202383054,38.76343955363557,0.0,0.0,0.0,0.0,0.0,212.09409194748355,28.464253112584444,0.0,0.0,0.0,0.0,0.0,309.22039995974507,21.7878377807198,0.0,0.0,0.0,0.0,0.0,654.5646933517571,83.14744656716114,0.0,0.0,0.0,0.0,0.0,454.81930126121324,39.91740428355608,0.0,0.0,0.0,0.0,0.0,834.4237307284027,5.893781193694462,0.0,0.0,0.0,0.0,0.0,0.621030502225516,18.687806688933243,0.0,0.0,0.0,0.0,0.0,18.136787417329938,97.32262293735819,0.0,0.0,0.0,0.0,0.0,534.6289774524253,34.22453444365836,0.0,0.0,0.0,0.0,0.0,179.85716842750864,74.9617782402747,0.0,0.0,0.0,0.0,0.0,770.9826783862444,26.3618453143005,0.0,0.0,0.0,0.0,0.0,31.923011007291244
4,8.6349416674623,3.708518477050641,0.0,0.0,0.0,0.0,0.0,0.6286407033279148,0.0,0.0,0.0,0.0,0.0,3.14284518402021,3.3627972155866,0.0,0.0,0.0,0.0,0.0,4.817844383190519,1.6903902598090688,0.0,0.0,0.0,0.0,0.0,12.820890086091053,0.9289761044710355,0.0,0.0,0.0,0.0,0.0,1.7681664215301032,19.911952367330816,0.0,0.0,0.0,0.0,0.0,337.30697995328035,40.0516310631894,0.0,0.0,0.0,0.0,0.0,163.94813004808827,10.486946540668853,0.0,0.0,0.0,0.0,0.0,438.63845751791933,30.30670524206158,0.0,0.0,0.0,0.0,0.0,35.927424897657204,24.30675063161026,0.0,0.0,0.0,0.0,0.0,262.93182831076535,28.716572896512766,0.0,0.0,0.0,0.0,0.0,598.4045408263244,3.6888685827469723,0.0,0.0,0.0,0.0,0.0,15.107779637292248,14.82710164248063,0.0,0.0,0.0,0.0,0.0,185.75330115537452,79.04904089608586,0.0,0.0,0.0,0.0,0.0,322.6280714873153,70.41832325905332,0.0,0.0,0.0,0.0,0.0,78.42510469631856,110.58988726181846,0.0,0.0,0.0,0.0,0.0,912.842499004847,6.471190793730826,0.0,0.0,0.0,0.0,0.0,25.289313170036834
5,41.37965903270597,5.2175578588244145,0.0,0.0,0.0,0.0,0.0,0.361179740709851,0.0,0.0,0.0,0.0,0.0,1.1029190601093426,0.9199124545394021,0.0,0.0,0.0,0.0,0.0,1.7938979494522562,2.047725073490641,0.0,0.0,0.0,0.0,0.0,9.89439769916501,0.8123846859198626,0.0,0.0,0.0,0.0,0.0,3.025700348130534,16.936169305049017,0.0,0.0,0.0,0.0,0.0,136.35213280639195,27.771398447755345,0.0,0.0,0.0,0.0,0.0,5.757255428468999,7.289305542115054,0.0,0.0,0.0,0.0,0.0,200.42023182906794,19.089717734024067,0.0,0.0,0.0,0.0,0.0,4.009651380971979,41.151677927712896,0.0,0.0,0.0,0.0,0.0,222.2793006276534,8.816588347067968,0.0,0.0,0.0,0.0,0.0,169.0661214802522,3.033321388247128,0.0,0.0,0.0,0.0,0.0,9.108841990870056,13.378714919747445,0.0,0.0,0.0,0.0,0.0,78.18237993606357,32.82963981076324,0.0,0.0,0.0,0.0,0.0,152.59348988646855,26.545059557551603,0.0,0.0,0.0,0.0,0.0,80.06814087355075,38.99511254509055,0.0,0.0,0.0,0.0,0.0,398.24311374682344,14.005292565779348,0.0,0.0,0.0,0.0,0.0,29.467946646617005
6,20.86808610044637,3.4008124278074945,0.0,0.0,0.0,0.0,0.0,0.9092035443759598,0.0,0.0,0.0,0.0,0.0,3.3420702754019254,1.3018426371945715,0.0,0.0,0.0,0.0,0.0,5.195513515979056,0.6950185989492385,0.0,0.0,0.0,0.0,0.0,6.468975538189494,1.5611306733036996,0.0,0.0,0.0,0.0,0.0,5.331880315059424,13.319245736832885,0.0,0.0,0.0,0.0,0.0,295.22866384459974,25.689625680317054,0.0,0.0,0.0,0.0,0.0,228.59981656425816,8.582215512778937,0.0,0.0,0.0,0.0,0.0,0.09845129949737806,16.898756631135516,0.0,0.0,0.0,0.0,0.0,0.7836554458800415,33.24910316043924,0.0,0.0,0.0,0.0,0.0,141.41911866849162,1.6024000164930892,0.0,0.0,0.0,0.0,0.0,114.99842999889051,2.7669340692392135,0.0,0.0,0.0,0.0,0.0,18.154651369722966,12.038455928749556,0.0,0.0,0.0,0.0,0.0,98.21013576525334,15.257918266457674,0.0,0.0,0.0,0.0,0.0,78.3501090657272,15.630265344676667,0.0,0.0,0.0,0.0,0.0,73.65598064810118,38.83379703732199,0.0,0.0,0.0,0.0,0.0,215.35551687050236,3.7728505828974197,0.0,0.0,0.0,0.0,0.0,25.17975829298325
7,22.749856692062345,3.5466843438235243,0.0,0.0,0.0,0.0,0.0,0.8072124821934054,0.0,0.0,0.0,0.0,0.0,3.4007394788245335,0.46697171690832984,0.0,0.0,0.0,0.0,0.0,3.5734503037856227,1.0970059643268353,0.0,0.0,0.0,0.0,0.0,5.3603647039997435,1.1636816480521976,0.0,0.0,0.0,0.0,0.0,6.654137258008255,14.871132844724665,0.0,0.0,0.0,0.0,0.0,197.44018306718505,32.51618547427255,0.0,0.0,0.0,0.0,0.0,127.15477761626104,5.944531378490078,0.0,0.0,0.0,0.0,0.0,25.95992827745476,17.428972018396003,0.0,0.0,0.0,0.0,0.0,251.5031462033739,28.313360306762338,0.0,0.0,0.0,0.0,0.0,138.27321881057497,4.03527040615459,0.0,0.0,0.0,0.0,0.0,232.54901184454314,2.40890279779025,0.0,0.0,0.0,0.0,0.0,5.203363602047343,12.593464202105828,0.0,0.0,0.0,0.0,0.0,18.19889950707372,27.70345649108025,0.0,0.0,0.0,0.0,0.0,240.02735217997827,16.04414307566346,0.0,0.0,0.0,0.0,0.0,36.10391191739661,25.831363354047493,0.0,0.0,0.0,0.0,0.0,146.35537308055686,4.58866243475567,0.0,0.0,0.0,0.0,0.0,54.06238794248061
8,21.5554131368063,2.533445298739168,0.0,0.0,0.0,0.0,0.0,1.087078762453476,0.0,0.0,0.0,0.0,0.0,5.534447584413902,0.4313447005878668,0.0,0.0,0.0,0.0,0.0,0.2627759673342805,1.8433715413057328,0.0,0.0,0.0,0.0,0.0,4.646074397437132,1.4656739929658702,0.0,0.0,0.0,0.0,0.0,1.6568037869394554,12.568195419336808,0.0,0.0,0.0,0.0,0.0,188.11285836147468,27.910048243313483,0.0,0.0,0.0,0.0,0.0,119.58199418543933,10.040198249225135,0.0,0.0,0.0,0.0,0.0,170.19409029568556,19.873395674923817,0.0,0.0,0.0,0.0,0.0,0.022054611858773814,21.809742267035844,0.0,0.0,0.0,0.0,0.0,161.68858831109702,5.017824360083907,0.0,0.0,0.0,0.0,0.0,215.42837191021522,2.4870292817341912,0.0,0.0,0.0,0.0,0.0,35.33060276249113,16.78354551967,0.0,0.0,0.0,0.0,0.0,292.31619764590357,25.904736804670627,0.0,0.0,0.0,0.0,0.0,180.31779037610767,56.97763017442519,0.0,0.0,0.0,0.0,0.0,48.68889117986275,31.60309056353434,0.0,0.0,0.0,0.0,0.0,76.69381624523412,2.09268736821279,0.0,0.0,0.0,0.0,0.0,35.328112158502215
