,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,823.1116321037096,118.74737849739645,0.0,0.0,0.0,0.0,0.0,17.70176212374483,0.0,0.0,0.0,0.0,0.0,144.52527781641308,1.5322626891012634,0.0,0.0,0.0,0.0,0.0,19.514685614209853,3.4113046444629855,0.0,0.0,0.0,0.0,0.0,13.037810145622622,0.9665996022657054,0.0,0.0,0.0,0.0,0.0,7.884631257627432,146.78218552297253,0.0,0.0,0.0,0.0,0.0,1280.7754102531835,22.44664373358891,0.0,0.0,0.0,0.0,0.0,168.31472825470533,125.41311415103634,0.0,0.0,0.0,0.0,0.0,846.0444577185609,17.227535332232762,0.0,0.0,0.0,0.0,0.0,22.8923093288892,83.25411614129658,0.0,0.0,0.0,0.0,0.0,319.498453698233,45.860249424473416,0.0,0.0,0.0,0.0,0.0,661.222276561293,1.0391973172104323,0.0,0.0,0.0,0.0,0.0,26.857760840750405,25.655900999474717,0.0,0.0,0.0,0.0,0.0,144.70263851397357,635.2926808228304,0.0,0.0,0.0,0.0,0.0,2726.9922540215193,769.9350629008874,0.0,0.0,0.0,0.0,0.0,3749.7485262022337,757.526396555799,0.0,0.0,0.0,0.0,0.0,3338.445758987783,51.092976878984835,0.0,0.0,0.0,0.0,0.0,138.09929804312574
1,1172.3762599618885,118.36429430935233,0.0,0.0,0.0,0.0,0.0,1.08240639943935,0.0,0.0,0.0,0.0,0.0,26.774330103444992,1.4121514416718615,0.0,0.0,0.0,0.0,0.0,20.27783329994252,3.3562677705004194,0.0,0.0,0.0,0.0,0.0,20.592832402387053,1.3142877749104125,0.0,0.0,0.0,0.0,0.0,16.911660911783972,82.86256999299168,0.0,0.0,0.0,0.0,0.0,1205.521995346861,13.574532857038717,0.0,0.0,0.0,0.0,0.0,39.78661623561983,81.33813408961056,0.0,0.0,0.0,0.0,0.0,1373.9823917528206,7.440099321331661,0.0,0.0,0.0,0.0,0.0,543.5027307232826,40.01882870166767,0.0,0.0,0.0,0.0,0.0,298.8034919198895,32.06411128252143,0.0,0.0,0.0,0.0,0.0,880.3679289133021,3.2832040921154158,0.0,0.0,0.0,0.0,0.0,70.9862275443479,25.792207989186686,0.0,0.0,0.0,0.0,0.0,40.635238950962055,401.3690021752102,0.0,0.0,0.0,0.0,0.0,2129.626026188228,519.2242875628112,0.0,0.0,0.0,0.0,0.0,2428.2108080008084,610.1844978473649,0.0,0.0,0.0,0.0,0.0,2244.287511485114,42.548128832405474,0.0,0.0,0.0,0.0,0.0,104.45615037151985
2,1168.6038345936495,67.39507056184571,0.0,0.0,0.0,0.0,0.0,1.1166065213955814,0.0,0.0,0.0,0.0,0.0,8.365568170680897,1.9516790517789624,0.0,0.0,0.0,0.0,0.0,2.727804353858741,1.5909141930296655,0.0,0.0,0.0,0.0,0.0,25.348360983874525,3.8957243379626405,0.0,0.0,0.0,0.0,0.0,4.41896143003825,45.222629733424604,0.0,0.0,0.0,0.0,0.0,104.4590630494863,10.589111069078943,0.0,0.0,0.0,0.0,0.0,41.05286549705919,66.92397734825205,0.0,0.0,0.0,0.0,0.0,38.465917558575875,7.594190411000518,0.0,0.0,0.0,0.0,0.0,80.79143484421053,28.66861072504871,0.0,0.0,0.0,0.0,0.0,474.1975252312072,13.560887240983957,0.0,0.0,0.0,0.0,0.0,369.7306746612383,2.3432713241930347,0.0,0.0,0.0,0.0,0.0,45.98728890037452,26.86458818939361,0.0,0.0,0.0,0.0,0.0,213.82425827117797,258.3243323598321,0.0,0.0,0.0,0.0,0.0,898.7293848908931,339.5654697707567,0.0,0.0,0.0,0.0,0.0,1564.8343619802395,354.42857443967006,0.0,0.0,0.0,0.0,0.0,1959.9616808909302,60.20652785523211,0.0,0.0,0.0,0.0,0.0,150.4892335111571
3,536.4303398431965,50.16393150239213,0.0,0.0,0.0,0.0,0.0,2.476542853202032,0.0,0.0,0.0,0.0,0.0,28.674834329547355,0.816418365779132,0.0,0.0,0.0,0.0,0.0,13.437612543400235,0.9742791538460861,0.0,0.0,0.0,0.0,0.0,10.29302811512674,1.9224553383266285,0.0,0.0,0.0,0.0,0.0,13.371469235014766,22.77849619662602,0.0,0.0,0.0,0.0,0.0,558.2848502304471,13.245262857383349,0.0,0.0,0.0,0.0,0.0,16.23093682341287,31.633808842329433,0.0,0.0,0.0,0.0,0.0,275.990000583928,12.965521415628736,0.0,0.0,0.0,0.0,0.0,166.07284052718634,42.89466170716964,0.0,0.0,0.0,0.0,0.0,700.7126929959375,4.094015614617182,0.0,0.0,0.0,0.0,0.0,109.31157808696182,1.2166776652234523,0.0,0.0,0.0,0.0,0.0,46.0290049311213,30.18414173950053,0.0,0.0,0.0,0.0,0.0,82.01797349136572,64.14831744561668,0.0,0.0,0.0,0.0,0.0,192.45462333686507,99.25361514650008,0.0,0.0,0.0,0.0,0.0,425.43217673516995,163.24160545050185,0.0,0.0,0.0,0.0,0.0,638.9173410131498,25.799643710693015,0.0,0.0,0.0,0.0,0.0,40.16022070436812
4,66.54217705741635,16.01472598125303,0.0,0.0,0.0,0.0,0.0,2.8660274321796586,0.0,0.0,0.0,0.0,0.0,4.383545669101665,0.4169697160712856,0.0,0.0,0.0,0.0,0.0,1.7288521193572297,4.147365656775683,0.0,0.0,0.0,0.0,0.0,11.631587468489826,18.529614369199127,0.0,0.0,0.0,0.0,0.0,30.911503934637484,25.497406559300423,0.0,0.0,0.0,0.0,0.0,241.6917318487107,9.997457726487157,0.0,0.0,0.0,0.0,0.0,31.172206136185004,22.99640701958235,0.0,0.0,0.0,0.0,0.0,236.3852259333911,12.582997202681918,0.0,0.0,0.0,0.0,0.0,0.8495156216131121,38.65203524108113,0.0,0.0,0.0,0.0,0.0,323.5653668052309,14.902080882724551,0.0,0.0,0.0,0.0,0.0,40.241289853295605,1.6478391808004331,0.0,0.0,0.0,0.0,0.0,35.876223073510765,18.656349605830208,0.0,0.0,0.0,0.0,0.0,80.27741982908474,98.92804100482405,0.0,0.0,0.0,0.0,0.0,228.29943545369474,79.03546936076776,0.0,0.0,0.0,0.0,0.0,198.58443155861335,43.11137238988682,0.0,0.0,0.0,0.0,0.0,490.32014346798474,16.645585800560173,0.0,0.0,0.0,0.0,0.0,76.15202034772307
5,143.67496298952045,12.612636273499534,0.0,0.0,0.0,0.0,0.0,4.113433693620615,0.0,0.0,0.0,0.0,0.0,32.65180333766376,0.9793006841562814,0.0,0.0,0.0,0.0,0.0,2.3581857516340334,0.6626348166902837,0.0,0.0,0.0,0.0,0.0,10.802702932985198,4.110435515986846,0.0,0.0,0.0,0.0,0.0,8.204688708079388,26.730250485169307,0.0,0.0,0.0,0.0,0.0,483.23091267839266,7.765110988020942,0.0,0.0,0.0,0.0,0.0,15.118202915331528,18.069505758504075,0.0,0.0,0.0,0.0,0.0,573.7309543882678,8.004453634378514,0.0,0.0,0.0,0.0,0.0,17.825052143195187,21.017401208817024,0.0,0.0,0.0,0.0,0.0,160.84891893044113,11.452202400634663,0.0,0.0,0.0,0.0,0.0,160.62298012783214,2.048377556624714,0.0,0.0,0.0,0.0,0.0,23.604909378491232,17.758174806341447,0.0,0.0,0.0,0.0,0.0,54.270070254065445,30.39744110018018,0.0,0.0,0.0,0.0,0.0,109.45115300775473,41.134203348862876,0.0,0.0,0.0,0.0,0.0,28.30291944143637,27.879611218904124,0.0,0.0,0.0,0.0,0.0,253.66515774083177,16.5553651407171,0.0,0.0,0.0,0.0,0.0,48.69480915051389
6,30.604271166206857,10.71092521201733,0.0,0.0,0.0,0.0,0.0,0.4815178902050654,0.0,0.0,0.0,0.0,0.0,10.574419174678956,0.6053373402202561,0.0,0.0,0.0,0.0,0.0,7.555065298885465,0.6656037639900004,0.0,0.0,0.0,0.0,0.0,9.748535839047568,0.3365506040009315,0.0,0.0,0.0,0.0,0.0,13.872421084545469,20.559040086166394,0.0,0.0,0.0,0.0,0.0,287.7331573869249,7.2284612872796,0.0,0.0,0.0,0.0,0.0,10.554742840401744,16.64408736328144,0.0,0.0,0.0,0.0,0.0,56.18862337853565,6.712588387346271,0.0,0.0,0.0,0.0,0.0,30.960676481734424,24.92769091264244,0.0,0.0,0.0,0.0,0.0,150.4558245286987,10.369314589839458,0.0,0.0,0.0,0.0,0.0,66.84269520882155,2.3068096306512245,0.0,0.0,0.0,0.0,0.0,17.887512230375503,24.232494842414194,0.0,0.0,0.0,0.0,0.0,65.15891660088492,40.88927200597762,0.0,0.0,0.0,0.0,0.0,89.34734552583946,28.028196815923735,0.0,0.0,0.0,0.0,0.0,27.544705496046667,20.700809373759917,0.0,0.0,0.0,0.0,0.0,78.21757113020985,18.996386437350328,0.0,0.0,0.0,0.0,0.0,19.535532550839797
7,27.51632363616598,11.968311714521516,0.0,0.0,0.0,0.0,0.0,0.5085432569297638,0.0,0.0,0.0,0.0,0.0,11.376575184947491,0.595672734335123,0.0,0.0,0.0,0.0,0.0,6.011108686960591,0.7973832461071699,0.0,0.0,0.0,0.0,0.0,8.479161158299558,0.8051217550886218,0.0,0.0,0.0,0.0,0.0,10.114207164840053,18.802305788967892,0.0,0.0,0.0,0.0,0.0,272.9035709643299,6.216188508748366,0.0,0.0,0.0,0.0,0.0,24.037527755097706,14.449465152254282,0.0,0.0,0.0,0.0,0.0,193.37737448302659,12.870542229007508,0.0,0.0,0.0,0.0,0.0,14.110855099192204,14.281118556762445,0.0,0.0,0.0,0.0,0.0,133.16535610946548,9.857376526338593,0.0,0.0,0.0,0.0,0.0,165.36679222219038,2.3983229444105523,0.0,0.0,0.0,0.0,0.0,7.621898208461374,15.799714685602297,0.0,0.0,0.0,0.0,0.0,30.218593880710532,62.899293300824944,0.0,0.0,0.0,0.0,0.0,47.60317003477929,13.574641388845077,0.0,0.0,0.0,0.0,0.0,34.117718120357765,17.742904254769865,0.0,0.0,0.0,0.0,0.0,49.31112738941795,10.357963138832721,0.0,0.0,0.0,0.0,0.0,29.02293316396811
8,44.08251189641787,12.9583485345534,0.0,0.0,0.0,0.0,0.0,0.35716670007930296,0.0,0.0,0.0,0.0,0.0,9.04255060996334,0.8635529829858611,0.0,0.0,0.0,0.0,0.0,1.576024810533711,1.395773307135967,0.0,0.0,0.0,0.0,0.0,11.567142213391739,0.38615316747607714,0.0,0.0,0.0,0.0,0.0,8.803062804912402,22.50501722341339,0.0,0.0,0.0,0.0,0.0,264.24087923278444,6.400341990376882,0.0,0.0,0.0,0.0,0.0,19.50555324872679,21.06263440418436,0.0,0.0,0.0,0.0,0.0,32.349062426802874,7.105555620442853,0.0,0.0,0.0,0.0,0.0,47.7011153489861,12.767852509504026,0.0,0.0,0.0,0.0,0.0,72.79236015081109,4.8857960095232995,0.0,0.0,0.0,0.0,0.0,50.55901739582855,2.257820384554629,0.0,0.0,0.0,0.0,0.0,11.906856380910654,22.60176384392002,0.0,0.0,0.0,0.0,0.0,20.35136474616418,16.95395910481333,0.0,0.0,0.0,0.0,0.0,319.2196643181745,20.74700749833762,0.0,0.0,0.0,0.0,0.0,40.97156023848353,21.990924166191313,0.0,0.0,0.0,0.0,0.0,33.09768476605315,14.703385413137836,0.0,0.0,0.0,0.0,0.0,27.641209901141078
