,DEL16p11_2,DEL16p11_2,DEL16p11_2,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.693362715104112,0.10668853002177234,53.84615384615385,0.08649826930017698,71.875,0.6929220198847592
1,0.693009595465646,0.10664167274167813,46.15384615384615,0.08610165294238356,71.875,0.6899918466139541
2,0.7033368485550184,0.10656186128260979,46.15384615384615,0.08346573718962513,71.875,0.6872067451423632
3,0.6909717542171269,0.10660604017220052,46.15384615384615,0.07583728446245318,71.875,0.43463851855797886
4,0.6858552906395078,0.10636560104370305,46.15384615384615,0.08337963455613928,71.875,0.4480383211777328
5,1.2723485888552346,0.10684423314161427,46.15384615384615,0.07477276406248737,71.875,0.4978493710145891
6,0.5585069558685368,0.10556158874846619,46.15384615384615,0.07428461114902632,71.875,0.8306654543277012
7,0.6952666946718048,0.1066366682735668,61.53846153846154,0.0740549924658204,71.875,0.7238096739725067
8,0.6933780160708127,0.10660804091398363,38.46153846153847,0.07425453213229063,71.875,0.7911306632837365
9,0.6934185251287798,0.10635127506930825,53.84615384615385,0.07371065092457749,71.875,0.4669689488035499
10,0.7044094978778168,0.10645105563841396,61.53846153846154,0.07382378913719029,71.875,0.6810882009817584
11,1.0586744737208251,0.10190695629974071,46.15384615384615,0.07352640375275246,71.875,0.3106294091130761
12,0.6788652830025098,0.12208081583504697,46.15384615384615,0.07350174265641296,71.875,0.4933955237032249
13,0.6821612827976576,0.1011781024854319,46.15384615384615,0.07440358484058456,71.875,0.9423421892733922
14,0.8660226083734148,0.10498970241746358,46.15384615384615,0.0737575497133458,71.875,0.7153231917567924
15,0.24808329005374455,0.1416417735620269,46.15384615384615,0.07467872922544154,71.875,0.606488935289635
16,0.6703844115183014,0.0991663170785416,53.84615384615385,0.12254520900121041,71.875,0.24728948340602103
17,1.0149887018687087,0.19978140169218478,61.53846153846154,0.20310207418501017,71.875,0.6155911023639878
18,0.47089242753499727,0.0819833212721618,69.23076923076923,0.14026540792203346,71.875,0.1860753730770634
19,5.370719725372116,0.3795732073251416,53.84615384615385,0.08824389601580379,71.875,0.7366330833232865
20,0.0017651727877506993,0.19004570817747402,69.23076923076923,0.07783115010842162,78.125,0.1578109777949369
21,0.3030927697499544,0.11365161199740416,46.15384615384615,0.1583114671483287,71.875,0.09320909746355001
22,0.06139408483258621,0.08079297966170865,61.53846153846154,0.12357948761551511,71.875,0.009693663281192175
23,0.0003720243088711259,0.16671493633141513,69.23076923076923,0.14427818100662612,65.625,0.17110789010849456
24,0.00019735065725845198,0.1930455517760627,69.23076923076923,0.12302401043152228,75.0,0.5100178496726442
25,0.005777558114233442,0.21470540894472687,61.53846153846154,0.10991981718452129,75.0,0.0017592335237049477
26,0.0025155642881943296,0.1363665809917757,69.23076923076923,0.12533022415536532,75.0,0.00888117405026538
